year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,2932.295167028904,2004.585884204063,1786.9843384237943,2182.008973777171,2004.5858841811685,1786.9843384237943,2182.008973777171
1982,3051.2832002639775,2001.699174736287,1686.7138845815289,2206.2656846977075,2001.699174676663,1686.7138845815289,2206.2656846977075
1983,2887.9187038540836,1985.7288674955635,1583.8144322077708,2164.134024177847,1985.7288674864726,1583.8144322077708,2164.134024177847
1984,2989.148333966732,2045.7235669894458,1811.528512727366,2225.9375215515183,2045.7235669358274,1811.528512727366,2225.9375215515183
1985,3073.1803967654705,2037.1465930985091,1810.3892194345,2205.7509438859242,2037.1465930796417,1810.3892194345,2205.7509438859242
1986,3062.941221594811,2036.0083798104338,1800.439057177307,2230.272929956195,2036.0083798357002,1800.439057177307,2230.272929956195
1987,2897.8365744054317,2029.031302426733,1760.0206435288694,2210.2814927192326,2029.0313023574097,1760.0206435288694,2210.2814927192326
1988,3106.1312112212177,2020.3620157816308,1738.6781458097005,2188.368677243405,2020.3620157618218,1738.6781458097005,2188.368677243405
1989,2948.9679266214375,2026.973790320797,1769.7829648419138,2193.9041422391174,2026.9737903513978,1769.7829648419138,2193.9041422391174
1990,3122.314703136682,2039.878794497968,1726.7717787679296,2195.434171582759,2039.8787946093212,1726.7717787679296,2195.434171582759
1991,3086.3148899376392,2015.2540591355173,1705.3532581538043,2195.6690447004466,2015.2540591362879,1705.3532581538043,2195.6690447004466
1992,2949.8071971237655,1996.417090146006,1804.9734287527344,2192.900184138143,1996.4170901343016,1804.9734287527344,2192.900184138143
1993,3047.256172567606,2000.1596425117073,1678.9271135436768,2237.7726534373915,2000.1596424865668,1678.9271135436768,2237.7726534373915
1994,3002.638569265604,2004.312547003395,1697.8265916349794,2191.152168705345,2004.3125469685042,1697.8265916349794,2191.152168705345
1995,3155.3916826546188,2016.5722185543004,1802.201060305733,2188.966551798569,2016.5722185692605,1802.201060305733,2188.966551798569
1996,2983.5580891370773,2019.3867822064767,1725.8176183122405,2317.4523767944347,2019.3867822120417,1725.8176183122405,2317.4523767944347
