stn,idx,rcp,hor,stat,centile,val
era5_land,rain_season_end,ref,1981-2010,none,-1.0,309.775
era5_land,rain_season_end,rcp45,1981-2010,mean,-1.0,310.169167
era5_land,rain_season_end,rcp45,2021-2050,mean,-1.0,307.095
era5_land,rain_season_end,rcp45,2051-2080,mean,-1.0,305.595
era5_land,rain_season_end,rcp45,1981-2010,min,-1.0,297.908333
era5_land,rain_season_end,rcp45,2021-2050,min,-1.0,296.341667
era5_land,rain_season_end,rcp45,2051-2080,min,-1.0,294.95
era5_land,rain_season_end,rcp45,1981-2010,max,-1.0,322.041667
era5_land,rain_season_end,rcp45,2021-2050,max,-1.0,318.791667
era5_land,rain_season_end,rcp45,2051-2080,max,-1.0,318.983333
era5_land,rain_season_end,rcp45,1981-2010,centile,10.0,302.655833
era5_land,rain_season_end,rcp45,2021-2050,centile,10.0,299.566667
era5_land,rain_season_end,rcp45,2051-2080,centile,10.0,297.77
era5_land,rain_season_end,rcp45,1981-2010,centile,50.0,309.983333
era5_land,rain_season_end,rcp45,2021-2050,centile,50.0,306.833333
era5_land,rain_season_end,rcp45,2051-2080,centile,50.0,305.066667
era5_land,rain_season_end,rcp45,1981-2010,centile,90.0,318.021667
era5_land,rain_season_end,rcp45,2021-2050,centile,90.0,314.629167
era5_land,rain_season_end,rcp45,2051-2080,centile,90.0,313.830833
era5_land,rain_season_end,rcp45,1981-2010,centile,99.0,321.639667
era5_land,rain_season_end,rcp45,2021-2050,centile,99.0,318.375417
era5_land,rain_season_end,rcp45,2051-2080,centile,99.0,318.468083
era5_land,rain_season_end,rcp45,1981-2010,centile,100.0,322.041667
era5_land,rain_season_end,rcp45,2021-2050,centile,100.0,318.791667
era5_land,rain_season_end,rcp45,2051-2080,centile,100.0,318.983333
era5_land,rain_season_end,rcp85,1981-2010,mean,-1.0,310.591667
era5_land,rain_season_end,rcp85,2021-2050,mean,-1.0,307.4275
era5_land,rain_season_end,rcp85,2051-2080,mean,-1.0,303.2925
era5_land,rain_season_end,rcp85,1981-2010,min,-1.0,298.775
era5_land,rain_season_end,rcp85,2021-2050,min,-1.0,295.683333
era5_land,rain_season_end,rcp85,2051-2080,min,-1.0,291.916667
era5_land,rain_season_end,rcp85,1981-2010,max,-1.0,322.158333
era5_land,rain_season_end,rcp85,2021-2050,max,-1.0,318.733333
era5_land,rain_season_end,rcp85,2051-2080,max,-1.0,316.316667
era5_land,rain_season_end,rcp85,1981-2010,centile,10.0,303.2375
era5_land,rain_season_end,rcp85,2021-2050,centile,10.0,299.875833
era5_land,rain_season_end,rcp85,2051-2080,centile,10.0,295.164167
era5_land,rain_season_end,rcp85,1981-2010,centile,50.0,310.5625
era5_land,rain_season_end,rcp85,2021-2050,centile,50.0,307.65
era5_land,rain_season_end,rcp85,2051-2080,centile,50.0,302.908333
era5_land,rain_season_end,rcp85,1981-2010,centile,90.0,318.100833
era5_land,rain_season_end,rcp85,2021-2050,centile,90.0,314.645833
era5_land,rain_season_end,rcp85,2051-2080,centile,90.0,311.696667
era5_land,rain_season_end,rcp85,1981-2010,centile,99.0,321.752583
era5_land,rain_season_end,rcp85,2021-2050,centile,99.0,318.324583
era5_land,rain_season_end,rcp85,2051-2080,centile,99.0,315.854667
era5_land,rain_season_end,rcp85,1981-2010,centile,100.0,322.158333
era5_land,rain_season_end,rcp85,2021-2050,centile,100.0,318.733333
era5_land,rain_season_end,rcp85,2051-2080,centile,100.0,316.316667
era5_land,rain_season_end,rcpxx,1981-2010,mean,-1.0,310.351587
era5_land,rain_season_end,rcpxx,2021-2050,mean,-1.0,307.26125
era5_land,rain_season_end,rcpxx,2051-2080,mean,-1.0,304.44375
era5_land,rain_season_end,rcpxx,1981-2010,min,-1.0,297.175
era5_land,rain_season_end,rcpxx,2021-2050,min,-1.0,293.416667
era5_land,rain_season_end,rcpxx,2051-2080,min,-1.0,290.7
era5_land,rain_season_end,rcpxx,1981-2010,max,-1.0,323.133333
era5_land,rain_season_end,rcpxx,2021-2050,max,-1.0,321.9
era5_land,rain_season_end,rcpxx,2051-2080,max,-1.0,320.925
era5_land,rain_season_end,rcpxx,1981-2010,centile,10.0,302.391667
era5_land,rain_season_end,rcpxx,2021-2050,centile,10.0,298.776667
era5_land,rain_season_end,rcpxx,2051-2080,centile,10.0,295.9725
era5_land,rain_season_end,rcpxx,1981-2010,centile,50.0,310.2
era5_land,rain_season_end,rcpxx,2021-2050,centile,50.0,307.2625
era5_land,rain_season_end,rcpxx,2051-2080,centile,50.0,304.0625
era5_land,rain_season_end,rcpxx,1981-2010,centile,90.0,318.375
era5_land,rain_season_end,rcpxx,2021-2050,centile,90.0,315.423333
era5_land,rain_season_end,rcpxx,2051-2080,centile,90.0,313.520833
era5_land,rain_season_end,rcpxx,1981-2010,centile,99.0,322.83
era5_land,rain_season_end,rcpxx,2021-2050,centile,99.0,321.022833
era5_land,rain_season_end,rcpxx,2051-2080,centile,99.0,320.024083
era5_land,rain_season_end,rcpxx,1981-2010,centile,100.0,323.133333
era5_land,rain_season_end,rcpxx,2021-2050,centile,100.0,321.9
era5_land,rain_season_end,rcpxx,2051-2080,centile,100.0,320.925
