stn,idx,rcp,hor,stat,centile,val
era5_land,rain_season_length,ref,1981-2010,none,-1,134.35
era5_land,rain_season_length,rcp45,1981-2010,mean,-1,135.7375
era5_land,rain_season_length,rcp45,2021-2050,mean,-1,133.009167
era5_land,rain_season_length,rcp45,2051-2080,mean,-1,130.54
era5_land,rain_season_length,rcp45,1981-2010,min,-1,113.083333
era5_land,rain_season_length,rcp45,2021-2050,min,-1,107.291667
era5_land,rain_season_length,rcp45,2051-2080,min,-1,104.45
era5_land,rain_season_length,rcp45,1981-2010,max,-1,160.325
era5_land,rain_season_length,rcp45,2021-2050,max,-1,160.8
era5_land,rain_season_length,rcp45,2051-2080,max,-1,159.316667
era5_land,rain_season_length,rcp45,1981-2010,centile,1,113.740333
era5_land,rain_season_length,rcp45,2021-2050,centile,1,108.168417
era5_land,rain_season_length,rcp45,2051-2080,centile,1,105.23525
era5_land,rain_season_length,rcp45,1981-2010,centile,10,119.653333
era5_land,rain_season_length,rcp45,2021-2050,centile,10,116.059167
era5_land,rain_season_length,rcp45,2051-2080,centile,10,112.3025
era5_land,rain_season_length,rcp45,1981-2010,centile,50,135.2375
era5_land,rain_season_length,rcp45,2021-2050,centile,50,132.116667
era5_land,rain_season_length,rcp45,2051-2080,centile,50,129.683333
era5_land,rain_season_length,rcp45,1981-2010,centile,90,152.2175
era5_land,rain_season_length,rcp45,2021-2050,centile,90,151.2975
era5_land,rain_season_length,rcp45,2051-2080,centile,90,150.519167
era5_land,rain_season_length,rcp45,1981-2010,centile,99,159.51425
era5_land,rain_season_length,rcp45,2021-2050,centile,99,159.84975
era5_land,rain_season_length,rcp45,2051-2080,centile,99,158.436917
era5_land,rain_season_length,rcp85,1981-2010,mean,-1,136.85
era5_land,rain_season_length,rcp85,2021-2050,mean,-1,133.931667
era5_land,rain_season_length,rcp85,2051-2080,mean,-1,128.025
era5_land,rain_season_length,rcp85,1981-2010,min,-1,114.3
era5_land,rain_season_length,rcp85,2021-2050,min,-1,108.658333
era5_land,rain_season_length,rcp85,2051-2080,min,-1,99.916667
era5_land,rain_season_length,rcp85,1981-2010,max,-1,161.675
era5_land,rain_season_length,rcp85,2021-2050,max,-1,161.983333
era5_land,rain_season_length,rcp85,2051-2080,max,-1,158.15
era5_land,rain_season_length,rcp85,1981-2010,centile,1,115.0095
era5_land,rain_season_length,rcp85,2021-2050,centile,1,109.385083
era5_land,rain_season_length,rcp85,2051-2080,centile,1,100.794167
era5_land,rain_season_length,rcp85,1981-2010,centile,10,121.395
era5_land,rain_season_length,rcp85,2021-2050,centile,10,115.925833
era5_land,rain_season_length,rcp85,2051-2080,centile,10,108.691667
era5_land,rain_season_length,rcp85,1981-2010,centile,50,136.2375
era5_land,rain_season_length,rcp85,2021-2050,centile,50,133.441667
era5_land,rain_season_length,rcp85,2051-2080,centile,50,128.1
era5_land,rain_season_length,rcp85,1981-2010,centile,90,152.8625
era5_land,rain_season_length,rcp85,2021-2050,centile,90,152.405833
era5_land,rain_season_length,rcp85,2051-2080,centile,90,145.85
era5_land,rain_season_length,rcp85,1981-2010,centile,99,160.79375
era5_land,rain_season_length,rcp85,2021-2050,centile,99,161.025583
era5_land,rain_season_length,rcp85,2051-2080,centile,99,156.92
era5_land,rain_season_length,rcpxx,1981-2010,mean,-1,136.20119
era5_land,rain_season_length,rcpxx,2021-2050,mean,-1,133.470417
era5_land,rain_season_length,rcpxx,2051-2080,mean,-1,129.2825
era5_land,rain_season_length,rcpxx,1981-2010,min,-1,110.583333
era5_land,rain_season_length,rcpxx,2021-2050,min,-1,103.066667
era5_land,rain_season_length,rcpxx,2051-2080,min,-1,96.8
era5_land,rain_season_length,rcpxx,1981-2010,max,-1,163.808333
era5_land,rain_season_length,rcpxx,2021-2050,max,-1,166.608333
era5_land,rain_season_length,rcpxx,2051-2080,max,-1,166.216667
era5_land,rain_season_length,rcpxx,1981-2010,centile,1,111.413333
era5_land,rain_season_length,rcpxx,2021-2050,centile,1,104.376083
era5_land,rain_season_length,rcpxx,2051-2080,centile,1,98.498917
era5_land,rain_season_length,rcpxx,1981-2010,centile,10,119.766667
era5_land,rain_season_length,rcpxx,2021-2050,centile,10,114.240833
era5_land,rain_season_length,rcpxx,2051-2080,centile,10,109.056667
era5_land,rain_season_length,rcpxx,1981-2010,centile,50,135.441667
era5_land,rain_season_length,rcpxx,2021-2050,centile,50,132.866667
era5_land,rain_season_length,rcpxx,2051-2080,centile,50,128.829167
era5_land,rain_season_length,rcpxx,1981-2010,centile,90,153.241667
era5_land,rain_season_length,rcpxx,2021-2050,centile,90,154.05
era5_land,rain_season_length,rcpxx,2051-2080,centile,90,150.381667
era5_land,rain_season_length,rcpxx,1981-2010,centile,99,162.831667
era5_land,rain_season_length,rcpxx,2021-2050,centile,99,165.16275
era5_land,rain_season_length,rcpxx,2051-2080,centile,99,164.131417
