stn,idx,rcp,hor,stat,centile,val
era5_land,dry_spell_total_length,ref,1981-2010,none,-1.0,37.708333
era5_land,dry_spell_total_length,rcp45,1981-2010,mean,-1.0,43.26746
era5_land,dry_spell_total_length,rcp45,2021-2050,mean,-1.0,45.747619
era5_land,dry_spell_total_length,rcp45,2051-2080,mean,-1.0,47.481349
era5_land,dry_spell_total_length,rcp45,1981-2010,min,-1.0,20.875
era5_land,dry_spell_total_length,rcp45,2021-2050,min,-1.0,21.2
era5_land,dry_spell_total_length,rcp45,2051-2080,min,-1.0,24.016667
era5_land,dry_spell_total_length,rcp45,1981-2010,max,-1.0,77.158333
era5_land,dry_spell_total_length,rcp45,2021-2050,max,-1.0,76.275
era5_land,dry_spell_total_length,rcp45,2051-2080,max,-1.0,88.391667
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,10.0,27.941667
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,10.0,30.2
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,10.0,31.175
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,50.0,42.258333
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,50.0,45.008333
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,50.0,45.716667
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,90.0,58.525
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,90.0,61.825
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,90.0,63.791667
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,99.0,74.415
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,99.0,74.471667
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,99.0,84.488333
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,100.0,77.158333
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,100.0,76.275
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,100.0,88.391667
era5_land,dry_spell_total_length,rcp85,1981-2010,mean,-1.0,43.756439
era5_land,dry_spell_total_length,rcp85,2021-2050,mean,-1.0,47.27197
era5_land,dry_spell_total_length,rcp85,2051-2080,mean,-1.0,50.578788
era5_land,dry_spell_total_length,rcp85,1981-2010,min,-1.0,20.458333
era5_land,dry_spell_total_length,rcp85,2021-2050,min,-1.0,22.3
era5_land,dry_spell_total_length,rcp85,2051-2080,min,-1.0,20.15
era5_land,dry_spell_total_length,rcp85,1981-2010,max,-1.0,75.191667
era5_land,dry_spell_total_length,rcp85,2021-2050,max,-1.0,82.925
era5_land,dry_spell_total_length,rcp85,2051-2080,max,-1.0,93.391667
era5_land,dry_spell_total_length,rcp85,1981-2010,centile,10.0,27.966667
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,10.0,30.7675
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,10.0,31.7175
era5_land,dry_spell_total_length,rcp85,1981-2010,centile,50.0,42.954167
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,50.0,45.658333
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,50.0,48.920833
era5_land,dry_spell_total_length,rcp85,1981-2010,centile,90.0,60.264167
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,90.0,65.993333
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,90.0,70.8875
era5_land,dry_spell_total_length,rcp85,1981-2010,centile,99.0,73.075917
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,99.0,80.38225
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,99.0,90.085917
era5_land,dry_spell_total_length,rcp85,1981-2010,centile,100.0,75.191667
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,100.0,82.925
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,100.0,93.391667
era5_land,dry_spell_total_length,rcpxx,1981-2010,mean,-1.0,43.385606
era5_land,dry_spell_total_length,rcpxx,2021-2050,mean,-1.0,46.527519
era5_land,dry_spell_total_length,rcpxx,2051-2080,mean,-1.0,49.066085
era5_land,dry_spell_total_length,rcpxx,1981-2010,min,-1.0,19.266667
era5_land,dry_spell_total_length,rcpxx,2021-2050,min,-1.0,18.458333
era5_land,dry_spell_total_length,rcpxx,2051-2080,min,-1.0,18.316667
era5_land,dry_spell_total_length,rcpxx,1981-2010,max,-1.0,77.633333
era5_land,dry_spell_total_length,rcpxx,2021-2050,max,-1.0,86.625
era5_land,dry_spell_total_length,rcpxx,2051-2080,max,-1.0,100.041667
era5_land,dry_spell_total_length,rcpxx,1981-2010,centile,10.0,27.4275
era5_land,dry_spell_total_length,rcpxx,2021-2050,centile,10.0,29.878333
era5_land,dry_spell_total_length,rcpxx,2051-2080,centile,10.0,30.706667
era5_land,dry_spell_total_length,rcpxx,1981-2010,centile,50.0,42.404167
era5_land,dry_spell_total_length,rcpxx,2021-2050,centile,50.0,44.641667
era5_land,dry_spell_total_length,rcpxx,2051-2080,centile,50.0,47.3
era5_land,dry_spell_total_length,rcpxx,1981-2010,centile,90.0,60.033333
era5_land,dry_spell_total_length,rcpxx,2021-2050,centile,90.0,64.9
era5_land,dry_spell_total_length,rcpxx,2051-2080,centile,90.0,69.248333
era5_land,dry_spell_total_length,rcpxx,1981-2010,centile,99.0,76.465167
era5_land,dry_spell_total_length,rcpxx,2021-2050,centile,99.0,82.439
era5_land,dry_spell_total_length,rcpxx,2051-2080,centile,99.0,93.920167
era5_land,dry_spell_total_length,rcpxx,1981-2010,centile,100.0,77.633333
era5_land,dry_spell_total_length,rcpxx,2021-2050,centile,100.0,86.625
era5_land,dry_spell_total_length,rcpxx,2051-2080,centile,100.0,100.041667
