longitude,latitude,dry_spell_total_length
-15.0,13.0,14.964651162790705
-15.0,12.899999618530273,14.492015503875972
-14.899999618530273,13.0,15.01883720930233
-14.899999618530273,12.899999618530273,13.3684496124031
