stn,var,rcp,hor,stat,centile,val
era5_land,tasmin,ref,1988-2017,none,-1,22.699084
era5_land,tasmin,rcp26,1988-2017,mean,-1,22.727291
era5_land,tasmin,rcp26,2021-2050,mean,-1,23.599173
era5_land,tasmin,rcp26,2041-2070,mean,-1,23.814642
era5_land,tasmin,rcp26,2061-2090,mean,-1,23.775181
era5_land,tasmin,rcp26,1988-2017,min,-1,22.614417
era5_land,tasmin,rcp26,2021-2050,min,-1,23.171378
era5_land,tasmin,rcp26,2041-2070,min,-1,23.034317
era5_land,tasmin,rcp26,2061-2090,min,-1,22.975926
era5_land,tasmin,rcp26,1988-2017,max,-1,22.867207
era5_land,tasmin,rcp26,2021-2050,max,-1,24.125995
era5_land,tasmin,rcp26,2041-2070,max,-1,24.32648
era5_land,tasmin,rcp26,2061-2090,max,-1,24.344946
era5_land,tasmin,rcp26,1988-2017,centile,99,22.865996
era5_land,tasmin,rcp26,2021-2050,centile,99,24.115498
era5_land,tasmin,rcp26,2041-2070,centile,99,24.322205
era5_land,tasmin,rcp26,2061-2090,centile,99,24.344166
era5_land,tasmin,rcp26,1988-2017,centile,90,22.855099
era5_land,tasmin,rcp26,2021-2050,centile,90,24.024278
era5_land,tasmin,rcp26,2041-2070,centile,90,24.283454
era5_land,tasmin,rcp26,2061-2090,centile,90,24.329411
era5_land,tasmin,rcp26,1988-2017,centile,50,22.721812
era5_land,tasmin,rcp26,2021-2050,centile,50,23.533412
era5_land,tasmin,rcp26,2041-2070,centile,50,23.763103
era5_land,tasmin,rcp26,2061-2090,centile,50,23.690211
era5_land,tasmin,rcp26,1988-2017,centile,10,22.648992
era5_land,tasmin,rcp26,2021-2050,centile,10,23.31397
era5_land,tasmin,rcp26,2041-2070,centile,10,23.494207
era5_land,tasmin,rcp26,2061-2090,centile,10,23.507438
era5_land,tasmin,rcp26,1988-2017,centile,1,22.617875
era5_land,tasmin,rcp26,2021-2050,centile,1,23.186738
era5_land,tasmin,rcp26,2041-2070,centile,1,23.08307
era5_land,tasmin,rcp26,2061-2090,centile,1,23.034123
era5_land,tasmin,rcp45,1988-2017,mean,-1,22.794889
era5_land,tasmin,rcp45,2021-2050,mean,-1,23.810708
era5_land,tasmin,rcp45,2041-2070,mean,-1,24.365676
era5_land,tasmin,rcp45,2061-2090,mean,-1,24.71863
era5_land,tasmin,rcp45,1988-2017,min,-1,22.604421
era5_land,tasmin,rcp45,2021-2050,min,-1,23.353328
era5_land,tasmin,rcp45,2041-2070,min,-1,23.678067
era5_land,tasmin,rcp45,2061-2090,min,-1,23.974295
era5_land,tasmin,rcp45,1988-2017,max,-1,22.966966
era5_land,tasmin,rcp45,2021-2050,max,-1,24.163664
era5_land,tasmin,rcp45,2041-2070,max,-1,25.079451
era5_land,tasmin,rcp45,2061-2090,max,-1,25.635725
era5_land,tasmin,rcp45,1988-2017,centile,99,22.964753
era5_land,tasmin,rcp45,2021-2050,centile,99,24.159708
era5_land,tasmin,rcp45,2041-2070,centile,99,25.027302
era5_land,tasmin,rcp45,2061-2090,centile,99,25.575805
era5_land,tasmin,rcp45,1988-2017,centile,90,22.930454
era5_land,tasmin,rcp45,2021-2050,centile,90,24.058734
