year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp45_19,rcp45_20,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1981,545.3676040877236,526.5862797744757,399.2433185781318,452.99172859767134,459.1638494525019,535.2178848532981,358.0543712344362,449.946272703949,440.81054152349583,553.3807284139439,461.78414181054546,432.87715111284433,451.87310968600906,493.9338958167165,370.63011432114894,467.6235693896663,602.766337104714,578.2979006388196,544.618371687509,580.7246521245943,377.68005479434765,445.0949594366235,385.95104669079075,466.6052141580374,452.1722040443923,524.0734908468777,437.79584787106813,601.295318970075,423.2267410288332,436.3037069432395,463.77257865303625,471.72618981685093,496.29319660915615,350.6101146591419,432.76733534925955,371.3187787825829,474.85449539189227,583.4140696390717,546.7486780918355,468.77601900241547,474.0771408726258,570.6815113571579,366.7773864080055,520.9760345252157
1982,481.3632308076794,446.213629448248,259.6441062837633,404.9141012374734,520.8563914914245,521.8352979236729,648.9276230717882,538.5791957059542,544.1858073510595,568.8005747904981,682.4883170033257,534.3436350561731,310.7702848113796,493.06240723627957,513.0517404855683,418.28691249021074,415.0109984438928,534.0868502418767,561.2428213903387,566.0905753971438,349.03196743151926,218.15392771520433,252.46811778847268,406.57785050246486,520.9282776619577,512.9671258394746,411.9470886325854,409.4280261360083,514.4052843994072,544.2860970553294,320.75837962528425,368.6189337480408,427.15709716781697,641.3638357450984,522.7686022434378,500.2806156100771,478.0990804031581,404.5583144655336,558.7370479117634,414.34398066327986,689.6094763789182,532.6178335411042,338.4426819750527,537.2463492197751
1983,398.6530633286941,506.02358960872016,322.65819647077444,515.5515312811829,341.6737430614782,336.0190593425202,482.2930632730615,297.722348119715,608.4086556509599,365.766380003414,566.4170585186611,559.1603486540158,475.14171783839794,651.2914520001826,641.2716661548108,419.90182533816704,524.1223258617699,398.342175749149,590.1487028216654,464.9834685410002,509.51577078431046,477.45363254640927,320.04083738902676,521.6631287178064,332.8770007024966,321.78594776545987,467.2830308051731,455.8268326613342,291.23378089443275,564.1591204320514,488.01836331869765,259.6082210492351,479.53923233915174,478.29770442831904,594.3541876704693,620.878553659223,635.180885889895,508.76046321491816,362.3652339744958,421.9872146001228,574.9506773673869,402.5333948806455,488.9851916264079,581.1995497326222
1984,486.3919547030457,341.25460998245615,218.95974769061107,475.5524852513394,659.167291056929,518.4325714655067,448.7975466140628,402.5319432873969,424.42125841620606,475.6128561682383,506.43246571318434,422.00268164326917,493.5566111583293,460.0427715532944,327.01137168504704,577.7729731769386,315.60595159963566,465.7982363816489,263.31099047021576,445.76858333585176,487.30587175924705,391.9162546505341,214.45097924110613,486.9108837985155,651.2057996367914,502.9147011916016,566.5827855706403,346.17040708068066,385.2139817105771,426.7098849694288,493.0084343400869,352.87534764974293,318.5276699186087,442.6255688767354,416.2656480683028,321.8786448384312,448.2899790134283,301.8585164504122,472.43427501199125,574.4718100908361,513.608937807346,463.8382294201593,461.9916309089289,261.2276897733703
1985,575.2386294173381,418.89872599962666,334.32605184351075,457.06070068263915,497.99532295921125,568.8877970540535,542.8772417226342,465.21485786916776,373.4459905188548,485.44997476105306,416.94425839385855,468.91800076547906,423.49316640755364,416.6381483462534,530.4166878308987,351.1112272107818,598.3039599100931,540.7937229376088,431.9442004301061,429.5289906739052,446.90517187752624,350.4432846754467,330.86788158162324,484.6115134463271,496.02259217637965,557.4611927797403,464.6452687531316,476.2445071724042,444.8364701729397,481.34205642353305,431.14399406028053,476.6288591299867,410.6331346438645,528.0691453680547,365.5651311243942,526.0780266016304,404.4950193037587,579.1732945244072,483.1536671506564,351.0692799254485,422.49925814098964,547.9940146972607,427.9103903696549,427.19109967207515
1986,543.4549801212295,330.13376278952984,246.42224525564015,687.2952170733329,536.25633049702,379.0717261809258,409.8805613917368,433.6339811253274,708.7049307376549,567.3129562819001,336.8645850308014,640.869914708068,433.36406781751697,570.1840439783283,444.62375146896744,564.3913141407803,322.7226612881545,526.2411747661578,586.9837129871617,672.2398080582051,460.351996446806,383.7315285782685,238.4914700817947,697.6154262647415,529.48177046302,371.2258715033566,550.1838636198056,400.8925530962723,413.1310445047747,644.1669002666458,449.39373611963276,438.90798391557826,320.1964000127519,400.48526411983033,686.4656840737149,441.70754630765236,554.7616909362577,307.4610557179661,564.094700680522,555.4367154160384,351.59205981574695,530.4409464925176,443.49935198482547,561.3839292529503
1987,537.5286999719164,589.345681769066,432.4564283763331,487.11197711032537,439.90305991725313,572.5656201422252,348.40554194526925,298.5311116043746,509.2375901711982,644.5854960059328,309.60036964620986,443.8547037717585,664.1757722465561,470.53450435891807,503.9726651977663,463.9138889623186,679.1113767892708,494.4298291522563,464.984908111413,514.7061022582593,615.0213518840425,707.4827455953222,422.87043504538553,495.0181904551394,434.0151539703546,561.5149994478899,541.6072760788079,604.1409325970509,280.2375421692007,445.6626144983347,665.0957283201908,589.4610447137032,562.2838152812323,345.8535307618604,495.03520567174115,491.34199776871736,459.9561507718869,654.5749453766979,652.592448185343,459.4152214342221,315.02644702494587,498.857642740463,590.0760524949623,455.55186694157646
1988,606.4256032034882,664.9235811702284,431.56617698298265,310.75355437646715,515.6835462303636,498.27495777376214,506.38675990103803,391.0107862323869,435.3711540788298,509.99384516154004,494.8264107837903,582.2299897323188,501.5857741578459,595.2364679931085,465.77311628954345,425.1094616596918,559.0825430839885,537.5680601049494,502.7523235177644,539.509375350625,368.30027725515157,426.14099234345025,432.9511112271342,319.65130257024015,507.1989670961822,486.4584212164689,396.126779153407,591.8897503608159,372.6820934495638,600.6450321701747,519.8082962778884,571.2386267907543,645.0109876587512,506.10280766884523,418.7945067934654,459.9096775742593,575.7286288739647,540.4044930961995,507.23939784047093,429.5221477990266,503.24909257147374,540.9010515336155,355.98667356146893,497.4714687831308
1989,630.2365631656972,573.2894174528963,460.86183762744116,473.2893638407736,291.1480033084644,619.5287507485514,491.3794830760175,265.8829422143283,461.86533310719983,387.0328281159454,433.744857764117,504.1839076219601,482.86266907541113,381.6175489279111,563.243418326385,463.1736636075548,480.7907515121136,482.5666833793759,395.45230043997236,490.5503693732642,645.9061499420419,530.6970026037675,442.18994815586643,489.8992238975801,295.09415490049406,606.7537342718522,565.3307008506428,485.7118055394339,250.77442083285462,515.8875630907753,495.18941519985367,497.8371850237078,535.498827841811,487.80607937903414,449.80357995569386,552.29618756584,373.9904422648309,464.55780822946804,388.276827134586,461.38428224507555,445.8210924891637,486.5390795188149,622.2128308210794,383.8642761420344
1990,475.1458601026453,400.32803639517465,298.37396804348356,474.5471396424967,357.4194425353603,443.57979025948555,459.2987444105956,597.5167453699229,490.6195863657981,451.3822938422125,680.6107595784662,539.8286734989035,441.96369823601054,532.3874541469121,468.39874653355145,581.2670193598034,299.3288165332861,590.6820519547884,542.1514827105239,529.2745867455509,370.26975868752686,346.71347967344565,287.72934009099765,496.47006464957025,354.1294545161754,427.265033256312,469.59366467553497,285.3023116212346,581.2645310727462,541.6659104346908,452.8653992440342,446.6561460634075,389.81531915392486,448.94554425045476,482.8010573263825,464.47918881319566,516.4665793730632,296.4593990795946,455.1680430391508,580.9063803510963,691.3367287972209,590.0242647951368,353.28415794649055,537.463298513032
