longitude,latitude,tasmin
-15.600000381469727,12.699999809265137,23.30905124282532
-15.600000381469727,12.600000381469727,23.528812484279797
-15.5,12.699999809265137,23.398256113470836
-15.5,12.600000381469727,23.474303831885663
