day,mean,min,max,var
1,4.189861353811085,-8.272352978371495e-09,45.92645109585836,pr
2,3.633998594448095,-8.40476620492029e-09,22.158169607503137,pr
3,3.887228677047909,-5.350204746256305e-10,30.44358268354007,pr
4,3.7624821449207455,2.7162991875815782e-08,37.29768903557071,pr
5,2.2163445033776017,3.77914417534441e-08,29.6794389852132,pr
6,1.657533080245945,-7.858244184619122e-09,11.241850929763794,pr
7,2.298949127794546,-1.0642247013967776e-08,17.652144626977517,pr
8,2.9359468407618925,2.4997506077128204e-08,20.0731410097739,pr
9,2.612540468570063,-9.602432024373081e-09,23.33132806957005,pr
10,3.0010903352349056,2.0372909953757273e-08,27.531524091313187,pr
11,1.8679935829028331,-4.8498647296662515e-09,20.76854902876689,pr
12,3.464066997885559,-6.648617871586286e-09,18.094008275851785,pr
13,1.5633353800690102,8.857654524945708e-08,11.722222452513533,pr
14,2.398534175395089,-7.151489915948425e-09,21.436007259340464,pr
15,2.1261044105925206,4.66618678196903e-10,13.69321610173158,pr
16,3.3914295475579226,-1.1966841583497836e-08,29.35494337989425,pr
17,2.303941753289508,-8.948329417893547e-09,15.199990745253167,pr
18,1.139769461103548,-6.822361416472109e-09,9.821085718783776,pr
19,2.9433856044903504,-7.386702973241021e-09,38.13285399588073,pr
20,4.505899581456933,1.2884592595044344e-08,36.42442252453404,pr
21,3.1138376766758307,4.543130806291221e-08,16.926251024556848,pr
22,3.1892937759676028,3.76738829725202e-08,23.014041055382265,pr
23,2.2512403260480336,-3.926843836932086e-09,22.906372222760712,pr
24,1.3638418421184906,-1.2164726004747496e-09,11.0760190215738,pr
25,2.3017650479444804,3.0469070947713542e-09,12.571883933246523,pr
26,1.3534529540213387,-2.807653497331566e-09,10.530699715297676,pr
27,1.725102871798404,-8.355611714172017e-09,13.44695936538041,pr
28,3.276347020655843,4.6800130054219675e-08,29.025554735518472,pr
29,2.301152163548962,9.135778699712568e-09,14.151140210607604,pr
30,1.838423145107252,3.554266612176636e-08,16.55298596337446,pr
31,2.397474342397549,-1.0291111887738978e-08,30.091212718245536,pr
32,2.077298851896616,-5.050565688426261e-09,18.047682819639547,pr
33,2.7666447118325608,-3.853525186980599e-10,25.764454232367104,pr
34,3.00245118236189,2.9528263773210925e-08,55.49520528836516,pr
35,2.3734541505468494,8.694642122585868e-08,25.249296992792345,pr
36,2.6135572387293187,1.396080990763995e-09,26.77139992355573,pr
37,2.704694654346321,1.4554886924986331e-09,26.74566994482796,pr
38,1.8826927380932856,8.748977077513132e-08,25.053748347587124,pr
39,2.383577482348936,2.398151267776484e-09,21.106943884082572,pr
40,2.8841852420253926,-1.8346576365881147e-09,14.76144860344718,pr
41,1.931911308064872,8.259920184569552e-08,17.091066167358143,pr
42,3.050238563417362,2.156236891076292e-09,20.764524311395597,pr
43,2.036433480281801,1.0583653589787617e-07,18.45150173821045,pr
44,4.427860718401511,7.738212087868512e-09,19.96682131769872,pr
45,2.6644008469168017,-5.644301173897007e-09,18.61009074494702,pr
46,1.9525648524587813,2.7351356624038186e-10,21.281514113945715,pr
47,1.4362629461142118,-2.001215921929848e-09,14.939784206216046,pr
48,1.9595865243857773,1.6897515976867243e-09,19.526097935090423,pr
49,2.5222408967085004,2.141593265245626e-08,16.14197122835275,pr
50,1.3651993889416425,-4.593472645837234e-09,9.637647947278694,pr
51,0.7495687141247729,1.7697332117521543e-08,7.96654376371976,pr
52,1.3563519124194732,1.3736605402130022e-09,16.8464949783974,pr
53,2.0771262180403114,1.6986932494583146e-09,11.295903898069607,pr
54,2.9252530218691053,-8.754682489215341e-10,29.584043577365275,pr
55,3.235106954129676,2.3016358663764267e-08,35.11728074011835,pr
56,1.370949491436953,0.0,9.236296295897194,pr
57,2.0523622454502086,-6.428716683984576e-10,23.933438249042677,pr
58,1.1951395515311156,9.254673749499271e-09,10.028117844030378,pr
59,2.6087234962557435,-3.286154947152621e-09,16.72426288441211,pr
60,2.931684534241273,6.323410718533402e-08,13.403426799042215,pr
61,2.360987655096076,9.592766889548884e-09,15.895149742341948,pr
62,1.0816849249142495,-3.449118378225196e-09,9.159147895458362,pr
63,4.465380436325261,-1.933950422499308e-09,25.62087060222673,pr
64,4.157999211215396,-1.1768900650455861e-08,20.17529547096201,pr
65,3.6441723758575,-7.543075264833622e-09,22.41496915857389,pr
66,2.4484937472569417,2.330429980769487e-09,16.01956346925867,pr
67,1.864214443034797,-1.562616914943894e-08,12.298092833935264,pr
68,1.3034441655815985,-1.103112273124112e-08,16.422532714584353,pr
69,2.411777234000535,-1.0390998223748406e-08,36.97913562517364,pr
70,0.4830816370681141,-7.856400800252227e-10,3.5947022168130016,pr
71,1.162433872881753,4.475781250150629e-08,13.4990465633137,pr
72,1.5359258363392008,1.9614711822672238e-08,11.933769958300887,pr
73,2.0018483284468926,-1.332734987947624e-09,24.162503045605927,pr
74,1.7776010003210574,-1.1551926033897937e-08,11.483651677048275,pr
75,1.9057301325296352,-4.9341845623378685e-09,15.591020539647058,pr
76,1.2519876266254386,-9.902362564844643e-09,9.918952131408837,pr
77,1.9690166786322087,-8.689864797376102e-09,10.408872583812704,pr
78,2.585889652904391,2.468753122409463e-10,21.686863061484463,pr
79,2.459764821406123,-2.2039818284137862e-09,24.960158869056244,pr
80,2.0009100489169223,9.881888215523842e-09,13.835665342441674,pr
81,2.030379189183427,3.366417902156194e-08,18.50677336329907,pr
82,2.357470446831661,3.3916534418653045e-10,19.53159313142693,pr
83,2.1576916371518444,4.938456285053067e-10,16.65318874949633,pr
84,1.287151344557792,-1.0221425605427876e-08,13.64634973693324,pr
85,1.3227075722043569,0.0,9.993653159748852,pr
86,1.833091234402327,-3.912070145032361e-09,16.054771661482853,pr
87,2.340624133759744,-3.371781683752861e-09,18.07332892466158,pr
88,1.0757615273049346,6.27815175969099e-08,6.363067856635002,pr
89,1.6173744501735583,2.7712353175495236e-10,17.597356870754496,pr
90,1.5900647978522793,-8.259859882100036e-09,18.150714373000564,pr
91,2.861440994347951,0.0,12.422814957936716,pr
92,1.8243004314628064,3.606390497983889e-08,12.457870069826258,pr
93,2.2647271794119868,0.0,15.77617952296661,pr
94,2.2652456213758767,3.4406672057872454e-08,17.6884621814741,pr
95,1.9465142407844624,4.995931380296813e-09,18.74432631321205,pr
96,2.3084163821042862,1.728718250701583e-08,21.178200896217007,pr
97,1.7716922491469629,0.0,18.254716984057595,pr
98,3.180126591063409,-8.947405424067205e-10,17.99356305853871,pr
99,2.270390398565577,0.0,10.731627637005367,pr
100,3.556060108841463,0.0,33.34387596390871,pr
101,2.400063233628161,-6.977642954066938e-09,12.2269638899655,pr
102,2.524876919186747,-2.225184345244581e-09,23.70016576088521,pr
103,1.0465997885272682,0.0,10.676990822865935,pr
104,1.0047260094879358,-4.3300515318120276e-09,10.2850839836409,pr
105,1.9131214229400328,0.0,11.38430285323839,pr
106,2.349038489363652,0.0,15.246713508793883,pr
107,3.3097971650583777,-7.44446838592751e-09,20.61253415650755,pr
108,3.1428658827158973,2.3722060965551278e-08,17.81182514205217,pr
109,2.936411356729903,2.652258205176219e-08,17.374119420267846,pr
110,3.470354535832923,-2.154824775648753e-09,13.865814294970678,pr
111,2.212027941343662,-1.2473861500610776e-08,17.75292268985726,pr
112,2.3837200337087414,8.910337908248822e-08,15.811553725283057,pr
113,2.057750174238353,-8.086349426620966e-09,11.06431389701413,pr
114,2.164772080941717,-1.7269445003546632e-09,12.276947225756674,pr
115,1.851680903107178,-6.213667851503249e-09,13.07413332448272,pr
