sim_code,sdev,crmsd,ccoef
Référence,10.15,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,13.16,13.98,0.3
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,9.14,13.32,0.05
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,13.55,16.33,0.07
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,12.87,15.64,0.09
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,13.52,15.51,0.17
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,13.48,14.48,0.27
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,18.09,19.26,0.16
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,12.93,17.62,-0.15
CRCM5_AFR-44_CCCma-CanESM2_rcp45,14.51,14.03,0.4
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,14.93,15.09,0.32
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,12.87,14.34,0.24
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,12.56,15.4,0.09
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,9.6,13.62,0.05
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,14.51,19.82,-0.27
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,13.71,17.59,-0.07
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,13.63,18.63,-0.21
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,10.87,15.16,-0.04
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,12.01,13.59,0.26
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,11.74,14.14,0.17
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,10.36,13.29,0.16
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,12.47,12.48,0.41
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,14.08,17.38,-0.0
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,13.18,13.55,0.35
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,12.11,16.27,-0.06
RCA4_AFR-44_CCCma-CanESM2_rcp45,12.17,17.1,-0.17
RCA4_AFR-44_CCCma-CanESM2_rcp85,12.03,14.34,0.17
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,10.53,12.48,0.27
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,11.4,15.27,-0.0
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,13.47,17.06,-0.02
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,12.19,15.6,0.03
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,13.88,14.23,0.33
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,12.82,16.16,0.02
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,12.73,15.69,0.07
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,10.54,13.67,0.13
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,12.55,13.42,0.32
RCA4_AFR-44_MIROC-MIROC5_rcp26,10.98,13.78,0.15
RCA4_AFR-44_MIROC-MIROC5_rcp45,10.51,13.3,0.17
RCA4_AFR-44_MIROC-MIROC5_rcp85,11.12,15.87,-0.11
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,14.74,15.71,0.25
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,14.11,14.17,0.35
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,11.97,11.82,0.44
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,11.82,14.78,0.1
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,13.7,15.88,0.14
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,11.69,16.47,-0.13
RCA4_AFR-44_NCC-NorESM1-M_rcp26,13.89,19.33,-0.28
RCA4_AFR-44_NCC-NorESM1-M_rcp45,14.01,18.74,-0.18
RCA4_AFR-44_NCC-NorESM1-M_rcp85,14.66,18.2,-0.04
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,15.33,16.22,0.24
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,13.3,16.23,0.06
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,11.38,17.0,-0.24
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,11.91,15.03,0.08
REMO2009_AFR-44_MIROC-MIROC5_rcp26,12.85,15.73,0.08
REMO2009_AFR-44_MIROC-MIROC5_rcp85,14.04,16.53,0.09
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,14.28,16.02,0.17
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,14.18,15.25,0.25
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,13.32,16.59,0.02
