sim_code,sdev,crmsd,ccoef
Référence,9.5,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,13.1,14.3,0.23
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,8.7,13.3,-0.07
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,16.0,17.6,0.12
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,13.4,16.0,0.06
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,14.2,17.0,0.01
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,13.1,15.7,0.06
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,16.8,16.8,0.27
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,14.4,17.6,-0.05
CRCM5_AFR-44_CCCma-CanESM2_rcp45,13.1,12.1,0.46
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,12.9,13.0,0.35
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,10.9,11.2,0.4
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,9.7,12.3,0.18
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,9.3,13.1,0.02
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,14.3,20.5,-0.46
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,15.3,18.4,-0.06
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,13.6,18.8,-0.3
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,12.3,16.1,-0.08
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,10.5,12.4,0.24
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,12.5,14.3,0.18
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,10.0,13.0,0.11
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,10.4,12.9,0.16
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,12.2,13.8,0.21
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,13.7,11.9,0.53
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,13.3,13.6,0.32
RCA4_AFR-44_CCCma-CanESM2_rcp45,11.6,14.2,0.11
RCA4_AFR-44_CCCma-CanESM2_rcp85,10.2,13.2,0.11
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,9.3,11.9,0.2
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,11.0,14.2,0.04
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,12.1,16.5,-0.15
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,10.8,14.2,0.03
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,13.5,14.8,0.21
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,13.4,16.8,-0.05
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,13.7,16.9,-0.03
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,10.5,14.8,-0.1
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,13.2,14.5,0.22
RCA4_AFR-44_MIROC-MIROC5_rcp26,10.7,13.0,0.18
RCA4_AFR-44_MIROC-MIROC5_rcp45,9.2,14.6,-0.22
RCA4_AFR-44_MIROC-MIROC5_rcp85,11.7,15.8,-0.11
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,14.4,15.7,0.19
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,12.5,13.0,0.32
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,10.3,11.3,0.35
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,11.4,17.0,-0.32
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,12.3,15.1,0.06
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,9.6,14.6,-0.17
RCA4_AFR-44_NCC-NorESM1-M_rcp26,12.9,18.0,-0.28
RCA4_AFR-44_NCC-NorESM1-M_rcp45,11.1,16.0,-0.2
RCA4_AFR-44_NCC-NorESM1-M_rcp85,12.2,16.3,-0.11
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,12.4,14.1,0.2
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,12.7,15.6,0.04
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,10.9,15.9,-0.21
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,11.0,14.4,0.02
REMO2009_AFR-44_MIROC-MIROC5_rcp26,12.4,14.8,0.11
REMO2009_AFR-44_MIROC-MIROC5_rcp85,14.4,16.8,0.06
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,13.3,16.1,0.04
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,13.8,15.2,0.18
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,12.6,14.6,0.15
