year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,22.62093544006348,22.64958016064098,22.824510539505,22.372316660998173,22.48652860959,22.68658122629237,22.07494346948742,21.865516585557977,22.53497820335787,22.297180968637573,22.598194863026325,22.664526994902268,22.91705369621993,22.169356897497813,22.13584701190232,22.485115391771288,22.42406452438919,22.579396783009777,22.058193500464903,22.03412781032625,22.559834528207222,22.55391401066344,22.68764927244003,22.868704846123943,22.46073950603936,22.553416831053063,22.723248875831622,22.098407866756485,22.23022225203711,22.415005713118195,22.35045742673618,21.897389964232435,22.57942462671789,22.3455167682432,22.604488090721407,22.710168609689635,22.99370402495337,22.228557409892947,22.191979609405955,22.51418132209321,22.46719214264956,22.61956637313788,22.06039539812571,22.0850153891875
1982,21.99839210510254,22.31125151237485,22.852464416913303,22.247147336110284,22.47588356509859,22.111004304579566,22.102320520174366,22.64247012349503,22.10441832905176,22.514331743028613,22.352528566794906,22.66874060049438,22.126623396181333,22.08516314335143,22.25886973342512,22.48293051390985,22.052125019995337,22.24724053710664,22.24363643380964,22.626377183742168,22.61201166970615,22.442980167925896,22.355174585962544,22.895080092598096,22.32450183651231,22.54060424501297,22.1256407508274,22.11652891062236,22.60814868176431,22.78029335737421,22.550019562473416,22.661880396731224,22.156079536733845,22.567225110344182,22.36184333914441,22.697721409013155,22.180242487126023,22.151775384920967,22.30715301862234,22.505924111778448,22.098066739381306,22.282051548260327,22.2335469377225,22.6742180197494
1983,23.1097469329834,22.531496915101275,22.2075945171297,22.19490234597265,22.16050860425036,22.440361364782163,22.17519692721432,22.228540828850463,22.11097281976133,21.934693258611027,22.453787710668028,22.697742379934,22.57840828790443,22.28921470047203,22.53426456325565,22.26004007444312,22.15639808752708,22.427973564452216,22.22493443376681,22.67120628748225,22.839847126395345,22.484441700032832,22.59160816415405,22.243500995640417,22.28040494888087,22.22160545187157,22.456754646832945,22.18348797715876,22.528790839564827,22.621094505027244,22.33622671509424,22.25340079124425,22.1623102043196,21.98432208433218,22.456690065959737,22.720666017394617,22.655533019858847,22.36380280426792,22.60310427779878,22.27961079740165,22.20539484229349,22.455180076924044,22.218236377817057,22.7110792272074
1984,22.40923309326172,22.514364198112656,22.246687213586828,22.974650360629404,22.515719959190044,22.80647160217291,22.672496767119025,21.67247634570412,22.599110718484187,22.950226937356643,23.07560342372019,22.29828046480481,22.56233449766411,22.895344231829355,22.21444473275244,22.388774357623728,22.523326739399444,22.916860804166184,22.82400881774065,22.50208528028364,22.38716521391198,22.766854576511687,22.556745268113747,22.27473439905096,23.08688246646825,22.57474146935787,22.837525899906687,22.70538124567187,22.04619901788345,22.16279847076385,22.654368844004857,21.689093678610604,22.64719421521568,23.01439655983542,23.093296789549388,22.310737123817347,22.628220284155528,23.001130287149145,22.2866337394305,22.431197591896293,22.58583554377469,22.976140961024537,22.80884639142372,22.541641881187505
1985,22.289411544799805,22.41113719837211,22.26433739546233,21.931806577466844,23.15637836820576,22.634150133605623,22.304995171287537,21.8111781593098,22.8508728562612,22.180659822354635,22.82672570797032,22.356467408452943,22.259840435285128,22.07887329171239,22.101130698116688,22.291944814486648,22.845881038316165,23.08955802636554,22.517314138713225,21.81429904983588,22.4005049632288,22.808526118883048,22.455435250818137,22.301329618699423,22.014806440415327,23.23865220297801,22.65058895580529,22.31553346587654,22.173012013411924,22.128679791489247,23.372438258069124,21.830377548431564,22.906943041187525,22.234497224675646,22.83367260543442,22.367549481018543,22.31881083951465,22.145289920206373,22.15824902355692,22.31132909690448,22.911553263114,23.170457532702404,22.516807920356445,21.8773690388402
1986,22.088661193847656,22.795321884402785,22.178763622780096,22.147760290489927,22.564230268218576,22.46327223576677,21.95598618464408,22.17677680900145,22.542197122347066,21.746912632182667,22.57507644021776,22.35054137459156,22.520739613023835,22.207205101239875,22.5305193348174,22.554775384943845,22.177933664755862,22.57732678321888,22.280973508911043,22.339519896184832,22.40983514116433,22.71862420891496,22.835668751926526,22.20840532934864,22.24001581246378,22.64563139809232,22.48792139954011,21.977934147364543,22.177430455558376,22.71261216295536,22.39490710330326,22.2032029813869,22.60449884257284,21.7974213452953,22.5850860864523,22.363276751780152,22.58473796231805,22.283522618642444,22.61405476973012,22.57585130478492,22.22046461275324,22.60937103373849,22.270039172334343,22.40819323240477
1987,22.817842483520508,22.75346826315818,22.53909133435624,22.733686177365303,23.112093591713634,23.02694701644397,22.409263304187625,22.231927605162685,23.147715883841848,22.16299714642352,22.465982281768728,22.089090327350466,22.54623661481084,22.3172454241658,22.692627621804583,22.94766532459132,22.770754355634505,22.65812787079358,22.60946448386521,22.85841090388932,22.282201765364448,22.9332455856566,22.807505496464287,22.58304996925427,22.832583468103262,23.178275708817377,23.060475619389823,22.42139777919662,22.679400043207742,22.76756872942028,23.04966527848899,22.25439462577633,23.208271051667484,22.20978532766081,22.461323869471965,22.07981198565588,22.600740620475843,22.38766468453588,22.76101286107752,22.96874815938737,22.82831977432219,22.713936959251125,22.60419378002672,22.891774306138142
1988,22.33965110778809,22.778978262662484,22.869269980480144,23.14761557843408,23.15380711059716,22.55511009233821,22.680210802549023,22.585248739441493,22.623943114525005,22.953167931682927,22.51418994629189,22.113916457908577,22.580040331578907,22.86474885309156,22.45724743047421,21.911140471122,23.013207890297867,22.66651479516819,22.50122204348243,23.00646715384425,22.435442178799143,22.79771825190341,22.846561808647145,22.90807651356601,23.26076055338486,23.23173404454234,22.59879760397744,22.700346449426508,22.364638260927745,22.25558570431084,22.70646077403081,22.62024697319324,22.68177174245412,22.998876996150507,22.51374264322109,22.115225948060417,22.65813847700254,22.934955761485003,22.520745735219062,21.941104411947883,23.085626527926,22.720722758031187,22.51363413390033,23.04292996691219
1989,22.4642391204834,21.878759722846688,22.86132647511032,22.496078480371075,22.473092710136083,23.24336978897628,22.510703681616214,22.306390288350688,22.142809551561395,22.460837278717342,22.99749255035491,22.62766636513041,22.879200786980423,22.59586328218647,22.61857879213132,21.910201292295536,22.44722083457061,22.88124861500584,23.296693939913244,21.915954286095,22.71272870842061,22.89000837991677,21.902677505154927,22.901076988928377,22.592998252751144,22.534032849072183,23.308404874546987,22.52229417413403,22.657448002161168,22.165291122241086,22.47778453462268,22.326484929425423,22.18881692153381,22.50580873457717,22.99489810152616,22.65311493339174,22.94521039888293,22.66391111973813,22.696408619971823,21.932935470874952,22.50092822204428,22.91925792286324,23.2884914003677,21.95365826385583
1990,22.84353446960449,22.50250155367901,23.23987629388586,22.940324731509342,21.95483218838744,23.166130612638657,22.14541985775393,22.333202293771333,21.863499910299083,22.70992880957909,22.74774678896768,22.42178781233908,22.688551445228352,22.97803680690152,22.564255777217493,22.24670516036577,22.104698615082786,22.92821637318663,23.5862042437906,22.264637712261827,22.82155347938736,22.7707282924601,22.548927062779622,23.28108763972985,23.05468394443661,22.02012980500974,23.22814974060789,22.15785948856824,22.73242663618142,22.0770380148942,22.1485752284198,22.35796236011602,21.90290373012731,22.75905375734881,22.758266132691823,22.46803887498639,22.758271974315768,23.057344980745786,22.62374054737496,22.28153994374663,22.1466497727792,22.976009743150662,23.581992722944207,22.316158390501304
