year,ref,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1981,28.37086903781634,28.645442058391133,28.16586881662745,29.25884717661321,28.71434944217935,28.201983721478207,29.260469918705702
1982,28.229100950095685,28.4958375847229,27.994057757666432,28.939788619040755,28.564325587124973,28.00947771065856,29.098233551863714
1983,28.65329229243668,28.517229737615324,28.100397811133472,29.01218383787928,28.571242574827554,28.11626212350051,29.080173552551475
1984,28.47700485092642,28.72730398115897,28.27883110935617,29.2261543782126,28.79221907482449,28.28805814445114,29.34723647879391
1985,28.331446797323867,28.638051459729358,28.332911903530707,28.967920509494444,28.67738016965008,28.21001962477675,29.060663032350124
1986,28.466848133925364,28.547525481870032,28.17092487528937,28.88229607182541,28.59023750021201,28.19553626016756,29.020384816197392
1987,28.74686117129476,28.672207838260316,28.167507523555383,29.224447235483108,28.76381137522584,28.20860443914385,29.228334053095065
1988,28.74298107677511,28.739717149203816,28.447899009970683,29.368072465652062,28.789007928391687,28.47661251652363,29.447532680577723
1989,28.669048403410635,28.876533930937214,28.488283645874198,29.310554734436053,28.89457430386069,28.51139317418556,29.407237585099427
1990,28.570962756203965,28.97563579755821,28.408218455811188,29.468337426393383,29.03224808232591,28.44562869129869,29.521928202883437
1991,28.58643331656007,28.64440738253057,28.23575160885,29.01017988852194,28.690002036619923,28.276916852840035,29.04415580795434
1992,28.394115140085265,28.39762450912959,28.018968696859226,28.768687811378555,28.480500398155574,28.040828352620444,28.96286137615522
1993,28.687837232923293,28.449074715126045,28.067466133829534,29.127734007799496,28.5438597842472,28.0990122307768,29.14790674821575
1994,28.54473870965932,28.583273751358504,28.21604564101788,29.109667323284093,28.688073475103405,28.230879258024103,29.390990735047467
1995,29.061980876152827,28.711369048288724,28.19571777790506,29.12806858462035,28.78929932316662,28.20303381480068,29.231429638336543
1996,28.619977100013084,28.765986923239595,28.389512420311725,29.18862403968024,28.80563981899879,28.449850309197323,29.22124665315245
1997,28.587228903321407,28.74942271693117,28.270555813323373,29.349661567837945,28.78231198351971,28.29420807748258,29.389344612913373
1998,29.19944172589768,28.8705307049444,28.412292576136725,29.37719061777448,28.9049380411611,28.434948575678156,29.38565822226861
1999,28.69076722833608,28.89538928844656,28.55826308099057,29.439211125434888,28.93975314836,28.58455543803952,29.479457977804092
2000,28.760585331596065,28.8442727846357,28.272046890059368,29.138668352325563,28.9395239255316,28.30555750938657,29.35963606248968
2001,28.41639416527855,28.889379597576845,28.4974327812798,29.123104060940165,28.954034120534104,28.534184772765556,29.235494591303407
2002,28.63164154617241,28.841951320725755,28.543932941594488,29.36436855115528,28.929695217680656,28.552523372503178,29.40847369494164
2003,28.837034807076904,28.932886089170005,28.56940000581179,29.228982364417696,29.01051852556805,28.592985409810872,29.422778515212027
2004,28.648447686781264,28.88697582025508,28.45093549928932,29.17237827737865,28.97092151927982,28.454690658457743,29.453596201325723
2005,28.763964871120024,28.954011290457014,28.62158904787936,29.52365400340585,29.05225000730184,28.658474459842623,29.55200147826477
2006,28.71144597519673,29.027611239962745,28.62098082756497,29.4501258200396,28.99731604468351,28.354710945467467,29.64004717587368
2007,28.94417327401884,29.054482241599278,28.65510388661273,29.55801016785944,28.920122940632385,28.39693856312873,29.717851916422
2008,28.977517042459397,29.05081665837098,28.599242061364563,29.44700656708009,29.098493546718387,28.262687996955258,29.648588329143667
2009,28.7015880918289,29.136246201211232,28.596781320363384,29.73894857400196,29.189173875895097,28.411026916090343,29.531175362272982
2010,28.9291841310236,29.09449077816374,28.74082411877052,29.78004658458187,29.20858169679148,28.82510181687777,29.668923655035485
2011,,29.145720984252627,28.59565572153056,29.88040511945551,29.227585680101445,28.57890406877532,29.676866709327683
2012,,28.997507568214555,28.49295461455002,29.557324191548208,29.161364566726714,28.52917575809052,29.50484014204136
