year,ref,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,0.0,1435.4358555676586,1257.3465075582867,1494.3781543982957,1424.137242185417,1140.6656013027045,1376.4897977725695,1324.561690922581,1412.7744268624592,1257.4496703879895,1442.6376047118897,1230.3038894362858,1438.125077292374,1493.8648553932594,1403.867306603127,1130.124884379347,1365.5913853090142,1319.5468112834537,1404.3849139138047,1248.8814695500482,1432.377434661299
1992,0.0,1424.4916122846907,1224.2832460293812,1615.9033298034585,1478.7158808805343,1118.663315513042,1391.3620487541598,1267.9491646055312,1373.5853901890773,1184.7543434649447,1430.2009266385267,1197.635732809279,1426.454773281063,1618.8993228575716,1460.5898828103636,1109.0392619901872,1383.230088109051,1264.7002007991387,1363.6821695032872,1178.867035906127,1421.0264349045665
1993,0.0,1400.1711342488802,1157.9742908765325,1583.644995883407,1410.0896831587206,1146.1709453583567,1390.9671672954482,1343.17490381557,1432.3261187311978,1282.3233366427667,1439.5406861617957,1134.691506982821,1402.487676371024,1590.0312404539584,1396.6366787195152,1137.6938565502996,1377.1850585689936,1334.5236743151327,1423.9542065625678,1273.5682718386524,1425.6455386212347
1994,0.0,1392.6225209048484,1240.2265872572739,1551.4665404861485,1455.2620719018341,1136.0974307449542,1414.8593615892437,1349.173772919752,1407.54063232934,1298.3499002709564,1481.0345372722545,1212.3623641716335,1394.463258700273,1555.8384013982109,1435.363300275656,1128.6307900706888,1404.5520165750872,1342.3484613607247,1395.6837816409443,1288.4131904846777,1466.920492571217
1995,0.0,1350.126556775816,1211.9238852308008,1572.8846493315173,1471.8677405527947,1111.6140891577993,1414.374273383793,1333.8478117949812,1391.4323615368726,1249.7189096382945,1494.8682373412112,1186.842484115528,1354.3349364058577,1580.5949946625663,1453.190467484988,1101.951188173036,1402.3898008078777,1324.8685268359204,1379.5282529862689,1241.652740836967,1481.8841829522435
1996,0.0,1449.5325153005515,1309.9849493894517,1586.7357912007437,1495.168981068498,1257.8196010443776,1397.3657328276672,1381.3724315372115,1356.4942122426773,1240.8971233882748,1426.2274766047376,1278.730907282631,1453.3417557428888,1595.36923205378,1476.1542581786857,1242.2425392144683,1386.8626883229958,1372.8906034245533,1347.4390070132972,1230.945607135926,1413.8284777621907
1997,0.0,1425.600347159609,1306.0431269014334,1631.1103304304384,1464.386524996548,1190.8182007625546,1429.1283396579274,1334.079342038499,1356.3854988543458,1310.9134044179573,1462.813012319073,1274.3653978227512,1427.1220690775635,1633.6684027610731,1446.7669572964865,1184.0437200370934,1416.5737620991767,1330.5586243986045,1346.6217317603578,1300.1531965719637,1446.7634364950277
1998,0.0,1387.4368375195322,1297.9195674739353,1586.7032293909876,1416.924430724764,1208.8730150156061,1454.9188108099456,1392.0056392532142,1494.039541580108,1333.5608370885438,1535.9994976938387,1269.0808687827484,1390.6166976234217,1589.586917282614,1399.9168928666995,1198.4427671854714,1439.7374785608995,1384.3601477166217,1488.13669880597,1323.3211607135058,1525.5706678610504
1999,0.0,1358.7449966812655,1236.3787835924472,1571.3481694987847,1474.0626055914367,1107.0526273388086,1431.0007320001328,1352.3156934593517,1483.725664831261,1273.4157554131125,1454.7942451516192,1212.02821042516,1360.1177800624105,1574.0905761205418,1457.8942448475918,1100.8566642148776,1418.0236926538973,1344.1214126586701,1472.3030537609866,1262.5771580563646,1439.4849391495882
2000,0.0,1495.7110574680346,1245.1335303947826,1545.0239057131469,1444.633546351894,1165.9094096114331,1405.4776652014693,1414.9424714185047,1422.129460857051,1311.39563798082,1397.302095492224,1218.081988655641,1494.4372182190386,1549.2764828562842,1426.3234883122173,1154.9070958614552,1393.5926038751309,1407.8472320681972,1413.5620959834014,1299.9649283773415,1386.9413891808108
2001,0.0,1414.0212384316264,1309.0623405431584,1621.9019614452081,1431.2370971977457,1168.3950527084457,1508.260195238171,1333.3770068934664,1414.775242915318,1245.6628085183906,1479.79528420919,1279.2814594410233,1414.9540790674823,1628.3452912425814,1417.607180442214,1154.4139713112154,1496.0389160732652,1324.8268207305941,1406.069274882334,1239.442762128096,1468.5460593680905
2002,0.0,1403.979566118257,1285.5657887055409,1600.6337323707094,1368.3973870723325,1172.634477647729,1409.260147783848,1405.774177431772,1440.1070751615007,1197.4072141795546,1484.2876961109987,1260.5372607843542,1408.1006062806878,1605.8542933777148,1355.680517979442,1161.0533724564957,1398.7249621787405,1398.8712886227395,1431.5316372220354,1192.073792222132,1471.1876362806793
2003,0.0,1378.3596223484496,1294.0807851740701,1533.188293739051,1418.5956726088343,1194.9854152307803,1489.1036171198562,1453.0341584019202,1476.4965649814144,1251.1252355851557,1472.852172946451,1265.6888669742698,1383.1395608310954,1538.6741647221243,1400.0653412272845,1183.148196414602,1479.851121328521,1442.2292073118347,1467.0108247187022,1242.8485211072893,1461.2629297409903
2004,0.0,1410.901862558716,1359.4351554654468,1599.8426398117203,1478.3530982601364,1217.0312651273975,1485.1356728896435,1361.1360405045652,1438.0168350226222,1303.789610120974,1550.6986334135263,1323.1354332776323,1412.2292227067292,1604.56018432928,1459.0082650500703,1202.6330648116082,1470.1283220302707,1354.4168542285151,1429.0081173487915,1292.5845307288168,1534.313113174288
2005,0.0,1418.1019361948024,1413.0569052593255,1593.1042550586124,1478.144552688752,1214.61554473381,1429.2449374780963,1375.7075206267068,1381.869573686091,1292.9417496251735,1524.3113819244004,1379.084484280097,1423.7448733456463,1601.284161683696,1456.8429143221288,1200.306280345531,1416.6503584798706,1367.557105853582,1371.0899942039123,1285.3266624966973,1511.7212178933855
2006,0.0,1429.652793076085,1289.1503304685161,1665.8608339545854,1466.2473239453693,1157.0864779303597,1493.842390445312,1384.0122739510043,1453.4033929993093,1337.97413757391,1463.279205331521,1267.4235482578188,1315.518596611062,1612.9956102992626,1489.3819383282616,1130.5939733267041,1547.0728092079635,1316.654063581565,1466.1784260092572,1329.6934164664754,1473.2761765708788
2007,0.0,1455.8776886556416,1269.7309996075037,1614.8364231399555,1501.8308786445068,1134.3068779924465,1462.6752326226783,1439.438649370421,1447.6427854381527,1295.4613848760127,1460.5164430206446,1299.4171940296387,1402.3398555413673,1565.619738981772,1414.5046209179282,1146.3290897291263,1576.263421207797,1384.817640580644,1405.584760628286,1244.4250886295922,1510.215737406958
2008,0.0,1434.5617589604508,1283.1428017017724,1605.591406126527,1516.7025485216445,1226.2940095271115,1479.652206832262,1489.0184524377014,1382.3515852227142,1325.3739947767249,1507.7421343784836,1252.6887571977245,1455.8618046270312,1542.7923523451323,1537.8563227705476,1195.7239321405082,1484.3074152846211,1485.9570900401645,1476.5326408087153,1205.5927601961257,1459.309685029306
2009,0.0,1406.2129311686995,1371.8734517886064,1623.8941893228937,1512.0215139746642,1174.5779759548095,1444.559427937475,1466.8311648386002,1487.057965118559,1283.2190230359752,1450.1659941939702,1201.8012877727278,1396.1970682923784,1605.3443745207032,1525.4867151469339,1159.3795996524814,1434.746611358727,1436.2177229195145,1436.9227520136928,1231.5827112550196,1500.8500910036173
2010,0.0,1401.0605621384734,1372.1996454681648,1655.8391830139994,1534.6453197293085,1211.9702810462622,1567.924541920781,1499.3865738397103,1444.621912498631,1304.282387922859,1504.5516640368273,1371.1923769864234,1427.616345348512,1673.1829946144385,1478.0079796652826,1124.5617636801967,1389.2951953849274,1476.2006267906545,1395.159008925069,1315.8144615586157,1502.7070702461
2011,,1471.2782266665072,1347.9547412853822,1564.768099908571,1537.8687472753368,1254.707353956322,1573.8457379859528,1459.4760396549432,1540.6341122942508,1273.1326731044533,1448.6383873064046,1338.4849196090786,1362.8119189351683,1621.9573353487942,1421.4310203717314,1118.3660873841804,1478.0456526582575,1460.5309001192395,1431.995228447759,1309.0924380710267,1592.1971900058743
2012,,1377.129417858861,1250.7009883409987,1580.252125868319,1573.1735957500782,1191.2293184746004,1492.148863387049,1399.3891377652003,1422.8108263691706,1360.0605732388954,1516.600566254609,1308.434194839449,1421.797343677974,1576.5621225618686,1547.8773324107524,1163.5373044836024,1556.5692263948458,1360.398311205809,1444.2158504463273,1264.8366614137385,1419.7496225426103
2013,,1412.3207832070852,1225.5743113353942,1632.7153728437906,1457.514878748791,1206.0113171208332,1487.6795505974696,1418.2444964747278,1423.198420119184,1373.0605343605107,1515.4685707145863,1246.2852408159729,1417.5448951420426,1571.6017882043745,1578.9897758155262,1193.014330384025,1541.638251248257,1422.4303830041013,1501.575692860829,1265.2302443950261,1507.4264875360027
2014,,1441.8870469632016,1300.5606713780644,1669.3798779330114,1496.8068966513792,1202.1032508950143,1502.47091803877,1542.9348471860035,1399.2317744916877,1334.0736651179918,1466.7409084723236,1254.4184346032007,1427.9422420566775,1574.4083007238978,1449.425013912372,1214.212527922526,1528.5848029281083,1442.0212893854596,1524.7601112782181,1347.5051073200952,1494.2471426090306
2015,,1461.125585768979,1395.4003362927401,1597.32171043295,1456.699447576534,1207.5485955582863,1567.5184342221737,1461.9019864906986,1464.8298828579323,1230.9224745822771,1570.4438970225806,1276.0331483443565,1424.6333604002616,1563.3315692843953,1467.2259470479312,1122.1524095999334,1493.270299603918,1442.2747229634147,1496.1755466980726,1319.9497303550534,1447.1255802073174
2016,,1424.7417860702585,1340.3906880366403,1604.2493974883855,1495.180274154659,1237.6253359487418,1605.9333154617798,1468.524132856061,1493.6937540560616,1298.1612360763497,1472.1034146892084,1447.4144990617597,1421.4337374282295,1577.8736072225593,1476.6228669357151,1261.900825377114,1424.7803737941376,1488.694997928219,1583.9440712758637,1433.7159192625918,1493.7771277748584
2017,,1442.3017780596506,1415.4056984896838,1632.2617339269277,1384.397421856574,1267.0884159044545,1547.3115461645489,1437.3261210513697,1390.536164272114,1268.4317015556153,1487.7057109507105,1223.1391941517395,1394.382386279593,1603.9453858366205,1511.1399617895722,1197.348245598504,1481.489231306587,1417.8129162464388,1518.2783055032396,1333.6348185036472,1492.7854424142347
2018,,1390.7188791599697,1246.32174168236,1684.3190513460295,1462.5683312748638,1215.4450559867792,1514.915944722285,1480.3889226749284,1449.3635094567817,1331.7640688870629,1653.7861937700077,1341.1015380419235,1452.3083072940758,1647.8245751094032,1454.1207927043365,1141.7271802037567,1563.9958817162833,1444.9182010716868,1428.874065095813,1354.076171218062,1517.9292105566028
2019,,1453.2348991806716,1313.4752883135152,1608.781137044553,1458.8098668535658,1179.865908763104,1493.646716405929,1494.4378521856597,1507.9775587928075,1276.218421351703,1516.7492929196142,1328.7782083840802,1404.777754828308,1707.8175468478426,1522.1646871563698,1211.7866879553171,1516.507343627757,1374.5240935013376,1403.2241454547843,1351.6050320206177,1536.3241784680672
2020,,1440.5069986711196,1380.0913695160366,1618.2260008023686,1498.738793650748,1154.6072592142127,1526.7921130975305,1529.497145083078,1424.0318222692858,1359.2011780345829,1505.4682631426335,1342.5214319811948,1448.0661651546889,1563.526574643312,1423.7407393271692,1210.9394306724998,1627.549790535982,1437.5857324893514,1405.7041196826526,1385.4680505013853,1488.9675266090376
2021,,1457.391566285618,1355.2456503206135,1559.4581842512948,1536.497993688421,1187.8875474480196,1565.7922510027292,1450.8140055783815,1568.6739543099848,1391.423364578763,1540.8217379682997,1311.8134817862515,1431.0635096457513,1663.5716700436665,1467.5826094197241,1197.024625878133,1518.3713807225781,1377.0890828783745,1410.1912924939757,1348.8640459698772,1421.091695607482
2022,,1470.19936780853,1350.212812763281,1651.1580168726032,1524.369825841456,1281.3292805101291,1463.5179926759179,1479.05720587503,1449.6397202254152,1418.1430999205527,1592.8210924883092,1306.443521940419,1432.1494019905308,1677.389454007799,1463.9598702182684,1222.3698678266746,1578.6555307669523,1475.7288806613728,1528.3399775475605,1379.573841991095,1549.4311138603366
2023,,1447.366845930393,1366.0140677746044,1602.0498538337847,1618.8760161676105,1321.9635794917936,1417.5801765720362,1540.9226663299341,1433.3635869515883,1463.4415350281038,1504.5890676059003,1355.41008200828,1468.0748198114757,1691.2135203024732,1492.2358648422337,1234.510347442725,1570.5822331805375,1543.5676802739558,1418.500991219355,1299.54505529058,1509.528001578179
2024,,1431.022107491166,1371.1560361903003,1685.447407650358,1543.3277760427986,1215.4204955857163,1533.3202925432506,1521.1472596431977,1420.5336465100372,1366.3424459792545,1535.4989114773575,1357.6223787597778,1415.8694209549267,1718.160458484847,1521.2170463853108,1159.9032620843218,1555.1686111479794,1455.8014680070482,1443.650386347323,1371.7143437337168,1503.4904141498814
2025,,1488.2215176418554,1404.9530307667424,1610.6075399622098,1538.9178254433418,1283.5979808914199,1554.1245434197403,1396.3355393494544,1469.7462775334516,1332.7120790580566,1545.4308424271671,1304.1314138016046,1386.1667111169727,1700.5003540710272,1549.5373455219446,1243.4025844329913,1551.674212527902,1520.0273591757464,1459.9408444000615,1419.4587708416548,1475.8985724641652
2026,,1507.1479800868524,1383.314269330433,1705.2320993095823,1510.3703165755464,1207.9523596549707,1597.5244405017643,1500.9985831626163,1469.0746685247973,1395.1822284918385,1629.6224045109298,1257.4427916014479,1521.9661251831908,1640.6671017291405,1448.4207333137883,1230.2684993524003,1504.5381061635148,1449.9275216018805,1518.5845865802457,1385.2136447290577,1573.1218165165528
2027,,1405.6728616332134,1334.2185426754722,1585.3829420517973,1592.80421679266,1231.0208250133428,1605.185349288026,1469.4007534130424,1480.3472056974801,1326.1650762299064,1497.0840514264241,1351.2239111250178,1474.819613129136,1688.2343952518054,1580.1854179253091,1215.2929294235396,1574.7408593725968,1453.9157336794951,1454.812261229164,1349.6396965261501,1536.3791730650182
2028,,1403.9558626433004,1391.8546732327286,1640.8376938913457,1532.4634137495873,1315.2133394585776,1584.9120866412536,1492.169295431865,1430.960273169103,1344.7870561208715,1542.766792141173,1355.541517655612,1485.6705620224093,1631.6693721887561,1507.2013407473892,1216.9693024049802,1649.7203614302534,1483.6777052689295,1425.5027414964893,1306.4185244371615,1450.868100117385
2029,,1479.5662795079083,1410.8201825286642,1727.9583674709297,1526.1983386455536,1262.287806909591,1531.880735353198,1441.1002741811562,1518.639413992379,1296.3486432093719,1540.2927727130264,1287.5162939205343,1581.40061366693,1615.9521467896798,1566.7827808634825,1209.5202754683392,1683.166332915761,1453.020258619912,1459.3802961963656,1321.415785844274,1499.1184079326094
2030,,1436.175251821472,1348.05606903848,1695.580760056539,1499.259442810809,1321.2948872401626,1541.4625012898446,1405.4847531479281,1418.4082399691079,1461.7808551935987,1532.182508260029,1325.4900475086602,1457.478960155393,1743.6882565062137,1538.599949479545,1265.651911883912,1550.4918384064795,1388.1874216293327,1492.3835841702971,1336.086103252932,1510.6128726471948
2031,,1441.0004912831077,1374.8526746040202,1755.703312779152,1453.9704884084017,1266.2820142784253,1605.6675792200676,1375.8453620286418,1472.2732991628982,1365.278772126574,1484.0717081935968,1381.2520308016342,1465.387985526122,1644.6965923012194,1533.789953000945,1272.85243183303,1508.2250284328538,1484.9337624333316,1424.7128959907723,1337.8424255303999,1543.737456322307
2032,,1532.605634970977,1406.8073357229164,1618.9955868545128,1457.5471484136956,1288.7330397274131,1576.2869625524445,1494.0610652333798,1446.1009375653048,1303.43190901954,1508.8312171800599,1395.5969409595582,1484.5303894314293,1758.7930739556436,1540.2677830391945,1289.0114142255898,1544.6672973457316,1551.0300487944346,1455.865585052425,1308.1007699234174,1600.8483900853485
2033,,1411.458839651551,1355.0975709158702,1694.9188685382983,1546.6499162570535,1289.5704035759309,1512.692145068921,1440.1348372843768,1556.0039795858288,1406.9123842544095,1538.176084633733,1388.5973961785717,1473.379365817305,1653.007624927201,1503.3916232549172,1255.1670280822586,1575.198534765013,1486.8852680708,1594.5200056500048,1349.1956930046977,1434.767502214282
2034,,1514.776763706213,1325.7504387851054,1660.5775261335311,1596.9465464141563,1333.5023130440063,1499.740988481606,1416.766266047554,1518.604004264655,1415.1283264018107,1558.5428586283992,1367.9016168775056,1438.2053282432717,1730.8107884180881,1552.3075748953493,1248.7459450870424,1575.842558611439,1422.3985914882342,1477.2597330495623,1381.7754851457485,1591.2451012707256
2035,,1448.2496154393289,1390.3244146183033,1724.7035457020343,1628.156351781784,1307.3658647326315,1515.0369002156335,1378.2270594535635,1482.080074249032,1320.3495425820984,1489.3008363748672,1437.7196999171429,1491.1743868854378,1616.793532617356,1522.4681035678718,1247.1597939943044,1532.1060664347538,1335.9145261297044,1483.4708103689873,1307.5200622453513,1483.0818495415974
2036,,1465.830720678277,1427.84172652404,1680.8808417194318,1501.6570944595924,1267.8226464097747,1512.9420931647492,1451.058100782364,1518.3922539714254,1239.1414178451228,1539.444763477532,1413.6914316167026,1523.963485255499,1710.8453803497177,1549.7953029347564,1328.5503319891595,1462.4601712719418,1432.1985118255989,1449.3272146043878,1397.1374071058626,1482.6638071165744
2037,,1407.5486211824195,1349.7933944701158,1679.2018367726796,1464.573789164786,1260.0575125211349,1575.3221211923442,1486.7563651847481,1550.2005781526254,1399.710132585798,1497.3128174534168,1374.7884623218756,1527.4203271875717,1735.392868197643,1597.6842094191688,1273.897183605588,1551.3185545610904,1457.823146829037,1504.7218037806379,1395.3166882547303,1581.3386152982953
2038,,1458.3628167817528,1456.4312981159237,1671.745828614533,1555.4263852237705,1259.2693888046506,1567.833898759392,1392.9938321332552,1488.0040342522066,1466.7344717709111,1562.4930341115805,1337.232142269072,1456.613826344476,1658.2515647033506,1515.6514680621972,1278.1025981039338,1551.6836987013817,1476.7441764593377,1537.7122625461789,1340.7091256801282,1531.285950767885
2039,,1510.6397433251532,1357.7682923846442,1807.0044759747539,1563.7508209458856,1260.2661507933171,1629.119248906958,1352.409805988843,1508.0212724658104,1377.2559757519252,1525.720309516074,1385.1348342186552,1406.4645646296512,1633.3111746753057,1553.9841057609037,1333.5282887085277,1673.0092537828982,1515.7517493023483,1587.9987532063506,1337.5829988457485,1535.9806735291236
2040,,1482.0302694951101,1408.6450465282624,1721.6730580826206,1497.4295742043137,1316.7620436246702,1526.2710427479856,1428.1539810782056,1519.3982173392142,1370.2218116955141,1601.7154509558345,1414.402223410862,1466.4385142782212,1690.0602887368937,1491.4567764158178,1293.4144179286873,1510.8906974675865,1509.3489488426567,1514.7499593247776,1394.0160885643431,1621.0862852238847
2041,,1471.7070308221391,1431.689419603575,1659.149816091231,1557.337816010047,1271.6927488458937,1540.9183674935775,1488.4346347184255,1458.375299922035,1373.484148992236,1562.3659563801975,1389.022899684795,1469.2466670631852,1685.0789999976528,1486.3411688368328,1318.1041903049377,1551.7444463999805,1505.5559021678787,1496.1850205426413,1449.4240910678827,1623.8975753120772
2042,,1479.3952978302636,1397.859448183578,1765.0806770526556,1513.6314396954203,1287.9909830913348,1601.9514577737277,1512.0410864757228,1456.839789426936,1344.1633179706091,1559.9670265008067,1424.3710663855804,1443.3643885871716,1732.4195084595435,1574.6052562912505,1281.5502279142293,1594.289647185406,1513.4692253773433,1525.0477851175233,1362.451116166727,1550.4177927058436
2043,,1444.734971646723,1412.1207552606597,1715.2472155168093,1588.0358488082838,1325.5880753882943,1677.1300361538347,1459.4086567046288,1538.6932077352712,1394.1497210361517,1565.278174910066,1437.426988987886,1505.9753908547232,1728.4678235401716,1594.4898804148115,1282.7684214767005,1613.200984546238,1444.2743877280864,1673.2928594326786,1385.644293571841,1538.4163579073534
2044,,1447.4796875279749,1423.4316135928293,1737.688815478658,1577.3660136388621,1315.9192874087744,1664.7452756147877,1492.7815081210433,1554.366862180088,1406.3058291420266,1430.857988277116,1426.157322862473,1515.771183887391,1738.9847656103507,1540.4062991820824,1328.7047200095526,1611.972548783861,1447.5581308681863,1484.0226365656026,1446.297075084396,1562.6496455999418
2045,,1425.8245929016684,1404.537492858086,1689.3458260881657,1536.105864073303,1325.211811311323,1558.2000767983923,1354.8872377541525,1528.8621289628559,1429.0779090554538,1480.7354915638748,1386.9874445043652,1589.7177119154353,1792.5336326197794,1612.0685592188893,1253.379344426683,1607.026390599241,1465.9484754083933,1428.7738361184056,1477.5282590344182,1504.2164147479148
2046,,1477.5744543193337,1334.3911672299178,1659.766762248013,1579.3000432528597,1309.7994401465457,1515.7323504780866,1598.0587716521395,1476.991957317925,1328.5824776245045,1631.3675540736372,1473.4359414667324,1423.6819801361826,1711.764191757798,1525.8236690391736,1393.4891947286865,1592.5267536004762,1536.8266874865558,1481.729019934739,1410.768218204882,1512.415242023426
2047,,1488.8314877928724,1390.8764042979728,1688.0495777742226,1570.7394589525697,1392.2533781865118,1660.746514194117,1505.4030594816863,1464.7113118827529,1403.1455124060326,1653.0828570301942,1454.108173496421,1554.1582065286316,1775.241602997843,1562.2666472392775,1394.8712677685953,1560.4859242467269,1513.377002604058,1516.6276444543082,1408.801021907675,1618.3483374859347
2048,,1490.8233917559223,1421.8238912428155,1724.8178641786453,1634.1409695470352,1280.464857476241,1702.6154508209734,1539.2741597577524,1465.5707618391298,1330.4370300221026,1588.8828925656517,1497.673171518482,1558.1401272687744,1749.3733229465188,1659.1654664619496,1270.6004021580939,1664.01300323323,1519.5727948024328,1524.3758516432085,1421.9911488095363,1611.3470995113848
2049,,1537.5118550411848,1411.4656919645768,1696.3437250107336,1571.86307631701,1294.83539361786,1688.615215646888,1473.9651792427276,1484.2102030638348,1398.3025894739712,1484.7554190532946,1436.4111466187578,1564.7900286833437,1679.322500909299,1580.9987729188524,1326.2866783258983,1627.2642016497275,1621.9359737272607,1462.385918383688,1434.4007221858328,1557.6314203324864
2050,,1470.3221809919291,1439.631389370958,1707.8809490592857,1530.6983606593526,1341.9394981787736,1591.1234740488453,1443.0565903273396,1551.207974690758,1397.075866977248,1573.2898710545282,1458.310477406847,1511.9692812742815,1709.6720575693175,1566.3424572023055,1325.7596354176444,1579.2872055450393,1500.8159892226658,1485.24425783583,1422.7563316588612,1499.358705212357
