stn,var,rcp,hor,stat,centile,val
era5_land,uas,ref,1991-2020,none,-1,2.292861
era5_land,uas,rcp26,1991-2020,mean,-1,2.261198
era5_land,uas,rcp26,2021-2050,mean,-1,2.303264
era5_land,uas,rcp26,2051-2080,mean,-1,2.330394
era5_land,uas,rcp26,1991-2020,min,-1,2.134664
era5_land,uas,rcp26,2021-2050,min,-1,1.889197
era5_land,uas,rcp26,2051-2080,min,-1,1.819015
era5_land,uas,rcp26,1991-2020,max,-1,2.34398
era5_land,uas,rcp26,2021-2050,max,-1,2.773933
era5_land,uas,rcp26,2051-2080,max,-1,2.737431
era5_land,uas,rcp26,1991-2020,centile,1,2.140047
era5_land,uas,rcp26,2021-2050,centile,1,1.91162
era5_land,uas,rcp26,2051-2080,centile,1,1.831413
era5_land,uas,rcp26,1991-2020,centile,10,2.185991
era5_land,uas,rcp26,2021-2050,centile,10,2.089505
era5_land,uas,rcp26,2051-2080,centile,10,1.946848
era5_land,uas,rcp26,1991-2020,centile,50,2.278733
era5_land,uas,rcp26,2021-2050,centile,50,2.276812
era5_land,uas,rcp26,2051-2080,centile,50,2.434551
era5_land,uas,rcp26,1991-2020,centile,90,2.327841
era5_land,uas,rcp26,2021-2050,centile,90,2.531193
era5_land,uas,rcp26,2051-2080,centile,90,2.593895
era5_land,uas,rcp26,1991-2020,centile,99,2.34276
era5_land,uas,rcp26,2021-2050,centile,99,2.748122
era5_land,uas,rcp26,2051-2080,centile,99,2.721749
era5_land,uas,rcp45,1991-2020,mean,-1,2.326143
era5_land,uas,rcp45,2021-2050,mean,-1,2.520917
era5_land,uas,rcp45,2051-2080,mean,-1,2.666362
era5_land,uas,rcp45,1991-2020,min,-1,2.228728
era5_land,uas,rcp45,2021-2050,min,-1,2.089325
era5_land,uas,rcp45,2051-2080,min,-1,2.290378
era5_land,uas,rcp45,1991-2020,max,-1,2.424466
era5_land,uas,rcp45,2021-2050,max,-1,2.736503
era5_land,uas,rcp45,2051-2080,max,-1,3.116643
era5_land,uas,rcp45,1991-2020,centile,1,2.234689
era5_land,uas,rcp45,2021-2050,centile,1,2.141632
era5_land,uas,rcp45,2051-2080,centile,1,2.298301
era5_land,uas,rcp45,1991-2020,centile,10,2.280776
era5_land,uas,rcp45,2021-2050,centile,10,2.445585
era5_land,uas,rcp45,2051-2080,centile,10,2.408466
era5_land,uas,rcp45,1991-2020,centile,50,2.324487
era5_land,uas,rcp45,2021-2050,centile,50,2.517466
era5_land,uas,rcp45,2051-2080,centile,50,2.727172
era5_land,uas,rcp45,1991-2020,centile,90,2.37086
era5_land,uas,rcp45,2021-2050,centile,90,2.710418
era5_land,uas,rcp45,2051-2080,centile,90,2.920856
era5_land,uas,rcp45,1991-2020,centile,99,2.420387
era5_land,uas,rcp45,2021-2050,centile,99,2.732136
era5_land,uas,rcp45,2051-2080,centile,99,3.082293
era5_land,uas,rcp85,1991-2020,mean,-1,2.384749
era5_land,uas,rcp85,2021-2050,mean,-1,2.642677
era5_land,uas,rcp85,2051-2080,mean,-1,3.013192
era5_land,uas,rcp85,1991-2020,min,-1,2.301765
era5_land,uas,rcp85,2021-2050,min,-1,2.36781
era5_land,uas,rcp85,2051-2080,min,-1,2.483126
era5_land,uas,rcp85,1991-2020,max,-1,2.587801
era5_land,uas,rcp85,2021-2050,max,-1,3.016263
era5_land,uas,rcp85,2051-2080,max,-1,3.880397
era5_land,uas,rcp85,1991-2020,centile,1,2.303685
era5_land,uas,rcp85,2021-2050,centile,1,2.385241
era5_land,uas,rcp85,2051-2080,centile,1,2.491166
era5_land,uas,rcp85,1991-2020,centile,10,2.317742
era5_land,uas,rcp85,2021-2050,centile,10,2.470138
era5_land,uas,rcp85,2051-2080,centile,10,2.691305
era5_land,uas,rcp85,1991-2020,centile,50,2.373268
era5_land,uas,rcp85,2021-2050,centile,50,2.615064
era5_land,uas,rcp85,2051-2080,centile,50,2.905321
era5_land,uas,rcp85,1991-2020,centile,90,2.435559
era5_land,uas,rcp85,2021-2050,centile,90,2.88629
era5_land,uas,rcp85,2051-2080,centile,90,3.446158
era5_land,uas,rcp85,1991-2020,centile,99,2.575252
era5_land,uas,rcp85,2021-2050,centile,99,3.005862
era5_land,uas,rcp85,2051-2080,centile,99,3.793219
era5_land,uas,rcpxx,1991-2020,mean,-1,2.33409
era5_land,uas,rcpxx,2021-2050,mean,-1,2.518225
era5_land,uas,rcpxx,2051-2080,mean,-1,2.724624
era5_land,uas,rcpxx,1991-2020,min,-1,2.134664
era5_land,uas,rcpxx,2021-2050,min,-1,1.889197
era5_land,uas,rcpxx,2051-2080,min,-1,1.819015
era5_land,uas,rcpxx,1991-2020,max,-1,2.587801
