year,ref,rcp26_middle,rcp26_lower,rcp26_upper,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1988,246.3864468864469,264.471259509721,243.04029304029305,277.03479853479854,264.4489010989011,241.96336996337,286.3021978021978,266.8325193325193,248.12271062271063,288.1135531135531
1989,257.33150183150184,260.6999154691462,248.485347985348,275.47069597069594,262.49075091575094,247.8937728937729,277.1025641025641,262.43854293854287,248.2948717948718,278.3095238095238
1990,256.2692307692308,266.16483516483515,241.1080586080586,287.6794871794872,266.7271978021978,240.503663003663,287.8260073260073,269.92409442409445,250.3150183150183,288.66483516483515
1991,243.08424908424908,262.677796562412,235.78205128205127,283.3589743589744,261.83516483516485,235.0952380952381,282.6630036630037,261.29853479853483,235.99084249084248,283.9981684981685
1992,245.941391941392,261.5355029585799,248.6794871794872,275.83150183150184,262.75283882783884,247.57875457875457,286.0567765567766,264.9100529100529,248.7142857142857,288.1465201465202
1993,264.1794871794872,266.02620456466616,246.96336996337,277.44139194139194,265.63223443223444,242.55128205128204,281.507326007326,266.6700244200244,248.6959706959707,279.53479853479854
1994,232.7326007326008,265.31008734854885,247.6117216117216,280.1043956043956,268.52619047619044,251.34065934065933,287.57875457875457,268.5023402523402,252.7545787545788,287.83150183150184
1995,244.9175824175824,266.203437588053,253.98717948717947,278.6831501831502,266.3197802197802,255.4743589743589,282.43956043956047,266.9120879120879,253.66666666666663,283.4010989010989
1996,265.3534798534798,268.69132149901384,260.2875457875458,282.7582417582417,266.9458791208791,246.73076923076923,281.8626373626374,267.81389906389904,247.6703296703297,282.0805860805861
1997,245.3992673992674,264.65004226542686,251.996336996337,285.8974358974359,268.0419413919413,256.33516483516485,296.1300366300366,269.6380748880749,255.26739926739927,294.66483516483515
1998,259.8919413919414,261.9637926176388,240.2765567765568,278.4029304029304,269.1837912087912,241.2948717948718,295.52930402930406,270.7234432234432,243.33699633699635,296.1465201465202
1999,248.8571428571429,267.19625246548327,238.23076923076923,286.503663003663,265.93104395604394,236.25641025641025,287.6062271062271,266.7370777370777,239.5824175824176,287.04761904761904
2000,269.83150183150184,260.197661313046,246.021978021978,271.56227106227107,259.6424908424909,238.96703296703296,278.65567765567766,260.529711029711,233.89743589743588,279.63553113553115
2001,273.85164835164835,265.9137785291631,253.21245421245425,274.4981684981685,265.85485347985343,244.4010989010989,292.0750915750916,265.0963573463573,243.62637362637363,285.2912087912088
2002,274.87179487179486,260.3034657650042,242.45238095238096,282.1373626373626,263.19395604395606,242.3717948717949,279.0531135531136,263.54721204721204,243.07142857142856,280.7893772893773
2003,258.04761904761904,264.62989574528035,246.83516483516485,286.9029304029304,264.32976190476194,245.0879120879121,285.7728937728938,264.3183760683761,245.21611721611723,285.1208791208791
