year,ref,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,-45.395069355985925,-141.07437005540623,62.38005556311418,-81.9622012886557,-95.12256960228797,11.260037762816864,-40.2347121060061,-266.65938309194325,-72.68745140836927,-112.61729530726961,-171.2739166244928,-45.64168038059006,66.57889280875634,-99.23628697949744,-105.30533802298487,0.8995724696692378,-47.0396716532573,-275.04551599565275,-81.52282322268411,-118.50751184242108
1982,0.0,-114.11070060571137,-11.379494787689055,-57.94356719996085,-147.2280673442092,-50.919267560713706,-126.0906149811035,-243.25875477189356,-89.18334136112298,-86.22187781210141,-133.45686605084848,-41.3466020007304,-114.46724981720581,-50.42296346394596,-166.10102002191888,-58.93623988130366,-133.914433843398,-248.9201217468849,-97.5962936832957,-96.67175584079587,-144.6016473340569
1983,0.0,-118.84618465202539,-100.03230783502568,-337.50379243513726,-74.49129338459306,-220.82923572980417,-130.12893372439385,-218.8901937184669,-141.65701611409213,-163.27630018861873,-97.441935056901,-128.97313540685582,-117.37458733745143,-332.93040535921955,-94.8770582209213,-224.3505928849222,-140.8931727936715,-227.1228546307466,-150.98588487385086,-171.16127726953027,-111.71132039477015
1984,0.0,-25.658844960329134,-62.13662749394325,-4.23276576300168,-73.03267199673019,-23.15645690008114,13.302320545447856,150.67286986478803,-106.38428270137047,-73.59080506541204,45.3617473348304,-91.42065970739668,-25.171248654834926,-0.6266033801089179,-92.02922258221315,-38.08630192476039,-0.9780866642536239,143.36286804898236,-116.42590877410612,-84.1426914348167,29.186882973241154
1985,0.0,56.198741503768815,-109.83726102501987,51.08217570818715,-49.41494472361592,-235.88336630007507,88.6094627088628,-18.131499165363948,-118.90958409797486,5.8683764296756635,-112.75032344629653,-139.28525956153499,57.396354697582865,56.99839752671596,-66.72241275088118,-242.326640839638,75.7615541873638,-26.9736616699538,-128.79740326141018,-2.5371087364715095,-122.88595083605696
1986,0.0,-120.2519757656637,-62.79647369427812,-25.373374855030306,114.5410080588731,-116.43788377223837,-113.92423927855089,-21.409704289315414,-1.1421915204723518,-33.582084297280744,-120.57460178447764,-90.04628139124497,-114.78592929655997,-21.24028268605116,95.74535322395468,-127.79371038599584,-124.0523993499969,-27.676732308074406,-7.989751688885917,-43.05983730749949,-136.1568039334793
1987,0.0,-42.44032493454279,-199.5863357133785,-54.1889160986716,114.74971424094838,-54.441714707444135,58.15996596083323,-169.72116028005394,-105.57261585850665,-170.48969631039927,4.835286473024553,-225.6138584906148,-39.85513038320232,-50.20210622650393,93.39156974762454,-66.04487574925952,48.350120233729285,-176.27916421888813,-116.77920786015147,-178.9626548359447,-8.845194196573175
1988,0.0,95.0523055675394,-179.27658214518488,-9.395921830133375,-78.59420776951629,-109.42812028865546,86.79186827751846,-146.09161041318566,-81.02212582764241,-15.368598207872765,-58.2964473089728,-205.9686400336882,99.03340701520256,-6.55772888194997,-97.90164119873498,-119.51785937166233,69.03282504081835,-155.14401296183723,-89.0739556561166,-23.070557454032496,-71.96779659581625
1989,0.0,-14.990864612485893,-91.20811135907934,21.52722329409471,65.86730233008848,-157.28558515036912,-49.49677289613646,-75.71625774204995,86.2171714689157,-92.82617117305426,-49.11062187075868,-119.02706096279508,-14.238730797063454,25.400415559583507,46.109007780522916,-164.06838237664806,-61.41578904482412,-82.32561423621382,74.55996665740304,-99.68048966721472,-59.077201101350056
1990,0.0,-73.65320121821514,-86.61677764711976,-100.92855432916303,-25.647816998293365,-119.49120046885719,-111.26637314963182,153.72451925618543,95.41794361409256,25.62189841362806,-89.70608213609057,-111.67017322077254,-73.05679361023931,-95.23161160070276,-44.84232475654244,-129.61132954729828,-118.85211391245912,142.10055434657352,90.2178601632445,15.059956867838537,-100.72079415176768
1991,0.0,53.533885960143834,-71.87310389714594,-211.14247725205632,-109.07134324274784,-102.49418750979476,-187.08608394541488,-145.31621227526603,-23.551721553419156,-66.7904100595938,-31.76870622390652,-98.91572069331687,56.22310822373311,-211.65577667113394,-129.34127855603492,-113.03490475475428,-197.98449727509978,-150.33109160521826,-31.94123493098641,-75.3586106025241,-42.02887499115877
1992,0.0,-1.0231147623790093,-147.96282941244954,3.871761146105655,14.174364193803285,-147.40906667456693,-156.49745711240348,-238.0298403382103,-120.52967981603888,-195.57526340899858,-83.68806733014935,-174.6103415113348,0.9400460666379331,6.8677536386858264,-3.9516342942724805,-157.0331209801143,-164.62941686916338,-241.27880330835296,-130.43290046393804,-201.4625713910409,-92.86255908503654
1993,0.0,-31.015614423229636,-260.36917149469855,-70.35561275099599,-129.57805608924582,-66.36453814038987,-133.91436681619325,-110.99648879771848,13.054890992085802,-2.793520066773908,-85.80926928529652,-283.65195499202855,-28.699070924446914,-63.969368117151134,-143.0310597389721,-74.8416265850874,-147.69647548928378,-119.64771887472352,4.682978065073257,-11.548584980517262,-99.7044165208631
1994,0.0,-59.63603246210732,-108.5172478344657,-119.40634882844688,-54.959144051655585,-97.2877900363801,-111.07972777757504,-101.78327620049959,-41.9628931012644,5.2855225929802145,12.40083976977894,-136.38147163414897,-57.7952951110924,-115.03448679304529,-74.85791597662228,-104.7544305485585,-121.38707259616649,-108.60858731122289,-53.819743361191286,-4.651187362220753,-1.7132037387632408
1995,0.0,-153.0463018476662,-176.29713756536012,-50.39736579167402,1.6458982257008756,-157.00221583661687,-105.07701977962233,-126.54222952138616,-84.88906632354201,-68.09338467318776,65.8461614015282,-201.37853811063087,-148.83792205369355,-42.6870199095697,-17.031374241379126,-166.6651156532689,-117.06149248723841,-135.52151427759736,-96.79317452885971,-76.1595531166563,52.862107027006005
1996,0.0,52.93735241752984,4.2116804230668095,-34.03211547443334,32.6582717672818,104.27020507411817,-152.69890071544114,-46.75912382842034,-142.16295502978483,-110.16418612729967,-79.55084768479128,-27.042361860562323,56.74659347421357,-25.398675163572534,13.643549135880676,88.69314300263659,-163.2019447577436,-55.24095164542041,-151.21815934618007,-120.11570217627332,-91.94984750777849
1997,0.0,14.570346480422359,-2.322562607349937,47.26088004256917,-16.417907700251817,-7.050832671618991,-57.554123537465784,-99.07245900340286,-144.19665303289457,24.732527263108295,0.2825435610502609,-34.000291880487566,16.09206884437981,49.81895236760329,-34.037476126120964,-13.825313881540296,-70.10870051052643,-102.59317681598304,-153.96042115804812,13.972321065588858,-15.767032415709764
1998,0.0,-61.68032763835026,-24.932055485594447,-36.434590639319595,-107.95252781372665,22.855661514603526,-4.510666472500816,-22.680724774530518,131.68871755479768,63.893842660488644,113.83169640709411,-53.77075404716652,-58.50046709628805,-33.55090239184847,-124.96006506123194,12.425413346102232,-19.691998305203015,-30.326216889344778,125.78587479417365,53.65416576544112,103.40286726428621
1999,0.0,-128.07371059720208,-115.81030118688341,-77.95256898076059,7.032190154651289,-162.05350073285945,-62.50421420588782,-106.1139012950548,110.22954621614281,-14.053705738375356,-61.34453401316068,-140.16087431294,-126.70092774894692,-75.21016147230148,-9.136169833586337,-168.24946383124416,-75.48125451832266,-114.3081828040863,98.80693471136283,-24.892303410171735,-76.65383949537363
2000,0.0,156.45722660978254,-117.40778794124071,-150.0342821408044,-56.94708528108322,-78.72532543472198,-111.63043201959135,19.50237081281466,-6.021642836799856,53.87624937610644,-168.4825912250344,-144.45933043913283,155.1833865065969,-145.78170425889812,-75.25714302989627,-89.72763912899791,-123.51549343138186,12.407131627989202,-14.589007086523452,42.445539301191275,-178.84329803607625
2001,0.0,-15.287398113526251,-6.211896744453952,35.382302813429305,-95.00245635064539,-57.37387957083092,85.21764647874033,-135.87456548983755,-38.21718907270042,-81.94392183093623,28.928445732273303,-35.99277699737968,-14.35455723087216,41.825632699433754,-108.63237437032922,-71.354962229173,72.99636699478242,-144.42475173847743,-46.9231577561759,-88.1639685328937,17.679222131193455
2002,0.0,-52.16351312588222,-44.01883637617766,-17.72272837528044,-200.55605979095117,-48.15288556665564,-120.00843099735266,-4.179734484256642,27.324808186717746,-171.3855382469751,20.17192331708293,-69.04736441875775,-48.04247272671728,-12.502166510580992,-213.2729296745938,-59.73399044498319,-130.54361677654288,-11.082623171777414,18.74937058734713,-176.71896069065951,7.071863561897771
