year,ref,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
2001,3634.5609955981286,3628.9024217631945,3637.977923132267,3679.57212269015,3549.1873635260754,3586.81594030589,3729.407466355461,3508.315254386883,3605.9726308040204,3562.2458980457845,3673.118265608994,3608.197042879341,3629.8352626458486,3686.0154525761545,3535.5574455063916,3572.834857647548,3717.186186871503,3499.7650681382434,3597.266662120545,3556.025851343827,3661.8690420079142
2002,3787.8210347138393,3592.0263067508386,3600.170983500543,3626.4670915014403,3443.6337600857696,3596.036934310065,3524.181388879368,3640.010085392464,3671.5146280634385,3472.8042816297457,3664.3617431938037,3575.142455457963,3596.1473471500035,3631.68765336614,3430.916890202127,3584.4558294317376,3513.646203100178,3633.1071967049434,3662.939190464068,3467.4708591860613,3651.2616834386185
2003,3525.468404862339,3567.561985372175,3624.1512439725116,3477.20741069691,3537.7561425968474,3637.272968903556,3683.5256381168533,3721.620719052534,3747.47948569102,3553.401912135041,3636.584081689065,3595.7593253016544,3572.341924328884,3482.6932811579254,3519.225812141626,3625.43575127759,3674.27314231731,3710.81576867051,3737.9937456970497,3545.1251980736715,3624.994838785221
2004,3633.8592674812403,3631.1064755982425,3725.8489253852285,3629.646432935884,3638.029769682454,3672.405341649776,3692.1773406117104,3567.3743565180484,3653.751022692065,3671.474448190304,3797.2805855833944,3689.5492035581,3632.433836613793,3634.36397823133,3618.6849361240616,3658.0071414918084,3677.16998931883,3560.6551709661053,3644.742306231173,3660.269369345746,3780.895064673552
2005,3528.038447871425,3628.5781736643876,3843.504297787667,3627.4833747611806,3642.5451735693164,3656.3858846286903,3584.4888369496816,3600.502785138795,3541.9003501524103,3667.640941144095,3767.504504541789,3809.53187655454,3634.2211102836764,3635.6632813842557,3621.2435341658647,3642.0766194358075,3571.8942585504797,3592.3523708367447,3531.1207710995436,3660.0258539059882,3754.9143415195235
2006,3676.9358212193574,3655.4809409618724,3613.4957657847885,3781.277149930896,3633.83571338933,3564.998131236212,3697.515554713044,3613.23744972646,3681.9951865727307,3730.2327552436145,3635.713329893709,3588.0872601561045,3425.2412225633198,3660.084844035686,3692.3031192547664,3538.485929432337,3815.7376249868084,3493.8382866074494,3720.1120197567852,3724.3326080216234,3666.773588668422
2007,3778.317470923482,3716.3221532658436,3574.7983995130835,3666.4233153622376,3691.8448130524775,3533.4038063861153,3639.754102227681,3706.00319379833,3683.0062371938993,3645.707551794237,3626.6660138859897,3648.0005505335885,3602.1883037025436,3529.534997383539,3533.5493585324543,3569.956546776823,3870.01553314302,3620.3405031611574,3608.5401025547585,3559.735362398427,3779.9617872688823
2008,3563.187831379934,3654.954981163598,3589.508692252304,3636.4900380056847,3702.0010412195675,3726.05687088924,3643.207932510009,3817.915689100319,3556.68316454472,3711.2438359668777,3706.411577803824,3574.657435500378,3688.9361861249304,3505.8690448350726,3778.6811615229385,3672.07079966099,3695.703367138895,3815.7862053727736,3723.693133031874,3481.861431055187,3591.974732736978
2009,3570.706079542673,3612.20227390589,3737.944839298811,3670.9222618612,3709.7105859867524,3625.6800276803356,3585.0260751380124,3765.70393566904,3771.1812616200873,3618.984740495305,3614.6889074793685,3467.636122901844,3555.3311807801483,3637.4292937053665,3747.1986285410007,3574.056503508792,3581.145238925088,3722.9245961406027,3672.8825237688707,3541.9472293320864,3709.605725245009
2010,3458.3260676002865,3612.047673128108,3739.0406649993606,3753.1680986813644,3744.676605533589,3663.677785473988,3848.1006278139134,3811.666735334926,3668.6732641161443,3670.40420654722,3728.761302249937,3773.9551401258295,3640.5861540195233,3787.557774325154,3680.1677544905324,3494.0723062310535,3472.1406217114513,3790.1147488720208,3590.6912549705817,3699.182893196091,3733.005723431227
2011,,3729.6150402244525,3705.7664715629912,3555.3764462337012,3755.6147717970625,3756.1391799500193,3867.082169042898,3740.316108800338,3851.2771548891164,3603.4881863899664,3616.719134145763,3717.996192094545,3511.0857181452457,3662.329838195659,3568.990259062367,3489.910516080178,3653.302224813181,3769.409719953068,3660.3949963506248,3676.805125133533,3925.6344035972475
2012,,3528.646730336698,3534.038603023767,3569.748117525337,3828.848215218753,3628.5920702332296,3676.1760535144927,3617.7214791872707,3644.564361064467,3773.349510961374,3713.855115063695,3659.0550230372132,3655.2539848002807,3565.8656579048225,3819.2888539027836,3584.191903158836,3845.0768616954465,3567.233884230374,3683.8503995418537,3594.2915430588046,3509.1647496591963
2013,,3638.573400676686,3503.086005862462,3681.5633109826917,3596.9634086116102,3654.3739427506666,3695.1533703330533,3664.1575504895004,3637.907546013902,3797.8253450362104,3710.280718041879,3553.7775405063553,3628.0968079575723,3564.586516804486,3869.9541211908067,3623.1816399894406,3792.886908494585,3690.7815142479194,3791.7048418446857,3603.3319432611142,3740.372188084122
2014,,3649.1260765113293,3624.360419207884,3755.361576468293,3666.475655834788,3636.9333928184665,3698.1083834445376,3894.8409287147615,3592.8052772467663,3741.310415335624,3627.1167097250795,3568.6448319031592,3649.754901201513,3549.8254539277177,3612.0159606439533,3685.4725658999,3780.8933344699917,3745.2814469692858,3852.1605486393646,3760.8612886955593,3704.004078206183
2015,,3727.922980294754,3788.008109756532,3631.0329324411764,3615.6726581586963,3675.8616284121076,3830.0992264075308,3770.9370004615234,3703.386993156606,3533.0238026456036,3835.9847750028066,3610.5783586009575,3651.2646979394412,3559.699299345535,3655.8357239118045,3540.575528475,3709.241088719263,3722.025524153301,3798.939113074142,3696.3764795337793,3601.0789431279704
2016,,3637.4578587417686,3691.2377108188866,3633.469570907774,3663.1775734483786,3695.504187999392,3908.648223892388,3775.404090175482,3779.2397661014497,3671.8596940181474,3644.7972248351607,3906.644872646541,3653.095301821678,3560.1051027103085,3643.910502807003,3749.526749795836,3564.809434708172,3817.35941519962,3964.705379178583,3922.4910728789487,3677.3752808246863
2017,,3679.7542400546645,3832.3267179301174,3686.718876211133,3459.2118226496677,3765.8254768768625,3809.518885323963,3705.7426761783076,3561.0449443399934,3583.3176519759963,3672.475542771403,3490.279745518915,3553.3760806537557,3619.919891376074,3750.1866270468513,3656.2728501298952,3693.9044219085404,3681.1090120267895,3836.59441552069,3738.4275256486126,3688.3665404214785
2018,,3581.473970911583,3528.309383499433,3787.952062728417,3623.407497551514,3659.4219698565876,3726.6538589785105,3795.1585629615147,3707.0319116790156,3710.3376502302826,4014.1539163079897,3732.9490027141587,3688.022152641302,3708.803523853606,3616.493482099773,3512.907750596398,3845.9686414170387,3725.709417870441,3656.4037802316,3769.4742854178444,3745.5784185698594
2019,,3693.4442187872296,3656.3408085954143,3630.419726313462,3603.6273558492676,3602.3088135326934,3681.1027555337287,3813.67972579886,3798.547704088703,3613.932612051848,3748.6041583154893,3700.5853888606143,3607.4209675836546,3841.1405344867057,3745.62299662211,3663.114256927302,3767.2071393888755,3602.3105499169687,3592.4846230961743,3778.9741424513672,3798.5736278032837
2020,,3680.096272528156,3759.5372132894763,3654.379047202643,3705.682176714321,3564.790911868018,3737.871652531924,3893.0061446049594,3615.6876047580013,3769.2560397813622,3688.973219314949,3722.7688522742756,3665.4842320635275,3545.1147266262587,3575.664191129882,3677.2188989300203,3967.0359953392394,3722.8696820033883,3598.1347504340297,3816.9818083913838,3717.3909348314114
2021,,3708.4201981178703,3712.150854214365,3537.0357058949317,3758.1856101245276,3636.6887384981164,3812.464415802304,3743.657357928706,3914.975595040817,3844.3876885700975,3767.674297315787,3675.743363405869,3663.6154574498855,3745.910577305981,3632.5721849563474,3667.9286087776145,3752.2857168529054,3605.314464912391,3613.3311542121055,3763.864771392687,3572.069991498676
2022,,3724.521816707593,3699.3131237818807,3720.559436429592,3725.7821615583816,3800.6473251387765,3617.8924574909634,3799.342062225889,3693.9930399576906,3879.331686944555,3915.0233104383174,3656.7253606980207,3646.0832327382527,3788.7652962433976,3624.5730560025518,3693.9591996930326,3885.6333009158407,3787.2206465028744,3839.0152111664906,3814.3442426635115,3848.9535649784707
2023,,3672.6405998229784,3747.817923910191,3631.685371790483,3904.0983714259783,3868.111011208344,3554.9446363328284,3902.804151029711,3670.65875878516,3977.900972457417,3711.473688318391,3744.545506096562,3717.4716947238558,3821.9822066624765,3691.6564375985695,3698.9181439344998,3851.25931880363,3908.809529239087,3633.5611019513312,3652.0948558312007,3696.1644776230014
2024,,3646.914241981013,3754.993013654917,3786.950423153197,3757.175269805442,3673.8357258886786,3760.427229830074,3864.9277002318495,3595.3280125666342,3791.5749714759545,3769.0668952038095,3769.779389761713,3608.0284417138682,3868.549934081192,3742.8255242149003,3565.5788625068,3825.1177708508344,3769.6711840232456,3687.3895319683015,3793.1400316678046,3706.5768628257892
2025,,3749.6026114514825,3798.911741542392,3647.4532391836897,3772.8920023710284,3798.8978389261238,3815.8681571663246,3627.2094820001084,3711.6146816790138,3727.423926360714,3815.336951773792,3654.146748914098,3548.9139783396126,3811.476306491962,3781.763353809854,3741.8553953619567,3819.5412804812872,3881.130720429239,3706.822283699718,3893.6141296951632,3651.58601767591
2026,,3798.4076786552055,3779.4533253933846,3839.8757555468337,3696.762570059241,3669.644065264772,3891.7013769606315,3833.0053314669663,3726.9942259166687,3836.13418608856,3979.281128980231,3568.8527686013763,3818.75972955692,3698.9058001080343,3615.4129321148234,3713.539440715137,3718.458341879353,3746.2060810532266,3834.8051118932967,3809.6404913827473,3877.015427912484
2027,,3594.9594361919926,3681.0707381971374,3592.916707613223,3851.107890143332,3679.3375275675285,3894.292276958759,3771.732829572082,3745.387188085814,3714.0262909610406,3676.965375256926,3726.8250627815205,3726.970460746339,3794.622774845043,3850.3043766658952,3679.1706201405773,3863.7875659802035,3744.7738415803556,3704.840148741726,3770.5951180564266,3766.294234978037
2028,,3625.9386932380708,3781.452396364663,3720.979465136286,3735.9702967130243,3879.3965116954114,3871.7829217172784,3806.5811829569993,3657.8322739206533,3742.825305700168,3783.9530446583303,3749.3187524474465,3772.9357594536277,3674.653207570034,3721.817838402996,3690.688912536743,4010.446580467346,3815.5457382641866,3658.5940682522014,3696.7576178299673,3591.131071008417
2029,,3759.5310506505807,3806.550460793569,3889.7439866072045,3754.8087518085044,3763.059711697809,3770.3926542411277,3711.264762240256,3816.762196733483,3640.5927017715017,3769.163378152626,3635.2123459277436,3947.2148464886177,3629.832181887269,3827.535298619934,3680.1354133888954,4081.292392264248,3769.9998258114324,3703.5814034499545,3696.964358825413,3727.9793049755167
2030,,3676.8264371955124,3693.8719915690303,3820.964463960551,3697.999816162867,3869.771027601782,3805.2287616433696,3659.68092986164,3622.546006132687,3959.5305221288413,3755.3722430369635,3698.642381049641,3723.4563310304766,3911.238574824959,3765.489925604562,3771.02086371676,3800.5321441686865,3626.247333103327,3794.651634609298,3732.9301135590645,3746.691481138276
2031,,3669.7200434202855,3758.3637463366945,3933.071701999424,3575.2399219788076,3754.9325339293305,3912.52391702784,3584.2571511160877,3734.4450961157377,3802.389020008177,3672.609413586665,3788.3632882808965,3708.35407278765,3686.383496979591,3777.1741111941246,3802.883062593242,3728.4659624402802,3798.1073364352465,3652.201617487412,3740.3293382543516,3806.7823298826333
2032,,3861.3195967725346,3825.0401549199005,3649.9208764414843,3593.8722420296635,3802.673364126678,3838.5772756313804,3792.0814781971553,3676.472164060699,3656.1259622258435,3732.1114027104736,3801.631168964256,3738.8705115323555,3947.3721576328007,3784.5543957681803,3822.7379812835475,3809.80184587961,3942.9695477715986,3701.0809263242127,3695.2025995382146,3940.3511162936716
2033,,3613.0531668874346,3721.554430178472,3798.19712331157,3777.477021542111,3809.594215392811,3710.0001988329027,3720.0373849513553,3883.8379831114935,3867.420780909062,3778.3037177569186,3791.2215655900204,3720.3063649101455,3729.418463197348,3715.391183672447,3737.038276638845,3842.28733493519,3799.522118893243,3974.813622749186,3743.808349894419,3541.4727882595303
2034,,3806.929290231145,3676.1081995290224,3731.3017635885935,3871.109786407592,3887.215407665826,3677.086999134808,3678.701222752207,3825.8906094861877,3870.160354324895,3833.0343757240103,3775.9691304811467,3661.9488869459833,3888.286303669248,3803.6028203627275,3724.3288374603867,3856.8763592545192,3685.7338388016706,3745.5702190023426,3820.9968683851894,3896.411220979352
2035,,3689.8339574288,3787.161654170666,3863.0611622091,3913.620684466807,3824.4432655699397,3724.4072274129617,3591.3471939127826,3762.393578260622,3683.2637209867744,3665.2623465860624,3894.272786992796,3759.409674142136,3641.762668883074,3739.2036771103953,3752.3770610759198,3787.081903128008,3511.580523479948,3765.063854355517,3665.7145008039947,3678.9056510127816
2036,,3728.6336543408374,3844.221771310912,3763.6926224097524,3685.9358131626377,3745.413828533713,3728.5479362742085,3748.3155248126313,3825.8341317917925,3551.108349595053,3763.672409176715,3845.9280393312397,3826.7034728015724,3825.9529284776954,3784.203712399769,3895.3748047390095,3629.2624573037665,3707.52573704519,3700.131259237086,3871.0366956949524,3682.4517874586845
2037,,3602.291952290979,3702.660134156914,3768.6399966321305,3606.676377496324,3747.6262336166074,3833.148197473427,3800.6145429350945,3883.112895448888,3834.0007914668026,3690.666229473258,3771.0737678350706,3862.6410376267854,3881.5025411123142,3884.1919046171247,3779.9983399578077,3809.9061840410186,3758.645127874533,3815.72938115071,3830.409120162678,3899.363289267526
2038,,3691.722447577683,3882.2111606394037,3752.2862549242896,3790.7442924080915,3736.8346008847275,3807.9181835069526,3629.5151800686244,3757.5754485832913,3961.1531637070166,3848.0540783785505,3703.2171202230256,3685.974909561588,3737.7745316140335,3732.228702161985,3804.302436675187,3822.5736868568165,3776.9106478981566,3876.9873516817393,3751.077944184508,3766.1894238282225
2039,,3805.444369640096,3721.2537199102044,4028.295413957762,3802.9389353333017,3770.5470099064128,3939.736111345065,3535.675590259218,3812.350679366229,3811.406623312418,3738.253327193577,3784.6894853185076,3600.1049787002194,3697.182133799913,3814.918484948222,3897.5557382340758,4043.4103989313057,3856.2053703798065,3975.334927828418,3725.758058871866,3800.708891939453
2040,,3755.308753652105,3798.780305694189,3871.0955035279917,3676.2816617098074,3860.1084208182306,3746.1256005877876,3704.710253778147,3829.4930780070827,3785.827642382403,3913.701017930933,3860.27069127436,3722.3939838590754,3799.885846670272,3696.453353911257,3810.5086013253754,3729.339977468588,3865.1155511837346,3820.1196870331923,3822.040064665747,3950.566633057546
2041,,3722.1427136836264,3850.887258588067,3743.0112297783735,3805.5484155096847,3773.823600818827,3782.5066180213507,3813.67775185102,3715.3927943452295,3792.419929560838,3809.342558700227,3798.3349353081258,3711.5185290458376,3783.8998935067298,3670.743593073537,3860.397649155061,3810.599405494683,3862.075025496029,3794.814982010795,3967.256801171107,3997.4590803036376
2042,,3752.617414500586,3790.840586072051,3964.0372069080618,3725.333649060305,3812.0323778587635,3904.482265978853,3847.876908478514,3684.7733398035803,3730.8238676984174,3845.8643657415187,3867.2805765717585,3667.728573328298,3861.4658817252857,3833.735999308629,3808.5144340503575,3896.1173092143063,3875.980202345783,3838.741402444617,3779.9449820397354,3842.7483444025934
2043,,3667.6825916642447,3809.9181343788573,3845.4589610801486,3863.645079657225,3894.7154001027293,4034.560356480628,3737.7109336300737,3863.2652487688315,3837.1274673529997,3851.426815040202,3882.715657539768,3817.9578188562073,3880.1052754585303,3871.159525469283,3815.4319163942982,3943.3469875134324,3723.1339256092983,4153.579817868588,3805.2254890449753,3801.1596576996635
2044,,3673.6801879098166,3829.782164739744,3905.603709870365,3844.6170803626405,3850.8089750659633,4005.2136504418786,3817.402441615026,3882.821874634117,3845.5929174817898,3529.640288940545,3874.4017655193884,3824.2891709792616,3902.656456371778,3790.779716202909,3889.875154086865,3918.105923300503,3733.834490806429,3755.169644442596,3937.2530908575072,3849.1520196614183
2045,,3649.5513385270447,3809.746484361551,3793.4880817749395,3763.1200202601144,3891.52815379676,3794.7572964432647,3555.581745007162,3837.7565480919657,3887.5098156831177,3659.0232043640713,3802.981833621008,3944.971230634427,3993.1706597385937,3916.6816477868715,3766.3997621009703,3926.115193885788,3761.4114876481913,3643.532831323114,3992.83320947821,3730.6972530551584
2046,,3733.5358274875575,3671.834630239526,3729.809704439585,3856.871231131302,3846.778926803701,3747.6944819324835,3994.991341518884,3740.807245510822,3713.4803145028573,3952.0923283460215,3956.026405413887,3621.5695835473975,3842.4096651684827,3742.6527762617407,4028.397136754972,3909.4141403940403,3909.7802383831354,3780.6601174502694,3854.3296791495072,3714.5847610090336
2047,,3750.6297961614755,3787.241126881075,3797.957226699892,3834.953235821967,4030.846532107512,4037.4565393020657,3825.415974317357,3694.6852874156116,3843.4158641117247,4007.356870725964,3914.172932230383,3906.8452121361593,3968.5420048075007,3809.4473550861458,4055.099295069911,3833.105445077429,3854.1204661535676,3824.5374705290237,3852.065088405185,3991.0795570976347
2048,,3761.976838252965,3829.7152493935455,3868.720922455335,3945.6391116535624,3770.744493639782,4086.4791722617306,3897.6220843032024,3694.382239255614,3713.646564129849,3874.5735497640862,3972.5288130960516,3886.826427105392,3906.652066569045,4017.7710209241877,3757.93801647546,4039.3218741040682,3868.1156532768596,3845.9324732889036,3868.945039665271,3971.0466345395603
2049,,3866.946141883865,3794.032944128435,3789.1061600613125,3826.907720891565,3786.1730491541734,4070.267351690382,3789.124849730449,3746.369401740311,3849.058101967319,3685.1545108518317,3875.5211267436953,3920.671708244068,3782.038410450306,3853.3140023414558,3886.3681637717814,3951.6127671684817,4078.680226067266,3707.746871157186,3913.8058052707524,3826.833409839085
2050,,3728.7955719769875,3866.6220036243026,3830.4475897472053,3738.5420870083894,3898.9037814750127,3874.470305986199,3695.864301256903,3884.885147991564,3843.339540526409,3847.2143500634775,3916.008214493118,3820.9928239119718,3828.2736403680315,3828.2416097536147,3859.090774199001,3851.1811986022894,3831.2853670148183,3764.777740710351,3880.1692510503094,3732.457624560799
2051,,3852.9496902397623,3813.3293894568324,3951.2876715237076,3836.2934894704463,3632.8530092917576,3830.4959771533363,3958.044500775962,3907.6089106087325,3867.5212562830498,3856.299446251398,3900.560865729477,3688.7163843375292,3729.4133497398066,3976.2266629418386,3917.471199232551,3740.509448388194,3904.2683139839933,3775.1983467160953,4067.2913006231965,3844.2231735419023
