stn,var,rcp,hor,stat,centile,val
era5_land,tas,ref,1988-2017,none,-1,28.238434
era5_land,tas,rcp26,1988-2017,mean,-1,28.272738
era5_land,tas,rcp26,2021-2050,mean,-1,29.103644
era5_land,tas,rcp26,2041-2070,mean,-1,29.33768
era5_land,tas,rcp26,2061-2090,mean,-1,29.327474
era5_land,tas,rcp26,1988-2017,min,-1,28.16652
era5_land,tas,rcp26,2021-2050,min,-1,28.569597
era5_land,tas,rcp26,2041-2070,min,-1,28.470509
era5_land,tas,rcp26,2061-2090,min,-1,28.45907
era5_land,tas,rcp26,1988-2017,max,-1,28.451345
era5_land,tas,rcp26,2021-2050,max,-1,29.642071
era5_land,tas,rcp26,2041-2070,max,-1,29.895521
era5_land,tas,rcp26,2061-2090,max,-1,29.980828
era5_land,tas,rcp26,1988-2017,centile,99,28.447934
era5_land,tas,rcp26,2021-2050,centile,99,29.631066
era5_land,tas,rcp26,2041-2070,centile,99,29.883791
era5_land,tas,rcp26,2061-2090,centile,99,29.963955
era5_land,tas,rcp26,1988-2017,centile,90,28.417431
era5_land,tas,rcp26,2021-2050,centile,90,29.526445
era5_land,tas,rcp26,2041-2070,centile,90,29.791224
era5_land,tas,rcp26,2061-2090,centile,90,29.838868
era5_land,tas,rcp26,1988-2017,centile,50,28.233936
era5_land,tas,rcp26,2021-2050,centile,50,29.090186
era5_land,tas,rcp26,2041-2070,centile,50,29.36541
era5_land,tas,rcp26,2061-2090,centile,50,29.288133
era5_land,tas,rcp26,1988-2017,centile,10,28.188142
era5_land,tas,rcp26,2021-2050,centile,10,28.761191
era5_land,tas,rcp26,2041-2070,centile,10,28.91551
era5_land,tas,rcp26,2061-2090,centile,10,29.015901
era5_land,tas,rcp26,1988-2017,centile,1,28.168865
era5_land,tas,rcp26,2021-2050,centile,1,28.591047
era5_land,tas,rcp26,2041-2070,centile,1,28.519699
era5_land,tas,rcp26,2061-2090,centile,1,28.524267
era5_land,tas,rcp45,1988-2017,mean,-1,28.314468
era5_land,tas,rcp45,2021-2050,mean,-1,29.353762
era5_land,tas,rcp45,2041-2070,mean,-1,29.908591
era5_land,tas,rcp45,2061-2090,mean,-1,30.257178
era5_land,tas,rcp45,1988-2017,min,-1,28.131429
