year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1981,0.0,-187.9376190869025,-271.30492521352187,-259.92698298496896,-224.01864338896723,257.4931634674586,236.35288550237328,91.07356471741775,123.34313081972198,-105.57496931876193,60.26008395473491,167.73110352110996,256.91785273910017,235.92711373253638,-0.7653358465973952,217.1617853203727,144.95369056788286,287.7000756943661,55.40079398925741,228.17238123438938,-190.6911452934405,-266.6980074211509,-241.33866904208415,-221.99576066239382,250.23166453453035,228.62377405448456,111.93700232631898,117.72988516590578,-87.70005907057782,53.15042795595923,182.11910924230062,257.78720719842505,228.4485317328161,13.462884404389854,219.91971681140762,157.97459132751123,294.90980496461464,68.84041408909826,236.19100519434448,-42.103027351347976,104.74019562996148,-13.064141737140517
1982,0.0,-208.61420586125354,-312.7082507029287,-307.1009306167212,-239.69475211052105,132.90772302053927,296.9467536186355,81.34971871303867,86.6237301486932,-129.07832035429283,86.6055690160278,109.4519028904848,290.3034690827501,218.5408539711715,9.543024784429008,247.32514118435097,135.04113971169397,184.020157638927,111.87476934741613,148.61091990238396,-216.18366616901216,-300.6556269791479,-291.07964438391576,-237.73601627335705,131.05531631626945,283.70577451810937,102.46094482248407,88.5689122779329,-104.4656208496757,75.48858591765611,114.9337788752614,295.98460798951794,214.79357828395166,18.094685731173684,253.56611783951826,149.73036898546553,199.54137830601974,109.9902192438019,147.53994909269915,-53.495723093879974,106.18836790686987,-43.655679715238534
1983,0.0,-182.54751309213805,-218.79517382319878,-201.7206415840701,-228.64691117308345,218.62283886350178,232.19137440428182,122.04589787099485,151.3998254503481,-120.60534505862461,53.115957479532426,145.55140623363195,280.9744616772058,137.71883928719274,22.649508916219247,236.8346919463063,156.9236581684819,223.8998993147626,155.7786212788776,235.0404306154777,-189.9326277663307,-218.03478690242227,-201.37328556435995,-228.6329677643628,215.5195816908058,226.92710647234304,144.2855697727059,153.46557921821193,-97.98394080300955,42.19040393714653,155.33111994169553,285.257728268955,128.73931017760026,30.89922038654447,235.9543494726446,164.52735360640372,224.47261731706897,166.79381544049943,238.42019500537629,-48.99845633055753,45.78733772866883,-19.97955178913196
1984,0.0,-176.0863865515904,-305.0296428548538,-182.2171003179619,-239.43955575758184,206.27806614157043,218.45682338969277,90.07252504920098,84.41264402722754,-123.37979920262927,66.98151012033509,134.83893298998885,184.86429357946542,167.1700237584256,-8.686514167686312,244.847764654152,116.20120970852503,267.2420740561241,107.84177101756268,134.00526890322448,-183.97319514404353,-302.50609510944184,-185.5132404286932,-245.20209428792896,204.8557589235205,214.84265646820324,100.02630663460855,91.50447021648881,-107.74511591639126,60.27753217163183,144.18023777831024,189.65254806237743,163.03384040879962,4.1106582781220595,250.10585076363043,131.3087975581558,271.1994657872675,120.72011457533904,136.02478848186792,-59.5260345215313,91.85735089696914,-9.896399887019584
1985,0.0,-193.50985049098352,-274.0467604893515,-223.05043948203817,-230.70205099798216,208.84424776536105,189.97900209476893,98.02523220599812,64.16263544349209,-108.75734226987811,45.36230336012795,110.48708474810508,308.44165180234336,118.01887451100555,-2.3583727113554005,287.2874067145922,162.26749429032327,194.01606987412492,76.17887201548183,190.77565019296787,-203.56068552965127,-261.6245412813961,-216.7764086993881,-237.5684058394006,207.0752117487366,186.03565078535706,114.95060798652344,66.27870176863172,-94.86655567317001,36.29073163979024,122.71562822975761,313.2537059577112,110.55403223294348,4.865298032050362,288.14638218989063,168.64122292981972,200.55800864467994,82.08799642640923,194.90827564598766,-57.380796318072214,202.381450825128,-44.54548080644054
1986,0.0,-245.4677150199521,-267.8958545633105,-201.61091972747568,-229.38102151037822,272.40375271053756,165.3992534085167,130.84060353695793,121.73431282105321,-110.04017453614063,45.97093624991527,136.5274284633473,260.2568550768981,120.07868130724216,-1.8551946039753489,254.2609678953761,121.90045254874985,227.8393151686762,97.52988206780515,211.6359712946329,-250.60018253640868,-265.49999427238646,-194.13091842563637,-232.4449166178768,268.6814766971511,161.82124519916783,146.4668266901889,114.31117485330219,-102.35461057094017,36.26214795753907,145.73739049428434,262.9661523773025,112.108034129391,2.279518740507342,257.8324455331747,135.14975602697905,233.6691845971643,108.7389004355872,208.3612018177596,-48.934761868883925,139.83609236644634,-20.238220125313546
1987,0.0,-220.0854777172953,-226.02817916774177,-322.7836018319332,-232.31695457430493,147.60893940238077,280.55268933108414,102.85753178301854,119.10837582035902,-109.83797525011539,80.28929571454285,153.54221876899084,251.7627055192644,247.45850169964717,24.966775824027536,205.50355515843955,123.18582961209916,222.55888286608752,128.14756302391413,173.6856784188268,-234.25998045531315,-206.48374999692447,-308.32541129078106,-237.6217848098011,150.38463813933072,267.6273076294133,113.32293021362716,120.68383705939004,-86.62059344661827,71.44995648547001,162.1129871387614,252.4390095932015,248.13800333138363,34.98788235863708,207.3780083382709,137.84221980959614,222.15056897065443,141.7026885808608,177.01981831310962,-46.69898657083979,161.95132702351623,-15.050163876180932
1988,0.0,-185.22889546800644,-268.2320648006097,-284.7464952488455,-244.99531195166668,119.69885391412663,304.73386926009346,126.56458739994503,120.69280090004895,-90.85052380101058,75.66529151597263,110.78746923117524,251.02369557291547,146.17151853086557,-10.412554965969889,245.0720871064384,152.24529067966205,175.63290448946327,80.0912744633726,205.94108557478228,-197.65809707877605,-258.1356939454445,-277.08305112459954,-250.22581382991547,119.07691711801226,287.4001657265874,134.76732387333186,127.50872930458581,-68.77184484601435,54.12657233366326,122.27259955780875,259.954538439364,139.10407516519058,6.950559084506153,242.69635139182242,162.41192713288353,177.20202159602297,83.24365977974742,203.1529888282057,-48.80424124489582,88.0095505584643,23.25924856121412
1989,0.0,-179.7999595706977,-180.04339096554858,-268.16061587830666,-195.0699466999263,214.8166326824885,252.65181798407764,72.9623532007306,113.22372998179696,-76.13633645883033,42.83777041030339,143.0566140503106,233.55149492939017,132.928045549207,13.846758001872558,292.3653334663071,219.27959927078018,234.54439936681678,144.73551633099066,172.6155985586916,-191.5050893786052,-176.55061336922435,-248.05766862482312,-197.64804474529782,211.34398983855135,248.29663669354943,99.63086547746263,120.80986358365874,-39.65608988652946,34.10003269314177,152.75453221923897,239.3128437036454,123.12926981915928,23.975271754793425,295.0006525721163,237.35696406157274,231.79296139200966,156.2186661935449,178.53803318927686,-44.64178982018382,77.54903434634366,30.537082744428744
1990,0.0,-164.93705474611625,-328.5166680102653,-285.33355563943775,-213.45781178316713,211.19501803770464,202.5776291881599,59.99621064008636,125.90273902499996,-130.58919053816885,9.550574064807222,127.30449861959153,213.81308530473405,106.30970995918949,-0.0007826803948773886,228.46257173403512,67.90623870125512,185.35006519868324,97.04755614755743,300.92453545643014,-175.29961465312294,-312.58577395998105,-269.04095513736377,-217.90206655190372,207.0131158040918,195.7204570822297,116.65327005169752,129.6548688084764,-99.24360101265785,3.577255419538801,135.72422321705994,218.257387157077,98.41558710512504,10.698976336101452,231.89130169634245,80.30405755601532,182.9357452799997,100.32955553004587,312.11668112971427,-47.086654733094065,199.43166824320087,-35.32724375692868
