year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,875.75,758.0,797.0,758.0,763.25,836.25,751.5,848.75,851.25,889.0,842.75,830.0,799.75,734.0,725.5,961.5,1068.25,999.5,816.0,831.5,858.0,825.0,766.5,826.25,951.75,983.5
1992,746.5,875.0,904.5,666.5,637.75,411.75,379.0,800.5,793.5,823.25,1147.5,1099.25,942.75,837.5,845.5,1224.25,1292.5,1207.25,724.5,725.75,719.75,1149.75,1063.75,1116.0,699.0,717.25
1993,947.5,937.5,970.0,798.0,760.0,893.5,814.25,873.75,834.25,866.0,708.0,687.0,1151.75,1013.5,1048.25,741.75,910.0,784.5,764.25,771.75,788.5,674.5,637.0,644.0,706.0,720.0
1994,980.5,788.0,853.5,740.0,771.25,848.0,782.0,691.5,702.5,750.25,901.0,846.25,752.5,702.25,689.25,634.0,713.0,607.25,662.0,660.25,641.75,717.5,660.25,665.75,875.0,913.75
1995,1052.25,967.75,993.5,840.25,791.25,800.75,714.75,513.0,510.5,508.75,1238.0,1218.0,519.75,483.5,463.75,848.0,963.0,889.5,733.25,722.5,708.75,454.0,463.0,567.75,984.75,967.25
1996,830.25,684.0,716.25,800.0,781.0,619.75,597.5,571.75,531.0,552.5,596.75,561.25,848.5,786.5,801.75,609.25,636.5,569.25,913.25,935.0,867.5,772.75,717.0,735.25,646.25,651.0
1997,765.0,835.0,872.5,966.0,945.0,684.0,678.75,946.75,877.75,944.75,741.75,701.0,1024.0,907.5,911.25,877.0,980.25,902.25,1005.25,1050.0,1071.0,585.5,537.75,553.75,694.25,713.75
1998,648.75,626.25,648.0,785.5,680.75,1254.25,1147.25,776.75,772.5,737.25,715.5,667.0,742.25,679.25,677.75,757.5,818.5,729.25,695.5,721.0,723.5,575.25,461.75,619.25,434.0,441.75
1999,1034.5,1224.5,1182.75,808.75,782.5,925.5,858.25,707.75,767.25,779.5,1107.0,1060.25,813.5,721.0,718.75,1105.25,1139.0,1085.75,780.25,773.5,792.0,898.25,869.5,893.0,694.25,720.0
2000,724.25,932.0,907.75,986.25,920.25,620.5,609.5,838.0,823.75,846.0,717.0,719.0,1026.25,886.5,835.75,678.75,701.0,627.25,669.75,661.75,648.0,599.75,571.5,547.75,988.5,973.5
2001,674.25,855.5,873.75,893.25,834.25,1068.25,972.25,924.0,917.5,936.25,957.0,937.75,799.5,727.5,731.75,1123.25,1155.25,1031.25,891.25,857.75,846.25,768.25,703.75,739.25,880.0,877.75
