stn,idx,rcp,hor,stat,centile,val
era5_land,hot_spell_total_length,ref,1991-2020,none,-1,0.118187
era5_land,hot_spell_total_length,rcp26,1991-2020,mean,-1,0.590188
era5_land,hot_spell_total_length,rcp26,2021-2050,mean,-1,2.679182
era5_land,hot_spell_total_length,rcp26,2051-2080,mean,-1,3.558774
era5_land,hot_spell_total_length,rcp26,1991-2020,min,-1,0.227498
era5_land,hot_spell_total_length,rcp26,2021-2050,min,-1,1.156797
era5_land,hot_spell_total_length,rcp26,2051-2080,min,-1,1.854749
era5_land,hot_spell_total_length,rcp26,1991-2020,max,-1,0.890317
era5_land,hot_spell_total_length,rcp26,2021-2050,max,-1,4.256921
era5_land,hot_spell_total_length,rcp26,2051-2080,max,-1,4.852452
era5_land,hot_spell_total_length,rcp26,1991-2020,centile,1,0.246687
era5_land,hot_spell_total_length,rcp26,2021-2050,centile,1,1.184775
era5_land,hot_spell_total_length,rcp26,2051-2080,centile,1,1.90575
era5_land,hot_spell_total_length,rcp26,1991-2020,centile,10,0.401142
era5_land,hot_spell_total_length,rcp26,2021-2050,centile,10,1.453656
era5_land,hot_spell_total_length,rcp26,2051-2080,centile,10,2.310937
era5_land,hot_spell_total_length,rcp26,1991-2020,centile,50,0.60658
era5_land,hot_spell_total_length,rcp26,2021-2050,centile,50,2.504159
era5_land,hot_spell_total_length,rcp26,2051-2080,centile,50,3.685723
era5_land,hot_spell_total_length,rcp26,1991-2020,centile,90,0.828727
era5_land,hot_spell_total_length,rcp26,2021-2050,centile,90,3.667101
era5_land,hot_spell_total_length,rcp26,2051-2080,centile,90,4.716201
era5_land,hot_spell_total_length,rcp26,1991-2020,centile,99,0.884313
era5_land,hot_spell_total_length,rcp26,2021-2050,centile,99,4.186418
era5_land,hot_spell_total_length,rcp26,2051-2080,centile,99,4.842165
era5_land,hot_spell_total_length,rcp45,1991-2020,mean,-1,0.544353
era5_land,hot_spell_total_length,rcp45,2021-2050,mean,-1,2.96192
era5_land,hot_spell_total_length,rcp45,2051-2080,mean,-1,9.142854
era5_land,hot_spell_total_length,rcp45,1991-2020,min,-1,0.125202
era5_land,hot_spell_total_length,rcp45,2021-2050,min,-1,1.280323
era5_land,hot_spell_total_length,rcp45,2051-2080,min,-1,4.750962
era5_land,hot_spell_total_length,rcp45,1991-2020,max,-1,1.311235
era5_land,hot_spell_total_length,rcp45,2021-2050,max,-1,4.30689
era5_land,hot_spell_total_length,rcp45,2051-2080,max,-1,18.326071
era5_land,hot_spell_total_length,rcp45,1991-2020,centile,1,0.136574
era5_land,hot_spell_total_length,rcp45,2021-2050,centile,1,1.299652
era5_land,hot_spell_total_length,rcp45,2051-2080,centile,1,4.773222
era5_land,hot_spell_total_length,rcp45,1991-2020,centile,10,0.200683
era5_land,hot_spell_total_length,rcp45,2021-2050,centile,10,1.455928
era5_land,hot_spell_total_length,rcp45,2051-2080,centile,10,5.431037
era5_land,hot_spell_total_length,rcp45,1991-2020,centile,50,0.475357
era5_land,hot_spell_total_length,rcp45,2021-2050,centile,50,3.344072
era5_land,hot_spell_total_length,rcp45,2051-2080,centile,50,9.053135
era5_land,hot_spell_total_length,rcp45,1991-2020,centile,90,1.078212
era5_land,hot_spell_total_length,rcp45,2021-2050,centile,90,3.980012
era5_land,hot_spell_total_length,rcp45,2051-2080,centile,90,14.094662
era5_land,hot_spell_total_length,rcp45,1991-2020,centile,99,1.295009
era5_land,hot_spell_total_length,rcp45,2021-2050,centile,99,4.300335
era5_land,hot_spell_total_length,rcp45,2051-2080,centile,99,17.720683
era5_land,hot_spell_total_length,rcp85,1991-2020,mean,-1,0.940991
era5_land,hot_spell_total_length,rcp85,2021-2050,mean,-1,5.341976
era5_land,hot_spell_total_length,rcp85,2051-2080,mean,-1,26.984905
era5_land,hot_spell_total_length,rcp85,1991-2020,min,-1,0.246369
era5_land,hot_spell_total_length,rcp85,2021-2050,min,-1,2.239603
era5_land,hot_spell_total_length,rcp85,2051-2080,min,-1,13.572377
era5_land,hot_spell_total_length,rcp85,1991-2020,max,-1,2.272998
era5_land,hot_spell_total_length,rcp85,2021-2050,max,-1,7.933333
era5_land,hot_spell_total_length,rcp85,2051-2080,max,-1,50.716884
era5_land,hot_spell_total_length,rcp85,1991-2020,centile,1,0.252143
era5_land,hot_spell_total_length,rcp85,2021-2050,centile,1,2.305301
era5_land,hot_spell_total_length,rcp85,2051-2080,centile,1,14.135832
era5_land,hot_spell_total_length,rcp85,1991-2020,centile,10,0.300106
era5_land,hot_spell_total_length,rcp85,2021-2050,centile,10,3.248821
era5_land,hot_spell_total_length,rcp85,2051-2080,centile,10,18.228914
era5_land,hot_spell_total_length,rcp85,1991-2020,centile,50,0.698355
era5_land,hot_spell_total_length,rcp85,2021-2050,centile,50,5.236158
era5_land,hot_spell_total_length,rcp85,2051-2080,centile,50,26.362756
era5_land,hot_spell_total_length,rcp85,1991-2020,centile,90,1.837387
era5_land,hot_spell_total_length,rcp85,2021-2050,centile,90,7.176629
era5_land,hot_spell_total_length,rcp85,2051-2080,centile,90,34.329075
era5_land,hot_spell_total_length,rcp85,1991-2020,centile,99,2.206661
era5_land,hot_spell_total_length,rcp85,2021-2050,centile,99,7.848395
era5_land,hot_spell_total_length,rcp85,2051-2080,centile,99,47.614919
era5_land,hot_spell_total_length,rcpxx,1991-2020,mean,-1,0.710815
era5_land,hot_spell_total_length,rcpxx,2021-2050,mean,-1,3.831306
era5_land,hot_spell_total_length,rcpxx,2051-2080,mean,-1,14.855927
era5_land,hot_spell_total_length,rcpxx,1991-2020,min,-1,0.125202
era5_land,hot_spell_total_length,rcpxx,2021-2050,min,-1,1.156797
era5_land,hot_spell_total_length,rcpxx,2051-2080,min,-1,1.854749
era5_land,hot_spell_total_length,rcpxx,1991-2020,max,-1,2.272998
era5_land,hot_spell_total_length,rcpxx,2021-2050,max,-1,7.933333
era5_land,hot_spell_total_length,rcpxx,2051-2080,max,-1,50.716884
era5_land,hot_spell_total_length,rcpxx,1991-2020,centile,1,0.156474
era5_land,hot_spell_total_length,rcpxx,2021-2050,centile,1,1.224736
era5_land,hot_spell_total_length,rcpxx,2051-2080,centile,1,2.088507
era5_land,hot_spell_total_length,rcpxx,1991-2020,centile,10,0.246772
era5_land,hot_spell_total_length,rcpxx,2021-2050,centile,10,1.67725
era5_land,hot_spell_total_length,rcpxx,2051-2080,centile,10,3.68473
era5_land,hot_spell_total_length,rcpxx,1991-2020,centile,50,0.603911
era5_land,hot_spell_total_length,rcpxx,2021-2050,centile,50,3.663656
era5_land,hot_spell_total_length,rcpxx,2051-2080,centile,50,9.849565
era5_land,hot_spell_total_length,rcpxx,1991-2020,centile,90,1.3563
era5_land,hot_spell_total_length,rcpxx,2021-2050,centile,90,6.370732
era5_land,hot_spell_total_length,rcpxx,2051-2080,centile,90,29.827467
era5_land,hot_spell_total_length,rcpxx,1991-2020,centile,99,2.099258
era5_land,hot_spell_total_length,rcpxx,2021-2050,centile,99,7.710875
era5_land,hot_spell_total_length,rcpxx,2051-2080,centile,99,42.592691
