year,ref,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1981,642.7527294449533,538.2841687627567,360.9334211062514,652.2622116184228,520.6172283003976,348.32096230643657,653.0991081422068
1982,590.8994075709536,535.5368868245645,383.1667160822448,669.7413366753702,512.0255918316611,367.4861158318428,644.445493257069
1983,459.826620534014,534.8381631141664,403.5626542836969,613.5769006998972,515.3249490775185,380.86971711598346,612.1963426515855
1984,699.7481515600648,522.0085955246036,329.162721934455,642.9508635920088,500.1249110832928,311.491081894751,634.4867283679608
1985,632.0771356661555,499.66268015304,382.7354359548145,650.9011539858099,493.1528524402803,321.7200184058532,633.1292698948606
1986,576.654256081594,522.0369143478105,390.8439788384045,625.8717167564417,501.3032234590542,318.8701834307914,633.5711412405029
1987,542.2700209095832,532.1242630003053,419.2052955730804,694.6357679486775,514.9338387083089,346.5962452088268,694.543633574682
1988,696.4220791039332,531.1241794946199,412.8338047728296,605.2149047006894,513.6276585390821,302.8714694330133,590.0072642502666
1989,606.1224256144313,537.023469189905,417.1256185066623,651.2159643126344,518.0405286363391,351.0875291575477,616.4470768814274
1990,545.6478625822042,520.877686869717,438.09277660825006,609.4060901579259,504.7204968718407,347.0880275476047,608.1641594430032
1991,632.5055931046492,544.6935255027635,435.9813749996041,639.2196410125576,528.090145668269,326.9528762272994,628.0945529178528
1992,524.8275629589384,536.7806254450524,446.3959925964829,652.5559505715515,507.0363997834108,323.3574311728717,629.4949997082743
1993,559.8627732721594,545.9138620576597,473.78073580637295,627.7881880935876,514.0493535560817,304.67447911901377,604.8537607998184
1994,469.1017431412074,542.1093421600913,417.7399801076896,665.7954523292121,518.3418027739789,288.10550735883095,654.4607477806464
1995,627.3400252302574,525.8990172272329,423.6430423049519,633.5105316033605,501.479052190741,341.12518218225244,620.0988170677099
1996,596.5919522763849,521.978204004871,392.5793070421128,618.1068947962839,500.212902676979,284.40489275034497,617.7436967114177
1997,518.3793621000592,538.0661469458825,377.6950321045496,760.0870015583782,508.0865965458176,320.88102596810035,739.516990754411
1998,571.7787406405803,522.4786228312214,424.17064895777054,706.0183492615627,503.6977122772224,331.75610580135464,597.2551351964569
1999,617.6351291195026,548.6010123434169,457.7093317686156,631.3053783339873,518.6561171727893,287.4653549041644,622.7180488158141
2000,496.0284520037642,539.6083290610186,443.7844299192607,672.6628908889387,527.5442428552774,418.2912940040464,657.8998938800751
2001,516.0132455269797,543.011606534558,448.3538431719083,725.9866336108123,518.54261198809,304.27541543625193,719.7067538574038
2002,560.9134461023439,508.38990175339904,421.6798439030847,636.5198387855547,496.9064311416283,366.70924245297545,622.8293476868489
2003,553.2937823191753,529.0614733471073,452.9136144300904,610.0231318936983,507.40926781721134,301.574880251589,601.8763494395981
2004,477.86465894969285,536.1696156798184,402.6682331798499,651.4678947367966,522.7584273050594,328.19807976510293,655.8491307663353
2005,513.8180105183778,528.6876575321489,459.3449508681074,629.7940084766271,507.62228828857417,305.95342964238745,630.8546826899278
2006,504.0425207225499,526.6984100506932,416.5521598914237,653.9112158727112,531.207319535152,419.0646588761798,664.302789572647
2007,579.9870570417603,552.535004542294,408.5720056065359,713.7845619282414,542.8164787615789,342.3095229539667,786.4093478664842
2008,627.5204225551269,574.0613757873691,449.48440622885465,727.2119208516648,507.22569518305534,340.3187266625736,663.8958609018434
2009,525.4831463447888,536.3090840464953,446.87042031953,715.8425700087254,530.3816787637489,305.14467682559143,759.6084697376996
2010,528.7842783496543,552.5655404613595,424.6517856584253,658.1187858972144,531.7537292469561,305.2582412721392,772.1644750608218
2011,,551.3325977435716,356.3974520338268,741.5473317549632,541.5668421777757,278.99810741048526,663.8554563652906
2012,,564.623616777495,438.9141478879431,748.3071485690564,526.5671355941591,333.6254867724394,635.945219421577
2013,,586.5544672281778,511.2393784193428,696.5734475136074,519.188759220417,337.3623503278859,651.8366409784222
2014,,561.954766042011,372.8994666435029,698.9201249691872,548.8573045610628,293.27010935233824,674.3990560063171
2015,,568.7305590299973,459.36765457235487,679.2715906128617,543.6944795799604,368.9481923521322,702.6060436228028
2016,,564.034874225578,405.34432470171305,708.7350139566659,525.7080655301744,350.85531326809473,687.6754522496273
2017,,576.9537317454307,394.438444817908,803.388483636958,503.346437239272,332.3811048301196,661.8575446842966
2018,,554.5060427273061,406.24057555632686,738.1209263148976,538.0629977969841,340.7352181158435,744.0395025677697
2019,,566.2384628348254,445.7624305011041,746.5279572475312,547.5307279106224,340.9927527578342,858.3181302977756
2020,,561.6214372646468,464.4808845785081,715.5124637115725,527.4741408931859,333.12359645068057,684.3942920928938
2021,,547.9767470132495,436.2674926604013,691.8792282471119,530.7117478860221,302.6219826317427,629.6515705262774
2022,,537.3696868877109,415.37161482872216,639.0653273760407,514.8343097566099,343.3279552903668,626.4268856283416
2023,,559.5740061043881,412.8621677659565,729.7148609676084,534.7250001553687,309.0936518540222,726.728933770093
2024,,559.5493398763668,421.0254279329156,710.6591074335031,523.391968620531,344.65429382197806,654.0277611808991
2025,,547.0997323914362,396.4332091607959,635.4008409549381,564.6061653893214,440.4772899681695,720.7914384988559
2026,,576.1709488853792,455.7550965950715,659.127386855024,546.3863422472041,373.9352008828631,809.0540626117504
2027,,526.3496403449475,403.7068836729296,653.979827631697,549.4565744567784,321.9292993234475,686.9876456778352
2028,,558.7878373612111,450.76035455667727,702.1488107754946,540.1667831769287,317.3745578794195,739.4319748268038
2029,,583.8889761690264,476.8492763309323,696.7326697096516,548.7016330221435,333.4165647980896,637.8579965941179
2030,,589.1257139441808,466.50472392109583,687.058992385782,554.4786824935295,399.5828899758559,750.6272807781024
2031,,571.8456886369082,439.9957317052538,816.8614472234291,549.3285818849877,362.4752995977474,698.9704962193882
2032,,545.8447422012878,437.6494159973065,686.3485787891359,534.3732666890721,371.9091526129688,696.6422159024061
2033,,584.7242814176908,465.5710883617959,724.2214730454244,538.6559497388566,332.23278042350944,697.3442809882914
2034,,547.1584311995632,419.80505402732734,649.0728521593519,535.9823736176874,326.84844387298006,738.8269893343997
2035,,582.8486847752388,406.9526087276456,756.9944837861023,570.2044138086368,325.33668783260174,839.0797002999121
2036,,577.6047189366013,396.0591228560698,740.7086291288686,570.231992009452,346.2584673702194,772.9273559478019
2037,,559.3967164320403,454.11346030820494,709.8617265511956,567.1608335713418,293.3029627914975,688.0213332183708
2038,,562.9574845170558,377.7678142764502,745.7965308814925,535.8028230370314,339.77430284185334,748.670845410002
2039,,605.9085630049894,498.7109182910136,732.1640822866462,511.7922297849535,311.37149218376663,654.3235459829774
2040,,585.315855247331,430.1715293321588,798.0408111213495,573.8254608634262,379.7519026807244,713.8257849178151
2041,,556.1666902665258,475.04139007978847,664.7388828342919,541.9105666393524,326.1961146028028,741.522377810811
2042,,604.2635810203485,436.4641608172,748.5201628690884,545.0036955188093,426.321842659724,748.7029036636205
2043,,549.5491320183098,445.94303834406566,637.970145526344,562.6664053286253,326.59605029105893,774.6725655549697
2044,,587.7718450867251,466.7261604784273,759.0352501361996,555.7321307681959,382.938436083997,758.5520560762174
2045,,566.2534382169397,433.5480108202647,702.8694638692054,555.1185927041636,388.4246498233933,720.1192973880371
2046,,566.0494056460507,438.1758797383326,792.4738251985879,539.5355715843738,361.0350301770847,710.0764723111805
2047,,556.6190930889258,462.3071145276979,648.1776732350218,545.3062980474868,365.3486011285028,670.1542443418004
2048,,529.1604754022958,427.6081928404834,657.7565711641496,543.9448098060471,355.0024517942396,646.9408914451603
2049,,557.8084395643333,424.5271513649637,685.5512241680392,559.7701315484115,374.3548298550816,747.6850913371841
2050,,572.3731767089882,424.2386608008016,743.5778468271593,579.1085145463384,376.6822640946589,906.4942941361816
2051,,580.6037363517775,465.2813435500568,777.8503521249731,567.0879950969994,381.7675474968353,768.2095894912117
2052,,562.1829965672051,399.2510907661861,722.2855679093652,550.6577621535367,355.98111988280425,725.8900051364405
2053,,558.6616386359678,385.0123375684347,711.9482860759515,551.4878752823274,390.07630814878166,726.7701306804487
2054,,584.2239593078747,430.8075653171551,720.3388498400021,539.465756357588,407.6872700594863,662.8590610144965
2055,,603.6348491996898,373.64775639110286,826.5788521726347,562.7699346375126,289.4819600802475,755.7941426934862
2056,,553.9269755414093,389.1099592317715,772.751210641242,570.2346623500401,356.13111793967573,710.3064683276918
2057,,604.9249505003576,470.5600425298313,767.8660780296532,559.8266359077877,384.64720282209646,698.0555145955735
2058,,592.4749035843577,457.06287050414727,797.160453598941,562.4734723517971,292.9496832159715,809.2509815022222
2059,,583.740347109645,454.9155839913321,759.3079688833959,569.8481370347823,355.5620756217548,788.887602421668
2060,,581.4138458754751,473.10863638001706,803.6304879782555,586.4941998612302,368.908053791343,758.339130317576
2061,,567.1487424226266,436.5031523102516,665.9004735072134,561.0034947352702,344.3635787368513,752.5854068106183
2062,,544.3076997600858,441.0953832153562,708.7898174704018,554.2016247814779,328.2763045736791,799.4344126201103
2063,,575.7791286775512,354.3110414151395,718.1308137717456,562.779143126283,332.4556209771475,758.5376742073958
2064,,563.0803834196171,361.23540894119606,693.380155730953,551.7784131259883,353.3605256749498,728.14751967105
2065,,569.4890916061745,470.4551653591509,757.7472175813803,607.0822015415329,393.7231076588305,903.371850371068
2066,,587.121885167568,449.4725466745881,813.0547290349887,573.2707434910442,344.8126176435174,817.9373747642355
2067,,572.9851788835108,453.8328567638056,683.9361269285554,569.7385065610332,345.0836488337595,861.112752059824
2068,,568.0976420036855,418.4967045377034,705.764323843483,573.6769139011699,302.0115351714711,832.9333266072579
2069,,531.9360029781415,323.8618731289086,791.5301003192893,585.4794495471955,280.7006813189004,1063.887205698581
2070,,584.2994952119129,408.1362285153564,795.8660291489967,572.5307295807062,335.6359274746904,778.7315382092603
