year,ref,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,-13.012861706845314,-8.026390159730852,-2.3402761222980217,-5.76150467541062,-12.368238813244346,-2.2248716251748135,10.651263293635253,15.668861073263301,4.898241311323488,-9.113313352878578,-1.104259712156889,-12.538374316124205,-12.299955871741489,-8.122838815948,11.366823855275996,-1.0421496034338134,-3.5993513649282676,16.84548417245415,-10.197621639466604,6.765791356319653
1982,0.0,3.6387418583987596,18.999864866282493,-11.70065054659851,-0.27516992972564935,17.823959762201895,-12.900280969863317,-16.145750555440785,2.511170005759496,-4.566353694431555,-13.799448025923923,-11.618121514541215,4.330983582506946,12.657142486275418,0.6016617412218608,-16.755700232268623,-6.0209929209575535,19.651195888429697,2.419820904287775,-14.057257361856657,-5.483980215581042
1983,0.0,10.384997696133652,-2.8108562029017463,-1.7161459191222832,19.408505098161243,26.259100571586586,3.0432635474772383,11.70152982803468,-13.035942432376999,8.113141266633946,-0.3632404325180687,-1.3470116193061727,9.716111309664711,24.001683501390247,17.34078204318385,14.520923207969588,4.652266002105009,-0.31263870231886415,-12.852208000131043,-0.46699790488973747,5.277174584884634
1984,0.0,-10.701427546821577,11.78384847184482,-0.18047280993488357,3.2937497474760704,-24.737471537536713,0.6531604939924165,-10.044722454376213,-2.762608508844096,-25.27998177755935,-0.04955679684665881,1.0651412309287736,-8.0510702305817,-25.11836685066224,3.2721982503293674,-11.698324857041086,0.32229572156776953,13.564260983318007,-2.4420181795903346,-1.6508171366232318,-24.763252790308215
1985,0.0,-5.540252182886235,-3.239608480440708,-10.247030617397343,-4.658634623483351,-1.200928270592314,-22.740683236799953,7.047280108594435,3.0566193026962054,-6.576466318057456,-8.259447063680781,-9.129416483925127,-6.475185638180719,-1.2604699510555264,-5.402225314412618,6.090925975551244,-21.139290511110374,-3.493688293442318,4.484522958397434,-8.626556625159182,-5.363701952165428
1986,0.0,24.04343860065056,-20.73070110185826,1.7707099707117635,5.116439446093949,-10.929157019781172,10.721133479645317,-12.079252747082606,13.984729196319648,11.732548198589285,-0.18547918103874395,3.7014568133715073,23.404076927741258,-10.068706529916682,5.115237660538355,-13.412949965449357,10.637025661495485,-17.853938411556967,13.967998556037614,0.8668870339454173,10.929697918316393
1987,0.0,0.6735780174025336,-12.725405752049198,14.287303008980487,-7.398495003311282,10.886678049367248,-2.8003691767820555,17.04572374217976,-5.037761988362007,-14.543101538844553,3.7551638600761805,16.47610116194305,0.19273213557285374,7.307956916639995,-9.499418720664906,16.192554880851688,-3.002727431666969,-12.006859427110513,-5.059874753880962,1.8105834635613576,-14.470163467900292
1988,0.0,-9.772508264748552,-0.2889905230198053,-1.32556386761226,6.769140648950369,-6.229247048680108,-11.7648030806089,10.019756179668377,10.332313756839994,3.4107455825175634,-19.089403130908536,-0.22846300984215873,-10.750415903303107,-5.595459002449459,4.169903352537332,9.303266383689618,-10.249604849032977,1.7348537541719509,10.545238556569714,-18.53224582364014,2.7573375377054106
1989,0.0,-2.71463647573907,-9.819900863114341,6.276497935587102,-9.29730946103399,3.5485266173154457,-1.2209178694506306,-6.070424055623249,-2.1786039141789075,-13.545781144772121,11.35090263579852,7.854168677709239,-3.987035371633425,3.2384370284039363,-9.00537674777702,-7.019819015082263,-1.4470982195075663,-7.428635407572244,-2.024192495353091,9.430291208142336,-14.861919549821764
1990,0.0,2.8349116975049355,11.06353044055301,8.144123249304457,9.25713060480686,3.55367786819734,21.13854337981526,-20.924543778299366,0.33850823777181915,-1.0872249696135015,0.027001384902277437,7.3550527239193,2.122696574384065,3.061087139046137,6.694666290820464,-22.131952773383915,22.3271520506746,13.490347407092614,1.0306687146291438,-3.3788592583291575,-0.7790934955735764
