year,ref,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,76.8189345607562,85.5424151902654,101.97250565266927,90.06184201764214,86.21348642505654,86.8303178614505,102.14973743083694,100.25160955243788,87.37689651628861,83.84013157961569,82.05866031220063,90.92708758017332,83.05464847409833,86.46961936644168,86.5324992821023,100.83896557691406,102.68479632904634,103.74892560012039,86.09854956327918,82.39232188121812,82.41870637626427
1992,78.76526565120602,92.4404671286013,83.85963625091993,93.3166383165418,56.41681883789346,98.3841801596716,99.66240416228919,114.66060079865876,94.88820781888138,88.19341610563363,96.82320532268947,94.91800667372571,91.2768851409909,97.41371115857179,54.67017125612937,114.60488352213272,101.49842826803228,85.19423666960681,96.41586628393216,96.25642996818488,88.64860861138351
1993,88.3484763686152,86.13693248190803,93.48577343325232,106.6647017880587,101.31369483144992,91.96545602071434,105.41501660963633,85.7929685875163,90.03581956441803,93.31732125481135,82.6309472456111,107.40190583328884,85.7412535496202,90.4087114122799,100.59809290787761,85.61331520681058,102.99344822584115,94.87743936837362,90.33176547989123,81.22460969779256,91.41532908518259
1994,96.63630957409625,92.08676054783973,99.02620933572747,99.49257729280656,94.69440536914401,88.79986735430583,87.97974847426437,92.30707859315147,87.89662571625561,97.8165902701814,78.36853544168835,101.18639733237609,91.01428252276253,89.23665002827968,93.80348785315175,92.34232780889235,87.6181336726052,97.39000541963027,84.25470358683548,81.40603591014872,95.65423446573804
1995,92.02304570218165,95.96292702614538,70.03157572278288,97.2545913987053,90.86780836423476,97.90857480798957,75.91844981926687,96.97864423831896,94.43803950712376,84.09189861079534,91.7964246484645,97.72620942379947,94.52929893001321,97.35387520188293,88.85204447962835,96.2402488746773,75.74141999152246,70.3620698918919,96.0159747359673,95.60488426485848,83.7529035177567
1996,83.19067287392143,82.75495067725137,78.3087968687426,95.69332591016236,79.13688684841513,58.00643749732782,88.28622404111927,73.28871607811053,89.3609822574524,95.28189721855149,87.48413436085717,98.69788708046829,82.36934959648394,59.842146496440684,77.78835880973452,72.27530711796854,88.73982658405532,80.45523480929323,89.25834903927989,86.03768595895923,93.73241314709345
1997,88.5014329183544,89.09438905741402,85.90560711642739,100.34970249314992,79.75422230728165,79.21844495862436,93.54317654836494,102.5604641949923,106.22328392126431,77.8655355592431,58.813101308429374,103.45660532850694,88.26122648991856,78.75180422910984,79.51834010035297,102.92866875628219,94.88689102267959,86.33266844889764,106.1277298566164,59.40033296846525,76.50810148272384
1998,72.18447066796226,82.41373817383064,90.75886139826234,80.3632096261379,108.29737878044611,77.74515822644697,79.8572357867549,85.12768577583411,70.21213451000271,70.01766790716209,71.7564439916823,81.77905682816758,84.71399734509505,76.15481368783009,106.32476525821596,83.84453879750302,82.86897014207673,92.42305093579317,71.80835558503478,75.32158485681032,69.12736619128094
1999,95.05355215001521,90.41866138123936,92.54671177351814,106.04191050851954,101.92259799800014,96.1419564749384,82.66953227801947,99.90929834597085,79.91507397533016,85.6114095799361,84.48646339582827,107.04602206104938,87.96221749938805,95.62481394475154,99.7159705893261,99.20456221147784,83.64134852324676,91.95253125316891,79.96773193072825,86.78283514760463,85.3761085657743
2000,96.01964880124997,79.15834634313107,88.02650135686073,100.06975317878376,96.37990333985303,84.10081507238489,88.47794092765818,73.14854750737352,88.39970573377501,111.761151869903,84.18741827999398,101.69943785832028,79.72272482437674,83.78600974874384,95.03037833645853,73.66772757240166,90.63590081845025,91.53306482368264,87.26718700605237,79.97940571350912,110.62933008909818
2001,88.50708613360136,95.1558389641293,108.81705593625627,77.46915560482418,87.01362491413238,91.70573691130967,81.556589637068,81.86923926260783,90.77112843394883,85.90175670404012,81.65709144710695,78.47769675843462,96.51261570047767,88.46887963515302,85.18608432162766,81.5096378764439,81.20513417681327,112.02795861697291,91.24903333675003,82.28702449104333,84.43775095539618
2002,67.82502707772566,89.4099830254505,102.0595232215946,93.39283418018994,97.24043886595028,89.74670274763034,95.76727980214328,96.91473630575216,87.12395204790853,79.26518920722899,83.96187632322903,93.99556941581092,88.4505428384492,89.30006165998003,94.74803218818727,97.1365200982691,93.0306970087454,104.23099196738744,87.18093179432665,85.60779144302386,76.55850568799882
2003,99.18191743794696,102.12571662023616,83.85232460048793,92.51900286133751,100.2505409213867,101.98594160273994,77.46617986624175,80.80373167985931,89.70067784303895,94.69380084998829,80.48544006392622,93.66293339953044,102.23340678228634,94.1371840183656,97.5244589880798,78.64847041785602,77.71961206986144,86.03543211407845,88.4462371155264,80.18075438515977,94.2926002306808
2004,82.17846200274002,101.3128124526771,86.6384504017421,73.1738306749742,93.63150921324745,78.66119198452047,87.01593693580273,87.92594402426256,91.78615381387807,71.63679081293958,78.78079647050525,74.58221009311332,101.37196218495342,79.5465151022589,94.1762881229634,87.95778142568606,87.50813264662288,88.08123421541059,91.68405330039559,77.82635338194353,71.6039773890098
2005,75.98054227814802,83.97429458666203,80.06443958037774,65.55327510069341,112.45959754676261,81.49940286300429,99.83969635598905,90.72081723954591,97.16675786318002,81.71493622016128,83.24066733692405,67.2227771109846,85.58026291576435,80.89735326350826,113.18011538619595,90.9835104538395,97.82016424850234,82.46474916131507,96.38084654222916,82.42386626312333,80.79370402514783
2006,84.22821430374061,94.09831068117425,83.02622771087519,87.83507679866666,74.8558718716565,79.87089624933076,73.88706705428086,100.37205676823527,93.42343653173481,81.42480033634597,80.76968092024411,76.22536506691227,85.6873770262121,93.27584214188123,82.23669593433796,102.25847881885674,80.80180752033732,85.14156891265255,82.54974674655602,81.74386085533031,99.12077082007659
2007,78.30183860671552,73.56940237741784,87.46813053716494,91.27883108989383,94.45173552737243,82.13591299449433,94.29661295139279,72.95185052371338,100.64612279679689,104.31285478758788,81.267234488832,92.9180992541541,92.66805496784707,116.84914714888332,94.40743474343742,93.21891744425204,71.56567218654435,95.94171877942033,89.66484324455736,85.82206105101444,72.00355121026286
2008,97.28047946774366,91.17557523551461,86.83314337703412,83.99376944608059,82.69435484520001,91.67664662213474,90.33362261591219,69.87572224053473,103.44537681910386,88.52945507369446,93.20966712483207,95.9365899482902,72.02135496978516,90.50111545610854,92.03907077764373,80.44074607497254,75.7474863773961,72.83828422925536,73.31211206077442,100.96563348314506,93.69538481553528
2009,86.20424786883471,91.81352383663685,84.07134817881952,62.43486423971254,72.77030149369382,83.42138356915054,99.61703171728723,80.44246085777166,85.21803138986746,83.77763509342138,87.92945754631083,87.71727529882365,97.4803436393074,76.61859215145819,95.0895307257932,80.62757973468075,92.01399052999028,74.18138140634215,89.32138869387856,108.7411627876638,92.4918503350283
2010,96.19440273505093,96.32355801040201,82.23564156315207,69.064633125545,84.12400803583513,81.81127156081433,82.97127027211798,59.81013218387655,102.91386986884976,82.3436053782002,105.70685719569312,82.16676391620385,83.72832004813044,93.11970769725784,78.93687516627661,63.72357241479668,98.7387658090847,90.82633353535954,96.8116731996982,98.35248318524428,100.32723285266331
2011,,72.7265588703663,87.29881234880553,76.57247826324185,82.88921588905347,70.1855735231855,89.39957456970636,77.48097934924155,60.67073159729326,93.24046521423551,97.6882702726055,71.34819302791271,90.67230374247485,81.90493678440872,84.61031481836338,85.01466479360712,93.49281925624771,101.62278600733262,107.97376319684142,89.39764878811472,67.79129516195472
2012,,85.09971897178713,71.6378633382136,98.59045105507215,93.52850891479851,91.21920103459728,81.1816922773222,78.90762794557368,97.32623285444154,97.99032997351634,72.47248030878285,80.75235700799561,105.11560161948412,77.55902166422888,98.32016498265529,87.9684977035971,60.16191799628534,77.5245717009823,87.17935484189589,78.20792089961668,104.04692163105918
2013,,101.9500675864858,92.34559195707332,98.40823156928856,85.41157692605621,85.67316554079183,98.9993248260049,78.10343438251749,97.33404570969937,91.632671851413,76.62913081346369,97.02288624039126,89.2819074914641,71.44927096781791,98.66255556870524,71.34703056910665,72.77119393427267,66.75713756898034,79.8873754965998,90.7475678446475,84.74114479983102
2014,,81.21183102367267,87.68869462311314,91.92619249137465,93.92661462929722,80.62265734754193,86.34827551894205,59.36565479777759,105.86476197789237,106.20474492258914,84.84619026707315,95.10888169457282,85.77634363926538,86.42297742267442,109.86492663628157,99.02828540996897,96.14347143531401,86.27711029970777,96.04355244250695,78.3527762132661,94.33449093445465
2015,,67.35041096483965,100.0630532785925,65.87753322860289,84.82740157537452,86.37390593859107,81.35183437571807,79.69223543555343,98.58635721530615,87.5963618332846,106.82273579628816,86.82735598088483,84.41956866138628,112.89664584943313,98.91942716491582,69.73127355973837,78.413036816504,91.30396838470735,78.40844602903628,104.36371278275577,108.83106150359812
2016,,95.91675428334142,86.43509320246122,86.92076165132514,90.65931263449309,66.85691544870289,88.7017622883225,81.55225543247164,88.50842844304296,101.01784458459989,80.05791466505852,59.826899207510785,87.07097617191327,62.08643643778824,96.69089051858158,69.55580743068349,98.78450499757093,80.27277533900032,73.10693627386996,71.46277183789637,89.19570323686145
2017,,74.8649653757849,97.62765045629553,67.3056660394227,99.72910598548398,71.98495447589049,93.76781592444141,74.75071284031887,105.88076616535005,98.2691428063526,104.90434578956697,93.21522960837922,70.91043149389746,87.57511384405304,89.4334341598802,94.41500092268481,117.19205481869778,79.35998427734695,82.76391947338657,80.94710771992075,94.78206999888309
2018,,102.66655496089682,93.44597274582217,85.97264750011057,87.5012561460978,76.57982022480007,80.16728596111847,75.99254890428743,95.03622514513206,59.90858368856567,84.67426213631742,90.25061045861806,91.02300220465428,78.94821824787591,89.40510234950403,82.87495925932818,93.82304672161145,94.59138310547105,78.93577202870435,76.85215286601665,92.9875153675657
2019,,76.76806322193694,85.65265444571776,96.18320502409627,80.65764611876669,95.22353700983538,103.16169793530085,78.99567987624094,78.02917228322403,99.4011644293346,99.99119930820417,93.97677934925746,86.181789704733,76.53259576541048,70.8232824870106,86.04411379689397,91.13039612812436,94.001217616321,93.04239460396347,82.00624364631864,79.68946969189548
2020,,86.96737585290613,98.01796635621977,67.02807379402786,86.68122447302775,108.49573146667078,86.40722969721283,69.37223127838467,104.26802623235729,110.81819673952758,91.22731400065304,79.7418204782359,77.36596578308722,85.38941722566949,102.71469993151084,78.1884463343893,66.21228141532985,102.33578512547676,97.35101841608157,62.15886289843602,69.823674670436
2021,,85.23229394010403,87.69191006795046,77.23391767328289,89.04926955875595,84.28608740949063,82.98948276501865,86.49841629094338,59.654853711635276,107.06348562906935,88.0830310491345,87.18017476207613,90.91369237746153,99.88980888648334,96.10084335683932,88.23477802306031,78.23106819657806,84.89212836532462,113.80509204925077,90.07114778547768,109.82001391880247
2022,,81.43375183504703,78.66251105007426,88.5341042774351,76.50788559594514,82.59412130566358,82.53259382783288,82.20956748773254,81.01891711395541,77.18091086275395,71.18092579167471,86.29602136481715,75.65505814076752,87.48478118045263,86.75599636722626,89.97700392671491,83.61999192949543,95.53550626074731,76.08324042229563,65.64873114634977,79.70638718795557
2023,,84.13821026298932,78.46695811712895,96.96834664090797,92.6163395372402,62.23600395892025,101.12374329454086,68.12515251912853,87.49633142731287,81.78615558075414,61.973205601616314,82.4128327610606,80.5627013399204,65.22621239111116,81.16697101669918,57.230119211914186,81.10725488996184,96.02282222841563,101.65410878925225,87.10816000985584,101.57979597825432
2024,,69.89474107771046,79.16419704767,84.27513356241346,67.6464158227771,92.28227678693474,83.55947539030116,65.77039841780397,92.55462706407043,91.29254384305648,88.88632908978866,83.28796456582376,97.93221724372448,88.24114773467706,83.3715498746396,92.9175964608307,92.3098676880102,88.89403504411412,86.93367762679577,74.83590317605346,91.20712822843277
2025,,63.65770589749687,78.62151686697719,71.74698685077422,92.68814097896724,63.73897908681153,86.12157037494345,85.03028185968294,92.79449281244393,82.78204437271712,89.1205127717118,80.5379257084525,99.31552744277832,96.7078439778284,83.73680266068915,70.59322733626884,85.65046163096663,77.44375614009455,99.23414389108038,74.71781070446119,109.24670315194413
2026,,81.93296770286254,88.90062712000669,85.42359647980514,83.92473993805605,110.67586931021862,90.80381238590252,80.75732352168896,90.99039877914629,69.62451936185332,74.06363302385523,96.45194183155768,70.89024658632533,77.46868715475127,83.67044948355677,89.31062124349444,95.49189347333258,97.13058881081018,91.41465679520107,75.46260981845144,95.53657396589207
2027,,88.38429569137982,53.7465815071376,83.07986853079035,96.97638954598743,71.06028559675184,88.22380254935638,75.22533647637182,85.08200207524442,79.1519966671751,101.84981357524939,80.21442144268029,76.99650401245611,80.13678578690447,83.96715037066369,80.48219803600094,81.29203991185555,75.5640426634159,100.84822706083564,91.93637819460768,83.0260358856101
2028,,101.8006315901169,92.83940388432724,73.99511979639044,82.61758964760544,77.82586650225849,92.10305280557091,77.26447264801918,105.79165116677825,80.67723734723175,87.64352121134499,86.74005696066533,89.4063753296084,81.94853775069333,82.50990145547301,74.22638624950528,70.34061778941441,71.28329197601724,110.56051865921324,91.75679438487623,103.10921505963294
2029,,77.86668221440156,86.14328042135958,73.41753107713252,88.00951373010646,89.81383795855422,89.34743556180932,83.35225507344133,80.42432048342616,83.66516660570015,85.62691657470097,89.07875632006919,62.48417910675494,84.49623567547309,97.14578977770881,104.14754124537578,61.97275791935815,75.96665657710429,104.69210795855791,88.76821617492378,91.01821679082575
2030,,95.72015212279464,108.04832924898406,83.78312940826378,81.97221320771568,90.05855963750179,86.93576673770889,86.76425113209173,104.2155715480953,83.83453200591482,61.15448326512587,89.64038102769179,85.18696128685838,83.5725169637301,76.9501671957564,99.55450530137782,90.7460034233205,82.23412382527411,92.8277799240676,81.32470270430441,85.02984302696038
2031,,78.06640491845873,95.45202827499264,77.13752618973625,72.96277504957568,74.14036174162108,86.22902611466678,97.69119456818912,94.29659129904151,114.78777160138856,89.55829643074632,88.47076722808517,86.01917705962889,81.75091615550636,98.39215033758747,70.259683331874,89.45238230488505,72.28433466225698,92.02819820339802,92.77113493735276,89.2493886911401
2032,,76.29692503445514,100.3875082395073,77.33376447377825,96.74337257702004,74.81647636429727,85.10452494924155,75.83188492659161,94.90225151954411,85.94872293466146,91.69625268497379,75.18539039303634,79.97137197984478,69.11794402831762,85.32585595322783,61.405237410669805,78.7984152030511,84.79943866143513,88.657584174338,96.06484903545892,79.03311622038402
2033,,82.80322376367738,88.9748596542632,95.98610761651123,81.56301226647741,95.71764311471814,97.04076154546348,86.98586142469513,80.4101820751107,91.83887111792782,78.90017682939101,69.39598613609634,99.78500118900003,75.62341683538843,98.78406783459234,85.33118290577609,73.3119270349206,93.3384410883981,69.495622845797,84.93699187807297,111.91307869937268
2034,,80.04007396394333,74.02023505378294,101.5294879984441,91.78795534242921,61.88870379695811,103.30960088485975,94.45233339964437,83.68068972614536,74.51151192513542,74.16204861508719,89.38364500420845,94.25480762703418,61.67244970012689,79.68947954711,86.8112705768952,89.69615120426415,77.39024832429952,90.77622695553426,75.85415955243009,79.84738342789429
2035,,88.33815683622909,76.43875221534076,102.67477145528174,85.27293863571296,58.129223319714455,99.29340856447301,100.71193107440637,79.69772896070938,104.42301638266187,84.48134961068976,70.64648329644598,72.45177006707542,94.83033714680212,110.06803413882041,106.44480054726026,110.88090077052293,87.03162924145896,93.7577146920065,81.84417530261031,105.36986803899184
2036,,86.73630483164308,92.15952148440198,72.11058915440334,78.19238299028945,72.93493164594162,95.29621929963572,94.16147884020191,88.7214183370434,97.89654339503531,102.48867509489526,65.78753858361405,71.09436583697527,68.5848133856357,84.26728893890375,98.05135063755021,91.3508887836498,84.32317126721705,102.16777240443055,93.24373630429987,96.97066293172303
2037,,89.22486139650056,98.81206291618021,94.81254118241638,77.44538716820031,80.88850518374143,92.10489458462436,82.35282406843943,83.30803112074744,104.20774566697271,91.42032910332675,82.91483315406775,91.3364226858232,67.32201516358658,68.74584220429081,92.7303053958348,80.89644677864294,75.30000434523132,88.30865595778205,70.49823434398738,81.67404733431474
2038,,99.52026465309815,90.68052379015037,72.67418499561525,92.57360909010399,74.51948706802285,89.83404756200352,93.51686703003233,76.7536090022818,84.24952569678369,68.6037086195882,74.96653609781139,84.78921256098289,80.13128227040279,92.85459159485981,75.50125873904261,87.98614459042861,109.26860246715809,71.39777396308888,85.34415671137283,90.58372343863365
2039,,75.32181830198311,81.68255069822894,92.54606461797555,66.53535095823206,91.66815807906498,82.28585385450482,100.99235563322972,104.15692603751086,97.87270913870748,91.61808350522804,77.4146274005491,105.56924894051778,71.75665073952207,95.9476573786766,67.87128044739808,66.4204178379089,63.37796846236823,70.57584935619963,85.20800468471451,83.57065379179288
2040,,77.11166813089183,85.28954507351132,84.26918299745768,95.91422219134144,61.7566364281216,110.62531431335601,104.42922618000414,81.17760572017518,83.35213627818257,85.41056978193576,76.60797203010625,79.8799809322312,63.28946407795347,81.45247826943304,95.74987000124149,96.20215380497535,111.8896481432946,91.35768245095477,71.50445743307486,90.76071215540634
2041,,87.42463782012378,76.04671848468838,91.16770293610234,97.6691723595538,70.0068114770363,99.67424119466314,87.13502299475492,98.86530213491656,100.33514436870871,75.25487708737556,85.7066638556858,90.27427757534984,64.69228727860516,78.62778073373799,84.12688117650161,80.5704689976672,89.54589348980639,88.94865730341283,74.8326346079358,70.89861952998906
2042,,80.16528319645161,100.51453547498978,87.64237186070537,90.57516490950844,78.6826931454915,90.54120662365322,78.79229003525295,98.4888809119822,94.88052509115624,91.21555136507041,64.93828246503092,101.456315172433,82.90820947285721,80.97177594491102,88.71969662881081,85.70546085609183,86.17447896313092,93.88789331656865,93.8376384424327,76.1674288896607
2043,,97.93453580597692,71.35672532099777,70.37596134086411,73.95369118697903,96.2402421914374,99.59756138803418,79.50863085228912,85.8763845411477,68.2422886679096,79.55736039035351,68.93369717498747,84.5138752929662,73.17328884666784,68.00737782808368,88.0160593030103,87.92132801881326,97.25822522280738,77.79190766840287,85.20226689927206,90.84427098604893
2044,,88.89526171258917,73.17954307794241,69.62736767298286,85.30739482975156,68.26300841143902,68.8054194383119,83.19158629015398,88.53345294544599,124.03720853268788,75.97581762900384,65.29840521928405,81.89902796534162,67.90451557728662,72.53893343253681,92.54713593922122,92.33961045318662,100.83913185855458,99.12751825306832,79.11598092379145,97.90752491796916
2045,,94.95553934286393,80.74417980183372,79.64626671718123,96.09011422896087,83.76749782964171,101.55956336808646,126.5309819699519,77.23579574154975,114.97433130558734,71.08006835845997,83.16097090224517,70.53226880430613,103.22648508092442,75.14087962097159,85.87943231847127,75.25404531976531,68.65629064107061,107.66302648525172,65.83455881411818,111.52141022280546
2046,,80.5525531952064,90.01304323074538,95.05729360579565,88.71411928915904,70.84589310666291,107.39996644604506,51.14968745114301,88.090669382486,73.80656512368523,88.06002828909155,69.08076786537103,95.86945438042625,78.08793555330551,88.80799924902611,74.54740621271196,85.75492638889307,79.1963078383816,108.42147097583636,78.11243285578642,99.80914218034862
2047,,80.20367164081559,80.65002435904863,112.02941611736289,90.64266562768684,80.72027327762194,77.20490864105464,80.03578528839519,88.57991055283028,72.03728202476385,84.49721002291658,62.33220089659636,79.3817395187507,74.06945591573641,74.14964214203876,90.30110910368768,109.26963244430007,84.3522001610445,102.30640296209125,71.55284181534317,78.57735511882787
2048,,80.4485578853724,66.33615357227707,73.84941309244387,85.57627628883138,72.40498372193562,64.45922906428775,76.83294735561593,92.0665399247459,90.65118046707622,106.35978510423907,47.49222732143046,73.2370920278587,74.9734474927165,88.33875288217156,77.29683309103616,86.4244582380107,56.80698627695988,92.21246456702133,71.19725339078042,78.79405013565292
2049,,81.98812676252147,88.87350505713927,72.62989170443461,88.22226767242805,71.24618207295825,72.2053144006474,99.48026420131832,80.07013451226804,107.74572996160214,82.55201830457264,68.68279824638348,72.3407541129818,75.35724029116244,103.60849464245838,70.12527346167239,82.28978947005,89.62871679982035,96.44217175365449,76.78444707070355,91.81364829488066
2050,,86.76126415523433,67.48296201556619,73.4969380613352,83.27470610838901,67.89668874225822,83.09766939274351,76.23022159344845,75.44751513012187,88.01112339511756,74.63579881498303,50.13392402206634,99.7636136682611,61.038878870456486,87.89602034255459,80.5555224756039,99.23690707152208,86.04860856236097,96.7878816797564,81.73110458765923,117.8601597568667
2051,,79.11208738144245,88.2003815429175,66.84281238199407,90.3246377457706,98.9480706207267,82.7062878563324,66.91376930362384,87.61645946601932,96.50767122846517,64.93203682792101,65.3911353942034,94.67896146837124,91.18235851659853,99.18342255574173,78.49194069225597,107.35179254910591,91.1191905925025,96.31648478501359,64.72141936302617,82.82850147680301
2052,,89.3261949655144,74.73300177801679,79.08077942374256,79.16135898968099,59.3600540846177,77.51492384836541,71.71558652974174,90.38523502597424,98.07034370129492,97.14363271839937,79.92825041944289,77.40916516120164,69.91360528599047,78.90619256289487,76.9663041755594,101.19123440405112,71.51904973376543,95.58369302346674,82.66939875376133,71.51792055572008
2053,,90.92261887980267,98.1021951866323,86.28709011971159,82.52054844672826,58.1070465515929,82.16659538850034,72.55659616430145,84.34920064909818,95.45325061032908,67.19571596166803,68.55698797645067,80.64650535611531,60.03795344553325,78.39230098055397,73.93075604727176,83.78113844607357,63.32507937286571,94.16723005487573,92.89701606539556,116.03485296776662
2054,,97.8427091689638,84.74588818534072,82.94904689267673,79.50413578872613,62.280052351104466,92.65474968929269,91.11549536055276,80.76491462691851,88.99201465728055,98.63817235993537,65.11962230467181,83.98735793172615,70.47806679909043,77.23807305168246,95.01415430912297,70.33471917206286,68.95262589772197,88.67625601612188,98.82688092450613,88.4658475593811
2055,,79.29794666576579,86.24281525371099,78.12707261748672,78.34947009025416,67.3890817350155,87.77374560320936,79.66062137995617,74.47638414220171,84.21139620037874,82.05562955811567,61.36598492820706,82.51733037231186,73.9424712044256,82.04587771400364,64.75998851234564,98.6909725549679,70.40612721686539,71.44403628462734,84.78186478171023,100.30227846218446
2056,,105.11269814007454,73.69292519187435,80.130321737035,88.87408814489228,67.4275787049302,89.78795663197651,72.76018702709683,86.00630607605534,125.6089427161039,82.53746172043083,71.01158447558878,79.0921415492384,77.1242904710493,72.29863310170494,75.12832377249363,94.8894876939601,69.46302844267201,97.40496505699379,94.46233387402808,90.21932105219615
