year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,34.73721694946289,34.140823431971256,34.508301833699804,34.91990892446035,34.13999626328367,34.56477290449813,34.99405039255727
1982,34.058624267578125,33.934777189378806,34.370146545458915,34.84117482248846,33.95778951210044,34.47800130556793,35.05171559018949
1983,35.4140739440918,33.68107372380615,34.273821712285766,34.76075354915681,33.71859061718275,34.39572874141211,34.98287151788589
1984,34.8077278137207,34.10994268897052,34.67961520301731,35.16409907369112,34.14390313555192,34.72466022243367,35.25600611352327
1985,34.34479141235352,34.16818994380109,34.56264367170214,35.02874901161781,34.193960406125,34.644341511126804,35.32620135918981
1986,34.09629440307617,33.93132355337794,34.41112945564763,34.86132416960347,33.94084635337264,34.48075842164292,35.05761169019833
1987,35.2447509765625,34.0824831589105,34.669245872006,35.224424347138154,34.18989430083214,34.7743594212218,35.35079528470446
1988,34.32596969604492,34.295360404371586,34.72004807559976,35.11895095033229,34.3037294058075,34.75640123650348,35.170372978634475
1989,34.40205764770508,34.30389835695698,34.75952695858049,35.43700883710139,34.32331887903921,34.79222078564903,35.418407134026154
1990,34.899593353271484,34.110196891076896,34.82735472871226,35.51877140333142,34.14641202652206,34.84695707515815,35.54423568305772
1991,34.6522102355957,33.9364132268538,34.412331016173624,34.98378342191644,33.945700284172666,34.47060603043741,35.124035131445766
1992,34.44010543823242,33.8272787880362,34.34325814123447,34.84957877903916,33.86182007527112,34.40597838045017,35.01621844846155
1993,34.756858825683594,33.97410852506127,34.40690028712537,34.871330110728216,33.97040388444056,34.48274730487807,35.08155781396347
1994,34.08811569213867,33.893849328963704,34.49869778038049,35.2242985043674,33.93060141518772,34.58810652016623,35.436680747471684
1995,34.53618621826172,34.308386142043204,34.700895769799494,35.076815974984605,34.32188005549055,34.732208926358474,35.16596890573814
1996,35.047725677490234,34.181250714463665,34.74943613544944,35.31774753626577,34.18822107121506,34.80359753745181,35.378052481018166
1997,34.93678665161133,34.25120863761205,34.72819145750468,35.23234545654875,34.35049675649399,34.7731259484108,35.22418050745723
