year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,1067.0,925.5,929.5,1024.75,974.5,1127.0,1130.5,762.5,780.75,761.75,756.75,1062.5,1067.0,1001.75,956.5,1166.0,1168.25,654.0,646.5,891.0,844.75
1982,1013.75,516.75,557.25,1271.25,1209.25,782.5,765.25,971.5,989.25,1010.25,995.0,752.5,759.5,737.5,689.0,1168.25,1159.5,722.75,694.5,871.0,876.5
1983,1000.0,947.75,970.25,1337.75,1280.75,1172.25,1165.5,1090.0,1067.0,1368.75,1296.0,727.75,734.5,999.75,965.5,719.5,715.75,1098.75,1046.0,970.5,1026.75
1984,1076.25,950.0,935.25,820.5,787.0,863.25,853.5,1104.25,972.0,570.0,559.5,1215.0,1215.25,525.75,484.75,888.75,927.75,1158.5,1031.5,535.0,552.5
1985,1120.25,805.25,834.25,708.75,688.0,870.75,850.0,681.0,697.5,1095.5,1093.5,625.5,577.75,1103.0,1038.25,917.25,926.75,910.75,885.75,880.75,875.5
1986,1049.25,933.25,932.25,1268.5,1282.25,1298.75,1275.5,582.25,613.0,1043.0,989.75,1155.5,1145.25,656.25,614.5,1167.25,1181.5,925.0,886.25,973.0,995.0
1987,1183.5,1226.0,1248.5,981.75,946.25,693.75,713.75,736.0,752.0,961.25,940.25,912.25,917.25,1433.5,1393.5,1003.5,1012.0,1271.75,1199.5,707.75,728.5
1988,951.75,825.0,857.5,707.75,694.75,1155.75,1094.25,914.25,935.75,837.25,821.0,974.0,970.25,1257.25,1209.75,1022.25,1013.5,716.25,678.75,1052.5,1059.75
1989,1120.5,958.25,989.0,858.75,864.5,634.0,616.0,703.75,727.75,1227.75,1192.75,1047.25,1041.75,874.75,830.5,1097.25,1054.75,1279.0,1206.5,808.0,807.5
1990,901.75,849.5,863.75,977.0,938.25,926.0,893.5,1101.75,1139.5,879.5,880.0,1144.5,1200.75,440.0,415.75,903.5,968.5,777.0,739.5,861.0,860.0
