year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,0.0,-218.8666666666667,-32.1666666666667,161.05833333333328,-224.1166666666667,-44.3416666666667,164.43333333333328
1982,0.0,-267.6916666666667,-89.4166666666667,208.7083333333333,-294.0166666666667,-100.3416666666667,194.6333333333333
1983,0.0,-242.91666666666669,73.43333333333331,371.0083333333333,-237.2166666666667,56.9583333333333,312.43333333333334
1984,0.0,-435.7666666666667,-106.7416666666667,194.30833333333328,-424.11666666666673,-137.9416666666667,80.03333333333323
1985,0.0,-294.39166666666665,-109.9916666666667,126.4083333333333,-292.8666666666667,-123.1166666666667,73.93333333333328
1986,0.0,-320.99166666666673,30.4333333333333,301.6833333333333,-355.4916666666667,21.6833333333333,306.3333333333333
1987,0.0,-263.4916666666667,22.908333333333303,318.08333333333326,-242.8166666666667,15.308333333333303,293.15833333333325
1988,0.0,-254.44166666666672,-23.616666666666696,196.05833333333328,-276.6916666666667,-36.3166666666667,135.95833333333326
1989,0.0,-273.0666666666667,-20.966666666666697,263.0333333333333,-253.2666666666667,-36.741666666666696,224.2833333333333
1990,0.0,-226.5416666666667,-83.8666666666667,136.18333333333328,-262.7166666666667,-79.8916666666667,175.78333333333327
1991,0.0,-79.0166666666667,79.6583333333333,202.30833333333328,-54.2666666666667,74.6333333333333,185.7333333333333
1992,0.0,-159.36666666666673,87.7333333333333,539.4333333333333,-174.49166666666673,83.2333333333333,475.33333333333326
1993,0.0,-108.7916666666667,40.508333333333304,224.98333333333323,-130.9916666666667,30.633333333333304,254.65833333333325
1994,0.0,-193.6666666666667,-14.741666666666697,187.38333333333324,-204.2666666666667,-19.466666666666697,205.78333333333325
1995,0.0,-300.5666666666667,5.283333333333303,273.1333333333332,-274.7666666666667,-3.091666666666697,255.0833333333332
1996,0.0,-240.9166666666667,-101.9666666666667,98.15833333333329,-257.6166666666667,-114.6416666666667,103.6083333333333
1997,0.0,-109.79166666666671,53.383333333333304,247.6333333333333,-131.61666666666673,57.483333333333306,288.38333333333327
1998,0.0,-325.0916666666667,-134.2666666666667,21.05833333333316,-349.66666666666674,-140.3666666666667,-6.591666666666825
1999,0.0,-32.79166666666671,145.2333333333333,358.7333333333332,-38.466666666666704,129.58333333333331,356.5583333333332
2000,0.0,-158.31666666666672,50.3333333333333,423.9333333333333,-148.9916666666667,45.8083333333333,418.3333333333333
2001,0.0,-135.2666666666667,70.8333333333333,274.1833333333332,-113.79166666666669,60.1583333333333,234.48333333333323
2002,0.0,-72.5666666666667,49.6583333333333,149.30833333333325,-87.6916666666667,30.658333333333303,128.13333333333327
2003,0.0,-228.5166666666667,-65.8416666666667,129.8583333333333,-222.9666666666667,-59.741666666666696,111.88333333333328
2004,0.0,-211.0166666666667,8.658333333333303,161.65833333333327,-217.49166666666673,0.858333333333303,117.73333333333326
2005,0.0,-206.29166666666669,-51.2166666666667,109.33333333333327,-185.4916666666667,-65.1166666666667,109.60833333333329
2006,0.0,-176.3666666666667,14.983333333333302,300.98333333333323,-284.0916666666667,-27.466666666666697,187.88333333333327
2007,0.0,-159.91666666666669,74.4833333333333,237.20833333333326,-210.7916666666667,18.758333333333304,183.08333333333326
2008,0.0,-173.44166666666672,-9.941666666666697,187.9833333333333,-240.2416666666667,19.833333333333304,301.4333333333333
2009,0.0,-380.9166666666667,-56.0916666666667,169.03333333333327,-99.39166666666671,94.1083333333333,339.98333333333323
2010,0.0,-221.74166666666673,-83.8416666666667,51.3583333333333,-184.06666666666672,48.4083333333333,266.08333333333326
2011,,-232.7416666666667,-47.116666666666696,222.1333333333332,-196.8916666666667,44.883333333333304,240.6583333333333
2012,,-194.7166666666667,-20.491666666666696,121.90833333333327,-245.19166666666672,-52.741666666666696,182.18333333333328
2013,,-218.8666666666667,10.358333333333302,193.55833333333322,-413.04166666666674,-28.0666666666667,271.65833333333325
2014,,-188.69166666666678,-15.916666666666696,230.7583333333333,-195.8916666666667,58.133333333333304,334.6333333333333
2015,,-254.6666666666667,-45.4416666666667,135.78333333333327,-206.5416666666667,64.2083333333333,373.6333333333333
2016,,-85.99166666666672,11.058333333333303,150.8833333333333,-341.01666666666665,-85.69166666666669,195.98333333333323
2017,,-235.6416666666667,36.383333333333304,367.35833333333335,-120.6666666666667,29.033333333333303,217.28333333333325
2018,,-245.24166666666667,47.383333333333304,278.28333333333325,-99.04166666666671,-6.716666666666697,67.93333333333317
2019,,-221.24166666666673,20.108333333333302,305.5333333333332,-254.7666666666667,-20.3166666666667,222.28333333333325
2020,,-212.0166666666667,67.3583333333333,381.75833333333327,-380.91666666666674,-78.2416666666667,194.8833333333333
2021,,-113.24166666666673,41.6833333333333,251.78333333333325,-204.7416666666667,132.5583333333333,518.9583333333333
2022,,-206.4666666666667,-58.766666666666694,110.63333333333324,-140.3666666666667,4.108333333333303,162.55833333333322
2023,,-301.3166666666667,-25.866666666666696,181.0083333333333,-546.5916666666667,-52.5666666666667,346.6583333333332
2024,,-299.24166666666673,-19.3166666666667,257.8083333333333,-160.6416666666667,-42.641666666666694,78.68333333333328
2025,,-211.81666666666672,-4.016666666666697,150.13333333333324,-86.79166666666671,26.033333333333303,191.5083333333332
2026,,-135.6166666666667,14.983333333333302,301.6083333333333,-198.1166666666667,36.7833333333333,276.9333333333332
2027,,-242.3416666666667,3.058333333333303,182.93333333333322,-161.5166666666667,42.258333333333304,229.1583333333332
2028,,-205.2166666666667,-3.766666666666697,258.9083333333333,-174.1166666666667,22.908333333333303,413.7583333333333
2029,,-145.06666666666672,59.4333333333333,329.5333333333333,-172.6416666666667,45.5833333333333,311.2083333333333
2030,,-252.8416666666667,-13.516666666666698,248.9833333333333,-90.79166666666671,9.783333333333303,106.18333333333325
2031,,-239.61666666666673,84.6583333333333,403.1083333333333,-235.0166666666667,-52.4166666666667,124.18333333333328
2032,,17.883333333333297,101.6583333333333,207.13333333333327,-183.3916666666667,-7.866666666666697,381.53333333333325
2033,,-59.16666666666671,34.508333333333304,133.15833333333327,-263.66666666666674,38.508333333333304,268.53333333333325
2034,,-258.3416666666667,-53.6666666666667,182.7083333333333,-227.69166666666672,-46.366666666666696,80.3833333333333
2035,,-254.7166666666667,83.4083333333333,389.3333333333333,-134.6666666666667,141.5583333333333,396.65833333333325
2036,,-37.51666666666671,136.95833333333331,318.28333333333313,-262.4166666666667,38.6833333333333,314.0083333333333
2037,,-205.9916666666667,84.2583333333333,341.1083333333331,-224.1166666666667,-29.016666666666698,303.8583333333333
2038,,-227.9166666666667,-3.116666666666697,228.38333333333324,-208.2416666666667,23.633333333333304,233.05833333333317
2039,,-167.0416666666667,30.858333333333302,189.08333333333323,-270.4666666666667,-63.116666666666696,215.7083333333333
2040,,-278.3916666666667,51.258333333333304,216.05833333333322,-105.8916666666667,96.7583333333333,462.0333333333332
2041,,-202.36666666666667,-12.291666666666696,122.78333333333327,-140.7666666666667,-4.316666666666697,285.1583333333333
2042,,-72.6916666666667,88.3583333333333,434.4333333333333,-181.81666666666672,43.633333333333304,301.63333333333327
2043,,-231.8916666666667,-103.4166666666667,57.3083333333333,-152.8166666666667,74.6083333333333,234.6083333333333
2044,,-285.3166666666667,27.133333333333304,247.1583333333332,-215.21666666666673,-25.416666666666696,391.1833333333333
2045,,-165.3666666666667,89.0333333333333,533.4583333333333,-254.7666666666667,4.408333333333303,281.85833333333323
2046,,-168.41666666666674,34.258333333333304,285.75833333333327,-148.7916666666667,10.158333333333303,209.03333333333327
2047,,-133.94166666666672,3.433333333333303,185.53333333333327,-176.44166666666672,87.4583333333333,378.9083333333333
2048,,-270.7916666666667,-0.616666666666697,189.3083333333331,-260.2416666666667,-81.1166666666667,228.68333333333328
2049,,-120.69166666666672,45.5333333333333,226.1083333333333,-201.7166666666667,-11.716666666666697,184.00833333333316
