stn,idx,rcp,hor,stat,centile,val
era5_land,rain_season_start,ref,1981-2010,none,-1.0,183.291667
era5_land,rain_season_start,rcp45,1981-2010,mean,-1.0,183.194444
era5_land,rain_season_start,rcp45,2021-2050,mean,-1.0,183.909524
era5_land,rain_season_start,rcp45,2051-2080,mean,-1.0,185.773413
era5_land,rain_season_start,rcp45,1981-2010,min,-1.0,148.891667
era5_land,rain_season_start,rcp45,2021-2050,min,-1.0,146.716667
era5_land,rain_season_start,rcp45,2051-2080,min,-1.0,148.516667
era5_land,rain_season_start,rcp45,1981-2010,max,-1.0,220.333333
era5_land,rain_season_start,rcp45,2021-2050,max,-1.0,222.425
era5_land,rain_season_start,rcp45,2051-2080,max,-1.0,225.85
era5_land,rain_season_start,rcp45,1981-2010,centile,10.0,164.183333
era5_land,rain_season_start,rcp45,2021-2050,centile,10.0,161.108333
era5_land,rain_season_start,rcp45,2051-2080,centile,10.0,163.075
era5_land,rain_season_start,rcp45,1981-2010,centile,50.0,182.566667
era5_land,rain_season_start,rcp45,2021-2050,centile,50.0,184.441667
era5_land,rain_season_start,rcp45,2051-2080,centile,50.0,186.0
era5_land,rain_season_start,rcp45,1981-2010,centile,90.0,203.258333
era5_land,rain_season_start,rcp45,2021-2050,centile,90.0,204.508333
era5_land,rain_season_start,rcp45,2051-2080,centile,90.0,208.058333
era5_land,rain_season_start,rcp45,1981-2010,centile,99.0,218.158333
era5_land,rain_season_start,rcp45,2021-2050,centile,99.0,220.208333
era5_land,rain_season_start,rcp45,2051-2080,centile,99.0,223.626667
era5_land,rain_season_start,rcp45,1981-2010,centile,100.0,220.333333
era5_land,rain_season_start,rcp45,2021-2050,centile,100.0,222.425
era5_land,rain_season_start,rcp45,2051-2080,centile,100.0,225.85
era5_land,rain_season_start,rcp85,1981-2010,mean,-1.0,183.938582
era5_land,rain_season_start,rcp85,2021-2050,mean,-1.0,185.330303
era5_land,rain_season_start,rcp85,2051-2080,mean,-1.0,189.182197
era5_land,rain_season_start,rcp85,1981-2010,min,-1.0,149.208333
era5_land,rain_season_start,rcp85,2021-2050,min,-1.0,150.05
era5_land,rain_season_start,rcp85,2051-2080,min,-1.0,146.433333
era5_land,rain_season_start,rcp85,1981-2010,max,-1.0,220.425
era5_land,rain_season_start,rcp85,2021-2050,max,-1.0,223.566667
era5_land,rain_season_start,rcp85,2051-2080,max,-1.0,241.641667
era5_land,rain_season_start,rcp85,1981-2010,centile,10.0,163.179167
era5_land,rain_season_start,rcp85,2021-2050,centile,10.0,160.951667
era5_land,rain_season_start,rcp85,2051-2080,centile,10.0,162.086667
era5_land,rain_season_start,rcp85,1981-2010,centile,50.0,184.075
era5_land,rain_season_start,rcp85,2021-2050,centile,50.0,185.65
era5_land,rain_season_start,rcp85,2051-2080,centile,50.0,188.504167
era5_land,rain_season_start,rcp85,1981-2010,centile,90.0,204.2025
era5_land,rain_season_start,rcp85,2021-2050,centile,90.0,208.815
era5_land,rain_season_start,rcp85,2051-2080,centile,90.0,215.879167
era5_land,rain_season_start,rcp85,1981-2010,centile,99.0,218.107083
era5_land,rain_season_start,rcp85,2021-2050,centile,99.0,221.701167
era5_land,rain_season_start,rcp85,2051-2080,centile,99.0,237.894917
era5_land,rain_season_start,rcp85,1981-2010,centile,100.0,220.425
era5_land,rain_season_start,rcp85,2021-2050,centile,100.0,223.566667
era5_land,rain_season_start,rcp85,2051-2080,centile,100.0,241.641667
era5_land,rain_season_start,rcpxx,1981-2010,mean,-1.0,183.571027
era5_land,rain_season_start,rcpxx,2021-2050,mean,-1.0,184.636434
era5_land,rain_season_start,rcpxx,2051-2080,mean,-1.0,187.517442
era5_land,rain_season_start,rcpxx,1981-2010,min,-1.0,146.6
era5_land,rain_season_start,rcpxx,2021-2050,min,-1.0,143.425
era5_land,rain_season_start,rcpxx,2051-2080,min,-1.0,143.433333
era5_land,rain_season_start,rcpxx,1981-2010,max,-1.0,225.783333
era5_land,rain_season_start,rcpxx,2021-2050,max,-1.0,231.658333
era5_land,rain_season_start,rcpxx,2051-2080,max,-1.0,245.325
era5_land,rain_season_start,rcpxx,1981-2010,centile,10.0,162.565
era5_land,rain_season_start,rcpxx,2021-2050,centile,10.0,160.111667
era5_land,rain_season_start,rcpxx,2051-2080,centile,10.0,160.973333
era5_land,rain_season_start,rcpxx,1981-2010,centile,50.0,183.391667
era5_land,rain_season_start,rcpxx,2021-2050,centile,50.0,185.0
era5_land,rain_season_start,rcpxx,2051-2080,centile,50.0,187.041667
era5_land,rain_season_start,rcpxx,1981-2010,centile,90.0,204.523333
era5_land,rain_season_start,rcpxx,2021-2050,centile,90.0,207.561667
era5_land,rain_season_start,rcpxx,2051-2080,centile,90.0,213.07
era5_land,rain_season_start,rcpxx,1981-2010,centile,99.0,222.433
era5_land,rain_season_start,rcpxx,2021-2050,centile,99.0,226.926333
era5_land,rain_season_start,rcpxx,2051-2080,centile,99.0,238.906
era5_land,rain_season_start,rcpxx,1981-2010,centile,100.0,225.783333
era5_land,rain_season_start,rcpxx,2021-2050,centile,100.0,231.658333
era5_land,rain_season_start,rcpxx,2051-2080,centile,100.0,245.325
