stn,idx,rcp,hor,stat,centile,val
era5_land,dry_spell_total_length,ref,1981-2010,none,-1.0,35.508333
era5_land,dry_spell_total_length,rcp45,1981-2010,mean,-1.0,36.128968
era5_land,dry_spell_total_length,rcp45,2021-2050,mean,-1.0,38.527381
era5_land,dry_spell_total_length,rcp45,2051-2080,mean,-1.0,41.109524
era5_land,dry_spell_total_length,rcp45,1981-2010,min,-1.0,10.241667
era5_land,dry_spell_total_length,rcp45,2021-2050,min,-1.0,12.55
era5_land,dry_spell_total_length,rcp45,2051-2080,min,-1.0,11.616667
era5_land,dry_spell_total_length,rcp45,1981-2010,max,-1.0,67.475
era5_land,dry_spell_total_length,rcp45,2021-2050,max,-1.0,71.441667
era5_land,dry_spell_total_length,rcp45,2051-2080,max,-1.0,77.541667
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,10.0,19.075
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,10.0,20.391667
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,10.0,22.875
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,50.0,35.866667
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,50.0,37.4
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,50.0,40.266667
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,90.0,53.383333
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,90.0,56.425
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,90.0,59.2
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,99.0,65.633333
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,99.0,69.601667
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,99.0,75.185
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,100.0,67.475
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,100.0,71.441667
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,100.0,77.541667
era5_land,dry_spell_total_length,rcp85,1981-2010,mean,-1.0,35.861364
