stn,var,rcp,hor,stat,centile,val
era5_land,tasmax,ref,1981-2010,none,-1.0,35.559212
era5_land,tasmax,rcp45,1981-2010,mean,-1.0,35.614839
era5_land,tasmax,rcp45,2021-2050,mean,-1.0,36.835662
era5_land,tasmax,rcp45,2051-2080,mean,-1.0,37.672728
era5_land,tasmax,rcp45,1981-2010,min,-1.0,34.739374
era5_land,tasmax,rcp45,2021-2050,min,-1.0,35.935817
era5_land,tasmax,rcp45,2051-2080,min,-1.0,36.517265
era5_land,tasmax,rcp45,1981-2010,max,-1.0,36.51577
era5_land,tasmax,rcp45,2021-2050,max,-1.0,37.78026
era5_land,tasmax,rcp45,2051-2080,max,-1.0,38.812919
era5_land,tasmax,rcp45,1981-2010,centile,10.0,35.075157
era5_land,tasmax,rcp45,2021-2050,centile,10.0,36.275246
era5_land,tasmax,rcp45,2051-2080,centile,10.0,36.966162
era5_land,tasmax,rcp45,1981-2010,centile,50.0,35.588352
era5_land,tasmax,rcp45,2021-2050,centile,50.0,36.822176
era5_land,tasmax,rcp45,2051-2080,centile,50.0,37.669725
era5_land,tasmax,rcp45,1981-2010,centile,90.0,36.176927
era5_land,tasmax,rcp45,2021-2050,centile,90.0,37.385814
era5_land,tasmax,rcp45,2051-2080,centile,90.0,38.390831
era5_land,tasmax,rcp45,1981-2010,centile,99.0,36.478064
era5_land,tasmax,rcp45,2021-2050,centile,99.0,37.721938
era5_land,tasmax,rcp45,2051-2080,centile,99.0,38.76024
era5_land,tasmax,rcp45,1981-2010,centile,100.0,36.51577
era5_land,tasmax,rcp45,2021-2050,centile,100.0,37.78026
era5_land,tasmax,rcp45,2051-2080,centile,100.0,38.812919
era5_land,tasmax,rcp85,1981-2010,mean,-1.0,35.68886
era5_land,tasmax,rcp85,2021-2050,mean,-1.0,37.156363
era5_land,tasmax,rcp85,2051-2080,mean,-1.0,38.816415
era5_land,tasmax,rcp85,1981-2010,min,-1.0,34.734447
era5_land,tasmax,rcp85,2021-2050,min,-1.0,36.179597
era5_land,tasmax,rcp85,2051-2080,min,-1.0,37.470154
era5_land,tasmax,rcp85,1981-2010,max,-1.0,36.726657
era5_land,tasmax,rcp85,2021-2050,max,-1.0,38.193682
era5_land,tasmax,rcp85,2051-2080,max,-1.0,40.140543
era5_land,tasmax,rcp85,1981-2010,centile,10.0,35.094289
era5_land,tasmax,rcp85,2021-2050,centile,10.0,36.493189
era5_land,tasmax,rcp85,2051-2080,centile,10.0,37.877469
era5_land,tasmax,rcp85,1981-2010,centile,50.0,35.662838
era5_land,tasmax,rcp85,2021-2050,centile,50.0,37.173383
era5_land,tasmax,rcp85,2051-2080,centile,50.0,38.864998
era5_land,tasmax,rcp85,1981-2010,centile,90.0,36.284051
era5_land,tasmax,rcp85,2021-2050,centile,90.0,37.781659
era5_land,tasmax,rcp85,2051-2080,centile,90.0,39.624184
era5_land,tasmax,rcp85,1981-2010,centile,99.0,36.675216
era5_land,tasmax,rcp85,2021-2050,centile,99.0,38.146042
era5_land,tasmax,rcp85,2051-2080,centile,99.0,40.067367
era5_land,tasmax,rcp85,1981-2010,centile,100.0,36.726657
era5_land,tasmax,rcp85,2021-2050,centile,100.0,38.193682
era5_land,tasmax,rcp85,2051-2080,centile,100.0,40.140543
era5_land,tasmax,rcpxx,1981-2010,mean,-1.0,35.65271
era5_land,tasmax,rcpxx,2021-2050,mean,-1.0,36.999742
era5_land,tasmax,rcpxx,2051-2080,mean,-1.0,38.25787
era5_land,tasmax,rcpxx,1981-2010,min,-1.0,34.704525
era5_land,tasmax,rcpxx,2021-2050,min,-1.0,35.876924
era5_land,tasmax,rcpxx,2051-2080,min,-1.0,36.504574
era5_land,tasmax,rcpxx,1981-2010,max,-1.0,36.737317
era5_land,tasmax,rcpxx,2021-2050,max,-1.0,38.210834
era5_land,tasmax,rcpxx,2051-2080,max,-1.0,40.140543
era5_land,tasmax,rcpxx,1981-2010,centile,10.0,35.066462
era5_land,tasmax,rcpxx,2021-2050,centile,10.0,36.357339
era5_land,tasmax,rcpxx,2051-2080,centile,10.0,37.170864
era5_land,tasmax,rcpxx,1981-2010,centile,50.0,35.618109
era5_land,tasmax,rcpxx,2021-2050,centile,50.0,36.982176
era5_land,tasmax,rcpxx,2051-2080,centile,50.0,38.16372
era5_land,tasmax,rcpxx,1981-2010,centile,90.0,36.260255
era5_land,tasmax,rcpxx,2021-2050,centile,90.0,37.662288
era5_land,tasmax,rcpxx,2051-2080,centile,90.0,39.438697
era5_land,tasmax,rcpxx,1981-2010,centile,99.0,36.674856
era5_land,tasmax,rcpxx,2021-2050,centile,99.0,38.123664
era5_land,tasmax,rcpxx,2051-2080,centile,99.0,39.994191
era5_land,tasmax,rcpxx,1981-2010,centile,100.0,36.737317
era5_land,tasmax,rcpxx,2021-2050,centile,100.0,38.210834
era5_land,tasmax,rcpxx,2051-2080,centile,100.0,40.140543
