stn,idx,rcp,hor,stat,centile,val
era5_land,rain_season_length,ref,1981-2010,none,-1,91.770043
era5_land,rain_season_length,rcp45,1981-2010,mean,-1,92.709146
era5_land,rain_season_length,rcp45,2021-2050,mean,-1,89.427136
era5_land,rain_season_length,rcp45,2051-2080,mean,-1,86.136985
era5_land,rain_season_length,rcp45,1981-2010,min,-1,89.46688
era5_land,rain_season_length,rcp45,2021-2050,min,-1,82.744663
era5_land,rain_season_length,rcp45,2051-2080,min,-1,75.229076
era5_land,rain_season_length,rcp45,1981-2010,max,-1,95.65721
era5_land,rain_season_length,rcp45,2021-2050,max,-1,93.462479
era5_land,rain_season_length,rcp45,2051-2080,max,-1,97.840135
era5_land,rain_season_length,rcp45,1981-2010,centile,1,89.584701
era5_land,rain_season_length,rcp45,2021-2050,centile,1,83.103171
era5_land,rain_season_length,rcp45,2051-2080,centile,1,75.387854
era5_land,rain_season_length,rcp45,1981-2010,centile,10,90.645085
era5_land,rain_season_length,rcp45,2021-2050,centile,10,86.329737
era5_land,rain_season_length,rcp45,2051-2080,centile,10,76.816862
era5_land,rain_season_length,rcp45,1981-2010,centile,50,93.097422
era5_land,rain_season_length,rcp45,2021-2050,centile,50,89.598562
era5_land,rain_season_length,rcp45,2051-2080,centile,50,87.351393
era5_land,rain_season_length,rcp45,1981-2010,centile,90,94.017645
era5_land,rain_season_length,rcp45,2021-2050,centile,90,93.370712
era5_land,rain_season_length,rcp45,2051-2080,centile,90,94.015755
era5_land,rain_season_length,rcp45,1981-2010,centile,99,95.493254
era5_land,rain_season_length,rcp45,2021-2050,centile,99,93.453302
era5_land,rain_season_length,rcp45,2051-2080,centile,99,97.457697
era5_land,rain_season_length,rcp85,1981-2010,mean,-1,93.297125
era5_land,rain_season_length,rcp85,2021-2050,mean,-1,89.37106
era5_land,rain_season_length,rcp85,2051-2080,mean,-1,85.100406
era5_land,rain_season_length,rcp85,1981-2010,min,-1,89.255929
era5_land,rain_season_length,rcp85,2021-2050,min,-1,83.074101
era5_land,rain_season_length,rcp85,2051-2080,min,-1,68.762933
era5_land,rain_season_length,rcp85,1981-2010,max,-1,97.271701
era5_land,rain_season_length,rcp85,2021-2050,max,-1,97.959825
era5_land,rain_season_length,rcp85,2051-2080,max,-1,95.384774
era5_land,rain_season_length,rcp85,1981-2010,centile,1,89.448431
era5_land,rain_season_length,rcp85,2021-2050,centile,1,83.130079
era5_land,rain_season_length,rcp85,2051-2080,centile,1,69.217162
era5_land,rain_season_length,rcp85,1981-2010,centile,10,91.180954
era5_land,rain_season_length,rcp85,2021-2050,centile,10,83.633887
era5_land,rain_season_length,rcp85,2051-2080,centile,10,73.305222
era5_land,rain_season_length,rcp85,1981-2010,centile,50,93.446544
era5_land,rain_season_length,rcp85,2021-2050,centile,50,88.844721
era5_land,rain_season_length,rcp85,2051-2080,centile,50,87.545756
era5_land,rain_season_length,rcp85,1981-2010,centile,90,94.565962
era5_land,rain_season_length,rcp85,2021-2050,centile,90,97.090974
era5_land,rain_season_length,rcp85,2051-2080,centile,90,94.592172
era5_land,rain_season_length,rcp85,1981-2010,centile,99,97.001127
era5_land,rain_season_length,rcp85,2021-2050,centile,99,97.87294
era5_land,rain_season_length,rcp85,2051-2080,centile,99,95.305514
era5_land,rain_season_length,rcpxx,1981-2010,mean,-1,93.003135
era5_land,rain_season_length,rcpxx,2021-2050,mean,-1,89.399098
era5_land,rain_season_length,rcpxx,2051-2080,mean,-1,85.618695
era5_land,rain_season_length,rcpxx,1981-2010,min,-1,89.255929
era5_land,rain_season_length,rcpxx,2021-2050,min,-1,82.744663
era5_land,rain_season_length,rcpxx,2051-2080,min,-1,68.762933
era5_land,rain_season_length,rcpxx,1981-2010,max,-1,97.271701
era5_land,rain_season_length,rcpxx,2021-2050,max,-1,97.959825
era5_land,rain_season_length,rcpxx,2051-2080,max,-1,97.840135
era5_land,rain_season_length,rcpxx,1981-2010,centile,1,89.296009
era5_land,rain_season_length,rcpxx,2021-2050,centile,1,82.807256
era5_land,rain_season_length,rcpxx,2051-2080,centile,1,69.721861
era5_land,rain_season_length,rcpxx,1981-2010,centile,10,90.645085
era5_land,rain_season_length,rcpxx,2021-2050,centile,10,83.633887
era5_land,rain_season_length,rcpxx,2051-2080,centile,10,75.08716
era5_land,rain_season_length,rcpxx,1981-2010,centile,50,93.269408
era5_land,rain_season_length,rcpxx,2021-2050,centile,50,89.518036
era5_land,rain_season_length,rcpxx,2051-2080,centile,50,87.351393
era5_land,rain_season_length,rcpxx,1981-2010,centile,90,94.404512
era5_land,rain_season_length,rcpxx,2021-2050,centile,90,93.815674
era5_land,rain_season_length,rcpxx,2051-2080,centile,90,94.592172
era5_land,rain_season_length,rcpxx,1981-2010,centile,99,96.964948
era5_land,rain_season_length,rcpxx,2021-2050,centile,99,97.776401
era5_land,rain_season_length,rcpxx,2051-2080,centile,99,97.373616
