longitude,latitude,tasmax
-15.600000381469727,12.699999809265137,35.672765389931726
-15.600000381469727,12.600000381469727,35.626730746905196
-15.5,12.699999809265137,35.572033656554424
-15.5,12.600000381469727,35.609883353339455
