stn,var,rcp,hor,stat,centile,val
era5_land,tasmin,ref,1981-2010,none,-1,22.259201
era5_land,tasmin,rcp45,1981-2010,mean,-1,22.437963
era5_land,tasmin,rcp45,2021-2050,mean,-1,23.425345
era5_land,tasmin,rcp45,2051-2080,mean,-1,24.062279
era5_land,tasmin,rcp45,1981-2010,min,-1,22.283693
era5_land,tasmin,rcp45,2021-2050,min,-1,23.201025
era5_land,tasmin,rcp45,2051-2080,min,-1,23.726763
era5_land,tasmin,rcp45,1981-2010,max,-1,22.594752
era5_land,tasmin,rcp45,2021-2050,max,-1,23.854702
era5_land,tasmin,rcp45,2051-2080,max,-1,24.901336
era5_land,tasmin,rcp45,1981-2010,centile,1,22.283706
era5_land,tasmin,rcp45,2021-2050,centile,1,23.201139
era5_land,tasmin,rcp45,2051-2080,centile,1,23.728105
era5_land,tasmin,rcp45,1981-2010,centile,10,22.357698
era5_land,tasmin,rcp45,2021-2050,centile,10,23.23203
era5_land,tasmin,rcp45,2051-2080,centile,10,23.784937
era5_land,tasmin,rcp45,1981-2010,centile,50,22.445072
era5_land,tasmin,rcp45,2021-2050,centile,50,23.373107
era5_land,tasmin,rcp45,2051-2080,centile,50,23.953235
era5_land,tasmin,rcp45,1981-2010,centile,90,22.512796
era5_land,tasmin,rcp45,2021-2050,centile,90,23.687643
era5_land,tasmin,rcp45,2051-2080,centile,90,24.480347
era5_land,tasmin,rcp45,1981-2010,centile,99,22.589058
era5_land,tasmin,rcp45,2021-2050,centile,99,23.828068
era5_land,tasmin,rcp45,2051-2080,centile,99,24.817934
era5_land,tasmin,rcp85,1981-2010,mean,-1,22.472514
era5_land,tasmin,rcp85,2021-2050,mean,-1,23.72656
era5_land,tasmin,rcp85,2051-2080,mean,-1,25.148518
era5_land,tasmin,rcp85,1981-2010,min,-1,22.268845
era5_land,tasmin,rcp85,2021-2050,min,-1,23.381432
era5_land,tasmin,rcp85,2051-2080,min,-1,24.443511
era5_land,tasmin,rcp85,1981-2010,max,-1,22.668903
era5_land,tasmin,rcp85,2021-2050,max,-1,24.241965
era5_land,tasmin,rcp85,2051-2080,max,-1,25.95504
era5_land,tasmin,rcp85,1981-2010,centile,1,22.270011
era5_land,tasmin,rcp85,2021-2050,centile,1,23.398203
era5_land,tasmin,rcp85,2051-2080,centile,1,24.474397
era5_land,tasmin,rcp85,1981-2010,centile,10,22.378709
era5_land,tasmin,rcp85,2021-2050,centile,10,23.488641
era5_land,tasmin,rcp85,2051-2080,centile,10,24.62479
era5_land,tasmin,rcp85,1981-2010,centile,50,22.46565
era5_land,tasmin,rcp85,2021-2050,centile,50,23.689389
era5_land,tasmin,rcp85,2051-2080,centile,50,24.991397
era5_land,tasmin,rcp85,1981-2010,centile,90,22.600197
era5_land,tasmin,rcp85,2021-2050,centile,90,24.019349
era5_land,tasmin,rcp85,2051-2080,centile,90,25.821795
era5_land,tasmin,rcp85,1981-2010,centile,99,22.667927
era5_land,tasmin,rcp85,2021-2050,centile,99,24.214971
era5_land,tasmin,rcp85,2051-2080,centile,99,25.936389
era5_land,tasmin,rcpxx,1981-2010,mean,-1,22.45564
era5_land,tasmin,rcpxx,2021-2050,mean,-1,23.579455
era5_land,tasmin,rcpxx,2051-2080,mean,-1,24.618029
era5_land,tasmin,rcpxx,1981-2010,min,-1,22.268845
era5_land,tasmin,rcpxx,2021-2050,min,-1,23.201025
era5_land,tasmin,rcpxx,2051-2080,min,-1,23.726763
era5_land,tasmin,rcpxx,1981-2010,max,-1,22.668903
era5_land,tasmin,rcpxx,2021-2050,max,-1,24.241965
era5_land,tasmin,rcpxx,2051-2080,max,-1,25.95504
era5_land,tasmin,rcpxx,1981-2010,centile,1,22.271176
era5_land,tasmin,rcpxx,2021-2050,centile,1,23.201265
era5_land,tasmin,rcpxx,2051-2080,centile,1,23.729582
era5_land,tasmin,rcpxx,1981-2010,centile,10,22.358428
era5_land,tasmin,rcpxx,2021-2050,centile,10,23.256433
era5_land,tasmin,rcpxx,2051-2080,centile,10,23.82325
era5_land,tasmin,rcpxx,1981-2010,centile,50,22.456098
era5_land,tasmin,rcpxx,2021-2050,centile,50,23.531414
era5_land,tasmin,rcpxx,2051-2080,centile,50,24.590588
era5_land,tasmin,rcpxx,1981-2010,centile,90,22.560767
era5_land,tasmin,rcpxx,2021-2050,centile,90,23.932378
era5_land,tasmin,rcpxx,2051-2080,centile,90,25.694543
era5_land,tasmin,rcpxx,1981-2010,centile,99,22.666951
era5_land,tasmin,rcpxx,2021-2050,centile,99,24.187977
era5_land,tasmin,rcpxx,2051-2080,centile,99,25.917738
