year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp45_19,rcp45_20,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1981,22.848938,23.14039224041551,22.801141369648803,22.683797327569096,22.310464509278972,22.852690994617774,22.585206515496225,22.481326290926802,22.932146637810263,22.20283017488606,23.229811244795997,22.88517551319626,22.65384552755478,22.850040427688384,22.338755825621774,22.23858474376567,22.77037187075871,22.339794130827386,22.797636197073416,22.35472131086715,22.85665108745286,22.8245828071515,22.891077341833352,22.33086814045936,22.752378197569328,23.18825284058113,22.72025546116737,22.963908999427304,22.51884108983137,22.640180881543415,22.677342753417747,22.935471783155833,22.528599274832743,22.237721805118326,22.852802465108596,23.293308847246976,22.865175883729478,22.697517819334053,22.390662845788313,22.39572206485593,22.356371774102797,22.83715482857349,22.801557266537202,22.28841334706385
1982,22.236572,23.080345439910616,22.420346870941785,22.7916130963402,22.377956489518,22.649251702483923,22.44868469570531,22.729599246454484,22.406984620056107,22.868894747278546,22.384256752569684,23.004734962699217,22.320158215497827,22.5388420314182,22.320865525187116,22.87667055160341,22.747635010319414,22.42298999591452,22.50186602753996,22.507671436710552,22.964775279877358,22.718229669044604,22.583638419491137,22.3897366385159,22.860260636310272,23.122862483455947,23.01031727932201,22.419285100379454,22.855628935934078,22.804972029691157,22.52546238143958,23.03589455645124,22.782035623035085,22.89367505110647,22.47718501944371,22.425433464669084,22.662203345692603,22.365503172487763,22.465173101374376,22.386651544753477,22.496772305631225,22.534160564385616,22.772801417006576,22.923607777171355
1983,23.358551,22.515086237408923,22.2846779158657,22.424734128395187,22.498988900536176,22.704872272179784,22.44434207237657,22.16078607382252,22.698254859247527,22.4754966757842,22.774824189000526,22.96295445263263,22.342226838898284,22.731360096291382,22.575147287337245,22.931310469759467,22.495087584807493,22.775215908116024,22.675249920858903,22.423206350855196,23.129834189606072,22.735730927908378,22.791628485046374,22.505014777747363,22.48574351655219,22.556304280577024,22.804481716207817,22.709498793911905,22.74030796268852,22.584328792839926,22.53111019844954,22.980225181616163,22.210672211860413,22.50284771190661,22.33813525040813,22.84030321056764,22.709190778580762,22.388581450830145,22.84163890461639,22.649057011101945,22.41762881426081,22.700979159254928,22.515960611629907,22.96704358532037
1984,22.607605,22.521073979833318,22.80636375931107,22.78884725781552,22.973603707554275,23.327264966404073,23.23192512702667,23.265034811628198,23.06089874710102,21.984651423128128,22.761745980342198,22.5214017990329,22.834602081575497,22.76692310305185,23.18442709996026,22.69196896893766,22.591691587168157,22.54290459485361,23.122191909643846,23.04127705569374,22.691162904526607,23.028772937971667,22.81323173995537,23.005594097084497,22.847063413416606,22.550379307209425,22.461393555567383,23.0926634557822,22.342334260052382,22.86660158428913,23.34310451358232,22.528742281604593,23.326919777711566,22.004825582852447,22.857657007903356,22.813385592683005,23.34597980778574,22.89243484509393,22.612189078624567,23.28663261871708,23.027344614561457,23.173740041338192,22.634474742410703,22.73376198645991
1985,22.524506,22.485899652552177,23.168109317403207,23.4091751294701,22.59044938921153,23.07567273618662,22.166950982363517,22.440956559624283,22.91758318387906,22.03716298490025,22.498061660578287,22.652358149842826,23.046222476940557,22.562673399605785,22.30596216366473,22.017302189917302,22.554472324394737,22.311298814136705,23.3480847535198,22.80863013676327,22.70223913332086,23.104098782627943,22.606677627426336,22.596810544566154,23.49633424718894,22.519329934194445,22.435261580305337,22.93157642311121,22.38866099742222,23.58908142161647,22.2522336205015,22.660559821417053,22.492745712458486,22.06419798778694,23.23132783683087,22.543436519017803,23.08222769762392,23.109851004279164,22.363513894890673,22.370862030770354,22.807034984032725,23.423044209848285,22.574047395184493,22.079938749548205
1986,22.276764,22.397856679705455,22.8418903667457,22.869637263638538,22.232487692401946,22.88241981817697,22.39136577303401,21.999886018059442,22.701977975836883,22.436121746643607,22.73086384628988,22.57586815091952,22.40453975388516,22.98099930783178,22.485977621675488,22.59391740732741,22.789031749255685,22.790267068343496,22.78247726556077,22.440185602333656,22.688799396920786,22.997905309444093,23.022362385676672,22.251742932699187,22.953253233421265,22.43210775271251,22.95985428689613,22.72438047897907,22.39830212559127,22.660794398690655,22.48616813359081,22.586765483822376,22.049297113187833,22.467569264640986,22.91049500373856,22.78064941556738,22.893032782365196,22.447007082976654,22.866082734118777,22.556804612577707,22.427327984517206,22.80991540749403,22.813177922223645,22.663329057834176
1987,23.154755,22.741713608791827,23.400823848149685,23.429076519702107,22.6412207617268,22.794520263963875,23.008698263512656,22.35481233757872,23.319527295861974,22.541239180002833,22.76663751818876,22.28578853337416,22.953469468424714,22.93834613934837,22.561357509741867,23.16140176351223,23.186781752597312,22.97923047925451,22.94133481288668,22.838965126390804,22.534148148900215,23.23715277103406,22.991097437840494,22.651211951315304,23.500416012827316,22.782964573275024,23.009200251529478,23.34913845780676,22.84795085639348,23.358481754889112,23.11131976009233,22.277800510813506,22.402993038752186,22.568409195406844,23.46604849347233,22.80920972809082,22.793957440873612,23.008656368863853,23.04894930110146,22.62753833412586,22.83037785975631,22.990680815902238,23.212602520303676,23.194034872499685
1988,22.575806,23.158148489127655,22.93270502779609,23.403501474612938,22.938615932033258,22.805378459942176,23.4419596423719,23.207635403733264,22.810476846894574,22.826244626591688,22.87864889828404,22.307711135433692,23.296900256784795,23.02058796819864,23.1508307704716,23.25051433038209,22.18131024689177,22.824027135176664,22.8947884521408,22.831484112360556,22.662826456124776,23.054941305510056,23.08678154265658,22.957016924717834,23.485537452936853,23.2021753062495,22.41304588334441,22.847945258638788,22.650806064849007,22.98728179117552,23.563245205276985,22.30797363039187,23.250395183990804,22.866816471790457,22.994339162387632,22.94015405732347,22.807532107513907,23.368961564098583,22.890303357409607,23.216017460195303,22.8441223011082,22.94396361394371,22.209922810566525,23.289004087629053
1989,22.727264,23.11176859801492,22.498114221451715,22.761284572563568,22.77967528186639,23.2522600435679,22.751711584558677,22.712878834461662,23.48201800778395,22.548819596754072,23.1660759363167,22.854512860770626,22.693879129487414,22.181167533128075,22.85671120986393,22.179823969044946,22.13919875525005,22.86580065486953,23.16028531532163,23.5069108784773,22.972276442198222,23.19099782772264,22.209900420397673,22.789071072135812,22.820367792119555,23.152113748535328,22.35409430902115,23.541097569908743,22.930983659153185,22.79192315692677,22.84821139696703,22.87554115561477,22.75396528177299,22.57146114094229,22.551989899017485,23.220377421837668,23.251806761895068,22.742941618713814,22.9370961065066,22.924275497679616,23.495842915890762,23.194390401605062,22.161618001156967,22.22344733388303
1990,23.14621,23.452402124665184,22.166465765514772,22.211973703012745,22.378810083829933,22.97021345787482,23.173784532858747,22.905218638602946,23.37656322457474,22.580225658102904,22.953530983889834,22.70813685386804,22.408143192212776,22.769703013575906,23.18502316898298,22.414026047664777,22.516607158949228,22.825815134622644,23.1796721371025,23.853051241889034,23.085415165930556,23.015320443545193,22.81839610742611,22.389572706365414,22.274180837362394,23.49756532580534,22.33407457487516,23.430191252222016,23.039693680168284,22.42255376739149,23.2908855533924,22.74640603054661,22.95029448878546,22.606378139727553,22.211854622399073,23.008654053047678,22.982517350288106,22.449308807378657,22.88423270271528,23.26079844036485,23.850358230887707,23.224178306989927,22.552288994624575,22.469867954890447
