year,ref,rcp26_middle,rcp26_lower,rcp26_upper,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1988,7.466973886328725,4.375871440387569,1.748079877112135,6.050691244239632,3.738018433179723,1.044546850998464,5.8448540706605225,3.944700460829493,1.4592933947772655,6.245775729646698
1989,4.960061443932411,4.183977313009572,1.023041474654378,6.798771121351766,4.396006144393242,1.2304147465437787,6.741935483870968,4.347243556920977,1.0138248847926268,8.453149001536099
1990,3.474654377880184,4.948481625900981,2.3824884792626726,7.841781874039938,5.2998463901689705,2.205837173579109,11.399385560675883,5.089861751152073,1.9477726574500769,11.571428571428571
1991,2.786482334869432,4.691126078222852,2.9692780337941627,8.993855606758833,4.8821044546851,2.7127496159754223,8.043010752688172,4.718467315241509,2.293394777265745,8.2073732718894
1992,4.588325652841782,4.4237268108235845,2.0230414746543777,7.874039938556067,4.339861751152073,0.6282642089093702,7.639016897081413,3.985407066052228,0.5053763440860215,7.164362519201229
1993,3.7096774193548394,4.058135412974123,2.6743471582181257,8.63594470046083,4.582488479262674,1.855606758832565,7.399385560675883,4.226318484383,2.2549923195084487,7.113671274961598
1994,5.757296466973886,5.186104218362283,3.029185867895545,9.101382488479263,4.755376344086021,2.1904761904761907,8.960061443932412,4.870114353985321,2.5192012288786483,8.605222734254992
1995,4.33026113671275,5.235968332742526,2.4116743471582183,7.591397849462366,4.70937019969278,1.316436251920123,7.930875576036866,5.077572964669739,1.1459293394777266,8.904761904761905
1996,4.34715821812596,3.895427153491669,2.542242703533026,6.463901689708141,3.977803379416283,1.8325652841781876,6.377880184331797,4.3506571087216255,1.6897081413210446,7.387096774193548
1997,3.591397849462365,4.2974122651542,2.761904761904762,7.136712749615976,3.882027649769585,1.803379416282642,6.483870967741935,3.932838368322239,1.5745007680491552,5.897081413210445
1998,6.860215053763441,4.793217535153018,3.359447004608295,7.451612903225806,5.007757296466973,1.9692780337941629,10.224270353302613,4.7493599590373785,2.039938556067588,6.775729646697388
