longitude,latitude,dry_spell_total_length
-15.0,13.0,49.71333333333337
-15.0,12.899999618530273,49.73333333333336
-14.899999618530273,13.0,49.46000000000003
-14.899999618530273,12.899999618530273,49.3066666666667
