stn,var,rcp,hor,stat,centile,val
era5_land,evspsbl,ref,1981-2010,none,-1,550.355724
era5_land,evspsbl,rcp45,1981-2010,mean,-1,531.328088
era5_land,evspsbl,rcp45,2021-2050,mean,-1,525.015806
era5_land,evspsbl,rcp45,2051-2080,mean,-1,505.966285
era5_land,evspsbl,rcp45,1981-2010,min,-1,418.727904
era5_land,evspsbl,rcp45,2021-2050,min,-1,442.217313
era5_land,evspsbl,rcp45,2051-2080,min,-1,323.815741
era5_land,evspsbl,rcp45,1981-2010,max,-1,594.228848
era5_land,evspsbl,rcp45,2021-2050,max,-1,589.295084
era5_land,evspsbl,rcp45,2051-2080,max,-1,591.400522
era5_land,evspsbl,rcp45,1981-2010,centile,1,432.858873
era5_land,evspsbl,rcp45,2021-2050,centile,1,447.300476
era5_land,evspsbl,rcp45,2051-2080,centile,1,343.647058
era5_land,evspsbl,rcp45,1981-2010,centile,10,499.861511
era5_land,evspsbl,rcp45,2021-2050,centile,10,482.241652
era5_land,evspsbl,rcp45,2051-2080,centile,10,449.269539
era5_land,evspsbl,rcp45,1981-2010,centile,50,537.276039
era5_land,evspsbl,rcp45,2021-2050,centile,50,523.298788
era5_land,evspsbl,rcp45,2051-2080,centile,50,508.906244
era5_land,evspsbl,rcp45,1981-2010,centile,90,564.523463
era5_land,evspsbl,rcp45,2021-2050,centile,90,563.790434
era5_land,evspsbl,rcp45,2051-2080,centile,90,563.454776
era5_land,evspsbl,rcp45,1981-2010,centile,99,590.23764
era5_land,evspsbl,rcp45,2021-2050,centile,99,588.080831
era5_land,evspsbl,rcp45,2051-2080,centile,99,588.034791
era5_land,evspsbl,rcp85,1981-2010,mean,-1,533.246797
era5_land,evspsbl,rcp85,2021-2050,mean,-1,520.475645
era5_land,evspsbl,rcp85,2051-2080,mean,-1,491.530576
era5_land,evspsbl,rcp85,1981-2010,min,-1,415.831448
era5_land,evspsbl,rcp85,2021-2050,min,-1,396.999257
era5_land,evspsbl,rcp85,2051-2080,min,-1,296.898644
era5_land,evspsbl,rcp85,1981-2010,max,-1,593.677982
era5_land,evspsbl,rcp85,2021-2050,max,-1,597.113695
era5_land,evspsbl,rcp85,2051-2080,max,-1,599.664456
era5_land,evspsbl,rcp85,1981-2010,centile,1,432.850169
era5_land,evspsbl,rcp85,2021-2050,centile,1,413.755348
era5_land,evspsbl,rcp85,2051-2080,centile,1,309.851121
era5_land,evspsbl,rcp85,1981-2010,centile,10,506.598431
era5_land,evspsbl,rcp85,2021-2050,centile,10,480.851106
era5_land,evspsbl,rcp85,2051-2080,centile,10,371.466636
era5_land,evspsbl,rcp85,1981-2010,centile,50,533.175019
era5_land,evspsbl,rcp85,2021-2050,centile,50,524.25501
era5_land,evspsbl,rcp85,2051-2080,centile,50,504.394678
era5_land,evspsbl,rcp85,1981-2010,centile,90,571.357896
era5_land,evspsbl,rcp85,2021-2050,centile,90,561.384715
era5_land,evspsbl,rcp85,2051-2080,centile,90,567.237539
era5_land,evspsbl,rcp85,1981-2010,centile,99,590.538873
era5_land,evspsbl,rcp85,2021-2050,centile,99,592.220042
era5_land,evspsbl,rcp85,2051-2080,centile,99,598.478269
era5_land,evspsbl,rcpxx,1981-2010,mean,-1,532.357639
era5_land,evspsbl,rcpxx,2021-2050,mean,-1,522.579622
era5_land,evspsbl,rcpxx,2051-2080,mean,-1,498.220295
era5_land,evspsbl,rcpxx,1981-2010,min,-1,415.831448
era5_land,evspsbl,rcpxx,2021-2050,min,-1,396.999257
era5_land,evspsbl,rcpxx,2051-2080,min,-1,296.898644
era5_land,evspsbl,rcpxx,1981-2010,max,-1,594.228848
era5_land,evspsbl,rcpxx,2021-2050,max,-1,597.113695
era5_land,evspsbl,rcpxx,2051-2080,max,-1,599.664456
era5_land,evspsbl,rcpxx,1981-2010,centile,1,416.99003
era5_land,evspsbl,rcpxx,2021-2050,centile,1,415.086479
era5_land,evspsbl,rcpxx,2051-2080,centile,1,307.665483
era5_land,evspsbl,rcpxx,1981-2010,centile,10,500.518567
era5_land,evspsbl,rcpxx,2021-2050,centile,10,479.657984
era5_land,evspsbl,rcpxx,2051-2080,centile,10,391.472171
era5_land,evspsbl,rcpxx,1981-2010,centile,50,535.467446
era5_land,evspsbl,rcpxx,2021-2050,centile,50,523.298788
era5_land,evspsbl,rcpxx,2051-2080,centile,50,504.937
era5_land,evspsbl,rcpxx,1981-2010,centile,90,572.055471
era5_land,evspsbl,rcpxx,2021-2050,centile,90,562.329487
era5_land,evspsbl,rcpxx,2051-2080,centile,90,568.89867
era5_land,evspsbl,rcpxx,1981-2010,centile,99,594.008502
era5_land,evspsbl,rcpxx,2021-2050,centile,99,593.986251
era5_land,evspsbl,rcpxx,2051-2080,centile,99,597.405051
