year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,458.75440729483284,369.16534954407297,393.3173252279635,353.5841945288754,343.45288753799394,430.4601823708207,406.7373860182371,378.0243161094225,391.322188449848,332.2911854103343,334.19878419452886,368.283282674772,374.72644376899694,512.5009118541034,498.5112462006079,468.5148936170213,466.663829787234,313.5252279635258,298.8455927051672,520.9240121580547,494.61580547112465
1982,407.8966565349544,249.1568389057751,263.67294832826747,444.0322188449848,425.85410334346506,389.1507598784195,378.33495440729484,659.0741641337386,658.9890577507599,450.32948328267474,437.46686930091187,319.32826747720367,327.80729483282676,322.0145896656535,313.0285714285714,470.06200607902736,477.29240121580546,271.8966565349544,259.91550151975684,527.1009118541033,491.990273556231
1983,305.4662613981763,431.0534954407295,448.91185410334344,560.9483282674772,542.6857142857143,590.3993920972645,569.0948328267477,495.9963525835866,508.97507598784193,553.1057750759878,531.5155015197569,347.2322188449848,354.21884498480244,427.55501519756837,416.5987841945289,297.22978723404253,303.4516717325228,424.6723404255319,402.9817629179331,538.6814589665654,517.145896656535
1984,351.11489361702127,411.29604863221886,425.9817629179331,309.2322188449848,305.3300911854103,383.96048632218844,367.0164133738602,426.8303951367781,436.077811550152,278.8699088145897,273.67963525835864,509.2243161094225,501.1872340425532,227.73799392097266,218.10759878419452,370.19878419452886,374.8431610942249,403.761094224924,373.98662613981764,171.4401215805471,170.5033434650456
1985,532.522188449848,351.3823708206687,364.9860182370821,277.361094224924,273.04984802431613,335.2613981762918,321.04376899696047,367.48449848024313,373.5440729483283,490.63282674772034,489.7063829787234,241.380547112462,245.29422492401216,536.5714285714286,518.8449848024316,479.22310030395136,495.0115501519757,395.2036474164134,376.60547112462007,340.5617021276596,338.2741641337386
1986,473.93009118541033,363.52826747720366,390.86200607902737,685.7568389057751,655.9878419452888,454.53495440729483,438.8996960486322,291.17386018237084,309.06686930091183,397.4334346504559,393.1452887537994,532.8559270516718,524.9775075987842,235.87659574468086,221.209726443769,440.59148936170214,446.9063829787234,400.244376899696,380.6662613981763,530.8109422492402,500.3483282674772
1987,483.2382978723404,601.4711246200608,619.5756838905775,446.3258358662614,431.1288753799392,374.3386018237082,354.8917933130699,231.01276595744682,237.51185410334347,425.8437689969605,407.53677811550153,362.88449848024317,357.5483282674772,643.0711246200608,611.4042553191489,418.8370820668693,427.4966565349544,543.7945288753799,518.9647416413374,405.26808510638296,389.08449848024316
1988,550.0036474164134,454.8644376899696,477.55258358662616,352.7294832826748,331.78784194528873,541.8358662613982,515.3045592705167,397.20243161094226,406.13313069908816,430.8328267477204,423.3744680851064,364.00547112462004,373.92948328267477,483.5258358662614,459.7550151975684,500.42006079027357,507.56534954407294,292.9258358662614,283.7258358662614,406.5161094224924,397.02188449848023
1989,564.5100303951368,415.74893617021274,432.3629179331307,370.18237082066867,353.2030395136778,290.1914893617021,282.65227963525837,329.9148936170213,345.61033434650454,525.9629179331307,514.4765957446808,389.0796352583587,381.9635258358663,386.0401215805471,371.45531914893616,410.25775075987843,419.248632218845,573.8237082066869,546.8699088145896,320.2449848024316,304.56534954407294
1990,398.44437689969607,420.7726443768997,432.9148936170213,418.76474164133737,408.38419452887535,463.3866261398176,439.9598784194529,605.9465045592705,619.9373860182371,406.7112462006079,401.2279635258359,531.7009118541033,531.6376899696048,214.29604863221886,213.98784194528875,540.6370820668693,541.9720364741642,329.21884498480244,310.45106382978724,504.3191489361702,494.71550151975686
