year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp26,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp26,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26
1991,0.0,-4.295105429411741,-4.264461139991216,-3.0699325745335138,-3.0930696599458294,-3.639521064317769,-3.5891945125062,-3.6066091499356894,-7.356151764033138,-7.658214504554646,-3.282039337585836,-3.1732097540207853,-3.1539382945656875,-3.3527005473846643,-3.3923050850886227,-3.404888632148465,-3.0888312331215495,-2.959920106886605,-5.090779704903362,-5.241236049378154,-5.190123656851089,-6.19116529822562,-6.3513855163319946,-6.312941462703424,-2.7519187972420927,-2.86593254460316,-2.790410954101656,-2.7350084077725967,-1.7941857224353495,-1.7384057830773259,-2.303175549162603,-2.2103005643061255,-2.223732130193765,-3.9942491925229078,-3.807470608669975,-2.511944756165658,-2.599451154347996,-2.533911608273094,-2.7772529620726143,-3.0058593007429053,-2.852528257884698,-2.9879265573344433,-2.9654796884751633,-3.042532098374103,-3.064016404913067,-3.1261101736173096,-3.1253728226476625,-3.1773705661420504,-3.299215028355249,-4.222968139202763,-4.2664423653886985,-2.967694695599965,-2.924045240573946,-3.6035201957914555,-3.7005098901604576,-3.964023779679387
1992,0.0,-4.074149186191628,-4.153025025351212,-3.0910459733865228,-3.0094850072222687,-3.6143413595564517,-3.714346244079799,-3.693038924994399,-7.2399470583840575,-7.583988625950219,-3.0566656242318295,-2.9875378594823694,-3.016245174337076,-3.2081786012619347,-3.298844763168182,-3.2988971676807104,-2.8687031975137316,-2.687159118868605,-5.191870927620805,-4.917456518676023,-4.844494006330738,-5.847162119305231,-6.0165102830258785,-5.962905838287858,-2.695237461914493,-2.7903256576491593,-2.6438245113124985,-2.620189732727569,-1.7818752577030228,-1.7261988855329147,-2.3259959821328504,-2.2596619360024164,-2.262457538233882,-3.902785198647514,-3.724005816138412,-2.4441206445003765,-2.5406987713991445,-2.4855570578500448,-2.6607822159415857,-2.8834745687594445,-2.7510510598043396,-2.764687382819229,-2.740749272081178,-2.8263474483407407,-2.964702552975581,-3.0380942945036526,-3.0701575390158276,-2.983285791187132,-3.080599331171179,-4.219815405800423,-4.157383998878744,-2.7601695180440586,-2.7580443717072534,-3.329901928863162,-3.4431528915272036,-3.971751257946579
1993,0.0,-4.193943385498205,-4.245768686681995,-3.028075457248571,-2.960921527896746,-3.6479767120510473,-3.6810390299369296,-3.69042413619313,-7.323405345237374,-7.827009885978754,-3.202377242083415,-3.0273040877031523,-3.0372140281382833,-3.6824209038586684,-3.844480630702634,-3.7384918952066286,-3.0344879170491232,-2.857549979169754,-5.492046241949922,-5.486591173961408,-5.366982554071853,-6.05212222558831,-6.2146252895950695,-6.148039556570442,-2.728664602123949,-2.821385634172513,-2.6832703451428745,-2.607876545868157,-1.7852180514664546,-1.727276810534505,-2.243327205448608,-2.1546645466997347,-2.1763859642962196,-3.9975762859956134,-3.852438324134731,-2.346819706245004,-2.4374921119914994,-2.3814616301733373,-2.731227889584236,-2.9328806835145897,-2.796778497694108,-2.966551212403221,-2.8896021310342377,-3.0068834085115306,-3.1858220791276164,-3.288434045882614,-3.2911868944014895,-3.4515871887046856,-3.490529316843759,-3.9044515645237468,-3.9698449171163936,-2.7715486306190567,-2.756382329073787,-3.2611878292927674,-3.352548180549933,-3.834901746167514
1994,0.0,-4.163197692366127,-4.1989099579258085,-2.78984135166586,-2.7609312627922584,-3.736037822927605,-3.7847285020787744,-3.7515698090949545,-7.470842803089138,-7.641801090330482,-3.19227202652144,-3.1773585309811843,-3.156254399868738,-3.397460685482759,-3.358271202748064,-3.4313963017336384,-3.0242385321554934,-2.8767946489609866,-4.841094826968053,-5.660016876520627,-5.540233384767333,-6.40553197921118,-6.518390279210619,-6.5219704766308055,-2.7359158153298555,-2.8443566335462336,-2.9914000185061074,-2.8956380880535235,-1.844774568213884,-1.7945794040919658,-2.349632661228304,-2.2693499898958116,-2.2478790454461866,-3.8967716045721605,-3.763683151456407,-2.5395411524075815,-2.585201003170937,-2.6250752935017196,-2.736303116182782,-2.9816478018065435,-2.8411944290319475,-2.875152664434191,-2.812290259694043,-2.909278983516023,-3.2413919098202477,-3.24835095892257,-3.2815618603205223,-3.5354953532922337,-3.647255438333696,-3.788257458923166,-3.791719051486332,-3.0678729126561937,-3.0341440142732843,-3.4020435522678856,-3.4955923575972623,-4.123928211319296
1995,0.0,-3.8096740079698748,-3.9053460879338147,-3.1010555012211096,-3.0738465885856545,-3.7497256981623384,-3.6639323850638537,-3.6907283176391683,-7.294945932660175,-7.462531516528495,-2.929827232289746,-2.835360626661174,-2.8358499619040796,-3.45687519378529,-3.5375423306662714,-3.495441309819407,-3.0537544890475665,-2.8859503639947928,-5.247533185028036,-5.325653018559777,-5.338088653477122,-6.300299196776441,-6.48588138912989,-6.463177154358835,-2.7110621005536935,-2.7745212663638057,-2.5792693966556755,-2.548911046842285,-1.9454193716981703,-1.8367758855444407,-2.5041642621816056,-2.345371171932804,-2.4094887900583046,-3.8099581778357106,-3.676464330804352,-2.572775784854482,-2.6400824540269383,-2.5486731018918594,-2.7791185010507,-3.029075605638912,-2.9180074569568077,-3.0236031166529553,-2.9607289983122147,-3.0261927765520262,-3.067578572607637,-3.094505163925838,-3.11508434819644,-3.341738334647392,-3.4592288080610665,-3.86601865896583,-3.9548254363503386,-3.197219348070787,-3.0518884721393,-3.5185884959807794,-3.5809160553755994,-3.916075059444214
1996,0.0,-4.174508060094901,-4.2157505878720265,-3.0172847353180146,-3.015832473066027,-3.6241326026848135,-3.5011412523911947,-3.509606689586022,-7.345036272603085,-7.694224933918447,-3.1319892013365394,-3.0438298936808614,-3.010789778324085,-3.6925135995207015,-3.6643546394984465,-3.691721768171389,-2.8116026877721936,-2.6323102610864506,-5.02529343077374,-5.014103991339171,-4.932728544896147,-6.237281782606294,-6.397656575030567,-6.329968583120445,-2.768572859146408,-2.850062907262476,-2.964229795809592,-2.935529056777753,-1.8756695353564723,-1.7731930331127543,-2.520113833544656,-2.436378669767903,-2.459036925628057,-4.015999048434885,-3.8655467489672297,-2.5535472447076337,-2.5597579227644687,-2.5676985567375237,-2.6500902883162496,-2.8952690001912185,-2.732001141924931,-2.822415039023374,-2.7212670763713636,-2.803131017961759,-3.074674254483453,-3.1172058857185263,-3.1112623980154446,-2.9703509464194475,-3.0900363665085617,-3.9813883027768853,-4.028297838249253,-2.785168147971664,-2.6998598846062016,-3.495796134626122,-3.639890053534266,-4.035982400861155
1997,0.0,-4.132690233827297,-4.169198029835197,-3.00646626155827,-2.959402936552763,-3.507791964200557,-3.5718235131592557,-3.6014136576582576,-7.363073819877528,-7.80502604852648,-3.186559947069483,-3.1127699798911834,-3.073370994291272,-3.3462565720779196,-3.3938071371536758,-3.36754174436836,-2.689804954528748,-2.5250164982074725,-5.118212087917705,-4.99798930688155,-4.888536177238814,-6.324007831677513,-6.525427770068031,-6.438841423579579,-2.766782017415766,-2.835173728472533,-2.849177075932783,-2.776154358197248,-1.8262239522966812,-1.7579473619125494,-2.3398107757278943,-2.26592915050564,-2.2802944055865453,-3.954494470485532,-3.7857736291876023,-2.474122842605997,-2.5626208142093763,-2.61032783471126,-2.7265469295133506,-2.9384947486077433,-2.820429250059762,-2.9143998530255075,-2.8185713190858053,-2.9612753505094975,-3.0877807302468803,-3.1737384448955037,-3.171226055333502,-3.100629543320153,-3.2314957035263614,-4.191180869129941,-4.181300986718387,-2.8436594570540947,-2.8092422898393394,-3.4821889183962345,-3.663301736761765,-3.963064324754484
1998,0.0,-4.162249114431541,-4.1861811688830475,-3.0348266047332704,-3.0363232677817003,-3.552842539848921,-3.654088369578675,-3.660923862178315,-7.286979424819842,-7.572248807485071,-3.024397509746086,-2.9410607933313138,-2.899096283876938,-3.288085495066566,-3.304060689042865,-3.3224635974636705,-3.074958355480554,-2.8754454685595583,-4.62031949417227,-5.242341879511532,-5.14299614787595,-5.760620732156479,-5.884644684203748,-5.867170230694226,-2.669517738057843,-2.7810365948325657,-2.6484555845456548,-2.620262384856213,-1.7671864635580938,-1.6949735828513592,-2.3860403412714604,-2.257796586112338,-2.282235754410994,-3.910216530726194,-3.72348618229098,-2.50381797969926,-2.6023173714251904,-2.5341050943722774,-2.8724977167862598,-3.086472018183027,-2.9699920582485664,-2.9165722119643966,-2.8290755240110705,-2.946212935984894,-3.0612786436032717,-3.1089202959650937,-3.1283718026537173,-3.075692302142441,-3.1726701250396765,-3.83218150073413,-3.8937444872276714,-3.0545319969808453,-2.94474392083273,-3.2943840526713295,-3.426356736195064,-3.9383617355586615
1999,0.0,-4.104768450690578,-4.157560379066242,-3.0834180448642723,-3.022657563021669,-3.8235899374898086,-3.7102349167946453,-3.765411258210065,-7.429482908910373,-7.7911064805173496,-3.250481249241897,-3.134606830233981,-3.1375505601373437,-3.4032131946521265,-3.399044668333227,-3.4326122300975648,-2.783618419934445,-2.6101079154782862,-4.927036609298039,-5.139093658267482,-5.0741390979831404,-5.901579876916264,-6.069156077139224,-6.026317326091945,-2.709868783893116,-2.8110902649500176,-2.5996481842087213,-2.5619899933679786,-1.7808151993482255,-1.736642566600274,-2.3897240694934787,-2.2870833300438704,-2.303355366146473,-3.8677771277868622,-3.720302268919651,-2.5940783618057655,-2.610445494857288,-2.5775575948592753,-2.785579341821201,-3.0426733980203906,-2.8807096072744987,-3.021502485622504,-2.9910683766869965,-3.0958995541540197,-3.0490536278905793,-3.081605743020658,-3.0944720704709248,-3.254291472547955,-3.4089162619828954,-4.032950311133536,-4.095460744894982,-3.0910865072350298,-3.002533988975271,-3.586972356016595,-3.734249826414267,-4.258953483097862
2000,0.0,-4.222751066297388,-4.2735283216174125,-3.035416666152834,-2.9680517013531365,-3.723304371211718,-3.6420339303732767,-3.654200612163919,-7.1811875791301105,-7.7899834872711935,-3.086391617282441,-2.9862124282137774,-2.9810858586314453,-3.530762485364864,-3.449795333303502,-3.4377409141242996,-3.0259768668852036,-2.871075194542536,-4.776019357372045,-5.1738146201591295,-5.102271927685553,-6.431613207582739,-6.620401707092331,-6.551033787121613,-2.6919491879778192,-2.793094824797725,-2.8794694352417984,-2.8655311607763227,-1.8337921079923678,-1.7319453014254798,-2.348314473799622,-2.2671564724711395,-2.273781513694008,-3.886908516842011,-3.762144950221243,-2.497814108574808,-2.5145587629470505,-2.4718565258819716,-2.773413269499283,-3.0230786425662473,-2.9313915470109215,-2.9671475174297193,-2.8676004693752066,-2.9778378260868195,-3.1587896917910587,-3.216387841937669,-3.2324447681244184,-3.078960318043645,-3.1480083452205445,-3.9040088728021978,-3.903292701760499,-2.9656735944945165,-2.948449205981129,-3.624406579100995,-3.7618029124772345,-4.174108500497482
