stn,var,rcp,hor,stat,centile,val
era5_land,tasmin,ref,1991-2020,none,-1,23.664647
era5_land,tasmin,rcp26,1991-2020,mean,-1,23.75331
era5_land,tasmin,rcp26,2021-2050,mean,-1,24.425113
era5_land,tasmin,rcp26,2051-2080,mean,-1,24.544697
era5_land,tasmin,rcp26,1991-2020,min,-1,23.665253
era5_land,tasmin,rcp26,2021-2050,min,-1,24.080701
era5_land,tasmin,rcp26,2051-2080,min,-1,23.849727
era5_land,tasmin,rcp26,1991-2020,max,-1,23.841596
era5_land,tasmin,rcp26,2021-2050,max,-1,24.76765
era5_land,tasmin,rcp26,2051-2080,max,-1,24.975966
era5_land,tasmin,rcp26,1991-2020,centile,1,23.667978
era5_land,tasmin,rcp26,2021-2050,centile,1,24.090734
era5_land,tasmin,rcp26,2051-2080,centile,1,23.909782
era5_land,tasmin,rcp26,1991-2020,centile,10,23.697501
era5_land,tasmin,rcp26,2021-2050,centile,10,24.175699
era5_land,tasmin,rcp26,2051-2080,centile,10,24.360086
era5_land,tasmin,rcp26,1991-2020,centile,50,23.758912
era5_land,tasmin,rcp26,2021-2050,centile,50,24.462739
era5_land,tasmin,rcp26,2051-2080,centile,50,24.551593
era5_land,tasmin,rcp26,1991-2020,centile,90,23.802459
era5_land,tasmin,rcp26,2021-2050,centile,90,24.718093
era5_land,tasmin,rcp26,2051-2080,centile,90,24.890305
era5_land,tasmin,rcp26,1991-2020,centile,99,23.837647
era5_land,tasmin,rcp26,2021-2050,centile,99,24.765854
era5_land,tasmin,rcp26,2051-2080,centile,99,24.969601
era5_land,tasmin,rcp45,1991-2020,mean,-1,23.836291
era5_land,tasmin,rcp45,2021-2050,mean,-1,24.631387
era5_land,tasmin,rcp45,2051-2080,mean,-1,25.281364
era5_land,tasmin,rcp45,1991-2020,min,-1,23.660564
era5_land,tasmin,rcp45,2021-2050,min,-1,24.326151
era5_land,tasmin,rcp45,2051-2080,min,-1,24.809515
era5_land,tasmin,rcp45,1991-2020,max,-1,23.924222
era5_land,tasmin,rcp45,2021-2050,max,-1,24.882694
era5_land,tasmin,rcp45,2051-2080,max,-1,26.066458
era5_land,tasmin,rcp45,1991-2020,centile,1,23.67647
era5_land,tasmin,rcp45,2021-2050,centile,1,24.342062
era5_land,tasmin,rcp45,2051-2080,centile,1,24.849813
