stn,var,rcp,hor,stat,centile,val
era5_land,evspsblpot,ref,1991-2020,none,-1,1903.464722
era5_land,evspsblpot,rcp26,1991-2020,mean,-1,1895.744784
era5_land,evspsblpot,rcp26,2021-2050,mean,-1,1944.971437
era5_land,evspsblpot,rcp26,2051-2080,mean,-1,1963.86796
era5_land,evspsblpot,rcp26,1991-2020,min,-1,1890.013418
era5_land,evspsblpot,rcp26,2021-2050,min,-1,1926.133293
era5_land,evspsblpot,rcp26,2051-2080,min,-1,1940.827493
era5_land,evspsblpot,rcp26,1991-2020,max,-1,1902.081229
era5_land,evspsblpot,rcp26,2021-2050,max,-1,1967.689232
era5_land,evspsblpot,rcp26,2051-2080,max,-1,1984.749211
era5_land,evspsblpot,rcp26,1991-2020,centile,1,1890.128921
era5_land,evspsblpot,rcp26,2021-2050,centile,1,1926.409505
era5_land,evspsblpot,rcp26,2051-2080,centile,1,1941.421795
era5_land,evspsblpot,rcp26,1991-2020,centile,10,1891.168443
era5_land,evspsblpot,rcp26,2021-2050,centile,10,1928.895419
era5_land,evspsblpot,rcp26,2051-2080,centile,10,1946.770513
era5_land,evspsblpot,rcp26,1991-2020,centile,50,1896.75062
era5_land,evspsblpot,rcp26,2021-2050,centile,50,1943.962707
era5_land,evspsblpot,rcp26,2051-2080,centile,50,1962.856632
era5_land,evspsblpot,rcp26,1991-2020,centile,90,1900.039806
era5_land,evspsblpot,rcp26,2021-2050,centile,90,1962.226878
era5_land,evspsblpot,rcp26,2051-2080,centile,90,1980.938094
era5_land,evspsblpot,rcp26,1991-2020,centile,99,1901.877087
era5_land,evspsblpot,rcp26,2021-2050,centile,99,1967.142997
era5_land,evspsblpot,rcp26,2051-2080,centile,99,1984.368099
era5_land,evspsblpot,rcp45,1991-2020,mean,-1,1888.977864
era5_land,evspsblpot,rcp45,2021-2050,mean,-1,1956.693237
era5_land,evspsblpot,rcp45,2051-2080,mean,-1,2014.415351
era5_land,evspsblpot,rcp45,1991-2020,min,-1,1875.989386
era5_land,evspsblpot,rcp45,2021-2050,min,-1,1924.155016
era5_land,evspsblpot,rcp45,2051-2080,min,-1,1979.411384
era5_land,evspsblpot,rcp45,1991-2020,max,-1,1898.582917
era5_land,evspsblpot,rcp45,2021-2050,max,-1,1976.29742
era5_land,evspsblpot,rcp45,2051-2080,max,-1,2074.739863
era5_land,evspsblpot,rcp45,1991-2020,centile,1,1876.493643
era5_land,evspsblpot,rcp45,2021-2050,centile,1,1925.421804
era5_land,evspsblpot,rcp45,2051-2080,centile,1,1980.134412
era5_land,evspsblpot,rcp45,1991-2020,centile,10,1881.031955
era5_land,evspsblpot,rcp45,2021-2050,centile,10,1936.8229
era5_land,evspsblpot,rcp45,2051-2080,centile,10,1986.641669
era5_land,evspsblpot,rcp45,1991-2020,centile,50,1890.098537
era5_land,evspsblpot,rcp45,2021-2050,centile,50,1959.589645
era5_land,evspsblpot,rcp45,2051-2080,centile,50,2009.985237
era5_land,evspsblpot,rcp45,1991-2020,centile,90,1892.988315
era5_land,evspsblpot,rcp45,2021-2050,centile,90,1971.92918
era5_land,evspsblpot,rcp45,2051-2080,centile,90,2040.085601
era5_land,evspsblpot,rcp45,1991-2020,centile,99,1898.023457
era5_land,evspsblpot,rcp45,2021-2050,centile,99,1975.860596
era5_land,evspsblpot,rcp45,2051-2080,centile,99,2071.274436
era5_land,evspsblpot,rcp85,1991-2020,mean,-1,1882.237343
era5_land,evspsblpot,rcp85,2021-2050,mean,-1,1963.609921
era5_land,evspsblpot,rcp85,2051-2080,mean,-1,2074.064152
era5_land,evspsblpot,rcp85,1991-2020,min,-1,1866.764828
era5_land,evspsblpot,rcp85,2021-2050,min,-1,1948.188196
era5_land,evspsblpot,rcp85,2051-2080,min,-1,2038.006494
era5_land,evspsblpot,rcp85,1991-2020,max,-1,1893.667271
era5_land,evspsblpot,rcp85,2021-2050,max,-1,1984.805911
era5_land,evspsblpot,rcp85,2051-2080,max,-1,2133.699046
era5_land,evspsblpot,rcp85,1991-2020,centile,1,1866.853601
era5_land,evspsblpot,rcp85,2021-2050,centile,1,1948.654008
era5_land,evspsblpot,rcp85,2051-2080,centile,1,2038.193937
era5_land,evspsblpot,rcp85,1991-2020,centile,10,1867.652564
era5_land,evspsblpot,rcp85,2021-2050,centile,10,1952.84632
era5_land,evspsblpot,rcp85,2051-2080,centile,10,2039.880926
era5_land,evspsblpot,rcp85,1991-2020,centile,50,1884.441486
era5_land,evspsblpot,rcp85,2021-2050,centile,50,1960.726276
era5_land,evspsblpot,rcp85,2051-2080,centile,50,2068.037274
era5_land,evspsblpot,rcp85,1991-2020,centile,90,1890.456172
era5_land,evspsblpot,rcp85,2021-2050,centile,90,1982.979047
era5_land,evspsblpot,rcp85,2051-2080,centile,90,2130.47708
era5_land,evspsblpot,rcp85,1991-2020,centile,99,1893.346161
era5_land,evspsblpot,rcp85,2021-2050,centile,99,1984.623224
era5_land,evspsblpot,rcp85,2051-2080,centile,99,2133.376849
era5_land,evspsblpot,rcpxx,1991-2020,mean,-1,1887.635039
era5_land,evspsblpot,rcpxx,2021-2050,mean,-1,1957.115551
era5_land,evspsblpot,rcpxx,2051-2080,mean,-1,2028.165393
era5_land,evspsblpot,rcpxx,1991-2020,min,-1,1866.764828
era5_land,evspsblpot,rcpxx,2021-2050,min,-1,1924.155016
era5_land,evspsblpot,rcpxx,2051-2080,min,-1,1940.827493
era5_land,evspsblpot,rcpxx,1991-2020,max,-1,1902.081229
era5_land,evspsblpot,rcpxx,2021-2050,max,-1,1984.805911
era5_land,evspsblpot,rcpxx,2051-2080,max,-1,2133.699046
era5_land,evspsblpot,rcpxx,1991-2020,centile,1,1867.001557
era5_land,evspsblpot,rcpxx,2021-2050,centile,1,1924.629802
era5_land,evspsblpot,rcpxx,2051-2080,centile,1,1944.393305
era5_land,evspsblpot,rcpxx,1991-2020,centile,10,1876.422602
era5_land,evspsblpot,rcpxx,2021-2050,centile,10,1935.115341
era5_land,evspsblpot,rcpxx,2051-2080,centile,10,1967.802547
era5_land,evspsblpot,rcpxx,1991-2020,centile,50,1889.707546
era5_land,evspsblpot,rcpxx,2021-2050,centile,50,1955.959568
era5_land,evspsblpot,rcpxx,2051-2080,centile,50,2027.306559
era5_land,evspsblpot,rcpxx,1991-2020,centile,90,1896.886851
era5_land,evspsblpot,rcpxx,2021-2050,centile,90,1974.88632
era5_land,evspsblpot,rcpxx,2051-2080,centile,90,2087.187068
era5_land,evspsblpot,rcpxx,1991-2020,centile,99,1901.241634
era5_land,evspsblpot,rcpxx,2021-2050,centile,99,1984.318747
era5_land,evspsblpot,rcpxx,2051-2080,centile,99,2132.839855
