stn,var,rcp,hor,stat,centile,val
era5_land,tas,ref,1988-2017,none,-1,27.792788
era5_land,tas,rcp26,1988-2017,mean,-1,27.832583
era5_land,tas,rcp26,2021-2050,mean,-1,28.635903
era5_land,tas,rcp26,2041-2070,mean,-1,28.861802
era5_land,tas,rcp26,2061-2090,mean,-1,28.852219
era5_land,tas,rcp26,1988-2017,min,-1,27.722178
era5_land,tas,rcp26,2021-2050,min,-1,28.143634
era5_land,tas,rcp26,2041-2070,min,-1,28.00576
era5_land,tas,rcp26,2061-2090,min,-1,27.956615
era5_land,tas,rcp26,1988-2017,max,-1,27.997626
era5_land,tas,rcp26,2021-2050,max,-1,29.140407
era5_land,tas,rcp26,2041-2070,max,-1,29.387793
era5_land,tas,rcp26,2061-2090,max,-1,29.46105
era5_land,tas,rcp26,1988-2017,centile,99,27.997352
era5_land,tas,rcp26,2021-2050,centile,99,29.125697
era5_land,tas,rcp26,2041-2070,centile,99,29.373372
era5_land,tas,rcp26,2061-2090,centile,99,29.445774
era5_land,tas,rcp26,1988-2017,centile,90,27.989814
era5_land,tas,rcp26,2021-2050,centile,90,29.000626
era5_land,tas,rcp26,2041-2070,centile,90,29.267209
era5_land,tas,rcp26,2061-2090,centile,90,29.323506
era5_land,tas,rcp26,1988-2017,centile,50,27.792421
era5_land,tas,rcp26,2021-2050,centile,50,28.641622
era5_land,tas,rcp26,2041-2070,centile,50,28.853857
era5_land,tas,rcp26,2061-2090,centile,50,28.767154
era5_land,tas,rcp26,1988-2017,centile,10,27.745806
era5_land,tas,rcp26,2021-2050,centile,10,28.380856
era5_land,tas,rcp26,2041-2070,centile,10,28.511294
era5_land,tas,rcp26,2061-2090,centile,10,28.55663
era5_land,tas,rcp26,1988-2017,centile,1,27.724691
era5_land,tas,rcp26,2021-2050,centile,1,28.171925
era5_land,tas,rcp26,2041-2070,centile,1,28.059958
era5_land,tas,rcp26,2061-2090,centile,1,28.026245
era5_land,tas,rcp45,1988-2017,mean,-1,27.876625
era5_land,tas,rcp45,2021-2050,mean,-1,28.880134
era5_land,tas,rcp45,2041-2070,mean,-1,29.42138
era5_land,tas,rcp45,2061-2090,mean,-1,29.765008
era5_land,tas,rcp45,1988-2017,min,-1,27.705735
era5_land,tas,rcp45,2021-2050,min,-1,28.50242
era5_land,tas,rcp45,2041-2070,min,-1,28.779734
era5_land,tas,rcp45,2061-2090,min,-1,29.073027
era5_land,tas,rcp45,1988-2017,max,-1,28.132054
era5_land,tas,rcp45,2021-2050,max,-1,29.156407
era5_land,tas,rcp45,2041-2070,max,-1,30.155521
era5_land,tas,rcp45,2061-2090,max,-1,30.69513
era5_land,tas,rcp45,1988-2017,centile,99,28.128983
era5_land,tas,rcp45,2021-2050,centile,99,29.15215
era5_land,tas,rcp45,2041-2070,centile,99,30.087486
era5_land,tas,rcp45,2061-2090,centile,99,30.631072
era5_land,tas,rcp45,1988-2017,centile,90,28.013993
era5_land,tas,rcp45,2021-2050,centile,90,29.130455
era5_land,tas,rcp45,2041-2070,centile,90,29.722532
era5_land,tas,rcp45,2061-2090,centile,90,30.294394
era5_land,tas,rcp45,1988-2017,centile,50,27.838911
era5_land,tas,rcp45,2021-2050,centile,50,28.855324
era5_land,tas,rcp45,2041-2070,centile,50,29.372141
era5_land,tas,rcp45,2061-2090,centile,50,29.640949
era5_land,tas,rcp45,1988-2017,centile,10,27.724695
era5_land,tas,rcp45,2021-2050,centile,10,28.645559
era5_land,tas,rcp45,2041-2070,centile,10,29.183676
era5_land,tas,rcp45,2061-2090,centile,10,29.464489
era5_land,tas,rcp45,1988-2017,centile,1,27.70836
era5_land,tas,rcp45,2021-2050,centile,1,28.518359
era5_land,tas,rcp45,2041-2070,centile,1,28.823382
era5_land,tas,rcp45,2061-2090,centile,1,29.147234
era5_land,tas,rcp85,1988-2017,mean,-1,27.946215
era5_land,tas,rcp85,2021-2050,mean,-1,29.210906
era5_land,tas,rcp85,2041-2070,mean,-1,30.237149
era5_land,tas,rcp85,2061-2090,mean,-1,31.357992
era5_land,tas,rcp85,1988-2017,min,-1,27.691754
era5_land,tas,rcp85,2021-2050,min,-1,28.862286
era5_land,tas,rcp85,2041-2070,min,-1,29.47683
era5_land,tas,rcp85,2061-2090,min,-1,30.196485
era5_land,tas,rcp85,1988-2017,max,-1,28.25682
era5_land,tas,rcp85,2021-2050,max,-1,29.609184
era5_land,tas,rcp85,2041-2070,max,-1,30.99996
era5_land,tas,rcp85,2061-2090,max,-1,32.55513
era5_land,tas,rcp85,1988-2017,centile,99,28.254995
era5_land,tas,rcp85,2021-2050,centile,99,29.60883
era5_land,tas,rcp85,2041-2070,centile,99,30.971562
era5_land,tas,rcp85,2061-2090,centile,99,32.486376
era5_land,tas,rcp85,1988-2017,centile,90,28.205356
era5_land,tas,rcp85,2021-2050,centile,90,29.574314
era5_land,tas,rcp85,2041-2070,centile,90,30.815956
era5_land,tas,rcp85,2061-2090,centile,90,32.137213
era5_land,tas,rcp85,1988-2017,centile,50,27.912862
era5_land,tas,rcp85,2021-2050,centile,50,29.191679
era5_land,tas,rcp85,2041-2070,centile,50,30.164726
era5_land,tas,rcp85,2061-2090,centile,50,31.309323
era5_land,tas,rcp85,1988-2017,centile,10,27.729697
era5_land,tas,rcp85,2021-2050,centile,10,28.920626
era5_land,tas,rcp85,2041-2070,centile,10,29.780104
era5_land,tas,rcp85,2061-2090,centile,10,30.521092
era5_land,tas,rcp85,1988-2017,centile,1,27.693572
era5_land,tas,rcp85,2021-2050,centile,1,28.867072
era5_land,tas,rcp85,2041-2070,centile,1,29.497335
era5_land,tas,rcp85,2061-2090,centile,1,30.20747
era5_land,tas,rcpxx,1988-2017,mean,-1,27.892188
era5_land,tas,rcpxx,2021-2050,mean,-1,28.939935
era5_land,tas,rcpxx,2041-2070,mean,-1,29.579555
era5_land,tas,rcpxx,2061-2090,mean,-1,30.118863
era5_land,tas,rcpxx,1988-2017,min,-1,27.691754
era5_land,tas,rcpxx,2021-2050,min,-1,28.143634
era5_land,tas,rcpxx,2041-2070,min,-1,28.00576
era5_land,tas,rcpxx,2061-2090,min,-1,27.956615
era5_land,tas,rcpxx,1988-2017,max,-1,28.25682
era5_land,tas,rcpxx,2021-2050,max,-1,29.609184
era5_land,tas,rcpxx,2041-2070,max,-1,30.99996
era5_land,tas,rcpxx,2061-2090,max,-1,32.55513
era5_land,tas,rcpxx,1988-2017,centile,99,28.25175
era5_land,tas,rcpxx,2021-2050,centile,99,29.608181
era5_land,tas,rcpxx,2041-2070,centile,99,30.9195
era5_land,tas,rcpxx,2061-2090,centile,99,32.360326
era5_land,tas,rcpxx,1988-2017,centile,90,28.11589
era5_land,tas,rcpxx,2021-2050,centile,90,29.374846
