sim_code,sdev,crmsd,ccoef
Référence,0.53,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,0.69,0.56,0.61
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,0.71,0.55,0.63
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,0.6,0.48,0.65
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,0.58,0.46,0.65
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,0.64,0.56,0.57
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,0.66,0.46,0.73
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,0.67,0.46,0.73
CRCM5_AFR-44_CCCma-CanESM2_rcp45,0.49,0.41,0.68
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,0.41,0.43,0.6
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,0.61,0.47,0.67
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,0.63,0.51,0.63
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,0.64,0.48,0.67
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,0.63,0.55,0.57
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,0.63,0.54,0.58
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,0.63,0.5,0.64
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,0.61,0.49,0.63
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,0.6,0.48,0.64
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,0.9,0.74,0.57
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,0.89,0.76,0.52
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,0.91,0.77,0.53
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,0.94,0.67,0.72
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,0.95,0.67,0.73
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,0.93,0.68,0.7
RCA4_AFR-44_CCCma-CanESM2_rcp45,0.59,0.4,0.74
RCA4_AFR-44_CCCma-CanESM2_rcp85,0.58,0.41,0.72
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,0.67,0.5,0.68
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,0.69,0.49,0.7
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,0.74,0.58,0.62
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,0.75,0.59,0.61
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,0.64,0.5,0.65
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,0.63,0.51,0.62
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,0.64,0.51,0.63
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,0.65,0.51,0.64
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,0.65,0.49,0.67
RCA4_AFR-44_MIROC-MIROC5_rcp26,0.62,0.44,0.72
RCA4_AFR-44_MIROC-MIROC5_rcp45,0.63,0.46,0.7
RCA4_AFR-44_MIROC-MIROC5_rcp85,0.59,0.44,0.69
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,0.67,0.47,0.72
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,0.66,0.46,0.73
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,0.68,0.46,0.74
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,0.59,0.48,0.64
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,0.62,0.5,0.63
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,0.62,0.46,0.69
RCA4_AFR-44_NCC-NorESM1-M_rcp26,0.57,0.58,0.46
RCA4_AFR-44_NCC-NorESM1-M_rcp45,0.57,0.54,0.52
RCA4_AFR-44_NCC-NorESM1-M_rcp85,0.56,0.55,0.5
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,0.65,0.58,0.54
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,0.65,0.56,0.56
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,0.68,0.49,0.7
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,0.66,0.48,0.7
REMO2009_AFR-44_MIROC-MIROC5_rcp26,0.62,0.53,0.57
REMO2009_AFR-44_MIROC-MIROC5_rcp85,0.59,0.5,0.61
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,0.62,0.45,0.7
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,0.62,0.49,0.65
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,0.7,0.61,0.53
