,year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
0,1981,2932.2951670289,2936.44066819406,2804.81579252091,3064.89446726036,2930.7713824102,2806.13438810215,3066.95976341325
1,1982,3051.28320026398,2933.37943540011,2774.56937975756,3109.79448765458,2927.05320682338,2765.79665142045,3088.01831304727
2,1983,2887.91870385408,2899.25975062682,2780.9454137278,2998.8095068739,2893.6783724108,2787.00434854215,3000.08222131718
3,1984,2977.38326638937,2996.55901057457,2863.8408048035,3126.44006648026,2990.1107206043,2867.58870228265,3117.20486868235
4,1985,3073.18039676547,2982.54798333568,2784.5806330844,3109.08753156783,2975.05321999427,2784.19587553277,3111.66601073583
5,1986,3062.94122159481,2983.61644296053,2840.59323856832,3147.03953980556,2975.27587038584,2835.97628234115,3132.6104149249
6,1987,2897.83657440543,2969.09115944525,2872.76454582671,3125.96923295337,2962.36474199477,2866.61891050666,3109.70245689486
7,1988,3096.47404450178,2958.13758617362,2835.99962945466,3110.71182407307,2948.93167276269,2830.04358486847,3105.12026938547
8,1989,2948.96792662144,2961.82065244895,2822.25621556144,3080.92627025873,2955.54937416648,2818.98473982842,3067.30649120598
9,1990,3122.31470313668,3000.16360593835,2873.93456870285,3160.65295796609,2993.72225567596,2869.34998050803,3151.4982811886
10,1991,3086.31488993764,2949.52750728593,2880.51144043123,3053.4606286146,2942.50327810766,2871.20949676644,3049.76691851993
11,1992,2938.27282455563,2919.92332724434,2802.7824122761,3081.38258848207,2914.28981827618,2803.47073880843,3081.17842619488
12,1993,3047.25617256761,2934.08643057279,2852.00173383826,3016.70593740499,2928.87511878219,2836.59880860086,3018.55737322549
13,1994,3002.6385692656,2938.89276295533,2851.52549197419,3037.17142333976,2932.45493909421,2837.17151489523,3025.03774513332
14,1995,3155.39168265462,2942.99685765505,2857.09732524721,3087.20715793241,2936.7488101937,2850.96693125784,3090.38658894571
15,1996,2970.72125947475,2967.55007976469,2832.57297950002,3124.61951155289,2960.3786765298,2834.14046684382,3110.30496546189
16,1997,2910.12532499433,2980.34105812712,2897.22045441096,3070.63679103424,2972.52973305092,2896.14118555793,3060.68774810656
17,1998,3164.81574383378,3016.49315422228,2934.47838516218,3113.67711774852,3008.13561605506,2928.00081079589,3096.53588133012
18,1999,3047.83641326427,2944.86776797003,2854.64313976029,3052.06724511324,2936.97418319826,2846.24995891391,3053.35686942359
19,2000,2927.27055624127,2973.76243144021,2848.34857624501,3079.26658017198,2965.3689500823,2841.43394661692,3072.60505105693
20,2001,2916.73061025143,2982.29428158454,2837.59514922663,3099.5068825286,2975.49526691567,2831.69040337067,3086.47123863432
21,2002,3090.43969464302,2951.44101908253,2825.58415816946,3066.09348298861,2944.34406099726,2824.64287246608,3051.17282665251
22,2003,2969.56296333671,2995.91751949529,2855.22608728625,3133.16992639149,2988.365988826,2858.18437854062,3125.80697346323
23,2004,2931.41059887409,3037.49809608753,2921.46927946362,3187.74030694652,3026.99384293827,2917.69379226727,3161.46121342114
24,2005,2988.45672512054,3036.16622544326,2974.74558776791,3191.3301085783,3027.16759579065,2968.04477882165,3164.49985561028
25,2006,3048.32767397165,3037.204070642,2945.66845129206,3128.71268591186,3025.59077557401,2811.99527019894,3160.37197316812
26,2007,3126.04273658991,3001.58661644497,2920.25208418191,3062.89987201087,3014.72537674064,2882.94834878043,3248.67875937978
27,2008,2931.61738345027,3028.72298458965,2939.65916358128,3201.0101419788,2991.69159066783,2856.81554063412,3153.4757053462
28,2009,3018.72760456801,3023.68609670487,2926.05880849452,3186.60711382851,2997.92651388742,2867.73057422687,3132.58915696502
