,year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
0,1981,22.299286,22.2900229527525,21.801110391624,22.8753103429675,22.3069721324832,21.8614847503628,22.9602193091768
1,1982,21.886963,22.2579447723062,21.8132569329774,22.8533242987621,22.2952889538692,21.8224803275504,22.9332783594888
2,1983,22.538391,22.2453360331279,21.8079578987143,22.7153291143488,22.2827517187495,21.8753618261265,22.7967347058817
3,1984,22.00351,22.4351445327459,21.7959348541175,22.8636829178577,22.4313602019771,21.8262109596936,22.8978991813076
4,1985,22.117676,22.2497820162732,21.6602817297493,22.8384371604083,22.2705025430739,21.7135474337509,22.955712084153
5,1986,21.831146,22.2410092170449,21.8958509473871,22.6048436062566,22.2677846061889,21.7973634457871,22.664234759277
6,1987,22.443115,22.4066978302993,21.9305288026546,22.7216282882341,22.4621160477602,21.9742659923619,22.7516525907366
7,1988,22.15799,22.4744712727366,21.854198517945,22.8759769639548,22.5001116965984,21.8950502085102,22.9946654018698
8,1989,22.06192,22.3919941674642,21.7430785898682,22.93308233015,22.375792604617,21.761582606657,22.980323872767
9,1990,22.411163,22.4565435064693,21.7888202644074,23.1325680904279,22.454301212724,21.8350900963578,23.1835472429049
10,1991,22.283905,22.3767015873885,21.8747772858258,22.9054465810009,22.4088708906685,21.9800573434147,23.0080081358799
11,1992,22.076172,22.270236731898,21.7294474462496,23.0505170400514,22.3442415457561,21.7481146746667,23.1984024129959
12,1993,22.275757,22.2626746286064,21.8124060682442,22.9661464988997,22.3665391982229,21.8338581278571,23.088900024453
13,1994,21.98059,22.2460153501935,21.7501869835767,22.6181216460482,22.3282321684098,21.8318651045099,23.0249551219979
14,1995,22.546417,22.4218016250005,22.0181506952127,23.0853389675235,22.4630950708352,21.7757718326461,23.200671518034
15,1996,22.210999,22.4506303730347,22.0324371159474,23.1770061558128,22.50282174463,22.0865399911696,23.2918238476968
16,1997,22.372345,22.4950069407026,22.0481595378348,22.961545885867,22.5560801295096,22.0736671636361,23.1115528178378
17,1998,22.840576,22.5143348276353,22.2220684528122,22.8115886869807,22.5579832330845,22.2444983444181,22.898549260412
18,1999,22.159302,22.5757814393038,22.2287830222963,22.9817349210342,22.5810325401868,22.0818264275172,23.0127866521253
19,2000,21.866943,22.5780931291081,22.2287481472262,22.882521881249,22.6446538988296,22.2969416158943,22.9527569521836
20,2001,22.120483,22.631496052622,22.2876400006659,22.8871580509664,22.7020282061401,22.2686563733734,22.992572489933
21,2002,22.23172,22.6426603750784,22.1542659850129,23.3782287699025,22.7087187215754,22.2172772101426,23.4366055350793
22,2003,22.322906,22.6832653732722,22.1155469167041,23.1973043606116,22.7265215378245,22.1475202625513,23.2790630997541
23,2004,22.308441,22.6384549067838,22.298360636612,23.0275298485096,22.7163062295766,22.3219591280977,23.1521031710033
24,2005,22.974304,22.6899355695739,22.2689566078584,23.3233295557515,22.7897014842013,22.3273085228791,23.5564947131042
25,2006,22.27716,22.7525653511733,22.0770032026115,23.222638374667,22.7814513766207,21.9150806947559,23.3305708470503
26,2007,22.04898,22.775484399395,22.3866693129425,23.3674031473828,22.7870696269065,22.2583798778483,23.9328916849748
27,2008,22.32724,22.8302551391531,22.3089284500588,23.2468593654879,22.8063403400742,22.3330331968507,23.3225225198683
28,2009,22.09674,22.7890939952353,22.2896811301453,23.1775813481313,22.9530186916699,22.404268000049,23.2797992062603
29,2010,22.703857,22.8440579945889,22.4653337627888,23.328884317681,23.0200839413022,22.3854361967922,23.4457947131513
30,2011,,22.8436145384671,22.3932241630077,23.3876970629022,23.0830895063484,22.4727256612562,23.5640688842985
31,2012,,22.8890688394428,22.368625049949,23.2395876990324,22.9542377011729,22.3855831707326,23.4156211386105
32,2013,,23.0106110285324,22.6665088053116,23.499891045264,22.9719639926452,22.5679143420646,23.3981031474574
33,2014,,23.0635389007126,22.6332137210301,23.7268561332706,23.0643803403602,22.1443763354894,23.7665601313952
34,2015,,23.0068079836362,22.4310737441089,23.9963171788617,23.1924115452026,22.4029396312888,23.761536876488
35,2016,,23.0831281737894,22.4598432732938,23.6537674884672,22.9589195194276,22.1696990094791,23.6681105821314
36,2017,,23.0995931534156,22.7599295799009,23.5602480614129,22.9621403066062,22.3316831236044,23.8685693323875
37,2018,,22.9487304850914,22.4380812045314,23.456539557526,23.2039768319566,22.8017701613159,23.7080228746694
38,2019,,22.9465576356996,22.5800765306815,23.208639595,23.1149074121831,22.5335816028081,23.5907463533964
39,2020,,23.226122144859,22.943550524463,23.5066092453968,23.1617442089948,22.6596504108329,23.612669799352
40,2021,,23.0859113993835,22.3533105260522,23.8809208515358,23.4280530685414,22.8385886276968,24.1685658532239
41,2022,,23.0925406604912,22.6691933408474,23.6013937410635,23.3424109400663,22.7239279461603,23.9762118578079
42,2023,,23.1706363800383,22.6024555910937,23.9173606059762,23.284263675289,22.6065564889714,23.7432794402857
43,2024,,23.1759524520293,22.7885290888739,23.7015411665328,23.3432604757894,22.7279664104216,24.1048809695947
44,2025,,23.2846073035286,22.7491851972308,24.3564766282989,23.3701421769685,22.8130067149495,23.9619856921333
45,2026,,23.2599131192462,22.9503156051995,23.696627788577,23.5191818456986,22.4109854975579,24.0613776329931
46,2027,,23.1399278787953,22.478686988111,23.8807908255945,23.3885398115901,22.8624186492598,23.9165544229164
47,2028,,23.1720985914686,22.750997768428,23.3681676253097,23.409631971821,22.9020317643975,23.9316065060027
48,2029,,23.3399319624563,22.9459797348227,24.0461354974767,23.4662207852456,22.9397397800013,24.5389856271802
49,2030,,23.1918064794828,22.8023426619662,23.6472445659898,23.4291484013969,22.6829553232649,23.9344319314317
50,2031,,23.3973871876717,22.8194129662758,24.0509592715106,23.3470708663602,22.4665913465543,24.0265991980863
51,2032,,23.3211849454259,22.8256018393849,23.7693724405369,23.5390370798797,23.1227149303962,24.376314253832
52,2033,,23.4998993336066,22.7410125954843,24.124666647117,23.5816437210637,22.6548852775479,24.2439920650454
