,year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
0,1981,1090.90069073439,912.857824485924,511.271608578828,1176.32270475668,888.481913713313,471.266430079286,1188.63046617899
1,1982,1036.38886538148,904.155677803477,373.603448133192,1273.28887286027,866.917458104812,377.631276610161,1185.26300841146
2,1983,1042.10982856154,921.820005276368,434.822232477443,1305.04663944206,878.544449736007,437.713113271156,1284.55714625502
3,1984,1102.34806963801,849.017191337801,262.41726891741,1265.95897730029,833.870677882364,259.094437838478,1227.04686114242
4,1985,1152.39496207237,910.379891613448,587.597111652501,1110.34650455549,906.874056628855,627.941850572262,1111.17460396451
5,1986,1068.13877159357,939.646158665571,530.9647332197,1339.90405025887,914.54871845772,506.180913678866,1303.19744262327
6,1987,1188.84713846445,1029.9679065081,661.811338740749,1441.66764670317,1006.30923711409,633.327192396395,1384.96908385278
7,1988,990.354871213436,968.274550126692,705.836038312166,1266.32933575919,967.094057637321,737.78723264764,1221.44237504711
8,1989,1134.88421344757,892.324963853368,445.86348289494,1192.9728537163,866.50791670857,400.200044101169,1160.31451233996
9,1990,929.119857907295,859.58363362191,372.79320478272,1195.03865546419,832.152451123801,375.011991293297,1214.1936485098
10,1991,1104.04075944424,1020.33673927444,823.244731773512,1272.31303731444,989.208522253504,671.119520788746,1264.62387897583
11,1992,910.813941568136,1000.39316812091,528.773961981318,1561.58727241771,1004.27229371017,543.009716819089,1487.91601048125
12,1993,1148.17626318336,957.259877382327,643.704632405687,1239.96489588381,922.662720939552,625.228474427476,1241.66788565336
13,1994,1063.13362395763,913.948766390268,655.103923363937,1182.99954801273,868.644443434488,663.400494906048,1204.2081817793
14,1995,1113.82813951373,960.47109443176,574.971545702427,1383.27640444736,930.966337008916,579.676550460734,1391.3208433954
15,1996,1026.85683432221,918.983594908001,325.908021283747,1158.43543220929,859.219008177898,348.669407225478,1169.3364894947
16,1997,893.609567642212,1007.59600983874,718.141951051778,1298.13263462354,979.802294362407,691.195043289222,1303.67544257285
17,1998,805.990559488535,843.487878965243,360.438463268979,1371.34893427971,823.872400894547,361.2896543166,1358.09276304771
18,1999,1136.09343147278,1019.05147971518,611.696145896548,1500.39757187313,996.090608964087,573.637512521921,1451.95021039875
19,2000,1147.75396633148,956.009142210851,340.728556714494,1374.42256594434,885.569519673907,345.66674230121,1338.68820481811
20,2001,1011.01941147447,992.596848335317,614.19277541395,1408.11327163068,948.688338216101,660.761132637882,1342.40697890524
21,2002,626.399175673723,1010.12929411885,798.444039040766,1357.70971635255,967.462614934196,705.379455322145,1214.06241488613
22,2003,1094.76200270653,882.227207177033,196.230765062284,1175.49197836875,851.927647221207,202.707610576677,1224.30808507548
23,2004,788.64035987854,987.690039239096,701.130323726171,1279.25152950224,934.806606077889,632.443590037501,1184.01343932374
24,2005,845.103748381138,933.926165534269,561.040093007462,1327.02164891264,933.149033970007,670.280407136458,1329.73368016014
25,2006,776.16687387228,955.671690850696,637.3502258417,1337.24407256299,903.485522520351,365.391308455865,1215.04590481759
26,2007,779.4943805933,966.43490076849,569.512939713121,1328.89931761062,947.867118100586,600.152018667031,1259.35709364338
27,2008,1079.24814751744,922.969404088986,448.074863121735,1176.67915722585,869.105024267703,446.611414760525,1319.21219864386
28,2009,1009.54819402099,888.999283183684,324.62891610344,1208.24167488796,1000.91273867895,621.07116862599,1571.98250421036
29,2010,1103.97734373808,811.969139571099,126.05254208448,1025.86051588909,818.414864170783,211.459662471679,1353.83381927681
30,2011,,846.18707786669,445.817784718151,1415.35809542001,947.021437261186,581.817533864682,1295.49018881577
31,2012,,881.035218307795,432.509820432609,1532.40716291539,860.623175296094,500.284733641169,1175.04642786455
32,2013,,950.470212839054,521.218340206358,1460.24492686297,833.860948190594,312.397472542107,1608.57707243047
33,2014,,866.407525097841,71.0006622540266,1188.25106081215,957.043750234816,622.113887315099,1315.05196665975
34,2015,,928.738639225307,448.344933730667,1334.22302031472,918.79434940407,532.776904225014,1311.67627207243
35,2016,,913.865626541277,625.757383685433,1283.62195912631,822.674217149911,295.735260293773,1328.88810102064
36,2017,,991.935829633792,450.259047259539,1371.27195036366,864.194671810903,310.444217392458,1279.01480640367
37,2018,,941.942922329699,362.804018764,1531.27444028362,880.569186570993,411.019790290481,1417.57426704562
38,2019,,888.689334411163,193.312225954066,1407.62017700037,885.112854235388,408.481056892309,1287.56467396883
39,2020,,975.913869016174,326.089254369741,1366.71171655367,869.739887019203,229.218167151138,1209.94914236224
40,2021,,926.150743038664,598.486844937416,1374.53051066279,931.986111861496,452.348799600495,1506.92138094627
41,2022,,918.811954617489,677.087228972885,1282.14101932503,864.727289642148,306.716887973871,1273.51529055788
42,2023,,918.177770896869,382.37677841293,1185.50148980482,889.344945452588,73.5847713740967,1507.77494390481
43,2024,,861.933338617402,325.056238348292,1268.06746647376,906.577602030556,502.359572382277,1270.72701522181
44,2025,,865.793817777433,478.325310555151,1392.59142130412,901.747914772947,547.355534133249,1342.66884685284
45,2026,,905.346893709875,361.88213649946,1410.10025417289,876.313289496244,321.439736050354,1463.53404055475
46,2027,,919.101392819005,252.277766331362,1416.14692335647,947.070152153671,640.296024316072,1394.88277823111
47,2028,,969.798599969113,627.079038445733,1284.10505174909,881.568460886079,429.955419048895,1340.35139949478
48,2029,,910.777545178871,518.145476565757,1380.39942145977,899.151705001986,377.542515293688,1298.69455390996
49,2030,,1001.28723937802,684.135396874645,1282.08469242101,1012.87350189949,547.252535166005,1394.33567446997
50,2031,,1024.03658749969,680.703331766937,1433.63154818518,830.090884222289,276.396895818644,1223.51073582563
51,2032,,975.218002288745,357.435582915378,1268.09034782581,857.121619651151,315.337774487706,1484.2894028024
52,2033,,979.177629024397,707.384539441153,1208.6526928595,871.742823924155,435.772670066861,1286.8860592882
53,2034,,913.097627363609,533.437323433262,1366.46556743971,869.665112461636,387.632781358891,1237.25340077551
54,2035,,1003.81614159599,610.031871792691,1417.38373561667,979.763092151098,428.26456439052,1387.93123273753
55,2036,,996.462064594922,613.71809057941,1601.12350766708,948.455587566204,589.819781118544,1388.89773633086
56,2037,,939.518390264792,566.625525370192,1561.86859680209,899.699376366465,506.036006838552,1304.28300000658
57,2038,,954.397114141764,624.110378777592,1437.90295789663,888.715444148811,524.864730596628,1516.68028035319
58,2039,,1017.26211011359,588.815746072614,1411.57175074974,779.009623237839,266.183999021802,1130.52498240835
59,2040,,975.685984853524,567.576181029662,1455.11711680511,1022.68689486362,652.176359408334,1532.47759896606
60,2041,,940.796542874075,557.719938323656,1443.0793483976,848.518577794212,423.212844716895,1361.06204890883
61,2042,,998.945819349258,450.574651021417,1505.43811837584,889.738786697464,553.806610083187,1301.25056184987
62,2043,,873.070100570909,488.957168231208,1201.64337625835,886.084031617238,394.927684939443,1366.91604232066
63,2044,,911.326395242856,302.062415581989,1389.32202418883,895.798339485568,511.512838109045,1439.67286763041
64,2045,,1012.36176469155,759.936927724077,1457.1775562573,899.37629376439,379.217331081473,1364.95887960208
65,2046,,936.384214775425,301.655150898245,1408.38082481079,984.19940887129,593.36029371843,1338.98044296122
66,2047,,917.339488834279,281.387151521861,1218.01260928852,908.577073408489,335.529421468262,1336.30418244162
67,2048,,876.821097666048,351.456635628299,1635.8682620974,822.60943215403,506.951210368915,1316.65165021441
68,2049,,902.493831053993,406.634708921986,1302.34986045835,925.196080835951,334.441537049626,1444.42643526195
69,2050,,841.88483028782,341.971394169181,1276.03713761021,922.69981833562,411.231680799613,1434.047362381
70,2051,,893.599532494749,349.896159847421,1618.6721700572,887.77369789259,329.321004447068,1359.73408193661
71,2052,,830.442416189652,258.980413897365,1251.896832618,869.521720225413,354.698663798259,1272.28107334236
72,2053,,915.272329392122,407.060664868643,1346.16497796205,806.785439585796,273.171566857897,1281.08510710703
73,2054,,945.756993315449,290.756714898926,1495.58405717634,945.064970645252,441.089960279536,1370.7428304775
74,2055,,901.918563364558,371.442525356053,1332.27388568297,768.542487372069,386.057173250628,1203.53005252901
75,2056,,930.494118798564,591.768147559543,1347.55991968638,852.789343544508,381.29695195638,1372.63603953843
76,2057,,962.919585155885,523.617677288934,1504.90909993431,864.891922749003,335.907142880144,1232.69625757983
77,2058,,924.099081764329,586.754795660835,1515.32094722616,819.410529867761,226.874766700367,1159.04000649618
78,2059,,814.951719776651,285.603339627849,1206.57172359455,855.603632703132,238.123278333546,1373.2610392474
79,2060,,970.363602278178,333.85271875842,1551.88740299924,881.775666359119,418.867749032386,1688.26779978052
80,2061,,870.538670833729,163.112268871523,1234.1298789484,965.697929811988,600.838462700265,1538.37075706822
81,2062,,836.974030938521,522.52570275362,1274.82992260224,939.305258918331,226.968464833159,1729.98450047319
82,2063,,857.520361365327,320.341420820009,1313.16677363397,771.884845060671,283.503634260938,1430.70360043343
83,2064,,867.981508401165,371.142514767692,1351.93092919737,945.087150432308,362.817194526969,1508.13336759191
84,2065,,931.472741465357,484.230812769846,1387.82460663045,882.299128966792,142.494119195247,1362.90161209397
85,2066,,850.533666926175,143.722647301895,1588.30283188785,805.31693013987,184.385084028831,1335.65778615129
86,2067,,869.991700388438,355.674457287546,1279.26462190057,877.839447376535,183.954085924315,1373.60503012249
87,2068,,868.301147165466,108.993745711593,1483.20165982477,862.235192378225,353.161828299247,1443.86876298965
88,2069,,839.918558835037,391.017921822086,1398.54495356714,841.24521995005,219.519162137456,1798.93070970702
89,2070,,912.157468145654,430.961501012802,1246.51207734305,898.428552523702,265.217812533748,1386.63231542998
90,2071,,906.002898970361,172.147067301415,1312.76521341409,888.768807628959,502.524612719901,1660.3207158841
91,2072,,955.885219720752,485.634067104639,1185.99915825456,867.629558058856,347.717196582124,1360.54298678245
92,2073,,924.620538966805,334.914187022258,1384.7361613991,797.443935179927,161.106588350562,1438.18287466848
93,2074,,900.695814759087,234.515041668854,1642.71753554586,793.190724444668,259.217029529578,1367.37195265215
94,2075,,934.503266801419,575.057537321278,1550.29757084145,832.029348487191,241.994666900475,1335.18066421939
95,2076,,941.311773398239,432.523868807879,1486.42241617733,757.430948026197,219.526902771616,1273.98004689626
96,2077,,911.49620286011,522.933849134922,1340.23823980737,841.520716166994,280.714830527004,1276.58387873631
97,2078,,935.184037671828,442.075048897621,1362.43315925979,912.531232731524,281.402318592133,1439.69516877034
98,2079,,862.981209345923,353.794160090897,1256.72775765059,933.77035181172,404.193934532603,1472.49912850568
99,2080,,830.715553783275,145.29021098752,1883.28815889743,784.971633745574,159.255875395001,1432.84928334128
100,2081,,871.05593094807,251.373359949116,1256.57817590156,896.824128589844,172.030109636405,1341.85701835432
101,2082,,946.679539600941,403.613518508677,1260.40866545796,879.395227518561,450.112676793678,1578.96083786525
102,2083,,947.759634830352,386.070105883211,1591.705291945,824.916956422905,228.770690041145,1411.97026841993
103,2084,,951.462180468618,426.82454716314,1498.06245778703,759.825963151285,364.584422755253,1356.41709604944
104,2085,,886.063251061854,314.183319945618,1312.61666977879,860.434771950877,239.573722316542,1500.05039625611
105,2086,,1009.57871021458,411.442383517055,1769.59853709741,781.46645426521,76.8666887690973,1293.08680235015
106,2087,,869.571988175545,354.475038437193,1559.84818236721,803.445259199399,307.572668708657,1356.70229876017
107,2088,,878.834140908896,336.316012710375,1231.18117128116,802.491615239698,255.306554529646,1292.34331639689
108,2089,,968.340150741764,544.468871302643,1616.04714599257,730.782433858434,74.0126858696753,1502.93613781968
109,2090,,882.630977304856,483.575387088546,1694.94404681219,878.235033662714,71.4569209126096,1392.3419374156
