,year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
0,1981,1023.63971561193,870.44475552698,464.138890176011,1021.58145742699,871.450915736404,454.67293877773,1030.19331177639
1,1982,1033.66509515047,875.198998875977,460.582724480983,1079.0119663853,870.923365031489,453.973315502852,1072.06306729627
2,1983,1070.09740814567,885.998661165495,482.120234829476,1015.34385973004,871.866991206312,468.020464806012,1012.72019424723
3,1984,1063.83839434385,846.292825350958,309.214311309945,1118.70198559933,847.933967490725,304.530955816539,1111.44150885096
4,1985,1006.41313499212,862.235490171077,538.378123394423,1012.30894596867,867.301064854518,532.076959644369,1043.11095247485
5,1986,1023.077326864,867.736817028843,536.756259367848,1026.17567231512,877.668927154564,531.564510672614,1086.58139788804
6,1987,1067.866521433,907.452497973562,702.409535877639,1088.09506217045,905.471046283484,692.310067092185,1082.45145379663
7,1988,1024.62309351563,902.233619343927,763.616990167241,1080.12806675789,918.219046995013,752.527512231441,1135.83480247352
8,1989,1039.60484467447,885.941282110983,591.338686758652,1085.07677502994,894.899545538798,581.409013407922,1076.73819057319
9,1990,1040.47736354172,851.694853631568,463.54591010563,1104.47757265043,851.376353716346,457.930115122459,1089.49362279159
10,1991,1006.46533636749,880.737256856043,707.777790481674,1044.95820912444,878.876962267203,697.623226255438,1043.91550634742
11,1992,1029.71181708574,908.919701180028,767.479258653511,1075.35272927439,912.831061121559,757.726843119106,1136.78639319893
12,1993,1032.7742819488,884.590841068656,667.702055949443,1067.16400194315,892.564231088464,664.070814745322,1073.97370741921
13,1994,1044.86247393489,870.187010207597,648.825139568086,1111.72872633431,870.079464077175,640.869323265145,1105.05477947569
14,1995,1051.85355734825,885.826552220542,767.367876549311,1069.36355876901,883.527901586132,758.739249525928,1063.91601807021
15,1996,1028.39392337203,882.221853498029,509.724053527578,1135.50084717354,879.019904769493,503.44282455039,1131.19706979335
16,1997,1059.54818238318,912.46954835381,692.434117821305,1099.65334817627,906.867429096673,680.144096753773,1088.20618770839
17,1998,972.090873420239,863.856973058842,709.564785909063,1044.20243008677,868.381394632418,702.343038539339,1010.11317053591
18,1999,992.540812060237,886.608141761623,682.540688348974,1092.86581551385,896.386623352036,652.471182886131,1104.94209988398
19,2000,1047.07580678165,868.873609716916,532.552436240027,1047.98429205077,874.780895204491,523.455771032173,1041.32593255655
20,2001,1048.50882618129,884.421123838104,548.006211870612,1135.83002455975,875.730923544187,543.676751793256,1128.9825980396
21,2002,1017.34876397252,891.2990723517,753.05772868469,1126.84239242184,890.061789171229,742.36666007421,1118.69167248271
22,2003,915.84818008542,882.816932389381,467.289079894715,1074.33471243326,876.5870081768,464.056589679497,1062.92406868266
23,2004,1015.91859391332,873.702768459316,555.936491532969,1069.9725345797,863.11044629761,548.141846931669,1061.12860655476
24,2005,963.113710001111,886.794562621892,694.930573989516,1064.77707867675,881.268490882313,683.217783917941,1060.81025776103
25,2006,990.110808074474,891.267514933759,748.261891746201,1112.48472930984,896.72892070214,718.511169569212,1098.44761465939
26,2007,907.083658203483,868.827882884316,635.307513706044,1137.07418277473,880.692475706252,644.817716268706,1110.55738740861
27,2008,965.279318735003,873.438243466085,573.896421542994,1119.3970274651,870.995211431848,554.574710281902,1085.89459497482
28,2009,1018.50009942055,854.535698335023,416.936115455369,1029.34323203254,890.193603736279,670.26166666319,1034.5319735368
29,2010,1008.8433252275,833.181612426298,219.812488634116,1041.88635870584,860.013173650551,375.70038276657,1056.97439586049
30,2011,,839.383015537395,466.334368855048,1051.62843236529,853.533754101841,550.58331728448,1043.78218117035
31,2012,,843.21332558802,511.723496888973,1081.43956274251,855.760932900787,553.186439422791,1015.53143950332
32,2013,,877.208833710604,560.145755202256,1128.24701485096,823.625511964095,409.219284741412,1065.82592306151
33,2014,,822.720103015506,144.513602467676,1129.98054365938,850.996653348237,605.944734912521,1157.9737436983
34,2015,,855.89695989278,444.565860948032,1109.84379578837,878.83923656105,581.056199351102,1041.26796759672
35,2016,,872.541231037233,555.297719225328,1084.85185869656,837.836370483478,466.691054814021,1058.93225374888
36,2017,,906.272492878533,505.900190649502,1131.7464378943,824.048979939817,473.894047990233,1104.70615931537
37,2018,,900.019336322969,413.861219605828,1097.9385391969,846.478499400793,505.603619369519,1100.03878472576
38,2019,,852.512869951301,296.505590288712,1060.2130123999,864.361391039743,580.604063967103,1166.62333268064
39,2020,,871.846698784117,414.662877567757,1099.5499924636,846.739288823933,364.945660091599,1079.42008383575
40,2021,,871.653808725743,541.4440015006,1087.58289978448,869.680339848048,592.952602626477,1101.7739271457
41,2022,,897.709083460904,584.921190636116,1127.34099323691,853.620813458761,444.054674241755,1050.32219362557
42,2023,,875.43259167202,477.513036491525,1119.43705865534,822.749119342463,124.42590201322,1078.69923843131
43,2024,,839.14033119004,358.538569723742,1005.44058261748,871.690184184947,642.560411227592,1041.73151376239
44,2025,,831.610491440012,544.692685776814,1032.27785654715,872.52465237603,575.324459477745,1029.19474772418
45,2026,,825.034827294375,454.86210460279,1001.8098610122,855.764090941111,404.09058743017,1049.46706768284
46,2027,,825.136039161744,376.897634520458,987.834012385391,869.493893337808,627.480520972834,1066.7097563664
47,2028,,883.546020145263,530.983499908396,1144.18740094932,897.371446502164,558.361920045963,1155.9953305426
48,2029,,886.433517984048,547.299807651013,1128.75498515506,851.886129918808,613.86784049405,1083.81601847846
49,2030,,886.169074067584,598.322590012115,1092.84426592235,885.98915552871,637.478591386381,1102.98576938192
50,2031,,902.024746706388,626.410190299049,1137.18191791578,886.251524285367,487.717446263756,1135.75233260894
51,2032,,879.686578405835,517.346943729782,1101.51803733196,863.309402769833,436.198476666733,1152.9114197158
52,2033,,887.533850761594,658.30067465951,1131.00756917216,852.048117045742,578.595923722515,1208.89408513671
53,2034,,879.165448846426,737.349149228042,1054.58309005892,845.456553525649,456.326647930111,1143.44685121867
54,2035,,903.468784977196,737.277944428521,1125.27043006764,900.294285252647,647.628113813077,1232.18963557858
55,2036,,912.074160523764,773.185618280768,1167.86595430881,908.722159088488,642.243809376108,1090.46945476298
56,2037,,880.702396475231,640.101499551971,1128.79192764882,899.976113688127,673.006699924845,1096.60250176677
57,2038,,885.196505866962,703.518215518743,1145.82062490878,871.167163160337,631.337424229555,1171.78106724765
58,2039,,909.535565145526,754.142175533192,1197.08587492839,815.004178650976,365.839383915531,1036.11230948897
59,2040,,912.766901020283,624.107208095295,1181.95762031188,884.806604827462,578.338953579644,1162.58461565751
60,2041,,889.903457332275,715.21195881122,1159.19170480075,878.04604385307,500.723232855284,1116.74339161884
61,2042,,891.049372097836,635.285974287017,1164.72322543811,870.813359324847,519.062369531806,1065.40814529424
62,2043,,886.36274698778,693.987736828076,1068.24743454363,866.374148690962,537.563189982386,1081.76474126741
63,2044,,870.906970382538,465.110489152383,1098.41351650179,856.549197961978,476.97985027365,1083.88276331146
64,2045,,892.690419285904,648.057395653907,1139.34255838594,860.790417825101,477.524697587348,1079.22823495689
65,2046,,907.00850947872,559.592957032615,1070.8596956296,888.343699166507,524.20790853561,1077.2735280651
66,2047,,873.407814916151,413.933358630112,1108.62599514462,893.584104403126,650.898930812619,1104.74031445943
67,2048,,852.870638935576,450.898025615623,1119.16658622812,832.561672942918,537.077625290503,1071.68897153177
68,2049,,867.185950835922,403.018384755126,1095.95745897274,855.943018072472,451.313751178098,1042.78255087846
69,2050,,816.712037200522,391.618208119789,1136.01736884919,890.289732485645,451.970497450786,1069.44044769308
70,2051,,828.863139721905,386.710131944983,1062.12846906985,871.116634718636,405.004396251272,1137.42305727938
71,2052,,833.286182016685,298.411040856412,1123.55521951638,863.489157965596,399.101699277659,1089.45648232172
72,2053,,851.64248132991,413.66540213192,1111.52986697666,795.030316616779,343.758228022452,1093.13698420376
73,2054,,883.45782908297,323.145230417545,1124.22039334924,852.020789343433,584.535132854178,1125.44788275381
74,2055,,875.122125728838,420.158741702223,1181.10498296413,851.4253113531,445.086855179893,1062.91282207803
75,2056,,897.702139006609,531.797012040791,1185.27706109155,815.011893467737,388.603773668059,1012.46322209513
76,2057,,875.23689310886,481.801624217863,1087.64742415687,848.079313283425,421.416423456017,1057.94103847686
77,2058,,881.647270208722,636.620280077586,1038.81614422335,835.968867676784,272.591332619374,1138.44292538535
78,2059,,853.165341045735,388.360328344226,1059.60366458282,844.236531488314,347.602203929256,1102.73817935368
79,2060,,865.423077678437,367.478208803783,1131.53650455869,842.607323375658,422.918062943822,1129.1871009132
80,2061,,832.707380919138,187.049054017404,1055.56897408167,906.368637668801,652.629509668552,1147.97088447046
81,2062,,824.524132930993,539.058144818008,1037.53549690298,862.376898072499,487.501454041373,1137.35850823237
82,2063,,800.399357756981,453.110184197358,957.681344493176,809.427644877991,348.703446155402,1190.33493177943
83,2064,,809.942865188633,415.226643004938,993.38751792086,840.419121196349,435.713479786826,1186.70982138466
84,2065,,853.763377939383,497.575033504584,1087.23669269856,858.544815061444,225.392045950915,1143.37081471495
85,2066,,834.942534734897,181.350359034979,1105.62145313455,812.607929521802,248.932284250586,1080.55002890222
86,2067,,834.354506987386,363.925915362326,1036.76820113263,828.060112864732,228.590577417151,1132.74756895819
87,2068,,826.352984416358,125.710794905687,1100.78146082754,841.249727360779,508.004388829147,1228.07301463063
88,2069,,819.18549318335,401.46124934989,1106.29102358373,809.852017406992,376.443294684273,1175.58470382816
89,2070,,845.028400842577,452.176757703198,1133.47804663889,859.955769234284,347.475711149099,1171.35309568771
90,2071,,843.242483790221,267.158973595547,1023.77912531801,864.076039022235,504.709962195342,1128.20228887007
91,2072,,850.751023207431,426.026294928039,1066.3415271792,848.386002507431,365.859873621224,1087.8504784885
92,2073,,857.622595617872,346.092904605752,1113.03011088506,822.281798640565,243.797785568883,1079.87539252265
93,2074,,841.651341639485,292.875423469051,1013.50535722865,829.465229021514,277.122906281614,1237.79017810882
94,2075,,860.246380443278,484.796364292583,1029.96311092716,811.926094395938,268.923139820272,1101.88256994089
95,2076,,878.886912670877,440.001796676681,1128.48758506252,794.080689607319,257.780251447963,977.266911983317
96,2077,,864.380930270264,495.210254535257,1181.11756012643,819.536806423207,392.373338525325,1033.65065111375
97,2078,,854.273810014741,410.748692103031,1179.56617933676,844.807638877237,412.576093599391,1085.87255970613
98,2079,,850.418005832425,387.964316551216,1132.04871068759,871.364666739347,444.872785221871,1110.07189457578
99,2080,,810.995622120216,203.572027144379,1073.74279216876,841.380911863367,242.947276197599,1065.41362319539
100,2081,,827.641392381454,330.825754524201,1078.24511392838,824.763707459288,208.607636186215,992.201321698784
101,2082,,862.731421094759,379.693241397946,1115.59730487216,860.283295579331,511.584322260129,1270.06800459685
102,2083,,866.388671592,397.670360120801,1098.93273670928,819.927841151069,303.998011827083,1065.35402744799
103,2084,,877.341470805904,451.380390039476,1175.45886929375,800.959200187166,458.30271045247,1038.78056983046
104,2085,,852.88948083094,438.739474433798,1032.0890810153,799.369944764227,239.459109812486,1052.17964298271
105,2086,,890.688835088922,576.105059554721,1115.51959603732,790.809895293781,98.1896259047646,1033.97664631886
106,2087,,895.007876343098,434.313203341662,1134.60320016943,791.064989007576,328.537390584101,1116.05465418588
107,2088,,852.853349299136,405.365226519233,1120.63869702347,767.020784262261,302.985723183988,998.867844583877
108,2089,,881.960394828472,498.949360616263,1091.65002639252,740.494230035588,102.3840753052,1097.23091927854
109,2090,,872.414684585979,467.707780393202,1102.19134109721,790.498338840758,88.475347240693,1105.0207794888
