longitude,latitude,rain_season_prcptot
-15.0,13.0,103.84499999999991
-15.0,12.899999618530273,106.62500000000023
-14.899999618530273,13.0,110.68833333333328
-14.899999618530273,12.899999618530273,107.83499999999992
