year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,22.32680892944336,22.03668701705427,22.310726936280133,22.556868971361524,22.105751064004128,22.335960634671203,22.628257761653526
1982,21.941741943359375,21.940234041176737,22.28703272383025,22.781175607677547,21.999660000145383,22.334943181703355,22.751116123870037
1983,22.614501953125,22.014424375533466,22.284967697729705,22.662582569281213,22.031460780213973,22.341385494175857,22.751541739519386
1984,22.062776565551758,22.201057656883712,22.488641399441153,22.72413798463635,22.11550540429972,22.506860627138,22.817465698964558
1985,22.146320343017578,21.944614904124958,22.278150961046034,22.655468632397735,21.960002710094983,22.313708722049274,22.75669429356736
1986,21.902782440185547,21.976014673673923,22.270037707780123,22.546580373394526,21.891405408126204,22.304987856015487,22.611321698669453
1987,22.40509033203125,22.078587090852622,22.449916185193114,22.687166464900535,22.153803742997958,22.512473507968192,22.77788646830849
1988,22.156030654907227,22.259984561504226,22.540939717287348,22.91049570499956,22.15619847577102,22.558544373629033,22.98512542288627
1989,22.044992446899414,21.910769303750016,22.432913056262144,22.80222117310048,21.899305471107777,22.418442878505918,22.846041603091628
1990,22.345088958740234,22.07260192918416,22.5254866548011,22.926489233576625,22.042104877139657,22.514394323371217,22.968618189010858
1991,22.295677185058594,21.936708168242532,22.392024634217805,22.765664574123953,21.993491368053345,22.426647115016173,22.81856708570239
1992,22.227205276489258,21.870416729351938,22.317575224274684,22.709565217950278,21.900032458093236,22.390538553293773,22.79543061666286
1993,22.394676208496094,21.95634616672635,22.315125434414636,22.88512463012501,21.983220796982017,22.429062700332906,22.975389513919097
1994,22.00284194946289,21.995173758174126,22.273331461632555,22.55911602285161,22.07079894260287,22.361362936568472,22.723477083045506
1995,22.584503173828125,22.145344347958737,22.481580660038123,22.99217041625391,22.166391425393613,22.51883619891968,23.029981614581075
1996,22.19770050048828,22.18809860433421,22.492185890240222,23.066455933989417,22.13768649005685,22.534906236253846,23.138914296123858
1997,22.320819854736328,22.262308213058148,22.524640286421008,22.96456693049742,22.301373220632122,22.575912022700155,23.028688439554095
1998,23.054309844970703,22.35897641226519,22.57815316158056,22.856901685965777,22.385455163959346,22.640951738405786,22.91294535938866
1999,22.182472229003906,22.273606931071456,22.61569152411482,22.97599819346045,22.278081707874772,22.620041403889196,23.05535530097278
2000,21.957536697387695,22.446332854760747,22.669564572026538,22.918285082122743,22.51116656934155,22.740403543776335,22.98829902559507
2001,22.293136596679688,22.396099120332675,22.698057207272925,22.947237616419542,22.39470183372857,22.767306794773933,23.037911493889233
2002,22.593286514282227,22.324030087242203,22.697468528731545,23.08748358450881,22.348793498470314,22.75888430476266,23.188544324874467
