stn,idx,rcp,hor,stat,centile,val
era5_land,dry_spell_total_length,ref,1991-2020,none,-1,33.583178
era5_land,dry_spell_total_length,rcp26,1991-2020,mean,-1,34.277291
era5_land,dry_spell_total_length,rcp26,2021-2050,mean,-1,35.493506
era5_land,dry_spell_total_length,rcp26,2051-2080,mean,-1,36.348766
era5_land,dry_spell_total_length,rcp26,1991-2020,min,-1,29.939665
era5_land,dry_spell_total_length,rcp26,2021-2050,min,-1,28.153569
era5_land,dry_spell_total_length,rcp26,2051-2080,min,-1,30.552142
era5_land,dry_spell_total_length,rcp26,1991-2020,max,-1,47.682309
era5_land,dry_spell_total_length,rcp26,2021-2050,max,-1,56.112477
era5_land,dry_spell_total_length,rcp26,2051-2080,max,-1,54.980261
era5_land,dry_spell_total_length,rcp26,1991-2020,centile,1,30.008566
era5_land,dry_spell_total_length,rcp26,2021-2050,centile,1,28.254299
era5_land,dry_spell_total_length,rcp26,2051-2080,centile,1,30.643605
era5_land,dry_spell_total_length,rcp26,1991-2020,centile,10,30.5982
era5_land,dry_spell_total_length,rcp26,2021-2050,centile,10,29.015407
era5_land,dry_spell_total_length,rcp26,2051-2080,centile,10,31.342992
era5_land,dry_spell_total_length,rcp26,1991-2020,centile,50,33.218374
era5_land,dry_spell_total_length,rcp26,2021-2050,centile,50,33.73743
era5_land,dry_spell_total_length,rcp26,2051-2080,centile,50,35.594351
era5_land,dry_spell_total_length,rcp26,1991-2020,centile,90,37.595196
era5_land,dry_spell_total_length,rcp26,2021-2050,centile,90,42.217095
era5_land,dry_spell_total_length,rcp26,2051-2080,centile,90,41.817654
era5_land,dry_spell_total_length,rcp26,1991-2020,centile,99,46.480216
era5_land,dry_spell_total_length,rcp26,2021-2050,centile,99,54.479784
era5_land,dry_spell_total_length,rcp26,2051-2080,centile,99,53.513445
era5_land,dry_spell_total_length,rcp45,1991-2020,mean,-1,35.476755
era5_land,dry_spell_total_length,rcp45,2021-2050,mean,-1,36.889637
era5_land,dry_spell_total_length,rcp45,2051-2080,mean,-1,39.553693
era5_land,dry_spell_total_length,rcp45,1991-2020,min,-1,29.374302
era5_land,dry_spell_total_length,rcp45,2021-2050,min,-1,25.987709
era5_land,dry_spell_total_length,rcp45,2051-2080,min,-1,29.890006
era5_land,dry_spell_total_length,rcp45,1991-2020,max,-1,58.546679
era5_land,dry_spell_total_length,rcp45,2021-2050,max,-1,57.754873
era5_land,dry_spell_total_length,rcp45,2051-2080,max,-1,65.661639
era5_land,dry_spell_total_length,rcp45,1991-2020,centile,1,29.474066
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,1,26.406456
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,1,30.099541
era5_land,dry_spell_total_length,rcp45,1991-2020,centile,10,30.544569
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,10,30.220546
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,10,31.763377
era5_land,dry_spell_total_length,rcp45,1991-2020,centile,50,33.611918
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,50,35.320919
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,50,38.106145
era5_land,dry_spell_total_length,rcp45,1991-2020,centile,90,39.406331
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,90,44.185723
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,90,49.878461
era5_land,dry_spell_total_length,rcp45,1991-2020,centile,99,56.711074
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,99,55.750577
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,99,62.547598
era5_land,dry_spell_total_length,rcp85,1991-2020,mean,-1,35.805104
era5_land,dry_spell_total_length,rcp85,2021-2050,mean,-1,38.556921
era5_land,dry_spell_total_length,rcp85,2051-2080,mean,-1,41.348592
era5_land,dry_spell_total_length,rcp85,1991-2020,min,-1,27.594475
era5_land,dry_spell_total_length,rcp85,2021-2050,min,-1,31.30509
era5_land,dry_spell_total_length,rcp85,2051-2080,min,-1,27.424271
era5_land,dry_spell_total_length,rcp85,1991-2020,max,-1,57.630975
era5_land,dry_spell_total_length,rcp85,2021-2050,max,-1,62.199503
era5_land,dry_spell_total_length,rcp85,2051-2080,max,-1,67.828492
era5_land,dry_spell_total_length,rcp85,1991-2020,centile,1,27.930019
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,1,31.386235
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,1,27.64668
era5_land,dry_spell_total_length,rcp85,1991-2020,centile,10,30.988622
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,10,31.779063
