year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp26,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp26,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26
1991,0.0,-288.01780324169295,-290.69101456131057,215.65523303690202,229.68622392519592,251.0138144958646,221.6155512397043,98.05348139334023,115.48058991624129,-8.585936796665123,-310.1521451793186,-540.2776071495255,-528.1601084322824,-486.4802385940916,-364.2254476156561,-331.65848834633255,-310.13443100434415,-143.77305282972895,-176.58578932245598,-296.5451510798904,-299.31712633318375,-338.2429216135637,72.12313383565811,179.09240113389615,86.76823451319217,-133.4963721273249,-108.66073826182537,-351.4031069352402,-364.57890236365563,-558.1947507242783,-599.905785291845,-423.2875412411245,-428.0672341594127,-353.37265457676665,47.091680618226746,85.29570894357335,-433.6858646176411,-455.9960584901246,-475.3318597721126,-199.25265732415153,-188.623231052066,-227.0318094186108,-506.9907978973895,-461.34181104500317,-519.0859471363276,-135.78273218229396,-169.5364003300068,-140.0614387463396,-583.8453619557608,-673.30532891524,78.3152643045176,116.49178556889387,-296.5688564206929,-308.71950532403,-87.84141621384572,-55.80272007086069,-334.7309971677022
1992,0.0,30.39897692927383,47.06030500719561,153.9737974492008,183.4823376999978,231.39350276274408,212.6772111956642,142.37131897739937,169.38572466017956,-59.43720127446443,-415.19473901529943,-149.8369608497494,-204.67941420423927,-189.62103565475877,-97.33175345684782,-96.38941448406206,-85.3766189413198,-97.58187010360177,-148.15108903417524,-81.5241810042379,-259.47188022983903,-310.57185586887334,52.939391781698305,195.84853912651022,207.9840892677579,-139.17392537711532,-124.52619790504582,-270.70982110340503,-265.3282542820881,-506.0328985627553,-536.5919941752157,-359.2008600445131,-376.1226251333661,-349.86686421816034,104.0672748891759,103.84793684798149,-446.342046524818,-524.3797745198494,-509.549963812255,-189.97242591611723,-156.92612868128037,-269.68437888085725,-493.1711102171403,-493.7675827150274,-478.2615406593514,7.379593585039629,-64.1308509684194,-104.91153895303421,-660.4820038613037,-670.4231310759437,61.25195238510133,79.1989274899318,-90.76789277318915,-105.57820133884616,-42.693404642399514,40.770014167636646,-267.5404070694094
1993,0.0,59.72016241477854,94.09611654179406,270.1833169538908,280.3223488992393,257.4781152950137,332.8115777787873,224.91379838068747,146.18529795753716,-44.339258758918845,-385.1606954841777,-184.92244036586817,-191.1576842868381,-164.8285339049055,-285.98962010661523,-272.802210462533,-240.76660038311775,-127.12577638833886,-141.75961841730702,-235.2686117956207,-81.92623666772664,-86.57950096506073,85.41153774524423,135.77170696862453,110.78359947172089,-63.14018262376635,-55.99376419549003,-337.062351777343,-268.3667523986045,-451.9131163510847,-586.3179970295719,-481.1646273367296,-525.8257664505702,-489.7275183659233,42.23668682304162,53.105121760159136,-477.71109811860174,-509.6053045651945,-516.4980898619845,-242.33555760952163,-198.05419563824228,-232.61493745298128,-517.2260585027485,-526.2918159016049,-536.4617967156053,-122.34382294020872,-149.48169795177546,-145.62871811241564,-623.3315860951309,-631.6194817130925,98.6524409215898,173.98777901355857,-145.94696421471087,-128.83708445204138,-4.51951869748541,60.959694924676796,-263.14648817816055
1994,0.0,35.37856964207083,48.21930344757067,411.6434125817372,428.15031948577854,247.971798852162,250.28356804401193,100.60311911902213,142.5721026285829,-10.42344422704042,-226.85976235468837,-349.78307499385653,-356.0939435654632,-318.70737073243515,-294.3864397553921,-318.31173071426156,-336.80437119621877,-144.7783808659873,-176.72343743156443,-193.94749623028326,-117.2005501431014,-105.76930605795957,77.43087966071243,152.2808897863316,122.58212016647121,-118.35513232513506,-81.55514668620583,-397.0058216837179,-355.0995894550542,-670.4838781812033,-713.8257676008676,-152.1965769800886,-186.1257695479535,-148.86227000273504,22.03470406351073,19.392383743818755,-391.6370257512435,-481.61744951949004,-396.83840198322105,-251.0202442688891,-220.771219764369,-243.92169680043185,-442.81807448769297,-469.5201140906832,-474.8770137861486,-77.97461738891002,-87.95215312771859,-93.41079762898903,-534.8229142683388,-458.3254120047784,-107.11756198701215,-117.87491540751887,-256.61925417190275,-218.4473790824743,64.15089938578973,95.6510205395465,-391.94732859917406
1995,0.0,80.76775736467454,141.48555489170593,211.06492099245716,226.6275688467494,234.5856061353483,237.96008989558055,92.70700027246221,130.13742736975803,-33.447677263971855,-330.19325988576975,-114.69790245917693,-119.526938437882,-88.10846232892311,-343.979977267065,-339.7223741675043,-367.1963332039038,-163.90676532543455,-198.26890902878034,-67.16361995592166,-201.9139149786297,-221.02487771420465,67.80401261407741,174.97936956904766,102.25524814304856,-126.44733502313727,-125.10791356152993,-356.27177378305487,-399.72178250833315,-455.12687467266994,-491.82319711410247,-330.4155245025514,-368.2144078343759,-311.4618142279129,120.30151312794919,52.21324232759275,-394.66565179625195,-422.525376674854,-421.4794349099809,-223.055586956159,-224.73159709424772,-268.03774917743124,-495.5609594898782,-500.315257144846,-492.3822693620631,-193.59066135407056,-229.38565439207065,-161.6916972979613,-547.2541563839861,-574.2300908939985,103.14590039987479,157.62927288710773,-369.11279978478706,-337.87400437458314,80.28871183578781,87.4739765285982,-142.96421785998984
1996,0.0,124.23128039378241,130.58571377962528,140.7377025967371,123.27862407981445,103.1000422862278,93.74189187897262,210.52617499512712,235.1296547132158,-17.58014867267616,-347.5544155251247,-146.9864079896023,-187.68607781355286,-129.67388081745906,-250.13300889687537,-299.25109499170003,-210.6251514413243,-224.83632888140482,-234.61922094109752,-91.1206371619553,-280.6270186434147,-291.88547992142276,49.405470074899654,90.8898464420534,59.863944530077276,-75.75837852140688,-102.23383738588501,-330.0568954302431,-324.140643195802,-511.6963989142848,-546.9976706862305,-328.18247946042766,-345.0505344579798,-315.31030108738327,-52.54072481811113,-69.69011176634422,-445.2736661972327,-465.06452967575683,-515.5605048380555,-241.29785294968906,-232.9378487176133,-243.45302577491054,-520.558897758031,-488.90890660371247,-494.34090344221556,-170.70347151221233,-249.50201824377677,-247.66310563081845,-721.3105671918673,-744.9541665875059,91.08079677200533,156.03332824736276,-170.47397284684973,-134.1686692519038,-0.48205323699687597,27.087820344569195,-328.41236799855324
1997,0.0,109.83328596040923,124.36795913989272,428.6484344341724,411.5970749368218,284.22315553258613,286.7393822029626,219.06519652626287,193.07474294000627,15.332975308955497,-359.5330950141439,-102.30687819043408,-209.56889947094226,-110.24845002670952,-168.44492596814632,-174.587975543825,-201.88114943623918,-74.73076066348403,-151.10428605090726,-204.84275266103953,-150.80472426173043,-157.8612427901876,160.72130481908744,257.8522678096423,214.55013173040356,-156.53860349500667,-99.3407915154869,-358.4954542111625,-343.91809993787024,-523.7401305538892,-540.2279210573614,-507.5015625689757,-482.5442316144603,-465.0905751940528,-14.670170140962284,-26.680213289022618,-494.70412475157013,-552.4172739351221,-569.3666935696841,-170.34157721179713,-171.51922699352235,-253.8881333796097,-560.2642600731022,-573.6557623097615,-560.0717769370509,-96.46939230078647,-119.0318923188189,-102.39913414258734,-485.64394266698673,-536.9646929492052,76.8433293973793,148.84772362846348,-135.93970164396046,-126.05801734904503,28.205731112347962,93.21713121806351,-245.72186481412325
1998,0.0,76.59010185409898,109.71644944700608,153.3630965407287,152.62377333271695,181.42040544453036,220.68298126617302,120.9600067461362,88.20171359662706,-46.49015360991484,-185.9106974233252,-122.50090090262887,-136.31163252291265,-119.17785906458079,-162.05938447671463,-162.2624826912484,-169.56262980632584,-82.89117485137956,-153.4942647812536,-214.39501206500802,-98.33766253821602,-117.30423781262778,87.86293645746832,143.5874057383461,79.20836794203888,-96.95601891324606,-66.28543941590743,-339.50904222293127,-347.9169661830994,-171.93681354392993,-233.41269081116957,-259.0942723561428,-297.7975302454347,-230.59653699437592,-32.57605632939158,-30.64316703975834,-505.0807486157612,-549.4136825379579,-532.0982601869341,-296.2635698993774,-281.72157192621114,-299.0110454731448,-377.5224424833591,-399.50216230404146,-344.41728386070395,-159.64272585505222,-173.54870514743686,-184.8270517874746,-533.0978237555837,-533.6634725853805,15.824775624741278,19.099086169034194,-87.15096313693022,-65.18350167768529,-9.153195032058875,-5.478061924791291,-107.21697559086067
1999,0.0,95.75822501786848,109.99662980715726,150.73485978484072,141.60685396530099,240.36045032758287,230.0423311939794,159.29245767765462,121.1980608322836,15.720507929068845,-318.99656662966316,-256.5036362275611,-249.04191163201727,-239.95326607632427,-115.69336949524006,-97.82993742350135,-100.48758789314286,-119.92815663991621,-133.04244531400263,-123.09990492793236,-122.17595148857907,-98.84949535855196,27.186147337467446,322.97276033317655,158.07383386701554,57.009406408222276,123.07096940247197,-307.96058764102463,-335.6921135191362,-519.5660655417462,-559.0836505072891,-368.16637519766186,-382.67643273994446,-353.8399831937464,44.840116006084145,24.10580873461663,-425.3663776368304,-461.14282210406793,-478.79384450837324,-84.03287799664213,-103.02723258765207,-199.36199681820597,-506.14829938556716,-528.8565698413204,-485.73037649425936,-89.18022838480033,-104.46843803978709,-93.60233292103737,-570.2344838121925,-576.1436717885978,-101.47470032012995,-61.17572967778699,-107.98707357526439,-125.3247203992272,-11.844172955928912,9.37145359095598,-122.76497531914617
2000,0.0,73.62605771672708,75.16099285433813,224.0046737353009,230.7403114392999,121.72010468800926,145.5281918503129,228.23148305261486,222.27591049007503,89.50283748666322,-387.7283153970185,-144.70349932271444,-141.86158182403358,-116.29939196636457,-430.1414048923979,-420.4536673099701,-391.4891641422498,-78.59170999123546,-98.07557885076824,-211.5236287249091,-77.72318389614185,-94.12549894612175,40.33649277567139,128.47704691418835,88.97920481702852,-121.61599465229278,-106.98489111732431,-321.911870580907,-337.330296408149,-466.62121692937137,-545.1561597692261,-359.6514237932048,-383.85995132285586,-317.24509488511717,194.16810582197797,217.41984992134826,-488.08528448272335,-539.3040274909738,-556.6273049173409,-214.81640314609297,-159.10124257505595,-216.22462344638348,-483.6339194236393,-467.1274997048189,-483.07730781831924,-115.97348767168666,-167.45208272165996,-162.25236841343695,-707.898476340154,-756.3684892787569,54.38372288549158,96.92419164208684,-195.78014539400726,-179.71528618685682,22.910170599266905,36.54145505682797,-363.92802470279196
