year,ref,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,531.4284865908337,439.2530540864658,279.03168424010704,678.6796565588864,417.004620299682,666.5171596714152,926.7124446527979,409.59953006805614,730.4727910162746,962.9303454627255,880.8465528169505,631.3879807620452,504.6741668203195,1146.9610645496725,413.37181581293476,1009.7964634984214,682.7324570716534,887.6293440547031,1184.5407937270886,590.7978400761787,543.1374710375665,428.7118575505039,279.03168424010704,678.6796565588864,417.004620299682,666.5171596714152,762.1062523071016,662.3219200022289,409.59953006805614,631.3879815550664,504.6741674821643,302.3809242141193,439.2530539329541,926.7124451052808,730.4727905623258,413.3718153108502,1146.9610652115173,682.732456737642,962.9303439188805,1009.7964644248664,880.8465532450019,887.629342855715,543.1374722365546,1184.5407925281004
1992,456.3082099473986,458.8631650524179,211.53576412201883,303.48775135437626,399.77022967032406,697.0978152398993,764.3214872901785,203.615904197629,565.2898704002131,581.9316787416764,793.6951214509269,741.6985723454806,529.9141238374946,749.8625060323701,557.0138133479549,948.3525637741686,848.0984349951178,832.4227255879185,951.960003295446,817.7159216915751,699.7942246139097,449.22330365825945,211.53576412201883,303.48775135437626,399.77022967032406,697.0978152398993,785.7338355811164,743.0918351207816,203.615904197629,741.6985728426928,529.9141240711382,421.0748025271361,458.86316531922904,764.3214875755224,565.2898700834891,557.0138137647073,749.8625062660138,848.0984344188212,581.9316791678082,948.3525622083844,793.6951204744272,832.4227249115361,699.7942252902922,951.9600026190634
1993,523.6528375388008,364.3836348899373,229.5548671182603,386.00134227178586,472.8598515448821,714.9538777269674,592.3317850961167,293.3964414077804,706.404939732365,685.8252863006139,844.358428848529,530.1251018064216,569.5530976238597,1106.7727839900176,427.5029552735845,994.6880947623991,614.5803254169342,825.6207846111574,1048.3414054624043,663.874773390256,529.5335178695341,414.2029896170297,229.5548671182603,386.00134227178586,472.8598515448821,714.9538777269674,793.4084985447234,485.3806805388861,293.3964414077804,530.125101966528,569.5530972807284,366.8754062991754,364.38363590425456,592.331784826905,706.4049395928804,427.50295699363363,1106.7727836468862,614.580326736525,685.8252865606577,994.6880945097521,844.3584287921319,825.6207849878008,529.5335174928911,1048.3414058390474
1994,620.8271510054515,261.34203968353967,131.8320039195934,441.6549106172161,259.2677683455824,563.724363791894,945.7886353471648,369.2487892808634,729.0571355837403,650.2161345375448,875.9031525038283,511.41091611934667,559.0140877604933,1151.4007720482198,445.3148079787342,813.778221324831,661.8521460417271,761.7464424084446,1114.3159325791034,571.624826086696,463.3459078702245,415.15059602621045,131.8320039195934,441.6549106172161,259.2677683455824,563.724363791894,559.5656738217178,416.04848113245674,369.2487892808634,511.4109165175062,559.0140872150525,402.66085480596524,261.3420394278172,945.7886364348686,729.0571357082748,445.3148077491416,1151.4007715027792,661.8521451923302,650.216133903411,813.7782218965232,875.9031538079372,761.7464431449238,463.3459071337454,1114.3159333155825
1995,575.2835066008364,482.9907950497135,235.99531571213205,406.8594145094907,495.12140405950277,647.328121089366,486.57199083813623,197.79053490066238,799.4218554553047,818.6706497279445,608.3430644144142,866.2024689469079,617.1209225881104,909.4218946168422,527.3940486897349,654.304884730767,700.20345828531,932.3525792296215,1144.0675006268266,800.0958054631436,471.72924806321623,409.3651358057438,235.99531571213205,406.8594145094907,495.12140405950277,647.328121089366,743.2929972600647,637.5444774158988,197.79053490066238,866.2024694260388,617.120922087807,523.3495789865286,482.99079343260746,486.5719907541353,799.4218551779664,527.3940483973546,909.4218941165389,700.2034582418124,818.6706497913937,654.3048855960157,608.34306457393,932.3525786389706,471.729248653867,1144.0675000361757
1996,520.9440038392075,256.47037890866613,95.67507520422829,557.6219387768467,565.4126122858112,634.7601607975616,567.4614144968158,278.84217202034677,639.8737015807719,720.8710938864762,616.1963088811845,694.5589299767703,460.9031296394837,848.039874245506,335.0340372583393,898.0568623750403,534.833212921658,910.6089408802358,1128.2631755269545,739.246949970489,612.528889152946,415.68491079282165,95.67507520422829,557.6219387768467,565.4126122858112,634.7601607975616,611.1581917278929,258.13600712323284,278.84217202034677,694.5589293958642,460.903129316019,314.1605779836312,256.4703791300287,567.4614138466457,639.8737016866208,335.03403775362693,848.0398739220412,534.8332139084126,720.8710944082891,898.0568632579591,616.1963087886852,910.6089406314584,612.5288894017235,1128.2631752781772
1997,463.46237717983047,517.7718073340195,253.91720735954902,472.87572335885034,378.47795473964106,645.8293099286635,800.01946173331,391.2765639290461,756.6658118773428,830.1967777603688,904.4251568944521,503.3251512657518,509.1012582785071,891.8848274562818,395.4634415604068,907.9233991404095,714.1415504666782,1002.6107645057982,887.7224349714083,740.3007839393654,346.27556187276474,403.7652094560884,253.91720735954902,472.87572335885034,378.47795473964106,645.8293099286635,601.9155908654516,510.35058833814713,391.2765639290461,503.3251506115887,509.10125871278063,389.9506616137082,517.7718064782958,800.0194620222802,756.6658111797611,395.4634431260563,891.8848278905555,714.1415503052025,830.1967779840934,907.9233981171981,904.4251555388721,1002.6107645331175,346.27556184544557,887.7224349987276
1998,427.3722109516666,441.71495983147184,189.83721326426246,482.11111442512214,140.13218213833198,587.5655984613112,648.5857441322238,182.14517448004264,606.1700709788984,531.0682257835463,780.3657707550019,546.12680991187,419.12407210270555,1194.513607071102,405.6196815687757,863.2547128701531,685.2569456908283,774.125139903058,742.6995840111473,440.56026198603945,462.26317290647404,408.19961357366986,189.83721326426246,482.11111442512214,140.13218213833198,587.5655984613112,540.4459294361891,561.551705797519,182.14517448004264,546.126808759625,419.12407209094255,409.4798434236594,441.7149602669229,648.5857436539782,606.1700713459007,405.61968097550755,1194.5136070593385,685.2569462394398,531.0682252135806,863.254713358823,780.3657717037331,774.1251389078683,462.26317390166355,742.6995830159577
1999,576.1279466322957,653.6959846191243,200.80366152425768,486.7679471551814,399.08053717824987,688.0713063171817,503.10539191872954,209.69255616554764,691.2708642701342,487.19234395015616,671.973753067999,529.2983179238277,636.9438664445598,1068.6479387876054,555.9569878039542,814.4276696702332,829.8753123902334,862.2603276344956,967.6700632638976,534.3287096868781,515.8003503528672,461.1456691058323,200.80366152425768,486.7679471551814,399.08053717824987,688.0713063171817,529.3194135144047,772.0339147498263,209.69255616554764,529.2983181490141,636.9438665848386,567.4368666499078,653.6959843146468,503.1053914038149,691.2708635748826,555.9569892506679,1068.647938927884,829.875312379307,487.19234357872887,814.4276702719943,671.9737526038962,862.2603274208939,515.8003505664691,967.6700630502959
2000,549.9803459259588,304.6526715303342,165.0020666783413,527.7120612929252,461.17754982516345,474.76936725388884,529.439362720661,376.49936433491706,697.2491797772703,936.3394142666067,775.3942527438596,545.330864357526,623.3504553884108,1059.7146499572882,430.8776559537437,834.93305628809,687.9632910654792,821.3712707938629,1299.5468019913524,726.5009969573829,434.3684580912161,490.43524355132195,165.0020666783413,527.7120612929252,461.17754982516345,474.76936725388884,653.1611759443936,292.84361947235607,376.49936433491706,545.330864408376,623.3504555449994,434.3693774033854,304.6526719430986,529.4393618787408,697.2491802145237,430.87765543526876,1059.714650113877,687.9632915101263,936.3394145520265,834.9330554494617,775.3942527391044,821.3712709525704,434.3684579325088,1299.5468021500596
2001,465.33479409943277,321.6419463848873,200.85184611560757,378.7923093802455,263.55614670784837,543.7787452796081,874.7309610588966,381.6535630525805,653.5051020848445,689.7422655102157,1126.3061730611716,756.5883910844138,483.98445047555595,911.2414547638738,478.1327280091993,764.6772912077612,705.3142029438068,984.9215295624191,1091.480338273591,707.4652689485432,511.4375913861914,430.24820920533915,200.85184611560757,378.7923093802455,263.55614670784837,543.7787452796081,636.6553775192685,483.9825424340163,381.6535630525805,756.5883911651694,483.98445151534617,417.1449153386472,321.6419457729486,874.730960846765,653.5051025144265,478.1327278759528,911.241455803664,705.3142027029585,689.7422655003743,764.677290061744,1126.3061724608049,984.9215300981998,511.43759085041063,1091.480338809372
2002,368.77494764943407,459.3786015155437,273.8473311036974,505.0165497924259,329.9529166977939,607.0710122734987,835.9446301389647,356.8454468873659,699.3879022487591,614.8118776475205,972.6886458298412,560.8711527008236,520.7076784361994,1022.2626242118698,457.9555258734711,1087.5799026267673,743.9229910707645,888.7630844274088,877.2225216239348,631.0776627951202,542.4747442546109,437.6416824693989,273.8473311036974,505.0165497924259,329.9529166977939,607.0710122734987,531.2334555233753,473.34610473162763,356.8454468873659,560.8711536279965,520.7076780825803,405.3911876562054,459.37860152262476,835.9446306644803,699.3879013186978,457.9555263705294,1022.2626238582508,743.922992156294,614.8118772958547,1087.5799033806527,972.6886456050645,888.7630849136327,542.4747437683869,877.2225221101586
2003,581.5805778857581,296.54643137946806,115.6137360150275,422.49382913819,285.5836502689874,494.48255641013907,623.8632861360857,279.4628232591161,887.7381243316856,645.0033568261789,718.0109884622572,701.5590091738015,502.9963520870703,1111.266746405804,390.78388898017863,797.0684506063203,581.2865557289991,851.1233516927385,1184.8964233274319,585.9807134539171,514.5544480673825,431.06893832086035,115.6137360150275,422.49382913819,285.5836502689874,494.48255641013907,647.2209140277461,420.7675973291698,279.4628232591161,701.5590083301933,502.9963521175847,374.02027633712856,296.5464315688049,623.8632864819555,887.7381257265159,390.78388765980844,1111.2667464363185,581.2865551674555,645.003356984276,797.0684505834625,718.0109896684758,851.1233515725819,514.554448187539,1184.8964232072751
2004,390.31328630003156,407.91463217169587,159.46268502243066,447.1966652408461,553.4706192395723,554.6156163985983,947.0938164147173,250.89596558462347,749.7491886232949,744.9839345081082,829.8277332575955,657.3647574482073,409.7035788191781,1012.444316598088,382.5795098867845,759.7574297436938,675.3732391002753,957.1259551433053,1029.1232802017291,802.5598836673964,535.0873923724993,353.365065051165,159.46268502243066,447.1966652408461,553.4706192395723,554.6156163985983,368.26402147533776,385.1954060152303,250.89596558462347,657.3647579353799,409.70357997585455,303.5266822796978,407.91463189758707,947.0938174673987,749.7491880208073,382.57950977840414,1012.4443177547645,675.3732385497575,744.9839334093031,759.757429869466,829.8277325972366,957.125954949515,535.0873925662894,1029.1232800079388
2005,440.4385424475792,358.5824997152849,237.1176526614176,342.9502711191768,432.7391498396306,674.0453566898705,602.469142107643,253.55683354498643,676.1944442037276,737.9809349989987,725.4325946596821,878.2896007438146,406.7847473628737,1079.87370956738,421.6546794334766,948.6430719515934,598.042840487088,1015.6004177282326,851.7347401511488,684.6141148754951,508.4811218286222,284.0228888024802,237.1176526614176,342.9502711191768,432.7391498396306,674.0453566898705,784.9027506624467,505.44756200223145,253.55683354498643,878.2896003341962,406.7847468129308,447.58618323418665,358.58250068134225,602.4691410394968,676.1944454199589,421.6546788650612,1079.873709017437,598.0428392290783,737.9809364300896,948.6430715228952,725.4325949947654,1015.6004178444854,508.48112171236926,851.7347402674018
2006,399.4011976816307,460.8298192723129,201.0917937811376,489.91427043170455,389.49434397847347,490.90460543357005,764.7179655618454,199.35155493022245,718.7229082457317,856.8703870424548,796.5105823775505,698.3590684875111,507.8927483362434,813.5124795767316,374.13548047639637,673.1455312757344,705.6047893467234,958.9911109091181,963.2423359991034,644.7243311391026,417.4620131205737,429.43331896787964,223.71708745763158,545.0846072253289,384.67185935463186,700.2598814777978,345.0856930773023,563.5471759741409,438.1906584359436,622.0597516266417,422.25377319011636,254.24100557670656,646.1469909312252,730.2629023231921,846.1426945940295,500.34064888469857,879.9268158883851,844.2480180318576,760.1563366000537,666.066454062126,783.6499938483505,788.9833876543075,525.1851731740065,1329.6313665076025
2007,455.0970297813415,307.36720163469465,159.7891756255017,412.62727135869164,514.2177546321749,504.0081681876657,743.7330382028142,204.61405949237133,582.5180301953086,1182.3607145025744,817.3364884357431,541.089096142795,580.7532748474711,1052.3155189889203,459.67109432165597,971.3202777221651,505.66166397904453,1087.4112217672678,1077.5790311413311,956.3647072005778,549.8111063860572,456.02867816338176,165.82091747822375,612.6067805727881,372.11110220266465,629.9890265581919,635.1742558513373,339.7701183323014,350.486057940735,640.4312140641579,541.6534597365957,347.05578313034357,452.0887055860555,705.200733312803,805.3558244102711,530.8305077102065,1094.4144594013144,757.0369946759541,729.2623468870461,622.0715084389818,917.7751459696273,784.998949756053,572.6397117248982,935.162656117242
2008,554.8719085741043,316.00072818942084,141.40368941675507,530.036395389522,492.5104063249072,502.81452250763283,520.7362778197739,301.93939676495336,700.2708401362906,746.9069309902642,716.8730824949826,656.1213631011072,500.25653367455953,930.3589985166969,439.39664981316247,977.5587014479,483.11315970358606,973.8852892985894,1009.5146509411069,797.7605324428853,528.4236578006748,480.69031911352727,160.47074097622883,434.7052773512493,224.04304467095074,666.8033865535037,527.5839893547203,465.37716497473133,188.68092190825817,577.1545963763693,560.4336851805081,354.8547504848462,398.68061324111426,644.1543226840257,651.66889896825,450.9483116014294,1124.2395700533962,565.1140424300385,467.18364885695723,907.1524033500916,552.6839837364901,768.9874789522086,684.4872784720875,1056.1937165312818
2009,528.4908048219762,319.355670778086,145.13201815903028,494.7110820453084,280.3858542867245,651.660318681773,731.3379936438469,411.98398032092496,705.9205511246386,555.6575474913675,666.4837280675348,515.1168937880998,430.7891173403871,818.6325176937374,451.95367102689363,991.7084505881187,501.02863632250927,680.5378750535994,1135.6197985800688,560.7580388484994,598.2087350404814,269.5584192164179,267.8808920486538,332.6338185415546,476.86594782885203,668.0221668504042,526.562546401589,560.5993901882455,277.0469798008986,653.1166520099624,497.9032306124282,559.0807346593215,528.6586558127123,652.3474060451409,831.2678642648381,429.6114605339748,1112.9714178939953,603.5784844095389,853.2956920914436,1068.203982492639,638.6456410901909,900.7456149770084,772.9328959266849,1148.0689445096423
2010,603.5053547155755,215.9945135203925,117.15770063621,459.9421713323677,335.36153575929154,590.4429940766522,709.2110845120002,245.05051472448204,760.5072713146468,497.15274696984415,664.2046010370533,675.3182871541203,425.9513836836643,986.1260512341734,409.81442574743596,725.2328094964536,410.96191943480284,1109.1129176981074,1052.1833024480816,683.0166024774628,638.8590233897593,328.9906802740378,52.818241551530164,381.46942667446297,384.4242455860847,510.0201632214542,777.4375923038602,192.9932485815192,315.8792698609447,465.4681941341591,485.3679579816397,329.2351453351305,228.68617507474875,677.6726729603542,684.5224316301076,390.0165599672944,848.6413685501187,437.76451816385975,637.4815830385375,1194.3337125803575,782.6905624384123,1150.110422639174,711.0430559930537,1129.2569420855039
