year,ref,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,0.0,-106.71366451517906,-188.6174299246935,79.66536497040522,-51.36016473333632,153.90019179788192,360.4648119253487,-164.8675459516574,204.2981706138106,333.5927597779104,299.84289494882603,137.91147882213772,14.227794037745753,580.4820652542495,-45.00132299254585,362.0792329303282,145.3877706508133,381.79956587595444,618.4907712397167,158.98483364212166,75.51793863651824,-48.23854964746357,-175.81703179860932,68.0510308052011,-48.687736865088254,160.58117896224218,226.37824638507402,66.41592822846826,-134.56784662685124,133.45580822726623,2.2606920465672147,-42.101918107882966,-79.53167665822343,362.2117482001919,224.09604478599988,-52.02273674224557,601.2611571819634,165.08742956509172,338.2518315344803,358.07390811569473,277.2121470274925,381.10091350553705,64.87731336062694,641.5011126372266
1992,0.0,-143.61646019016302,-195.76413595350326,14.884316822594997,-83.92809970291057,117.20294805946833,219.7330048704439,-111.19111015028079,152.2649821622707,145.3810876155053,277.12340485091954,246.44754649779833,37.3888614648875,424.8995763715862,-107.40904463080108,356.90657765414767,129.00823822277835,364.9829433367451,516.5699810504157,207.9486004016129,30.9192498209203,-49.9537525454478,-177.49092573299166,11.459311670982004,-85.37581807812677,136.9326111132816,166.58253546246726,59.30984108862458,-100.79892518547524,248.36202576155745,24.275334253991787,-7.404677915150273,-103.86750992940739,217.10264964316013,155.23812477539587,-101.76623081293621,431.5864914588432,157.7633923524047,150.1512514019273,353.99114487168583,265.71878017689517,358.6239869807044,39.26584404845494,521.055598660085
1993,0.0,-102.90606527376019,-177.56146195304524,8.685041340394605,-59.35991440657983,127.92109039471188,154.78814572457162,-153.9079249998017,211.84333221013156,213.45740276406156,349.9224017041268,53.36913441437099,-20.471985729068592,500.9163765930206,-46.42945387825978,363.42884213728587,99.94224040881306,358.55885292398125,562.3516920111839,186.02814959583986,56.23895769412792,-43.65113455335927,-176.3281510624313,0.22673602865768316,-63.96701833926261,135.63177419202532,182.61698689503237,-5.863682062281725,-137.06144462414,54.84703858421949,-39.467829002815165,-42.65871930160205,-77.94641868905228,158.0725406168745,225.23625281848,-40.6789678483633,516.2783956962589,112.78883541880663,214.98625035401,364.5855096759291,341.6298635681302,356.2213819222353,83.46601283937997,581.0088462282714
1994,0.0,-108.82023857081634,-134.7049015602449,53.18577935778171,-71.83046606278401,113.84309312271023,332.52509135882246,-220.74085073021234,218.39338605177187,200.84491262248463,189.01560833864357,60.38465969609791,-34.11612901451872,602.3970619157705,-49.09562115082241,321.07798685042167,136.98120441980723,335.49814843894757,538.6927497441884,146.40808634343256,36.6004674319629,-56.19381375876543,-125.5215645742309,37.9722168153134,-68.74756220779722,123.28771284405099,136.86059347124507,-13.86441730989992,-189.64057134990088,55.59434325097925,-46.41296978391699,-12.831531492862723,-94.01383426758218,335.73789579986567,234.4974330344274,-44.927884659613255,615.4928854462219,153.913491393161,206.3845090412653,324.99211423367996,185.70147031548515,335.6682815056051,46.86536118705516,546.9668203396507
1995,0.0,-111.77988079878412,-185.47328398124748,36.896478639623126,-40.24465105477418,138.67630708236715,109.77443928433587,-113.49077854673126,207.1357111620863,291.63403055736103,226.46316656043717,265.6670134511468,15.332602082392214,405.51515119550487,-119.99650670539927,298.56047006146497,112.04543174871344,422.22232660611354,544.0594620309874,192.03937498322296,96.09652137971182,-59.88445756809335,-174.57202503179585,20.0622537651505,-50.723473972115244,155.30834968155312,237.21428880362288,44.75605299907443,-100.33956777632247,254.95163670021714,-0.5852731127610014,-22.592900284957636,-85.75718963746635,112.85141863860099,222.4716448715784,-105.56943038837608,429.3589989831413,135.03412327584044,286.7285109679094,301.8414806067729,221.57044944670167,420.7079503055493,104.39469473449668,556.0006724044725
1996,0.0,-90.032762514752,-96.44921894323043,18.457468200945527,-64.72563033332892,146.6560674481853,141.5687740449274,-132.357645770303,182.56907571351337,224.4158369548868,209.95626675180858,193.22306332651902,58.39372117856834,446.2303714191693,-1.2379759832733157,353.0999321372435,118.34593212572241,386.82673029834507,621.1647428853636,194.3849907085355,82.52080796520966,-58.288977061152536,-92.2337881153719,-1.8780409506043725,-67.65733117737557,159.8485991196943,130.54634470484638,-22.85958607278269,-111.56277459521527,184.26808681199748,45.513513327441956,-39.11758090853675,-74.5647830879517,148.34350984330342,190.0614659939692,6.346223446868919,458.0321011926166,128.26704681374122,214.9553956212598,355.92834040592334,199.56068953392082,385.74758620018247,102.98576503840741,637.1306690848107
1997,0.0,-130.7655256587385,-153.849043743467,22.447305947135874,-72.58476374291683,140.2829418300144,221.31690818507855,-188.4248481072351,196.52311351832395,272.9946436733086,374.1853013213963,50.97981530279395,20.072844412300128,454.57442568489495,-29.983103930285495,377.2205694854937,112.19024619864433,418.9589096101789,451.87569095822295,201.71808629143925,27.646931849094358,-66.38282135452033,-157.24202754092352,16.315780443374706,-75.69313309440872,147.8956758952324,129.20294170667194,5.381709696369569,-169.15660376886206,46.28404938101812,6.201245516107122,-15.808701775910606,-111.5581779295643,221.28148754913263,213.96359382698745,-19.67405864781199,468.180141600759,125.25812689794338,274.5718946815091,374.92082739918044,357.2936164056863,423.82964880389295,40.981557718699094,460.53655774910123
1998,0.0,-109.00315796709498,-129.64911287163807,19.420980495627987,-56.4431706851575,87.8253861231068,159.94220765365827,-128.20729101497326,172.0086241381706,188.03209871099386,225.95784177177597,46.08190014079162,7.915349922925941,414.86607641848525,-22.973093899658295,406.20920873754767,205.82710739950437,303.43777402253096,407.74026138191937,111.45982391938952,82.14418144005407,-51.648710833352595,-118.35931151573652,6.985273291742487,-53.919419712686846,97.01380159222049,113.67593227290621,35.1025162692722,-116.06994962939152,50.93229597590391,-2.448706893584756,-16.118361511380726,-84.53858119767,172.77226034873934,183.5189979799527,-14.837107205120958,444.49926766243277,222.60942139558114,186.21982087951034,402.1931469325145,212.77472131146044,307.6557702522405,90.67361400156665,414.2346967135287
1999,0.0,-130.53455548107036,-178.42807223414508,0.9126953096085231,-12.1002880092135,139.56679189381134,165.54868532553058,-123.69299660741464,199.04546308442826,103.57400001091293,228.06899652599213,38.03266994177079,-63.73722086048281,533.4600301263148,-103.21438509846053,362.5033306739514,103.47630624885767,386.2858694492949,506.3682787843666,161.07139037609898,-2.0534028848877597,-60.8849230179477,-170.2304683439491,-2.6403669633061213,3.225867758994241,149.21845816152802,110.51807767115537,90.9952083829562,-105.70984083506184,30.73534367351141,-63.631440687579925,6.263509293556808,-92.61030155262131,169.1851467522696,208.5527796885986,-86.62680334436789,555.029452503758,125.723480159622,108.93538021436149,362.97927048910077,224.33554544219032,386.1980864919804,19.17481040782468,516.6249038982726
2000,0.0,-56.529390945551995,-98.38668859463411,107.14682261534062,-68.54926803411485,56.35578696963711,129.75517726989892,-181.80852898337815,185.4141246839045,342.81470437366465,286.7409031059043,35.607233317956286,-15.393613628375647,526.4491767653902,-90.56701421053498,350.14398005809863,152.2902806361401,359.0230421674829,669.330515090805,206.66067611668961,71.57845507660909,-90.30205530817852,-89.12595753720356,103.18686166848249,-70.36009625754815,67.23952905624583,214.10897773851735,1.303008498047916,-158.28838960081902,39.87889267581784,-12.789617905195087,-14.683871486752707,-42.14908647603136,137.13660994326244,196.04553084791445,-82.89409291295937,548.7571907469467,176.33870507392004,345.2415506675645,350.9967481080251,273.41907924599514,359.16547035258833,86.14285524697823,688.6486758283539
2001,0.0,-105.08719783873698,-150.6557347592785,31.73190764429421,-73.54785842718991,80.21920255916916,271.3726388886839,-105.90987622782126,184.21419359747244,228.42452847670876,501.494823522586,167.59033433364493,2.214453304387632,375.0923127299402,-47.414244557412246,284.60999578267933,139.7776738623386,444.99169778922,586.7006961560675,182.43108560913015,59.72838928418122,-56.382289408812994,-140.00993260771688,25.126478766293474,-70.45796061186564,91.13532976430048,161.15727146393255,27.436076306843063,-86.38040270286922,160.12225889190347,-10.441307362635769,-2.574606427688707,-84.47140636510125,288.3624270597048,197.60385280270634,-35.415207828917346,394.92986258485064,158.60767669043992,227.52673519010153,280.57618785197354,493.2997471467122,434.5393172127049,68.62277579147428,600.6480280065191
2002,0.0,-138.4079577410833,-199.91473386784565,28.305524267912745,-84.29282334501869,111.21073081767747,286.35356747695425,-140.98572442992514,162.5403595819721,210.99319814746525,371.7939607410525,146.79638723994339,-46.283925937580534,466.02600907626856,-85.26049853866385,473.0433858299841,104.67441695423497,384.58737808220417,457.46830421437716,159.98297223141628,40.5355965360489,-78.46512783273147,-192.87751378427004,15.263655418025166,-79.68748064357789,122.60424936852218,146.69618257026013,15.617348247718553,-116.41540215898681,141.45426979975758,-54.24176768807297,-11.415869800472024,-113.51612626279768,292.7816763571535,174.81325620124437,-83.4120435643851,493.05361575651773,118.52324226555572,208.04514786004046,480.5175860077752,361.11133735776366,380.78115491792306,59.76898817115665,471.03645340932087
2003,0.0,-90.88078005545691,-79.04439165430618,0.36634882955161174,-42.621719051259106,75.83515596308473,173.9973583835647,-143.2066030641347,240.26308564000203,190.9707487467594,259.37883924562624,205.0198873573268,10.013921311551144,560.2462246249511,-22.1921558798918,342.5135776979812,51.375756124255076,334.76335384886784,557.3290568489359,167.65513531813042,50.24183309931783,-53.92103664440799,-76.15863785335206,-10.218513137173204,-41.71280127105956,83.16776047343166,154.3274273987862,35.85513246181233,-118.08665702514799,203.31046319168615,-6.595023504699441,-23.085183762251575,-76.23433081158896,178.9666125721825,264.39512804876915,-5.98321899111869,575.9338484131005,86.7224515822312,191.4897669068602,347.84608481965864,252.71324660595627,331.38384711327967,71.43595220930473,569.1560056768816
2004,0.0,-99.61881172105609,-174.18464563125553,0.2781271638242515,-30.879797897902563,109.7972266549956,288.8508305190777,-164.69466870566941,199.65811332713088,253.5590113121512,326.2768807805836,148.87245535468168,36.58548391146496,449.7467234039525,-41.01262444029396,317.38074202298105,104.60591308449796,407.4436802645811,553.5121033434291,170.10430630126177,20.567731165730947,-42.448347849654965,-160.20046591872386,-8.274278338423528,-19.060745970890594,122.49356905666076,45.18913417109502,13.302928921944897,-144.696406935506,145.2374001875654,25.99665214059155,-35.46351814753359,-72.96109393521357,300.24142345040934,213.99337990516744,-37.888866578601665,459.8242658566785,119.92343072397614,262.45928899589273,313.2591618265535,314.3936944060234,405.5827689606955,49.00726206521978,564.6489181261735
2005,0.0,-126.20414478491074,-186.4523680381987,5.43715362004599,-92.2412424712195,119.76061150553471,165.71826641678615,-114.04033864452822,178.64545482846535,275.7741428437079,217.13021502083382,218.80905899595223,43.10175017678597,420.6381698298002,-57.12814110524903,366.1503523667071,77.93163849297173,435.49961842766197,431.91270177611915,191.82311450245845,-46.94044598788247,-32.422924630262514,-174.63284231650687,2.04958411797503,-87.16646972677745,127.51845675826405,205.78631816573602,9.584209064744641,-103.88138665426374,213.2297298835948,33.48347445679286,9.035638781660793,-99.92528269663705,164.96796811926947,191.9913360419156,-53.289066271331706,439.80591781555586,90.00458943847184,280.18860776760874,379.74416985492644,207.58506663067374,440.0413017140039,-16.833136677227344,445.046445016314
2006,0.0,-90.04442412765934,-180.78472342493825,85.94578949485094,7.767328558977965,88.52807559935343,220.8202392465539,-105.76877432004397,186.0207592043555,357.8293474944535,260.41529250391386,68.6055483482254,-10.439160475805295,383.08154616410786,-14.93602625742119,251.75350437730282,46.70812966594974,309.3879175745982,481.8151229155981,154.55596605802702,14.134884750408105,-57.5243541237723,-165.20104753768697,24.82646479433322,-18.77689061743581,191.5042891967219,56.355862833359254,51.99106829143301,-145.50567165776891,6.930811773879327,24.418310852109073,-70.77738436327681,-107.39331928346292,212.62979703304427,260.36813388272515,-53.277819631457646,434.80599483617783,162.32606729962777,273.00646112111536,249.98141056816837,257.8494368592143,362.28778467261765,31.67337188932646,620.127242573301
2007,0.0,-96.50012652172336,-106.30621892602076,37.64064485817306,-77.29587526520697,112.85261729711334,179.0604768436882,-97.23799528177966,198.25728686058477,486.80946827626997,271.24389748402007,88.6422730584448,23.28656523115194,473.9151309088179,-67.28985295616445,330.9001362068551,76.5180583837161,436.4618809651629,565.4632690816183,218.69782115245232,36.62807754242249,-40.119802896756084,-103.12041971237454,58.298134274901486,-89.32264269298054,179.70509478338187,195.03572160044212,-17.29325165314407,-205.79712424341255,97.31499219933687,-21.43686963289042,-25.847125076904206,-73.39991333280676,223.73932179754945,255.49246554401952,-54.03386746569072,609.1594716754971,169.97806095662338,236.3006914383372,205.8533074555649,331.63123771095377,337.2939652644654,42.42062297822065,476.7096068862694
2008,0.0,-61.92318120531064,-73.24315478173634,57.06529711939464,-51.103403590011226,103.58473319390367,121.81449655846308,-122.58287835458464,188.58486581435955,232.27889978849123,265.8381428208094,179.28132988818538,31.924445663296012,462.43480316596936,-32.96888653827017,300.00591100493364,110.28402802005627,375.58819000719484,518.7496017154638,216.58153683707724,48.66786952449513,-69.01736692424606,-125.85824289756513,-27.152614215058975,-76.89602892770768,157.36012407660377,100.94588591408547,41.434805299429854,-73.13329861855911,183.43864838522973,-45.24545523843494,-41.620741945382065,-72.81090726598757,173.7394795656552,187.67732932023705,-41.440605213995525,568.8446557886438,104.81458862454014,128.0899855079541,361.3610332453012,186.83807588615093,306.85225629423655,14.399756503785738,556.6225469130504
2009,0.0,-124.9484363648877,-83.27303442099347,47.767723657449494,-48.735667364383744,168.0026616038408,180.8775848075901,-196.39526566308564,155.91654133414386,171.08875668008807,191.35218736835407,48.259742351392674,12.953032668487765,427.9218134115687,-22.780512062867842,378.84282996714876,72.19971841629769,296.9878583146847,588.8594003954353,150.17802354599274,29.044191294883944,-52.54792691128864,-155.58296567636057,-8.316140751747355,-49.42579394980049,153.58238944760126,121.9328700232079,17.819923571538425,-131.47319507477766,125.4249759266836,22.657372904536373,70.79286638252273,-86.3839222131495,163.0391531636459,211.45614176667812,-22.535244501234786,502.32697686920005,96.26017565685572,279.0157689965357,482.7576136496608,218.0934530345271,384.9760455324572,-11.479491001371002,502.86004892764026
2010,0.0,-46.62895256510882,-77.90920232880012,-23.97831700929089,-43.43476760270488,144.91169274161535,209.6574037744778,-77.09568600653708,205.88510229216854,134.95497131651882,226.9854642362568,144.6815904712622,21.079738011076756,489.67588787343,-72.01791482464648,271.8978893560718,71.28154863580329,436.8470971839479,512.1778217639978,173.8515371604492,30.69397158353877,-54.55857735948564,-66.26289224132671,32.9412089763278,-29.374151188012604,85.8445440523945,250.75782062784629,-6.406887832668502,-146.30154151740987,17.874226913107748,-31.519903813291023,-24.40962495712091,-49.78033965567607,204.96816955243207,186.66845786822932,-40.66974557695579,399.21974884586353,111.29135039429889,202.53879622398483,482.90632141002504,242.03949903492628,518.6788744242881,58.84366435317088,548.9944729355803
