stn,var,rcp,hor,stat,centile,val
era5_land,uas,ref,1991-2020,none,-1,1.835381
era5_land,uas,rcp26,1991-2020,mean,-1,1.798144
era5_land,uas,rcp26,2021-2050,mean,-1,1.857872
era5_land,uas,rcp26,2051-2080,mean,-1,1.973183
era5_land,uas,rcp26,1991-2020,min,-1,1.713228
era5_land,uas,rcp26,2021-2050,min,-1,1.586623
era5_land,uas,rcp26,2051-2080,min,-1,1.495966
era5_land,uas,rcp26,1991-2020,max,-1,1.871499
era5_land,uas,rcp26,2021-2050,max,-1,2.21111
era5_land,uas,rcp26,2051-2080,max,-1,2.452075
era5_land,uas,rcp26,1991-2020,centile,1,1.716195
era5_land,uas,rcp26,2021-2050,centile,1,1.586693
era5_land,uas,rcp26,2051-2080,centile,1,1.514869
era5_land,uas,rcp26,1991-2020,centile,10,1.738902
era5_land,uas,rcp26,2021-2050,centile,10,1.603614
era5_land,uas,rcp26,2051-2080,centile,10,1.663204
era5_land,uas,rcp26,1991-2020,centile,50,1.809478
era5_land,uas,rcp26,2021-2050,centile,50,1.870147
era5_land,uas,rcp26,2051-2080,centile,50,2.004388
era5_land,uas,rcp26,1991-2020,centile,90,1.844643
era5_land,uas,rcp26,2021-2050,centile,90,1.975057
era5_land,uas,rcp26,2051-2080,centile,90,2.265965
era5_land,uas,rcp26,1991-2020,centile,99,1.868401
era5_land,uas,rcp26,2021-2050,centile,99,2.18281
era5_land,uas,rcp26,2051-2080,centile,99,2.432976
era5_land,uas,rcp45,1991-2020,mean,-1,1.8509
era5_land,uas,rcp45,2021-2050,mean,-1,2.081589
era5_land,uas,rcp45,2051-2080,mean,-1,2.254819
era5_land,uas,rcp45,1991-2020,min,-1,1.783836
era5_land,uas,rcp45,2021-2050,min,-1,1.760055
era5_land,uas,rcp45,2051-2080,min,-1,1.896694
era5_land,uas,rcp45,1991-2020,max,-1,1.942581
era5_land,uas,rcp45,2021-2050,max,-1,2.31243
era5_land,uas,rcp45,2051-2080,max,-1,2.765807
era5_land,uas,rcp45,1991-2020,centile,1,1.785475
era5_land,uas,rcp45,2021-2050,centile,1,1.766285
era5_land,uas,rcp45,2051-2080,centile,1,1.904003
era5_land,uas,rcp45,1991-2020,centile,10,1.81556
era5_land,uas,rcp45,2021-2050,centile,10,1.917046
era5_land,uas,rcp45,2051-2080,centile,10,1.959285
era5_land,uas,rcp45,1991-2020,centile,50,1.844437
era5_land,uas,rcp45,2021-2050,centile,50,2.061733
era5_land,uas,rcp45,2051-2080,centile,50,2.287176
era5_land,uas,rcp45,1991-2020,centile,90,1.925149
era5_land,uas,rcp45,2021-2050,centile,90,2.271832
era5_land,uas,rcp45,2051-2080,centile,90,2.466057
era5_land,uas,rcp45,1991-2020,centile,99,1.941549
era5_land,uas,rcp45,2021-2050,centile,99,2.309718
era5_land,uas,rcp45,2051-2080,centile,99,2.75742
era5_land,uas,rcp85,1991-2020,mean,-1,1.867757
era5_land,uas,rcp85,2021-2050,mean,-1,2.144568
era5_land,uas,rcp85,2051-2080,mean,-1,2.586853
era5_land,uas,rcp85,1991-2020,min,-1,1.782617
era5_land,uas,rcp85,2021-2050,min,-1,1.913175
era5_land,uas,rcp85,2051-2080,min,-1,2.011307
era5_land,uas,rcp85,1991-2020,max,-1,2.014486
era5_land,uas,rcp85,2021-2050,max,-1,2.486688
era5_land,uas,rcp85,2051-2080,max,-1,3.368805
era5_land,uas,rcp85,1991-2020,centile,1,1.789694
era5_land,uas,rcp85,2021-2050,centile,1,1.921178
era5_land,uas,rcp85,2051-2080,centile,1,2.013631
era5_land,uas,rcp85,1991-2020,centile,10,1.819095
