year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,112.0,122.0,122.25,99.75,100.25,118.0,117.5,79.0,115.75,92.75,93.0,121.25,121.25,143.25,140.5,119.75,116.5,105.25,105.0,121.5,118.5
1982,129.25,109.0,114.5,123.0,123.0,101.75,100.75,158.75,150.75,111.0,111.25,118.25,114.5,100.0,99.5,128.0,128.0,86.0,86.5,96.5,91.75
1983,114.5,105.0,113.25,153.0,152.25,130.5,130.25,84.5,87.25,145.75,143.75,121.0,121.0,151.0,151.0,111.0,107.0,117.75,122.25,89.0,88.75
1984,147.75,120.0,120.0,73.25,52.0,117.5,117.5,159.75,162.5,73.0,63.0,84.75,87.0,95.25,95.25,105.25,107.0,91.75,91.5,52.0,52.0
1985,114.0,112.0,112.0,89.0,94.5,84.0,83.75,101.5,103.25,107.0,100.5,88.5,89.0,137.5,156.5,131.5,127.0,134.0,133.75,127.25,126.5
1986,106.0,114.75,122.75,122.5,119.0,123.5,122.75,93.75,98.5,106.5,106.5,119.25,121.0,111.0,111.75,127.5,127.5,101.75,123.0,123.5,135.25
1987,149.0,135.75,143.25,98.0,98.0,65.75,65.75,82.75,82.75,157.5,141.0,120.0,123.75,150.0,150.0,87.25,95.75,128.0,127.25,72.75,70.0
1988,100.0,98.5,90.0,95.75,90.25,130.0,143.5,120.75,121.0,110.25,109.75,82.5,84.25,146.5,147.0,116.5,115.75,75.5,75.75,123.75,94.5
1989,135.0,130.75,131.5,141.0,136.25,80.0,82.75,83.75,84.25,118.5,118.5,142.75,144.75,96.25,96.0,111.0,111.0,127.25,126.75,103.0,103.0
1990,121.0,113.25,115.75,104.5,89.5,145.75,140.5,123.0,112.5,109.75,109.75,126.0,126.75,75.25,74.75,99.5,101.5,112.75,111.75,107.75,101.25
