sim_code,sdev,crmsd,ccoef
Référence,3.2,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,5.6,6.95,-0.18
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,4.7,6.24,-0.22
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,6.1,6.71,0.06
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,7.7,7.73,0.19
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,5.3,6.52,-0.12
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,9.5,10.59,-0.19
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,7.5,7.79,0.12
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,9.6,10.52,-0.15
CRCM5_AFR-44_CCCma-CanESM2_rcp45,3.4,3.65,0.39
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,3.8,5.32,-0.14
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,6.5,6.01,0.39
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,9.0,9.58,-0.01
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,10.0,8.68,0.55
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,7.0,7.51,0.07
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,5.5,4.92,0.46
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,10.7,10.85,0.11
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,5.1,5.68,0.11
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,4.5,3.9,0.53
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,5.8,7.16,-0.2
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,7.0,7.82,-0.04
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,7.5,6.77,0.44
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,4.3,4.6,0.29
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,2.6,4.38,-0.13
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,6.7,7.72,-0.09
RCA4_AFR-44_CCCma-CanESM2_rcp45,5.3,4.04,0.65
RCA4_AFR-44_CCCma-CanESM2_rcp85,5.1,6.35,-0.12
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,5.0,3.46,0.72
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,2.5,3.98,0.04
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,4.4,5.76,-0.11
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,3.9,5.21,-0.06
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,3.1,4.92,-0.21
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,2.7,4.22,-0.02
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,3.6,4.92,-0.04
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,2.2,4.09,-0.11
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,4.3,5.61,-0.11
RCA4_AFR-44_MIROC-MIROC5_rcp26,8.3,8.82,0.02
RCA4_AFR-44_MIROC-MIROC5_rcp45,6.5,7.37,-0.05
RCA4_AFR-44_MIROC-MIROC5_rcp85,13.4,14.05,-0.09
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,2.7,2.81,0.56
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,3.7,5.16,-0.1
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,5.7,6.98,-0.18
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,4.4,4.11,0.45
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,7.5,7.47,0.21
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,4.4,5.43,0.0
RCA4_AFR-44_NCC-NorESM1-M_rcp26,2.1,2.81,0.5
RCA4_AFR-44_NCC-NorESM1-M_rcp45,3.4,4.51,0.08
RCA4_AFR-44_NCC-NorESM1-M_rcp85,4.3,5.65,-0.11
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,8.9,8.93,0.18
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,6.8,7.23,0.09
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,7.4,7.25,0.27
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,11.5,11.36,0.18
REMO2009_AFR-44_MIROC-MIROC5_rcp26,10.0,10.46,0.02
REMO2009_AFR-44_MIROC-MIROC5_rcp85,13.7,13.65,0.14
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,6.1,7.01,-0.04
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,11.4,12.55,-0.22
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,8.1,8.67,0.03
