year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,-19.453726014585754,-39.01354996766071,-129.80295193490588,-54.87796647195347,53.06562802343666,-91.11848743614335,10.42480494272229,-158.42964776819912,33.67282748304268,-51.92135812338762,-71.80768773657172,-9.8954896955658,-55.78245791022681,-127.42092310813706,-54.96782134046089,81.26789236896087,56.620440067871016,-133.6487345862758,62.65861186116257,-53.18038315325015,70.345832312043,-6.791891415516261,-67.80111926505924,-141.0968360262927,-63.125495006082815,41.6136146089346,-28.23216118077852,-74.77121921429301,102.027605204523,-85.45983768012701,-14.410623510114933,-167.3392052970052,29.614506860616583,-31.931532410807563,-82.33256072788299,-29.856160911383995,-44.948661138712055,-126.3483172657226,-52.91192086407551,63.87099051292381,51.85754252627584,-144.91693881125235,33.57214190492306
1982,0.0,-92.86771209096798,40.2666002544276,-254.35557246559645,19.399347722226025,9.952521275071206,19.22420407505905,-93.69969310292204,131.1301565503607,42.37793725512319,-210.6903266615484,42.66013869889122,-35.02485716143303,200.63568660485103,-9.08070687669482,-94.28331671482886,-103.50393226891896,34.32816393296997,-157.65902748433888,87.33236093758438,-286.41339821423355,54.72546528347726,-92.10349606001006,17.10031120281468,-264.4091054008852,23.890242889274248,2.313792838911354,-136.7978992143345,-113.13342498167144,-109.482982852406,35.49153109705247,-112.08004367240392,121.8655544181358,38.58028611401238,-197.633860735406,18.082353447727883,-52.15651938717673,203.7736478377361,-19.66285586491693,-99.8691127597764,-114.51796012279766,37.8849986598994,-168.42408861111704,55.42458249127486
1983,0.0,41.71553070282113,-197.9722656771238,-202.1685849659661,-184.4045834200124,-160.79573572152475,52.57551046243845,-20.251190597764094,-40.456530238939536,-157.49063182931138,-23.748290581919942,112.52737259651924,165.90548630529753,59.29467394077375,99.55609710300809,-93.06427542199792,-13.904943304535491,-121.26029763169085,-14.502372481292582,98.15351795903172,-47.66730162362131,-71.67006837697414,48.846371862975786,-203.38904921661168,-203.65173409007943,-188.7388079970557,-173.4411113288901,-239.8782497859382,-42.5021601985128,-67.17663558164884,59.48372331143668,-45.157957362839966,-46.52219306014325,-159.4562668257813,-5.695985796691389,93.82462277932352,144.43226031796058,70.74500283881599,80.24831958002716,-89.86706469766119,-27.95204748293179,-113.35850239719406,-37.49487087794432,80.47623548502264
1984,0.0,-12.25621051201648,-112.74386981368605,-297.4777999553492,197.48878600043437,11.51423979393462,-75.81056976091259,-191.2241799594189,-51.83124231330652,-2.6735918628584727,-22.53385250185255,-100.69794711625684,-56.454713275840334,-17.06434414410478,-181.78152028550613,76.87349893804759,-210.96370395215183,-44.1927049106805,-30.393401460391036,-256.0501814069605,-124.97001043657008,-42.769884673561535,-0.0777836293106588,-123.9530852575129,-301.2170462299707,193.93820488296427,-0.4024554089985486,-162.42727688488674,62.38411622780024,-169.07072653635777,-67.11470064550917,-209.05424110169776,-61.04247899662579,-3.1089273830705797,-12.910703580540428,-110.21826467428826,-69.97803261768172,-8.89493928747919,-184.5969780195033,70.72264650608173,-224.17361382733588,-41.979457062937854,-57.17425065985833,-258.396143984443
1985,0.0,-55.21394176598761,-33.16632601120796,-202.556432199815,3.3466156978498702,73.45470646373548,-43.72935951203209,-94.15936157847516,57.45650080495244,-29.090221951511296,-97.08503704413636,-137.34806557131657,-94.05027250179955,-81.63579335226405,33.90211949890164,-178.37376420968457,92.85153286402708,53.53049499238267,-54.757375651442885,-97.98000577429764,-148.4531355950528,-75.7776856675053,-23.77976407011045,-55.84416086374705,-208.66317328235075,1.6116528016746088,62.11056918890546,-36.9597285364743,-39.91726294769069,-54.809657266578654,-34.46810504840818,-101.2791986901367,39.23281420173584,-29.987200281507285,-84.34324810801422,-146.267162646801,-106.93911795041696,-75.56910087459613,32.23290929021181,-178.20912915440647,73.82229079986013,64.54160600255369,-73.20220228440655,-102.4349437184614
1986,0.0,225.5480440185692,-77.0009766587794,-284.57763020858204,10.640560560728945,-142.3088594451797,140.9673424348477,-210.6469121601688,-88.17922365338688,81.58772172503797,-85.32995901072007,233.26219776288764,37.203973018212025,-169.19327215750775,-55.28645304063389,84.58144897652795,-198.08007885485853,6.330162018238525,-49.27939672130799,71.72077250937588,-116.242123793872,195.8222734093516,238.29599829137368,-92.79795033245978,-288.6917364059427,4.756265809437991,-148.41131175839985,-92.62134710779004,46.21886742244197,-112.48137063795131,145.16942519042692,-220.64557885327025,-100.27676583641352,76.53796583625927,-63.70038960703255,204.7363012790667,22.09922260235834,-153.04707832936026,-59.99912835683159,75.65894703682415,-212.329844092082,11.636195102612987,-67.57581495834313,43.95739258781242
1987,0.0,-24.827743270180235,-229.6591052213821,-90.55816630263456,-61.7130795319033,74.2388395001812,-56.63303338108318,61.39065482351208,-173.27746309814535,165.04391229780907,167.0445156623652,7.155854195456811,-34.70179091772661,-222.9893006899577,-18.946143006292917,-46.82788994604795,193.08302795504116,-13.768964146513952,101.04177770620636,-38.03486892221383,227.809633428493,1.763186165772936,-14.975191342330618,-246.7997998518511,-98.97023167769584,-70.94282053117286,60.06398907015552,53.24681453638135,6.558370576437596,106.46208610833509,-52.87257580593308,38.86831560999445,-176.74336969581907,175.3455983139417,178.37290766638563,-8.462665487614458,-49.06614024265957,-216.36181649045704,-33.41285472334209,-53.86250788271326,163.03503598918854,-4.814106649401936,78.38798693960933,-54.04285830986095
1988,0.0,-191.76176513349657,-120.24237203012916,-103.85966703486292,16.662384743996483,-11.295989534355328,48.81479264765659,159.32085759322996,-7.1198837768324665,19.0171617801858,7.649181493153947,-84.33866201613154,103.2203502422986,-26.48905082977575,-26.85005880017843,-71.71524775891834,43.70272262611985,59.04114923934566,-152.11026991501728,-12.941467690683112,-81.74545375864045,28.714634518371497,-181.32036151275716,-141.7409764154794,-97.67224468718746,6.745360314938068,-24.42785244984816,70.15418282163745,-130.09065637959634,96.29351889115372,65.47371156804599,140.63659461116646,-6.333330386795865,18.784217879354003,28.77963831765697,-101.7038356107036,81.7454855329375,-19.17622698183908,-34.455876292381674,-65.65848381657611,25.72518789001225,64.0470318054933,-162.7152553764999,-23.50813622908578
1989,0.0,-25.37062230170858,-261.3031516552492,-46.46176838466414,-238.38320432406283,116.988337363879,-5.262877613488172,82.68991421784739,-40.32197872337247,-140.29979577890924,-40.11836236896164,-56.982080240468974,-147.97893430965928,-98.13036753918772,69.10387546698013,-36.264402333849375,-43.54931323019855,-33.75203862349656,136.81233226421392,-121.70030213765438,29.849578106352453,-31.165108225092357,-7.00101777502482,-277.0585424373169,-63.0930934770546,-233.83835848922905,99.75809005484626,-23.967138821364244,64.07572370962811,-33.58304152266618,2.406503274721046,44.21842593314847,-48.93988247890201,-137.87847341090713,-21.756637176820107,-73.44067014999831,-154.70762249455555,-85.56590883080582,56.92886110879903,-38.92463801398202,-57.16176048176226,-26.107687141065867,109.28763720948967,-136.29727939059023
1990,0.0,-16.52673263231253,48.91812285984071,-222.79109888000573,-159.3721722759172,-85.24793015962581,16.097539788339077,-98.47187524321498,-42.23677085899362,-53.6197054016742,-55.87946915094574,-20.64770320877551,29.43301410776604,167.7652771594788,-47.28055364008475,84.55359270434468,-219.5206067100571,89.47201888613318,-130.4976134365623,57.30153206269068,-169.4995852965771,25.11800402139676,7.249539376849384,41.82150812003027,-232.373900335285,-160.2261824234775,-101.9066906146394,-45.43827802432554,-31.55853848791247,-228.82058336301785,26.23315512133564,-115.00009375091946,-55.083912179441086,-46.7664669359703,-44.2202290740895,-30.536454406900877,11.596100809243753,179.49499676873887,-50.79019595669848,83.84280015475048,-221.9108853726687,91.07597592519966,-148.54276027399817,49.8453466293384
1991,0.0,121.47537368672651,94.566399052613,-26.206203538518537,-55.60614134321099,29.323921375962243,1.7217122901111566,39.73496703139273,71.32912646062965,110.8687066922452,-16.522341214936716,-7.506709650302866,60.22519033990085,71.70750520706036,-45.77601872806798,140.3862850139588,30.749976202857223,-3.094340601400461,-21.09038460401985,49.82311688345993,-24.73656953026301,-89.13579410677227,134.04597711457308,59.15532727088538,-45.80837735038034,-56.873001628542,22.498071024727324,-164.54636962790664,18.749888091317587,101.22221268280047,6.7116528824768125,14.654095925607976,72.02763513267615,104.72237877054312,-1.4536852419275306,-30.95791109113719,36.0927412275733,97.9164015021816,-38.45059642327436,140.9783866128128,11.101208845905091,1.276955190741603,-17.566754608129713,26.803347370177505
1992,0.0,-220.80400367701736,-201.12157387158575,-107.66402753591802,-21.400780273722376,64.08831222366229,-45.157088937548565,86.20846724827464,58.29464871597651,-79.80972132863224,-17.16317939317662,-103.12052604156509,-217.0532960925197,-2.51557240622418,144.98667796847502,80.71955767314222,224.13873046080124,-43.33855079172287,169.52907184217867,-99.51131508600696,-18.688791284987246,115.70465375008511,-215.90786120597085,-208.1700768465077,-124.94728037055144,-17.636303415359805,45.5536896724081,-80.72964943078432,148.93997765193188,213.00922655294957,-44.70734258403081,47.08336009353951,59.63531064109526,-85.67546125393562,0.6157183903256964,-105.63796130783146,-224.5892727513111,10.972123957114604,141.8477051616514,85.47384240567789,198.4045771034793,-38.32600434802521,152.96088318003996,-105.05952501741342
1993,0.0,-129.34721866039706,-27.839093912438276,-103.1235261054888,30.950413520538007,101.01201106065145,-48.94053526321972,-79.62393446352172,-76.51880793458798,-19.68597506954785,98.31674735686867,-4.377756581832273,71.49989677253308,-6.560553308108524,-39.43923734349289,144.75660822956814,10.62297753807536,-51.29166325886189,-45.24845056637781,-47.67942639171821,-41.93558319849637,-31.946609748308163,-116.86723878876164,-42.2187754469706,-108.28225389605753,37.97914846675639,93.30306522906886,-112.49810908354353,95.5667263215783,2.083992129197668,-49.21220612155565,-95.92844820626402,-83.79406071408522,-14.66366028265901,123.88077310293107,-15.177741597345287,47.74213702196749,4.734464131133734,-42.79819664842722,142.39039782298943,-1.1696343630848671,-46.44746642871257,-78.13381864987161,-64.97008199890206
1994,0.0,-114.9362389895407,126.86517564835782,-250.85314866354756,-195.97372012826463,-67.92109170762734,-50.73414820050749,-156.04142262311802,108.25001086830495,-65.26069086287885,75.9273215286126,11.521311915604429,34.63574979380252,214.56623390447984,0.4486963836264976,-31.58349806535398,9.124613323853168,-82.81169204357752,-73.68136399266513,77.54467232906069,-45.09780173299794,-74.61137097600044,-98.29758151044967,92.6878968126502,-256.9820426155362,-196.8677917703513,-77.58119864391352,-87.69832690676884,-91.05471964582466,-82.15784921693825,-44.518631580819886,-168.99625602665287,101.7467780907444,-70.65342892630679,97.35077978835096,-11.683366463057382,15.6708938734036,210.24589489725437,-1.8438378762866137,-35.587895807605946,-7.384775613758961,-80.64420943623912,-87.1019392859962,67.6646123198405
1995,0.0,-128.95108409321,-198.6054900112704,-110.65138282546413,51.929800580267,-8.36352596988911,76.62410319051475,67.33940401508409,-135.92711867699347,19.720368906890258,106.22638629171166,66.74628156863633,-29.18500658113624,-149.93407732532495,156.30447982978689,-167.75301270973836,71.65264101615043,26.576641122862668,-130.991614377087,87.25757018078951,-54.01451155464514,137.79050873776572,-111.52012492148828,-210.32266710833136,-125.24756093960542,61.83486692734488,-24.409632052797065,47.61505120158364,17.126253571329187,74.60425638295993,92.55416214313556,38.15495784347746,-140.70267996352555,25.27611818202712,128.60779016577493,49.51269557030258,-51.02424511834505,-142.7961999095554,143.06533135483284,-172.48626321909563,54.759212165600445,26.34286065825887,-136.9008823529624,73.55341822004681
