year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,0.0,-2.2638674355425303,-4.646831533411387,-0.036860625098768196,-1.9802376511054367,-3.979002561924972,-0.09749157020706889
1982,0.0,-2.2952271849461106,-4.5219885242292435,0.1052885262727159,-1.9939628224817496,-4.245648204839654,0.043890041017334624
1983,0.0,-2.2638614227877025,-4.494835670040459,0.01824455128974023,-1.9805902659379186,-3.9220696633479974,-0.04089201129545472
1984,0.0,-2.238164143221828,-4.588232580039687,0.05002414681382561,-1.9538245854097882,-3.8904493716624984,-0.016342227168877344
1985,0.0,-2.2872874201964812,-4.358486436118312,0.1749875941644632,-2.001686089034042,-4.219091918195602,0.10804828024504332
1986,0.0,-2.2824117457456135,-4.442688808273772,0.10039478403257363,-1.9950411826792498,-4.0338395185742115,0.035625015162054297
1987,0.0,-2.2626262530673538,-4.432514084451668,0.1556192693271896,-1.9525475639124645,-4.103231600019171,0.11762798107685057
1988,0.0,-2.2242945148057087,-4.46190915840333,0.17405777261456024,-1.9419502546945078,-3.970763642423833,0.0935643853995316
1989,0.0,-2.2327365353060196,-4.478481758556086,-0.02186724292357667,-1.9493587151827527,-3.8687049537953158,-0.06552684540002929
1990,0.0,-2.2264286118171386,-4.545629132557167,-0.12859823751853128,-1.9505429984785472,-4.032828816019901,-0.17240720087147565
1991,0.0,-2.258773735013866,-4.356747828600987,-0.06676826785695766,-1.9771806426724652,-4.082120632483509,-0.10701085251969289
1992,0.0,-2.2726270303430387,-4.694258172824277,0.14980826976523076,-1.980695177733687,-4.020377022425919,0.09428893138959893
1993,0.0,-2.28549205447901,-4.692117115572785,0.20232064734028654,-1.9690978289275785,-4.01184188666906,0.12599011934503324
1994,0.0,-2.2911211090388,-4.589257220642651,-0.0221380002423075,-1.9895112828721722,-3.8966278190438857,-0.07766186939954878
1995,0.0,-2.2097777788527537,-4.619590268377351,0.10355534460933313,-1.9262810380742637,-3.8784195609715653,0.05145823240542313
1996,0.0,-2.202002110528762,-4.639338740040046,0.0844108421092642,-1.9281687638516845,-3.947282653876698,0.03375970351328306
1997,0.0,-2.2122216243606982,-4.575611576851827,0.019905824061368094,-1.9190991222952478,-3.9619385306370987,-0.031873759607378815
1998,0.0,-2.1978435822429456,-4.456261601139261,0.13507566425755613,-1.9110626492565437,-3.9763884919143493,0.07045093203902297
1999,0.0,-2.1979238913132857,-4.244250161382183,-0.005591735540065201,-1.9273506275119727,-4.144596894673839,-0.07630254538543113
2000,0.0,-2.1657953322932877,-4.417781441365264,0.03677887596796836,-1.8745150957384349,-3.81437537574908,-0.031528431921913125
2001,0.0,-2.1653049885418776,-4.444976042852375,0.20119582850657025,-1.883707452662254,-3.915067561707417,0.13333448548314664
2002,0.0,-2.1283243141620005,-4.418442988740935,0.1397775184201464,-1.849222608254169,-3.8233730760077265,0.07527520529009735
2003,0.0,-2.1121866567810614,-4.112843947407157,0.18847265329753782,-1.8522965859322396,-3.9060596701984878,0.09324652211142848
2004,0.0,-2.1609030625964927,-4.444079399540328,0.11664537403851227,-1.856450071812808,-3.769773018937542,0.049890652952797154
2005,0.0,-2.0965320344371348,-4.465655978607856,0.35227719327963314,-1.8157530601179728,-3.893599558306505,0.22938675608526182
2006,0.0,-2.117668350716775,-4.5777912733822745,0.13799440456426737,-1.8584249588005213,-3.862983516464567,0.17828484643445108
2007,0.0,-2.1278427162695563,-4.461044769685486,0.3471825946715512,-1.8159491579875076,-3.812604170093323,0.18558735205635912
2008,0.0,-2.092237295320488,-4.41125175720515,0.3229600914420985,-1.8474264132949878,-3.8815307682177718,0.17903241742669707
2009,0.0,-2.0719146371158916,-4.420943200317879,0.4467965869926047,-1.796818017498964,-3.971615183903907,0.08151218822195005
2010,0.0,-2.061726086541171,-4.143945794998956,0.41198908954402214,-1.785468607093515,-3.896949980602642,0.28456402611055864
2011,0.0,-2.047233116889851,-4.269246288235536,0.14182727049734467,-1.789721466747383,-3.770114551527058,0.257659081202803
2012,0.0,-2.087933595463932,-4.246474149063715,0.17169953903277246,-1.8216978736451106,-3.6847217995425012,0.1520083579031848
2013,0.0,-2.0569893346233408,-4.322929995700235,0.2548290759362999,-1.7944280558807912,-3.8400416644673214,0.18522591973328417
2014,0.0,-2.0166490614536525,-4.291379080443107,0.4027191380482691,-1.7730468648207678,-3.63641757931822,0.1332059527111369
2015,0.0,-2.029637586771,-4.246213919052593,0.4090482966267359,-1.7454054053377,-3.772729907840585,0.3079005187581174
2016,0.0,-2.030403355298688,-4.254388723338025,0.38047287231694327,-1.8057188594426092,-3.8809375132431114,0.2722554213161743
2017,0.0,-2.0542881263844683,-4.466851791195722,0.4275307255836083,-1.7941573544389913,-3.658304768651192,0.20924703725802374
2018,0.0,-2.081935068474709,-4.369727439668679,0.2993406675248025,-1.740512823394893,-3.7957971822173135,0.22394227588438298
2019,0.0,-2.0692985461548012,-4.383128405669879,0.31191264494862025,-1.7183246444440385,-3.5667716567423895,0.29224634999269483
2020,,-1.9764214038107564,-4.214417717273477,0.23534164203914543,-1.7604132043883618,-3.9428200123230113,0.294345220314824
2021,,-2.0399900175970034,-4.354791971530744,0.35279439973010085,-1.7182957079144758,-3.7135462595426247,0.2767693426178539
2022,,-2.019814219460749,-4.35715533380602,0.3307603449866292,-1.7059160863542786,-3.7940241995976294,0.3234810151193983
2023,,-2.0026816422495566,-4.424494034087218,0.4887288810871837,-1.7544885482996,-3.758724701553831,0.34791561689405626
2024,,-2.0102910571741694,-4.256248733001087,0.4696941178191878,-1.7099232163863654,-3.611741563337148,0.253119481077988
2025,,-1.9428512056547036,-4.119091980354256,0.2985263182234803,-1.6992414957973871,-3.6685245068641166,0.21184712346075685
2026,,-1.9772284887001423,-4.129376904761557,0.31774234753214614,-1.6567382743042147,-3.5718382774600173,0.36331806631079644
2027,,-2.0093764279746247,-4.318986347789576,0.329126442940435,-1.709499836140496,-3.6582427137766445,0.35555624489506954
2028,,-2.0138086790038274,-4.212661827114289,0.2879416450068675,-1.6883115681315686,-3.605911579033034,0.26621873349466796
2029,,-1.9442142403840772,-4.167672410185276,0.39617956091137785,-1.6855313220266934,-3.6139594079717767,0.17219195004992116
2030,,-1.9764827376146876,-4.320870701924889,0.2897465832461421,-1.6946054621181448,-3.5786060944820974,0.2915060788402002
2031,,-1.9565617170446732,-4.268481128627343,0.5157097581059702,-1.655335882087645,-3.5423615300167057,0.4053941716593954
2032,,-1.9470066447838608,-4.207866860175159,0.41958131107872987,-1.6472787164626574,-3.5059860010569537,0.33809379054957844
2033,,-1.8789827172588043,-3.8556370341747197,0.5061025759640074,-1.6571495500994435,-3.759225837334327,0.38623047854053993
2034,,-1.9707225096899466,-4.202227466341924,0.29310280547548473,-1.6559788432933156,-3.6708267614001784,0.4605781374997946
2035,,-1.9449599636496562,-4.173624443073095,0.30994344378706273,-1.6637174050136267,-3.5940626067362587,0.2800506714796711
2036,,-1.9090645331191625,-4.08058511921638,0.3726838518452382,-1.635125552872376,-3.4900385057522954,0.47387530758510366
2037,,-1.850433757232714,-4.018768646482158,0.5156058194271509,-1.6499498806096435,-3.6320151308145796,0.3859188540976106
2038,,-1.8537448759659636,-4.059053865544854,0.47646571999183607,-1.6068423010968125,-3.6672431847483153,0.536692674830249
2039,,-1.8939233416861287,-3.965998966940674,0.48338377196370175,-1.5587904321496664,-3.563414115342198,0.5285557166577632
2040,,-1.8751244316457534,-4.105112549461296,0.5557609326799593,-1.6657133933905057,-3.6833897683027885,0.4202553894285188
2041,,-1.9112546653902964,-4.150466789249322,0.515761037353343,-1.5907847978890677,-3.5196519854166013,0.352263678202803
2042,,-1.8712581263448205,-4.300571184615933,0.754639907398996,-1.5374586532859666,-3.5601714830759192,0.5447474385746887
2043,,-1.8198509142609016,-4.013555882892206,0.5248443985178142,-1.5295430007731066,-3.586842761337607,0.45275397070730605
2044,,-1.8420482393351616,-4.022790772009273,0.6605230310821071,-1.5616204265145888,-3.67463347934347,0.5471652709268824
2045,,-1.9050528244691993,-4.147594206785698,0.5021500056588479,-1.562681261361927,-3.5040794185623554,0.4581890167515894
2046,,-1.846218138936671,-4.146811365583744,0.52557797498838,-1.5692519519977746,-3.5071280474889477,0.4447849782312687
2047,,-1.8725610212873784,-4.127570946747824,0.5461921764006661,-1.49170800484682,-3.402056981487533,0.48351998725507883
2048,,-1.8806581006927532,-4.06362535811536,0.48875073365911703,-1.4973527010197822,-3.5151942253991137,0.5577856052648258
2049,,-1.7856186112424715,-4.1599110632242855,0.6423813384430446,-1.5223326780350936,-3.4830445835934825,0.5262865430061652
2050,,-1.8404530307600235,-4.113658552621928,0.7280671063835484,-1.4997042554211388,-3.4388399598981323,0.5823088011420054
2051,,-1.7737714200733496,-3.9436288525097325,0.6458578063920868,-1.4979383129795771,-3.4854439293771975,0.5728615464880136
2052,,-1.8018345967876603,-4.032104296055252,0.6013913799489501,-1.5018448168490346,-3.402620993872972,0.5269521919073554
2053,,-1.8203498859092628,-4.080060093442228,0.5622935926188006,-1.450289851144827,-3.466285584040122,0.5059339344451814
2054,,-1.8221089248117546,-3.8252065531079325,0.5655045832564838,-1.4277544087291005,-3.410990579229747,0.5193409677918339
2055,,-1.7764922722097178,-3.936569656734605,0.6914716017703313,-1.4271776301891557,-3.375064011940765,0.6164432994635831
2056,,-1.8226550835184547,-4.160778836703514,0.751149596700543,-1.4285219951377377,-3.4898697220539816,0.7068087600050035
2057,,-1.7929426379247415,-4.121817780115975,0.8232900900115965,-1.4112095833663922,-3.360059378385415,0.6538352055563905
2058,,-1.7302731258896935,-3.8459397637072357,0.5868627904204686,-1.4109698259667596,-3.3998212067530744,0.7065836447520724
2059,,-1.7984335189429483,-4.1765542992581,0.6276448928963418,-1.3684427845924694,-3.1904883233422083,0.8281098270664984
2060,,-1.7463628999062084,-4.076826234625457,0.5966471888887668,-1.3962845657806042,-3.4536071698397564,0.6926766641414019
2061,,-1.7613626409298822,-4.077059000523377,0.7763872963938638,-1.3825808695241284,-3.321682795170375,0.7832481381757361
2062,,-1.813963643902011,-4.029480570313126,0.7067618013448964,-1.4010595307504523,-3.438707981553364,0.6927419059484237
2063,,-1.755232036200141,-3.8840585241133,0.577678830206537,-1.3421394957915787,-3.35123205489964,0.6595958378590012
2064,,-1.7448947334242977,-3.9062094768630686,0.8144556110758003,-1.329319112554073,-3.3051508910481857,0.6860491432079812
2065,,-1.7657196300721314,-4.01626249347936,0.7137878213738986,-1.3296731407844478,-3.2807498705111584,0.794937274967026
2066,,-1.770194686124853,-4.075120547144991,0.9188871897275135,-1.3578222693034652,-3.3822695939050504,0.7575819585184718
2067,,-1.8018169323617166,-4.055733736494346,0.8456067037424191,-1.3230422258021586,-3.290246171310514,0.740655222767316
2068,,-1.7847691385290974,-4.026331750487486,0.8531514887316121,-1.326758429104359,-3.297928342736384,0.7801871309271178
2069,,-1.719707736079759,-3.688212428541533,0.8178097876879065,-1.2865533409282053,-3.1970428859844446,0.7703774837619903
2070,,-1.7144849572521117,-3.7287619856210767,0.7732737214810754,-1.3108785217102883,-3.2947613812448253,0.9312743643395152
2071,,-1.750981076402955,-4.123636613490078,0.92856383960833,-1.3163992959746802,-3.2541025587083254,0.8036771609108655
2072,,-1.7343103465716927,-3.911586523941196,0.7480382675652208,-1.2469112799007034,-3.166515655206865,0.9655652518322881
2073,,-1.7446037829705356,-3.8172323420600947,0.7207121283016704,-1.1949964343461195,-3.2198200860672728,0.9941743419021805
2074,,-1.7264163255188774,-3.6620357376117454,0.8998437928085536,-1.3125055849209792,-3.32477276486901,0.777141639635829
2075,,-1.7451645796267112,-3.8683312798976885,0.7490319797377651,-1.2501291813827633,-3.270184948627616,0.9252702676910189
2076,,-1.7583593127754316,-3.951426454263924,0.9505369241479684,-1.1934666538503764,-3.2641291826093948,1.0072733353492254
2077,,-1.7404427204551833,-4.044514676153028,0.9565164375062523,-1.2387912856592995,-3.126736344545918,0.9082464387010418
2078,,-1.6805402883671046,-3.9993383244209326,0.9875758033642796,-1.1717094128234955,-3.2292943533165612,1.0125542948223938
2079,,-1.6731472958860265,-3.89615739859795,0.9056324353893501,-1.1857907983593272,-3.185932957452451,0.9255381151000392
2080,,-1.5998212906176534,-3.7052757268158416,1.029993787932483,-1.2335811767726712,-3.170775608530789,1.003271926891216
2081,,-1.5790905714874217,-3.4674474295318873,0.9851647714671117,-1.1749753600810158,-3.215193198583961,1.1551909899914676
2082,,-1.7693829142633577,-3.8646889215763736,0.7194231029212688,-1.1487864126345797,-3.130444968879033,1.0096143395622335
2083,,-1.7117382485978396,-3.968536616298195,0.7723390851767817,-1.1591591206091736,-3.1217109085411607,0.8863460466617425
2084,,-1.709807742880533,-4.031738052243156,0.7224812971467713,-1.1322499675387172,-3.1532165237070444,0.8302421229976176
2085,,-1.6872611774537658,-3.8541916847930224,0.8202050960766201,-1.164707347306833,-3.1790753270030905,1.1246587297138149
2086,,-1.723701690423771,-3.734539220068541,0.7885423978416952,-1.1134910416288826,-3.2003168635529846,1.2241718568895976
2087,,-1.7295403936030094,-3.8753410959593566,0.7524705313052209,-1.1018827148386328,-3.1255855969765776,1.107724429357404
2088,,-1.6886490877700642,-3.9739540695310893,0.9317296771121164,-1.0427852734075522,-3.1885578130787735,1.223725671716636
2089,,-1.6532631203893646,-3.928576443316217,0.7397172253734539,-1.103096958645143,-3.1921508640586467,1.0837370167104723
2090,,-1.6906222133206694,-3.8531354398128315,0.9892498748292837,-1.0762404520005346,-3.1234174179555794,1.2337792287614207
