year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp45_19,rcp45_20,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1991,0.0,-2.73985021618023,-1.7409952492411662,-0.0843799116882451,-0.6910277002756402,-3.3614460671681172,-4.356747828600987,-2.311671528892191,-1.5405417465215692,-0.06676826785695766,-3.1840491681512617,-1.8997995593971382,-2.065778897117127,-3.9474106137209333,-1.335634969103637,-3.6872856777516176,-1.8028868675278886,-1.5120878083907314,-2.5908048684142955,-2.527741922262294,-2.541178892112498,-3.446160674916655,-2.769164401873411,-1.835489304960447,-0.11804686693420763,-0.7468891772466577,-2.3972703287925015,-1.602200675629149,-0.10701085251969289,-3.216641973079902,-1.9575270993775575,-2.1029095121499495,-4.082120632483509,-1.510477943909848,-3.8096713384714462,-1.9203538810370446,-1.5565986154051075,-2.6979850583475127,-2.6140517345810963,-2.59718078456865,-3.5066537073951167,-1.0504099200888959,-0.42867103142975793,-0.8706492985127738
1992,0.0,-2.26389137712124,-1.7419174039646919,0.14980826976523076,-0.9317467024517896,-3.517960620658016,-4.694258172824277,-2.3367895402670342,-1.8153279158735245,-0.14870564167767952,-3.178504247066826,-1.8401768670757974,-2.0625541594047263,-3.8631265694548915,-1.7705708551655448,-3.65088095671382,-1.4931373679169155,-1.244821917231377,-2.446069063796699,-2.9209297992318852,-2.515254003608163,-3.438352725464142,-2.2900090815366525,-1.8578195900417995,0.09428893138959893,-0.9727802272166173,-2.4351147973725915,-1.8532242794411786,-0.1917172232226676,-3.2348811615220256,-1.9096368434070428,-2.1188201804729374,-4.020377022425919,-1.8228518355604137,-3.7774646860572716,-1.6551269012089165,-1.308003088443911,-2.5761834404669344,-2.990327810594806,-2.5420343974681714,-3.5022755855711125,-1.2116811696657805,-0.5665081108214167,-0.8327454090125457
1993,0.0,-2.513727939260548,-1.82833862080588,0.20232064734028654,-1.061715831967831,-3.535801642066417,-4.692117115572785,-2.485218178007301,-1.7940780943754362,-0.15300299300139386,-3.1807530439710376,-1.7435306578526024,-1.949466571799519,-3.8583411888002956,-1.6333263482785583,-3.7333574323457697,-1.3493507480000062,-1.198051136661661,-2.330582119492078,-2.9406834007886573,-2.2441293635911848,-3.972081364760527,-2.5427678314136983,-1.913169147434644,0.12599011934503324,-1.064955309006848,-2.5613704535469424,-1.8445368992349813,-0.1861231519892499,-3.2087457451209502,-1.8093471447681964,-2.0131606237746382,-3.976490073414709,-1.7037401226239695,-3.8439265559080127,-1.517058930811686,-1.245692510633205,-2.450650488925021,-2.986956625321966,-2.2446382897543344,-4.01184188666906,-1.0616956254417573,-0.4108823783637945,-0.8483925615940962
1994,0.0,-2.4633565012507574,-1.942104137715205,-0.0221380002423075,-0.7204120429678937,-3.457094233837779,-4.589257220642651,-2.440355764667629,-1.636785373275302,-0.07092566955907387,-3.247262836916434,-1.8245454570886182,-2.130213702988783,-3.74025290892763,-1.7840757322132959,-3.7944047030582624,-1.6928116845704722,-1.329134211006533,-2.393123860747835,-2.813674438117289,-2.212280317970283,-3.809334492050766,-2.494469869586169,-2.020981037886031,-0.07766186939954878,-0.7753183970214081,-2.5209069180636448,-1.6884068047347682,-0.10979144244043937,-3.2903455366060825,-1.8920678468775236,-2.179761875470092,-3.8767703173884343,-1.8835817331192857,-3.8966278190438857,-1.7954170286373596,-1.3784460176105426,-2.5153005625628566,-2.8720921836397793,-2.220455568122361,-3.8555157338936965,-1.09369254726505,-0.46087508163526536,-0.8707620321835634
1995,0.0,-2.2081768436426614,-1.7574034147647808,0.10355534460933313,-0.885023888607634,-3.2917816344674407,-4.619590268377351,-2.452882187152113,-1.5140029470298941,-0.15722272320834918,-3.1806908643358724,-1.6632933191614825,-1.9012883549870594,-3.729204156137314,-1.6335824792220137,-3.6939726462497333,-1.3004457629633066,-1.4555632346160792,-2.2723945967122745,-2.8644218577803713,-2.2930355680289267,-3.6349119530725034,-2.2640013056997077,-1.8631149905772304,0.05145823240542313,-0.8972229601884578,-2.5340254089991845,-1.5742605117052335,-0.18502474819632653,-3.210847539051315,-1.7695611190541172,-1.960650438813559,-3.8784195609715653,-1.7457456405531957,-3.7964677879146507,-1.4843913035315381,-1.5211026258016886,-2.394411013969375,-2.924146602911776,-2.3112289204490253,-3.6528213409360433,-1.125283452997678,-0.6258342332124016,-0.7110795645051553
1996,0.0,-2.4524689687926866,-1.606356842098137,0.0844108421092642,-0.8457817824631206,-3.365484359239076,-4.639338740040046,-2.2323615435209945,-1.5701690672060522,-0.22033787568250318,-3.1517135662671194,-1.8390791683650036,-1.9030838653058026,-3.7755802814037907,-1.9399471771264416,-3.526480868973124,-0.8056321873782508,-1.481184904096665,-2.625597067900685,-2.852188552849441,-2.2675694065787297,-3.226098937925599,-2.48426749930735,-1.7133923055379228,0.03375970351328306,-0.8756854905495288,-2.364479550908129,-1.6416004859781879,-0.2643863179038135,-3.1940990590105116,-1.893653408315572,-1.9998942690927493,-3.947282653876698,-2.046757511161445,-3.6424807464759965,-1.0614845310107626,-1.5327173260668019,-2.7237062571103934,-2.9347275090214566,-2.2900408046957637,-3.269557829259554,-1.2128147613421447,-0.6030567763256727,-0.7573874152998883
1997,0.0,-2.3860151340347215,-1.7715709062997576,0.019905824061368094,-0.7866517966104425,-3.364755749477524,-4.575611576851827,-2.301958391566643,-1.559383019069287,-0.1407128455119846,-3.1652294033149246,-1.8302007869692147,-1.9353549256449583,-3.8316856501629672,-1.921327904436339,-3.525909175432332,-1.2772004592968074,-1.1560798594419452,-2.520352993703966,-2.684208300936689,-2.3925235329212455,-3.349827523952456,-2.4213108016911065,-1.8685370981068559,-0.031873759607378815,-0.8124861407223989,-2.4082650249644644,-1.616075441991427,-0.1747213962338492,-3.2196570875763086,-1.903975674956257,-1.986393265869026,-3.9619385306370987,-1.9691127728313518,-3.6387522275439323,-1.4616328988997793,-1.2148587335797743,-2.620503626279742,-2.7765099589450415,-2.3919400501463315,-3.37176328551584,-1.1805444323153438,-0.42976646902519633,-0.75956201305695
1998,0.0,-2.203265861355817,-1.6275299032612907,0.13507566425755613,-0.6069038267351061,-3.527281751240025,-4.456261601139261,-2.3314228787808133,-1.5968026348882063,-0.08362610571845153,-3.2284938103184686,-1.7903067833477735,-2.0989159805552617,-3.768560444049001,-1.6987025173124835,-3.897212279421069,-1.0782385108132075,-1.3608845053372534,-2.249395308659416,-2.6053408244915772,-2.1843971195070253,-3.896248244427909,-2.252198729729571,-1.753922232122079,0.07045093203902297,-0.7128209593662405,-2.4377143004354593,-1.6569838903243408,-0.12186418249257258,-3.2659134663371674,-1.8657475919286526,-2.1275206693782707,-3.901856552606489,-1.7961097792654641,-3.9763884919143493,-1.265135753866673,-1.420520014448357,-2.368356261804081,-2.723690678403898,-2.2195434999289887,-3.929392453719231,-1.1377659582476554,-0.4325571402753212,-0.747826609088122
1999,0.0,-2.4605056628509487,-1.6488776616757832,-0.005591735540065201,-0.6174520591921464,-3.465537855806758,-4.244250161382183,-2.3026637134548196,-1.338903405641986,-0.09832529351683661,-3.163876662719815,-1.852082111253253,-2.1981498463009075,-3.993683052091683,-1.5363883395981475,-3.7510908304687973,-1.3215665569517796,-1.3473702445693334,-2.3986059603677745,-2.521419894808105,-2.091753544335404,-3.7983071250524745,-2.493909615848054,-1.7609287596702075,-0.07630254538543113,-0.6921117579506131,-2.397255081416745,-1.445749591809431,-0.13943877054293807,-3.2191566080900884,-1.9438606162702285,-2.2316934964011352,-4.144596894673839,-1.6376586986745565,-3.8338876211361708,-1.4805444113929411,-1.4025071303634604,-2.5092091454284855,-2.631137607672258,-2.09761036108398,-3.8239912150117448,-1.2290825094987667,-0.5038654312743347,-0.707215935667989
2000,0.0,-2.3273189670668444,-1.7304730572326434,0.03677887596796836,-0.7444289104865902,-3.450299287785299,-4.417781441365264,-2.3476481156938007,-1.4722790362183673,-0.029115652841994688,-3.112835358627649,-1.7616193707471552,-1.7635485674557572,-3.653102753214796,-1.551075672048455,-3.6190700548484642,-1.5750016501316395,-1.2352610595339684,-2.583700697188192,-2.6446517574639756,-2.1628048121603456,-3.3364646320158045,-2.341645452711532,-1.8465726502580537,-0.031528431921913125,-0.7870323262725947,-2.456661804234841,-1.5358418952363309,-0.09988547572032758,-3.1793235646513835,-1.8585902476550586,-1.8750221382499603,-3.81437537574908,-1.6739749257181984,-3.724488010684013,-1.6866537057424011,-1.283565264997776,-2.6813868514538512,-2.728234086508337,-2.2028268261422,-3.384878909589645,-1.005162830092388,-0.3734129259656811,-0.6682684066900038
2001,0.0,-2.2592439398681563,-1.700333679788855,0.20119582850657025,-0.6290534724282111,-3.4257640845557376,-4.444976042852375,-2.194019275314986,-1.5491913575033323,-0.04807525932051249,-3.168890415309477,-1.7618291375779336,-1.9780245946744799,-3.8053876603004255,-1.6067766540126058,-3.605259744559021,-1.3677230680224852,-1.3503721772745507,-2.5525520768640035,-2.6594893491438256,-2.0890017517381807,-3.4766368467768416,-2.3039490510128644,-1.8131796206201898,0.13333448548314664,-0.714410245630063,-2.3225414473319006,-1.5925499115272714,-0.0916064121467457,-3.1976857515702477,-1.826453839537578,-2.0363086057072906,-3.915067561707417,-1.698275466858604,-3.7037139837360087,-1.5167608668620574,-1.4100210875139396,-2.670335982211327,-2.738915085506733,-2.1284534533775172,-3.506970299042564,-1.0894869675590826,-0.546726258175454,-0.7514865464178797
2002,0.0,-2.2063504227077146,-1.7943416448979974,0.1397775184201464,-0.806743096877085,-3.273471258858308,-4.418442988740935,-2.3664998855088015,-1.522858977320368,-0.11817760907604224,-3.152679772169904,-1.6474728673742334,-1.9079344890832317,-3.6888101150923944,-1.5473547505265515,-3.7454695911876,-1.4025357262694342,-1.2033102608113495,-2.3704800628114526,-2.487901065206188,-2.0538854646169398,-3.119868066685626,-2.246073964719926,-1.8695355600859216,0.07527520529009735,-0.8389688981310428,-2.441605164815087,-1.58049044980163,-0.14855025944092404,-3.1951113361105854,-1.7593290526767191,-2.015705907190238,-3.8175988908174645,-1.6255588933970557,-3.8233730760077265,-1.5464045824982122,-1.268419454279524,-2.5120099944069807,-2.580351105340071,-2.088160168288482,-3.161319709427744,-1.0509821190839261,-0.5545323118828378,-0.6340916884797139
2003,0.0,-2.400242533619746,-1.758870072572222,0.18847265329753782,-0.48429357181015575,-3.331376828432326,-4.112843947407157,-2.407789694193468,-1.2613176041639917,-0.08622641557946054,-3.203983665195551,-1.769244480485611,-1.7239695361456029,-3.7502306034014623,-1.5966446257849611,-3.6735523625089286,-1.2279478953682883,-1.1758321716022238,-2.576022976992533,-2.3013833042459737,-2.053108103713498,-3.649512052476666,-2.423751313697096,-1.8481639258580458,0.09324652211142848,-0.5931182602744229,-2.5118018964973885,-1.3812552037057344,-0.13031856176468182,-3.2303917608682013,-1.8378621241749897,-1.861974793523757,-3.9060596701984878,-1.678361609041474,-3.7817839318603887,-1.3900762779286993,-1.2216256547171724,-2.7041026997037534,-2.426812222610579,-2.077495991575802,-3.6935775314161106,-1.0712190232259786,-0.2723258050994559,-0.8016931548784783
2004,0.0,-2.387880553356524,-1.5917458009769803,0.11664537403851227,-0.861019662374531,-3.3582901319148277,-4.444079399540328,-2.2832604555109697,-1.4774479918253292,-0.06456268105665686,-3.1215752361451905,-1.8020379203285302,-2.02260451669747,-3.571166915536139,-1.4839625006288202,-3.536947726680239,-1.2627273639466239,-1.257700419610785,-2.4882400892718692,-2.6226180634225784,-2.1363281569906576,-3.7214141027498044,-2.4100791808537565,-1.7261864766576878,0.049890652952797154,-0.8945483329732724,-2.3929909013064616,-1.5439169699404829,-0.10192491177434704,-3.167695907740381,-1.8642473389552947,-2.0676838255877215,-3.708251869572564,-1.5890779616922828,-3.6416656116225568,-1.4495519574593914,-1.3321913556312666,-2.600751729770309,-2.7068004987174845,-2.1833908406425167,-3.769773018937542,-0.8626755375698281,-0.14902311040634686,-0.7293648950230818
2005,0.0,-2.244358091616675,-1.6862274655873648,0.35227719327963314,-0.7035301497758155,-3.0944340352477298,-4.465655978607856,-2.4220924918347464,-1.4588884795334138,-0.07015585576596095,-3.1308434649555466,-1.6463438298378605,-1.5070305778079387,-3.754464898102526,-1.6677064859177904,-3.653600358636595,-1.3346097190199089,-1.1210064915717908,-2.251739991022532,-2.6218671169028767,-2.2198073204222624,-3.3250871142922733,-2.2751890537806503,-1.792192858559531,0.22938675608526182,-0.7477933995570538,-2.512655064861349,-1.5357456571372836,-0.10927805614431918,-3.1715283279168034,-1.751023781974368,-1.6385719845138738,-3.893599558306505,-1.7623592881974446,-3.755472917053851,-1.4779933279037891,-1.1628746565490928,-2.3982882935968064,-2.722905795343536,-2.256139037160324,-3.3846420711484484,-1.032318153256199,-0.1240646823621887,-0.6713181133572448
2006,0.0,-2.321032391149174,-1.4920453175121793,0.13799440456426737,-0.791082835852194,-3.177175400727492,-4.5777912733822745,-2.193818181132656,-1.5360009734980622,-0.10865642191248526,-3.1276480642373485,-1.6422650571836357,-1.7979054353656352,-3.8251042855682726,-1.3682108142036782,-3.4773464587456715,-1.3509217222017469,-1.313508911503959,-2.1750824080840516,-2.715850645323542,-2.274297457035459,-3.343285714997023,-2.267944241367843,-1.778227841927901,0.17828484643445108,-0.8282398948725813,-2.4031903882994925,-1.5062033608630827,-0.12420079448008892,-3.2208310001923337,-1.8628166350565039,-1.7368510099161085,-3.862983516464567,-1.6054273370216947,-3.681379062203632,-1.5761369802710306,-1.2987649847102603,-2.5005799004340474,-2.836324265417602,-2.3499594817388925,-3.542486448443128,-0.9866304621214113,-0.41403043360094216,-0.6804259006427742
2007,0.0,-2.347331110222399,-1.5382007465875631,0.3471825946715512,-0.8398877383929744,-3.254382605677165,-4.461044769685486,-2.208392501145852,-1.5894614343846456,0.01555816454089154,-2.941649447117072,-1.550799279944556,-1.9732053511424965,-3.818125690353611,-1.6593656853265202,-3.4644985861611417,-1.297595959235025,-1.290754287438915,-2.156907524336475,-2.7119574141507314,-2.4003205716997513,-3.543557097870746,-2.273680681713188,-1.8747964832569437,0.18558735205635912,-0.7801567010219514,-2.4074148646521962,-1.621787989436143,-0.11094886236730872,-3.160932333880453,-1.825033336358615,-1.9411957336362775,-3.812604170093323,-1.757527929423702,-3.749341418593076,-1.3188905239928204,-1.1982921238757172,-2.3913905285629653,-2.7794209928668465,-2.132877989497615,-2.918575411853112,-1.114809434879362,-0.39760146369974336,-0.5691898541201681
2008,0.0,-2.1597499041752144,-1.67915923246062,0.3229600914420985,-0.6824830449619981,-3.2140272542229127,-4.41125175720515,-2.3397954827332796,-1.6364541370883785,-0.05206890903980366,-3.123623544087991,-1.6552144946045928,-1.7964337572116733,-3.4011457562109513,-1.6542744737062662,-3.687942762814828,-1.0177153406896196,-1.2193608771115123,-2.277327444522939,-2.61807212813153,-2.1928422524391067,-3.4410007397539744,-2.3838097845129482,-1.8347710647615258,0.17903241742669707,-0.6517855492110698,-2.521437131373375,-1.5634788646621018,-0.12974031336358394,-3.1835553006529835,-1.8573559380772622,-1.9154513941763298,-3.8815307682177718,-1.6787726367983282,-3.681528916047,-1.3677852284273513,-1.3049090566661334,-2.456683403521197,-2.6932681217468826,-2.0378561844278806,-3.627881904213666,-0.99998729383924,-0.41369338598514105,-0.6371312692346578
2009,0.0,-2.246351692319706,-1.7002809992837342,0.4467965869926047,-0.6870167720599625,-3.156975232602406,-4.420943200317879,-2.2818965854698945,-1.4820222193421841,-0.10609099815894751,-3.1487450662490915,-1.6565494754786414,-1.5762896979384209,-3.7005808631017203,-1.3970098610280957,-3.682771019918789,-1.1654720845414772,-1.2753431862277012,-2.215412057917092,-2.468490699218023,-2.206654713074272,-3.3821075421782893,-2.193018494243404,-1.6768594341768335,0.08151218822195005,-0.7667914213943732,-2.4077337886282635,-1.3250257968627466,-0.07664617146571118,-3.2156328800005554,-1.7540970662482778,-1.7550520303036024,-3.971615183903907,-1.7251177957494406,-3.6234159894734717,-1.4045110273567616,-1.3118821178413214,-2.4406414287694247,-2.609692075657563,-2.0965857845559412,-3.383646773532746,-1.0259821691642514,-0.15646431133495753,-0.6910968325356066
2010,0.0,-2.3367640114310007,-1.5934698249650978,0.41198908954402214,-0.6266714181884367,-3.1844244842484386,-4.143945794998956,-2.2248765088748996,-1.3359771417527782,-0.08608309771676659,-3.160920068766984,-1.661059670550685,-1.641931901063117,-3.817745346642596,-1.5422834456060173,-3.5788088424747,-1.1458138112586767,-1.2539130336537596,-2.4802609496584864,-2.428524263387544,-2.211269146403879,-3.2534941452657904,-2.116005044440442,-1.7121578749104174,0.28456402611055864,-0.7766949454418182,-2.3408943592414744,-1.6575134007776455,-0.12611876197325955,-3.1748609554945233,-1.6917091643654203,-1.6757697717375777,-3.896949980602642,-1.8506630398630932,-3.6694251510338063,-1.8725041572462828,-1.190729507705555,-2.420295522118124,-2.776261973527994,-1.9738555024504763,-3.0731517465252978,-0.916106888131651,-0.18870948826054246,-0.4644961463198456
2011,0.0,-2.2030962992338914,-1.6326136742798099,0.14182727049734467,-0.5396972824711952,-3.186877150205362,-4.269246288235536,-2.366518100871076,-1.2357627869555472,-0.03607543617090414,-3.1410700394288256,-1.6673703393623214,-1.7813016270260391,-3.6827928457976213,-1.3114221050760193,-3.75846327119649,-1.0517445472306122,-1.1279151851602478,-2.4082909309294678,-2.4298331751352293,-2.1627708642868697,-3.1408607761311487,-2.107762815066792,-1.6806324487614575,0.257659081202803,-0.7387816228766155,-2.430260380764821,-1.5385088504600049,-0.0735901101409695,-3.1863141560684767,-1.707859600942811,-1.795598374005749,-3.770114551527058,-1.626247530688488,-3.602008187598642,-1.526004114402383,-1.333574774433771,-2.2684198332757433,-2.611624227102311,-2.3247839880610286,-3.3097169067403343,-1.0509276443185058,-0.4150810093109385,-0.533720223098328
