year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp26,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp26,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26
1991,0.0,8.792613283674712,7.697641216635603,-9.786530105524548,-8.983923029174449,-8.751148355058987,-2.5574798261949354,-0.6058969584109519,-2.3712600869025664,-8.054686530105542,4.012352576039703,4.690192427063906,5.945313469894458,-13.838671632526399,-13.067721911856012,-13.40105524518934,2.6734326505276016,7.589633767846038,-8.183178150217273,-4.823774053383019,-1.4029174425822646,-3.7139044072005163,-8.816325263811322,-6.551893234016163,2.528181253879552,-0.7064556176288193,29.69577901924268,31.256300434512696,2.9769708255741563,4.029112352576021,-8.615207945375573,-6.717628801986365,-4.522098075729389,13.226505276225922,19.153879577901904,1.2711980136560896,0.5617008069521745,1.1576039726877525,-1.2613904407200778,-7.507200496585995,-6.935505896958432,6.442520173805065,8.187399130974526,5.021663563004324,-13.812600869025474,-18.313531967721943,-18.482991930477993,1.9955927995033846,-2.0286157666046165,16.25443823711977,12.323339540657955,0.4145872129112149,1.593358162631887,11.071942892613265,8.693916821849754,-19.648727498448196
1992,0.0,2.192985723153299,3.8596523898199706,14.883860955927972,18.39968963376782,7.485350713842308,-6.397330850403506,-5.762321539416533,-8.555617628802011,-19.799565487275004,-3.3563625077591865,-1.8181874612042463,-0.5388578522656928,-15.026753569211692,-15.320980757293626,-16.564928615766632,-21.859155803848566,-14.747423960273153,3.5225946617007793,-17.82004965859717,-15.334016139044095,-19.788392302917472,-22.576101800124164,-21.695282433271288,-14.34891371818749,-15.568653010552481,-5.131036623215422,-3.6487274984481957,15.30844196151456,16.721849782743618,15.297268777157015,17.008628181253854,19.578460583488493,8.118497827436357,13.509559279950324,1.3289261328367274,-0.4252638112973557,0.7981998758534843,-18.233457479826214,-24.40105524518934,-22.79770328988208,-17.900124146492885,-16.890813159528264,-19.53327126008692,-4.8051520794537765,-8.859155803848566,-8.073308504034785,-17.352638112973338,-20.671073867163273,8.336374922408424,8.148292985723131,-11.510924891371843,-10.654314090626968,-7.101241464928634,-11.240906269397911,-14.073308504034785
1993,0.0,3.2786468032277867,2.854065797641198,5.438795779019216,7.859652389819971,-12.887088764742415,5.682743637492223,7.515145872129082,-11.918746120422128,12.289819987585332,-9.570515207945405,-5.754872749844836,-5.408504034761037,16.451831160769686,15.554252017380492,15.317752948479182,-4.913159528243355,0.45741775294845866,15.191123525760375,16.01607697082555,21.602669149596494,-8.421539416511507,-10.555617628802011,-8.34891371818749,-19.3265673494724,-19.66921166977035,25.584047175667266,29.103600248292963,8.63618870266913,8.62687771570451,-10.421539416511507,-9.047237740533859,-6.8945375543141125,2.2395406579763915,7.16691495965236,-34.93178150217259,-36.50906269397892,-33.97647423960276,-2.045375543140935,-7.19062693978897,-6.315394165114853,9.414587212911215,12.343823711980107,8.945313469894458,4.127808814400964,-0.36381129733086937,-1.017442582247071,6.248851644941013,3.6715704531346773,-5.872191185599036,-9.604034761018028,-32.65245189323404,-33.160831781502196,-22.551893234016163,-26.73252638112976,-4.442023587833674
1994,0.0,3.511421477343248,4.114773432650509,-8.343327126008717,-6.410366232153962,2.8149596523898026,-3.1384854127871193,-1.3042209807573215,6.204158907510845,-3.2520794537554565,10.105462445685887,10.368032278088123,12.280509000620711,-5.9913718187461455,-4.093792675356951,-5.423401613904431,0.12036002482928154,7.187399130974526,-8.242768466790835,21.163190564866525,27.297268777157015,7.908069522035973,3.9471756672873823,5.144568590937283,5.325201738050879,4.455555555555534,23.6808814400993,25.287957790192408,3.0700806952203408,3.543078833022946,5.6510862818125105,7.418311607697063,8.896896337678442,7.898758535071366,12.760955927995013,3.872687771570426,4.6510862818125105,3.8373060211048795,3.1110490378646602,-3.339602731222868,-2.4178150217256587,-5.9690254500310544,-3.315394165114853,-6.8498448168839445,15.91551831160767,13.04773432650525,11.051458721291098,36.453693358162596,32.3661700806952,-9.443885785226598,-11.388019863438885,-16.484854127870918,-16.28559900682808,-4.970887647423979,-7.900124146492885,-2.0937926753569513
1995,0.0,-5.352638112973338,-3.352638112973338,6.55983860955925,9.57287399130972,10.539354438237098,-3.2371818746120624,-2.913159528243355,10.686468032278057,-1.062135319677239,-23.38615766604596,-21.69155803848544,-19.09379267535695,-1.5835505896958608,-1.540720049658617,-1.3470515207945652,-0.8144630664183978,3.4481067659838374,-0.4029174425822646,-27.004407200496615,-21.428988206083204,4.956486654251989,1.304717566728712,3.0458721291123254,-8.669211669770348,-9.855431409062717,-10.516511483550616,-9.181315952824363,1.7423339540657707,2.893171942892593,-2.697144630664212,0.8317194289261067,1.1780881440099051,-16.484854127870918,-13.177591558038515,-6.926194909993811,-8.738112973308532,-6.818187461204246,2.9732464307883077,-3.7548727498448358,-2.7213531967722133,-5.142209807572954,-2.3787088764742634,-5.823774053383019,-2.4774053382992207,-6.885226567349491,-6.382433271260112,13.800062073246409,11.2171942892613,-2.6654872749844998,-5.529546865301086,7.386654252017351,8.949037864680292,5.001179391682157,-0.53327126008692,-2.667349472377424
1996,0.0,-0.6338299193048016,1.2767846058348624,-7.9690254500310544,-7.615207945375573,2.0738050900061893,-15.712042209807592,-15.391744258224733,-4.2893234016139274,-3.376846679081339,-7.136623215394195,-4.391744258224733,-2.9988206083178426,4.584047175667266,5.179950341402829,4.15201738050898,-18.579826194910012,-13.060273122284315,-5.689695841092515,-13.969025450031054,-11.881502172563643,-2.568653010552481,-5.8945375543141125,-1.8479826194910203,-1.4811297330850692,-3.198075729360667,3.647361887026662,6.798199875853484,-2.7455617628802287,-0.32098075729362563,-6.337740533829944,-4.9243327126008865,-3.332153941651171,-6.6096213531968,-2.270701427684685,-7.896399751707037,-9.270701427684685,-7.039788950962162,11.835443823711955,5.744196151458695,6.736747361886998,-6.907572936064582,-4.710180012414668,-6.935505896958432,-8.077032898820633,-11.991371818746146,-13.598448168839255,-33.65245189323404,-35.2315952824333,-3.8442582247051718,-6.4755431409062965,-19.79770328988208,-19.907572936064582,1.6939168218497542,-2.8889509621353398,8.854065797641198
1997,0.0,10.675294847920526,12.468590937306004,12.010490378646779,13.621291123525737,-9.818187461204246,3.3754810676598197,3.528181253879552,0.7777157045313174,1.287957790192408,2.936002482929837,2.444382371197989,3.625015518311585,14.153879577901904,13.25816263190562,14.03469894475478,-18.056548727498466,-12.503476101800146,0.13898199875850992,-3.188764742396046,1.6883302296709815,18.49466170080693,13.41272501551829,17.094289261328342,-12.70459342023591,-15.114276846679104,10.280509000620711,11.62687771570451,-12.918746120422128,-11.4680943513346,-6.643140906269423,-3.814463066418398,-3.5295468653010857,6.8298572315331825,11.16691495965236,5.760955927995013,4.057045313469871,5.543078833022946,8.96579764121661,1.9415890751086096,2.8801365611421232,0.43134698944751904,2.3512725015518043,-0.5500310366232384,11.30844196151456,6.278646803227787,5.476039726877687,-26.145934202358802,-29.421539416511507,24.872687771570426,22.77957790192424,2.630602110490358,2.7497827436374678,18.168777157045284,13.455555555555534,2.24326505276224
1998,0.0,-18.47740533829922,-18.347051520794565,14.85965238981997,15.854065797641198,-13.404779639975189,7.908069522035973,8.395965238981972,1.2991309745499393,-4.21669770328991,-9.674798261949121,-8.365673494723794,-6.7604593420236085,-3.5258224705152372,-3.51837368094354,-4.131036623215422,7.950900062073217,14.39968963376782,-12.834947237740565,-3.6468653010552714,1.6771570453134501,-13.393606455617658,-17.974612042209827,-15.095654872749876,30.92482929857229,31.27119801365609,-5.786530105524548,-5.136623215394195,2.2786468032277867,3.2395406579763915,-10.490440720049676,-6.462507759155827,-6.211111111111137,10.673432650527602,16.857790192427046,-7.598448168839255,-8.87405338299196,-7.425263811297356,17.200434512724996,10.822408441961485,12.209745499689603,2.5840471756672656,4.340099317194259,1.004903786468006,3.8447548106765765,0.9173805090005942,-0.7548727498448358,22.66412166356298,18.744196151458695,-4.900124146492885,-7.9243327126008865,-2.6934202358783637,-2.555617628802011,-2.523960273122313,-6.996958410924918,-16.85170701427687
1999,0.0,-0.37870887647426343,0.21346989447545184,15.317752948479182,15.775853507138393,13.446244568590913,4.632464307883282,6.116635630043433,4.459279950341383,1.1203600248292815,4.163190564866525,6.287957790192408,7.293544382371181,-1.352638112973338,-0.13848541278711934,-1.7418373680943802,-21.25394165114838,-16.09937926753571,-17.784667908131624,10.509559279950324,13.630602110490358,-8.900124146492885,-13.114276846679104,-12.365673494723794,-9.55934202358786,-11.550031036623238,-14.672936064556197,-13.479267535692145,-1.2204220980757583,-0.211111111111137,3.865238981998729,4.770266914959635,4.999317194289233,-7.590999379267558,-3.682247051520818,-4.423401613904431,-5.365673494723794,-4.0360645561763135,3.1278088144009644,-2.9764742396027515,-2.4476101800124326,7.969522036002459,9.068218497827417,4.92855369335814,-15.382433271260112,-18.119863438857877,-19.969025450031054,-7.32284295468655,-12.218559900682834,29.63618870266913,26.995592799503385,4.6957790192426785,5.976970825574156,0.2730602110490139,-4.784667908131624,12.233954065797619
2000,0.0,-7.810738671632549,-7.2893234016139274,-1.2818746120422304,-0.10310366232155843,9.952762259466141,4.142706393544358,5.0086281812538545,0.19671011793914772,0.9862818125387776,5.922967101179367,10.289819987585332,11.86523898199873,-4.693420235878364,-4.116139044072028,-4.747423960273153,-13.270701427684685,-7.278150217256382,2.282371198013635,-0.009993792675373925,1.662259466170056,2.8875853507138203,-3.911297330850431,-2.1105524518932555,-5.579826194910012,-6.669211669770348,13.665983860955905,14.5076970825574,-6.106828057107407,-5.823774053383019,-3.4327126008690527,-2.397330850403506,0.5505276225946432,-5.916883923029204,-1.2129733085040613,-19.13476101800127,-21.378708876474263,-19.501613904407222,27.237678460583467,20.49093730602108,20.455555555555534,-1.7101800124146678,-0.013718187461222442,-2.7809435133457754,8.643637492240813,5.500248292985702,3.8801365611421232,-12.304220980757322,-16.412228429546886,-11.088206083178179,-11.520235878336464,-8.792116697703307,-8.613345747982649,19.021663563004324,13.03469894475478,-7.942954686530129
