year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85
1981,0.0,-30.43090794549846,9.460729532101823,103.87688247605308,98.3747778697109,39.40744338643913,59.866331324449675,-95.9010414578803,-92.7747389294056,-20.800395117555126,151.6320579189305,-190.61329952900792,-202.8461456227776,190.705240581711,287.7687007867013,128.52187172224922,113.77798467662706,-124.05872504155553,-141.87993667482493,111.8118631049714,52.247120423171054,-22.761997468724644,-15.610017538564648,-107.67355396756466,-119.28926592424028,15.357127620358142,19.351191890197015,-56.77804927102693,-27.246615697679545,-148.41959902651502,-148.66943393678997,-111.43449377193281,-110.84972455264324,87.75469945212558,61.859734644268656,13.389703697371829,13.001947078022454,-127.08561808228575,-140.32677352708004,356.71242294570084,239.7252573753044,39.43165763804291,10.204604658541939,195.12447506377396
1982,0.0,-128.06912242174297,-127.6353118913903,26.37203209285292,26.225105698932452,-147.53354384172405,-185.7789041608463,-43.63924388954479,-58.708015993169,-302.4867479767623,40.835583846823056,51.09127794132087,57.30127219662745,-2.2881609350901044,-5.381438276111794,122.85608107118674,151.12575404400116,64.45476578068315,79.67771672750746,-85.62347445447284,-130.75001588919997,-232.64671509969043,-219.24729004323444,96.78977168009646,42.911505019143874,-72.62266159588432,-81.49827391580612,422.1381201850013,409.60150073075215,64.36064553622771,32.47954052685009,-122.76536560742863,-135.13894706199363,-128.1857048008098,-143.75152211320852,19.327175606551464,71.91787163397157,-217.8941289157442,-228.91935507741294,185.16090817397355,143.4163285389884,-139.27831394066646,-77.9524366870341,-116.26949566170833
1983,0.0,30.99975995833711,67.56500513337267,-226.75605998446804,-226.0210061839574,-231.7196437980731,-227.05685225874635,-220.27677425283167,-227.41319583897337,-52.164013063777475,-119.78788100789012,-22.3734619799842,-33.819103913440244,-189.8765169204733,-183.771946035373,-111.78060830528932,-144.2276789189807,58.343529020402684,105.7461074532705,185.4433887041066,223.8338382152076,-69.79215161806849,-51.36438622919593,101.56399444905719,80.06775170404205,304.6620384682949,259.7491178295853,66.88631634310059,88.00253665065907,131.95316940280918,70.27963115467207,-183.97414678237885,-196.0698971640228,6.279111848977209,41.1537187070835,-157.37423090536277,-148.77952436945736,9.457325094582643,-25.307790822513653,142.65462453494115,150.95165241659492,-219.0252367093122,-58.40906428599942,51.89024442247819
1984,0.0,-55.2433762375382,-4.947410672446722,-108.722835335784,-115.2504074080606,-294.39201734300724,-302.4791946356972,417.9315478533887,413.2822894254125,-171.54839090188943,-80.64097159199048,-24.65478262947113,-15.971404330228552,-16.60147940994716,5.057520501527392,95.65939072285482,37.505434582986936,-62.472079181551294,-57.25935927577564,-249.7726625813268,-260.392353927997,12.71150363328627,69.4621597072396,-120.6848868563464,-137.70531868838327,-35.19835134757693,-36.62964451279015,-75.41899714922198,-60.107929254906594,-213.26074099073531,-214.9545769969535,275.8656592531984,108.69152938319576,-270.75355933405433,-285.10273099277606,-77.11430493557918,-62.473600097103144,-148.81980777171748,-171.56138027848885,-357.239414048829,-369.2450873339942,-163.0226441275653,112.91021722132962,-171.38928479207624
1985,0.0,42.43108050261753,105.12924629316001,-33.58511944334032,-50.56819877431576,-167.57253486852426,-159.89682281276686,380.5626306337639,305.08514270838873,-133.8210037623581,-49.958568855876706,228.19649826376667,217.43142010156384,73.95911543787486,48.75081228937779,225.5471067459946,128.69330251392307,-57.95090233752518,-53.658449955971946,-133.35629637429668,-147.45080021764545,-67.68954283606138,-44.4261036513459,-179.7856366574133,-194.17165861838123,-170.02946599325475,-177.89674914156626,-87.30525220094614,-72.37358968651569,-2.996386988214681,10.830692510687072,-238.96906352118623,-237.01953275765874,150.78861045444376,104.8648952608064,34.79707184212134,82.21305807655244,-48.17145000653102,-64.30356686078767,-108.1059617080976,-123.00036673682803,-42.91968114494125,-6.428613485456253,-35.47592386405199
1986,0.0,311.1321626176092,366.96208165449286,-45.770513428827485,-53.59280945035414,-254.57858455666644,-271.9087158766554,-34.85708697290738,0.18383487771666296,-136.57695549254436,408.0356097613485,-31.305355514624466,-45.73316185854253,131.6913005827247,97.98253935156356,-127.61231701894434,-116.26481159279689,132.33553544947335,114.00185670993324,-232.02547684337577,-257.2356160431902,-123.27223285983735,-96.46192825942813,229.56990878925353,194.20172603171352,-84.7824371132109,-78.99657387845633,-203.55304140466984,-156.9699884345714,-7.445393011065335,-9.613485644749744,226.4836760058074,265.1561475281824,-168.1364728521815,-206.9754666555636,7.318367642042972,-5.133135045864719,-0.4933348491827019,-48.30859307700382,155.21897171666637,126.78508736804054,21.287150239395146,79.1892084790145,-115.49324346242366
1987,0.0,170.91521406302286,145.30798345842095,-261.4824094497998,-277.8593674792479,-35.103989109324516,-55.732868401826636,-33.42485082563576,-43.851122354792324,309.0169752714203,-22.045443419846947,-241.28901081351393,-239.36005189252467,288.4893071303562,266.8760908622677,8.451549733156867,12.90680286452789,-81.50282113237046,-83.85214650047755,226.43609824316206,194.0896819151444,165.42936687628594,188.13751384343811,-41.97080123997284,-66.18054492905816,-123.10140498982742,-130.64409613641317,-289.96874074641005,-287.5020422271931,58.7203186108801,7.856515525994951,-67.45216301767266,-63.773959904326546,230.59461454777318,202.8979501180877,-141.16465052021573,-136.22633125554734,212.0938066638165,168.77035062194796,-67.29323425648465,-88.24186229902222,130.64669386377898,-11.681206447874729,384.8186801002511
1988,0.0,-185.31270021930595,-181.36069693486917,-57.61482205558343,-69.88817525868183,-10.35911742997007,25.308809969286358,62.329109069169135,43.695276198709735,-70.30299803323373,37.14510033049203,69.83944848130625,126.20401869114528,174.61130203719893,183.17669613383828,14.586336537403326,-10.018513591455076,151.69758352587746,164.48337612962223,291.2418557862302,298.7244005386374,115.63225255948669,163.01253881956814,-37.0245862726739,-86.31355851015081,256.56373387750295,245.43259914710177,-85.3553666711801,-77.75233536003401,-2.4493585786923404,-12.718449564601883,-173.9632817495526,-183.44475145608692,-19.360860338371822,-41.87378755287227,49.01405049382811,31.43292120257979,-166.4635460417611,-184.14006782004776,-1.9358115071419206,-33.84735523036977,126.06754411320162,-173.41944147751917,224.86756534116557
1989,0.0,41.82975674271131,51.65779948646332,-304.3380005048617,-312.028576400668,64.6717820810054,92.13150090530962,-295.96475433340197,-286.54937731220315,153.33046308447229,49.014852069393555,123.22957925190451,129.7258891089857,-190.82888021957967,-162.38020199626544,215.24238644121647,138.1141380696506,-95.43216404375681,-89.9025795069424,298.54664160543325,243.29457319521794,18.96957559569364,35.16658053860192,-52.20302293289933,-72.00921586441586,-226.46871281019173,-244.51150124855377,-126.4813613047105,-106.67869521878436,129.42360680949287,102.1097313449261,-88.88824815616852,-88.7125387731466,2.7669193338051628,-13.893316062430358,-26.9369192480915,-42.09148751464534,249.1471134287715,198.01046595776347,-141.39289246033286,-168.77290241644482,166.833775109233,225.82265256116,7.341357146763585
1990,0.0,-34.99567780977304,-23.186928694157928,248.35509745479226,259.7267991771747,-115.52742260918768,-94.39434688119655,-206.8330440945757,-196.11637871099742,-200.18094063300498,-2.2858204677341973,-114.09697700963949,-106.34836447581415,11.460131940221913,46.56515042989588,-32.945193186891515,-51.19944530470684,78.71460039674866,152.71602442966923,-71.91214215614684,-143.64706462836386,76.1112631454182,125.93960970491776,-2.465833376204614,-28.00399099129629,51.229661786488805,47.98967628508262,271.89783873187025,308.5358360262014,-80.79679511305642,-78.14310264909909,127.00758013438156,72.63724818482592,-215.05978354679735,-204.44402046204732,321.02863839105703,343.7081487691396,-125.25436539028124,-140.37745471648168,169.1600809588274,127.45440088500072,36.08027903776633,-76.69923225155509,-247.5647804072389
