stn,idx,rcp,hor,stat,centile,val
era5_land,rainstart,ref,1981-2010,none,-1,241.724207
era5_land,rainstart,rcp45,1981-2010,mean,-1,242.579491
era5_land,rainstart,rcp45,2021-2050,mean,-1,240.545942
era5_land,rainstart,rcp45,2041-2070,mean,-1,238.80582
era5_land,rainstart,rcp45,1981-2010,min,-1,236.935608
era5_land,rainstart,rcp45,2021-2050,min,-1,235.715299
era5_land,rainstart,rcp45,2041-2070,min,-1,233.529385
era5_land,rainstart,rcp45,1981-2010,max,-1,250.115508
era5_land,rainstart,rcp45,2021-2050,max,-1,252.860355
era5_land,rainstart,rcp45,2041-2070,max,-1,247.410835
era5_land,rainstart,rcp45,1981-2010,centile,90,247.269572
era5_land,rainstart,rcp45,2021-2050,centile,90,244.793736
era5_land,rainstart,rcp45,2041-2070,centile,90,243.385377
era5_land,rainstart,rcp45,1981-2010,centile,50,242.447935
era5_land,rainstart,rcp45,2021-2050,centile,50,239.449166
era5_land,rainstart,rcp45,2041-2070,centile,50,237.927076
era5_land,rainstart,rcp45,1981-2010,centile,10,238.0389
era5_land,rainstart,rcp45,2021-2050,centile,10,236.686061
era5_land,rainstart,rcp45,2041-2070,centile,10,234.874264
era5_land,rainstart,rcp85,1981-2010,mean,-1,242.857095
era5_land,rainstart,rcp85,2021-2050,mean,-1,240.235052
era5_land,rainstart,rcp85,2041-2070,mean,-1,238.762595
era5_land,rainstart,rcp85,1981-2010,min,-1,238.068703
era5_land,rainstart,rcp85,2021-2050,min,-1,235.453846
era5_land,rainstart,rcp85,2041-2070,min,-1,234.08539
era5_land,rainstart,rcp85,1981-2010,max,-1,249.95975
era5_land,rainstart,rcp85,2021-2050,max,-1,246.508246
era5_land,rainstart,rcp85,2041-2070,max,-1,245.441628
era5_land,rainstart,rcp85,1981-2010,centile,90,247.830689
era5_land,rainstart,rcp85,2021-2050,centile,90,243.77674
era5_land,rainstart,rcp85,2041-2070,centile,90,242.966516
era5_land,rainstart,rcp85,1981-2010,centile,50,241.850191
era5_land,rainstart,rcp85,2021-2050,centile,50,240.034113
era5_land,rainstart,rcp85,2041-2070,centile,50,238.699315
era5_land,rainstart,rcp85,1981-2010,centile,10,238.968104
era5_land,rainstart,rcp85,2021-2050,centile,10,237.379152
era5_land,rainstart,rcp85,2041-2070,centile,10,235.143449
era5_land,rainstart,rcpxx,1981-2010,mean,-1,242.722499
era5_land,rainstart,rcpxx,2021-2050,mean,-1,240.385787
era5_land,rainstart,rcpxx,2041-2070,mean,-1,238.783553
era5_land,rainstart,rcpxx,1981-2010,min,-1,236.935608
era5_land,rainstart,rcpxx,2021-2050,min,-1,235.453846
era5_land,rainstart,rcpxx,2041-2070,min,-1,233.529385
era5_land,rainstart,rcpxx,1981-2010,max,-1,250.115508
era5_land,rainstart,rcpxx,2021-2050,max,-1,252.860355
era5_land,rainstart,rcpxx,2041-2070,max,-1,247.410835
era5_land,rainstart,rcpxx,1981-2010,centile,90,247.958149
era5_land,rainstart,rcpxx,2021-2050,centile,90,244.848176
era5_land,rainstart,rcpxx,2041-2070,centile,90,243.556452
era5_land,rainstart,rcpxx,1981-2010,centile,50,241.938967
era5_land,rainstart,rcpxx,2021-2050,centile,50,239.9842
era5_land,rainstart,rcpxx,2041-2070,centile,50,238.018272
era5_land,rainstart,rcpxx,1981-2010,centile,10,238.07866
era5_land,rainstart,rcpxx,2021-2050,centile,10,236.679414
era5_land,rainstart,rcpxx,2041-2070,centile,10,234.74257
