year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85
1981,0.0,4.414022289766976,4.964174265450865,22.62374873353597,23.629827760891594,19.763566362715302,19.818277608915913,7.0480648429584605,6.929523809523815,11.899128672745697,-4.018196555217827,2.3720770010131744,0.059614994934143795,-2.757406281661595,-2.9361296859169173,-8.224275582573455,-7.8072543059777075,18.588490374873352,17.366605876393116,7.460830800405269,7.9769402228976745,12.5635663627153,12.278459979736581,-0.4808105369807478,-0.903910840932113,-1.5805065856129659,-0.8485916919959422,1.6328672745694064,-0.496616008105363,23.11250253292807,22.96295845997974,-1.624883485309013,-0.17807497467071443,1.9933535967578564,4.414022289766976,-8.90512664640324,-9.362877406281662,11.1216210739615,9.917973657548131,-6.431570415400202,-7.407862208713269,8.936210739615,-1.8996555217831812,-0.7829381965552145
1982,0.0,22.690010131712263,22.430435663627158,-5.581722391084092,-4.629138804457952,35.27359675785208,35.319797365754816,4.524052684903751,4.138642350557248,41.77754812563324,-7.234609929078012,-12.630354609929071,-13.374427558257345,-4.254062816616006,-4.2084701114488325,-18.780506585612965,-17.46318135764944,1.2699493414387035,0.9197973657548175,5.839554204660594,6.119797365754813,11.578156028368795,11.046241134751774,1.5921377912867314,0.9811955420466063,-4.560445795339412,-3.386585612968588,2.9343870314083134,0.9957852077001021,-0.7561904761904756,-0.7191084093211728,4.978156028368801,6.601864235055729,14.544721377912872,14.715542046605883,3.9234447821681897,3.8547517730496494,14.224964539007097,14.463262411347522,16.490618034447827,15.534387031408308,20.039554204660597,-9.443728470111445,-1.468044579533938
1983,0.0,-1.8194123606889505,-1.8127254305977658,38.780587639311044,39.041985815602835,25.183627152988855,25.401864235055733,18.15931104356637,17.14958459979737,5.328308004052687,-2.496616008105363,14.220709219858158,12.85049645390071,1.9538399189463078,1.0432016210739619,18.28332320162108,18.600040526849035,4.532563323201622,3.773900709219859,8.672380952380955,9.688186423505577,9.124660587639312,8.299128672745695,-1.2662208713272491,-2.166524822695031,-1.6844579533941229,-1.2917527862208686,12.14654508611956,10.69183383991895,-11.460749746707194,-10.571995947315095,-2.285065856129684,-2.789625126646399,-4.893576494427556,-3.9233637284701075,3.4638703140830813,2.835298885511655,-7.016372847011141,-6.962269503546096,15.831043566362716,15.398824721377913,32.12952380952381,-2.8947922998986826,5.33073961499494
1984,0.0,19.750192502532933,19.941681864235058,24.876636271529897,26.139858156028374,40.21949341438704,40.42192502532928,-5.537953394123605,-5.282634245187431,16.60186423505572,-10.757406281661595,-12.224275582573455,-12.842512664640324,-9.850415400202628,-9.89296859169199,-0.34767983789259915,-0.33612968591691583,10.069341438703141,10.424964539007092,12.776940222897672,13.674812563323208,3.6401621073961508,3.9137183383991925,-2.380506585612963,-1.085065856129681,-1.700263424518738,-2.439473150962506,-2.3817223910840895,-2.015764944275581,29.704599797365752,29.90277608915907,-2.2820263424518714,-1.3695643363728465,12.808551165146916,14.760526849037497,-6.187801418439712,-5.833394123606887,-12.567132725430596,-11.82305977710233,24.09061803444782,24.521621073961505,16.027396149949347,-1.2558865248226923,6.73499493414387
1985,0.0,18.47785207700101,18.80247213779129,11.428004052684905,11.965390070921991,40.41949341438704,40.42739614994934,2.415238095238095,2.4182776089159077,14.798216818642352,-6.016372847011141,0.389098277608916,-0.7142451874366742,-0.7221479229989853,-1.1130293819655463,-3.4899290780141783,-3.9519351570415395,2.403687943262412,2.161134751773055,15.333779128672752,16.452320162107405,14.032259371833838,13.364174265450863,8.474812563323205,8.308247213779133,-2.44980749746707,-1.6643971631205616,6.053535967578526,4.0012563323201675,15.45657548125633,16.324660587639308,4.787882472137795,4.741073961499495,3.2456332320162176,4.890618034447826,-2.6060385005065854,-3.7993515704153964,19.123444782168185,19.243809523809524,3.383019250253298,4.169037487335366,5.544721377912872,-0.7349138804457951,8.866909827760892
1986,0.0,13.486970618034455,13.618885511651477,14.37511651469098,15.639554204660591,47.21888551165147,47.30216818642351,10.24502532928065,10.17633232016211,15.512502532928075,-6.491144883485305,12.641985815602837,12.614022289766972,-2.3221479229989868,-3.465612968591685,13.2845390070922,13.59578520770011,-6.12397163120567,-6.1209321175278575,16.54897669706181,16.53803444782168,7.7222289766970675,6.996393110435669,-14.194488348530896,-15.111813576494427,-3.313029381965549,-3.1713880445795297,21.733779128672744,20.24441742654509,18.77815602836879,19.29548125633233,-8.432178318135762,-7.569564336372842,23.394569402228974,25.67542046605876,-10.723971631205671,-11.47169199594731,-0.43947315096250605,-1.1172847011144853,12.170861195542052,11.642593718338404,12.86265450861196,-10.02913880445795,14.845025329280652
1987,0.0,13.736818642350563,14.069949341438708,23.320405268490383,24.09365754812564,22.42070921985816,23.238946301925033,7.862654508611961,7.228004052684909,-1.1567983789260339,0.038946301925030014,5.494873353596759,4.709463019250258,-12.21394123606889,-12.809078014184394,-5.891144883485303,-5.453454913880442,7.838946301925027,7.995785207700102,-12.127619047619042,-11.221843971631202,-12.454062816616002,-12.293576494427555,4.466909827760894,3.8243566362715313,1.2115906788247273,4.136818642350562,19.43286727456941,17.42921985815604,0.8571833839918952,1.4936575481256398,-2.1185005065856117,-2.2534549138804394,-8.959837892603844,-8.079594731509623,-0.5950962512664617,-0.9738196555217797,-7.90451874366768,-7.6260992907801395,10.027396149949347,10.921621073961504,-1.6358257345491367,3.7878824721377953,-9.219412360688956
1988,0.0,22.57268490374873,21.766605876393108,2.731347517730498,4.672988855116515,16.831651469098283,17.42861195542047,-6.491144883485305,-8.4412968591692,0.2979128672745759,-6.083242147922995,-6.956798378926038,-7.871084093211749,-7.457710233029381,-8.686281661600809,6.469341438703147,6.698520770010134,-12.038257345491388,-11.187193515704152,-9.576859169199594,-9.493576494427558,1.3963931104356675,0.8164539007092202,8.500344478216824,8.09548125633232,-1.9227558257345478,-0.9665248226950354,4.913110435663633,3.784235055724423,14.395177304964541,15.074204660587647,1.5100709219858217,2.770253292806487,-3.3063424518743645,-1.618804457953388,-7.8704761904761895,-9.07594731509625,18.514934143870313,17.527092198581563,-4.873515704154002,-5.2370415400202575,2.4450253292806536,-4.060749746707188,-3.790233029381959
1989,0.0,10.981195542046606,11.197001013171231,22.43529888551165,23.148368794326238,32.0298277608916,32.81463019250254,13.312502532928072,12.819493414387033,0.5471529888551174,-0.4808105369807478,-9.233394123606885,-10.54403242147923,4.576332320162109,4.425572441742659,-18.080202634245182,-17.04676798378926,-12.872299898682876,-11.964093211752783,6.370253292806488,7.105207700101317,-3.161053698074973,-2.8844579533941186,5.310070921985819,5.3374265450861245,13.465694022289775,12.753232016210745,12.659614994934145,11.29669706180345,3.4517122593718383,4.078459979736579,-10.790840932117526,-11.696008105369806,2.882107396149955,3.775724417426545,2.9161499493414453,1.5556636271529953,-12.946464032421474,-10.895400202634242,9.736210739614997,10.708855116514691,13.165390070921987,-6.7604457953394075,16.496089159067886
1990,0.0,19.113110435663636,19.063870314083083,7.132563323201623,8.031651469098279,39.099736575481266,39.29487335359676,16.362350557244177,16.09122593718339,21.48514690982777,2.1094630192502564,0.47542046605876465,-0.767740628166159,7.7933535967578536,6.744721377912867,-2.0291388044579506,-2.168956433637284,-17.209078014184392,-17.42853090172239,9.195785207700105,10.22374873353597,16.55019250253293,15.27116514690983,1.9234447821681897,1.5830192502532938,-12.2315704154002,-11.629138804457952,1.311894630192505,0.8511043566362773,7.835906788247215,8.424356636271533,-3.826099290780135,-3.7884093211752727,32.46934143870315,33.71311043566363,-2.125795339412356,-2.859533941236066,9.762350557244176,10.247456940222904,-4.910597771023298,-4.896616008105369,14.052928064842966,-1.3938804457953395,18.85839918946302
